,PPP6C (5537)
ACH-000004,-0.764636277882921
ACH-000005,-0.9848717819710928
ACH-000007,-0.9173668027267654
ACH-000009,-1.0424661319657622
ACH-000011,-0.9512435185553404
ACH-000012,-1.0042289436279943
ACH-000013,-0.9197892579041239
ACH-000014,-0.570437342259266
ACH-000015,-0.8362912127805531
ACH-000017,-1.0063648441559232
ACH-000018,-0.9694515157468148
ACH-000019,-0.8050650043416372
ACH-000021,-0.8439576006617996
ACH-000022,-1.0285126972730196
ACH-000025,-0.7578681091347446
ACH-000028,-0.8575640630205357
ACH-000030,-0.8449846173963823
ACH-000035,-0.9075916098379764
ACH-000036,-0.7783641750280393
ACH-000037,-0.4635015485181411
ACH-000039,-0.6033018566861149
ACH-000040,-0.05198633652666811
ACH-000041,-0.5917136965026408
ACH-000042,-0.7437412619238913
ACH-000045,-0.9362145998909996
ACH-000047,-0.4927677479832262
ACH-000052,-0.9305050941646285
ACH-000053,-0.974809176347874
ACH-000054,-0.4052018349976476
ACH-000055,-0.3978066048449457
ACH-000060,-0.3484683611164376
ACH-000067,-0.5137609629543011
ACH-000070,-0.915487917343696
ACH-000075,-0.3006757947973636
ACH-000078,-0.5285908380785357
ACH-000082,-0.5608393870407665
ACH-000085,-0.9650100812187058
ACH-000086,-0.8366122536290509
ACH-000087,-0.9390428116512212
ACH-000092,-0.5981990354157679
ACH-000095,-0.2521813691570141
ACH-000097,-0.9915240007899906
ACH-000098,-0.4611149659916337
ACH-000099,-0.675806760306004
ACH-000108,-0.7723839132565551
ACH-000113,-0.5593870247115157
ACH-000116,-0.8255360992073966
ACH-000118,-0.8054172673501685
ACH-000120,-0.5126140727042103
ACH-000123,-0.5937961468740566
ACH-000127,-1.1102765941000732
ACH-000128,-0.5527796439214767
ACH-000132,-0.6457216014934261
ACH-000133,-0.8087632639757044
ACH-000137,-0.9399900961648592
ACH-000138,-1.059669666027405
ACH-000142,-0.9747074586879244
ACH-000143,-0.5831260645165333
ACH-000146,-0.6639826295155854
ACH-000148,-0.5592507095975413
ACH-000150,-0.6988391878887468
ACH-000152,-0.7323699047578389
ACH-000153,-0.8405311503467112
ACH-000159,-0.4999864770907831
ACH-000160,-0.71950292779297
ACH-000163,-0.8981427880391267
ACH-000167,-0.588524718857919
ACH-000168,-0.7417200444611354
ACH-000169,-0.6400408835756298
ACH-000178,-0.8737529499129973
ACH-000183,-0.9536766020257204
ACH-000188,-0.7386846700433849
ACH-000189,-0.9559402401772129
ACH-000190,-1.0653095310486742
ACH-000198,-0.7342684857086942
ACH-000203,-0.3089352110910867
ACH-000204,-0.8276938271729559
ACH-000206,-1.0090978191698716
ACH-000207,-0.5772311155581177
ACH-000208,-0.376648093837522
ACH-000210,-0.994609027589312
ACH-000211,-0.7031625403378735
ACH-000215,-0.8240633420942626
ACH-000221,-0.7816537225306572
ACH-000222,-1.0125405137479566
ACH-000223,-0.8567230541484988
ACH-000226,-0.7483365164439648
ACH-000227,-0.3393031786727081
ACH-000228,-0.6183077822325189
ACH-000231,-0.6523883207810516
ACH-000232,-0.6242290223042152
ACH-000233,-0.9206758663965432
ACH-000234,-0.8505749714155532
ACH-000235,-1.0043606080706329
ACH-000237,-0.7377181026054268
ACH-000238,-0.7989873878678775
ACH-000242,-0.8867225599431555
ACH-000243,-1.0584192261072003
ACH-000244,-0.6398690273440449
ACH-000246,-0.41049557810419335
ACH-000248,-0.6851832329654982
ACH-000250,-0.5956605615955732
ACH-000251,-0.9923878322376812
ACH-000252,-0.9777308010620496
ACH-000253,-0.9576015282274136
ACH-000255,-0.8455981563530356
ACH-000256,-0.9338078857788508
ACH-000257,-0.3934178034743133
ACH-000258,-1.1865628902352972
ACH-000259,-0.5330282952085267
ACH-000260,-0.6996485817728995
ACH-000261,-0.2616895720085822
ACH-000262,-0.5500276993856419
ACH-000263,-0.658425589890254
ACH-000264,-0.9474055940834047
ACH-000265,-0.7613260920470036
ACH-000266,-0.5831714117385769
ACH-000272,-0.6245133070254337
ACH-000274,-0.3764990465203347
ACH-000277,-0.9291813977506006
ACH-000278,-1.006371647024901
ACH-000279,-0.8316700175257465
ACH-000280,-0.8545952051298878
ACH-000281,-1.0108423148150434
ACH-000288,-0.9380026814300172
ACH-000291,-1.0890052937081882
ACH-000293,-0.7399865648464806
ACH-000294,-1.1475919991258574
ACH-000295,-0.8568858421048979
ACH-000296,-0.65903266519172
ACH-000302,-1.0322193074622614
ACH-000304,-0.6465413998347155
ACH-000307,-1.0155138294235844
ACH-000308,-0.7447571329698826
ACH-000310,-0.606476662647037
ACH-000311,-0.8480120403923014
ACH-000312,-0.5145040715381268
ACH-000315,-0.8785138311139986
ACH-000316,-0.8836312628280911
ACH-000317,-0.9098722739356646
ACH-000318,-0.8701813864206221
ACH-000319,-0.7761858722350261
ACH-000320,-0.6627586814220614
ACH-000322,-0.9127398067269088
ACH-000323,-0.7962228639832275
ACH-000324,-0.8354661838606756
ACH-000329,-0.4506355931382138
ACH-000330,-0.8305140452946224
ACH-000331,-0.7822749228380539
ACH-000332,-0.9890169852641044
ACH-000334,-1.1304390157023312
ACH-000335,-0.7884484819766937
ACH-000336,-0.2465163634591033
ACH-000337,-1.1378594581175154
ACH-000338,-0.9871168581838664
ACH-000339,-0.8179639143011778
ACH-000341,-0.409204749734958
ACH-000348,-0.8219827822728981
ACH-000350,-0.5708862581492079
ACH-000352,-0.9197636438587318
ACH-000356,-1.1393567702021457
ACH-000361,-0.8506175588518784
ACH-000362,-0.7230350660718884
ACH-000363,-0.494582327619313
ACH-000364,-0.7266793453376892
ACH-000365,-0.6449283760619123
ACH-000366,-0.5667370860714351
ACH-000368,-0.8712077406479474
ACH-000374,-1.0192197667778646
ACH-000375,-0.9417774712220646
ACH-000376,-0.6006169729932623
ACH-000381,-0.6477504704687193
ACH-000383,-1.194382302472755
ACH-000387,-0.7808647704086484
ACH-000389,-1.016601965414536
ACH-000390,-0.8438998693067356
ACH-000393,-0.6742182149723679
ACH-000395,-0.7698064799532262
ACH-000396,-1.21370756064017
ACH-000397,-1.1380673221043816
ACH-000401,-1.083715831579224
ACH-000402,-0.9879307188787048
ACH-000403,-0.7621307743551073
ACH-000404,-0.9031629952871256
ACH-000406,-0.9534620188000409
ACH-000407,-0.5657352027669932
ACH-000408,-1.100130502432447
ACH-000410,-0.717574756535044
ACH-000411,-0.6115175127286173
ACH-000414,-0.6610285552636601
ACH-000415,-0.8160603978567109
ACH-000416,-0.896710452609175
ACH-000420,-0.8335935491825753
ACH-000421,-1.0169336762201382
ACH-000424,-0.8869948147131225
ACH-000425,-1.208800043092234
ACH-000426,-0.8230576258422537
ACH-000427,-0.4392553738675439
ACH-000433,-0.48648408779992997
ACH-000435,-0.8662301344601071
ACH-000436,-0.6859164929819085
ACH-000444,-0.4564317716314994
ACH-000445,-0.496768460543788
ACH-000448,-0.8651707066889059
