,FRG2C (100288801)
ACH-000414,-0.14806753309893295
ACH-000415,-0.18918371205700274
ACH-000416,-0.2955428319614468
ACH-000420,-0.09619049937297074
ACH-000421,-0.4681716258408306
ACH-000424,-0.2517359502705862
ACH-000425,-0.4581321968136415
ACH-000426,-0.2968839449512386
ACH-000427,-0.20958717364337526
ACH-000433,-0.1051754324350348
ACH-000435,-0.3240240085900726
ACH-000436,-0.39882237362739337
ACH-000444,-0.2472375609516796
ACH-000445,-0.16674372306083815
ACH-000448,-0.3408971826012679
ACH-000450,-0.2347551966709029
ACH-000452,-0.28476792621128943
ACH-000454,-0.3801939885321482
ACH-000458,-0.2264910922017146
ACH-000459,-0.20061007959994695
ACH-000460,-0.313880719777057
ACH-000461,-0.20071975258024066
ACH-000463,-0.23960680765976936
ACH-000464,-0.1625941755995376
ACH-000466,-0.4437992884040768
ACH-000467,-0.08172740216470707
ACH-000468,-0.14625519270791862
ACH-000469,-0.1877012704990621
ACH-000470,-0.2913296549886597
ACH-000471,-0.2467408292911487
ACH-000472,-0.24641827876867026
ACH-000473,-0.4184197005129517
ACH-000475,-0.09456098740534777
ACH-000476,-0.0859436108180987
ACH-000477,-0.3910614553314102
ACH-000479,-0.4047758600288167
ACH-000480,-0.3150931867611385
ACH-000481,-0.3135187869904899
ACH-000483,-0.1991301370411471
ACH-000484,-0.4094745347904991
ACH-000485,-0.06067625397075534
ACH-000486,-0.25111983010017064
ACH-000487,-0.3658570763408776
ACH-000488,-0.027117680461202998
ACH-000490,-0.24722205823457286
ACH-000491,-0.280799355666894
ACH-000495,-0.6097817212540317
ACH-000496,-0.11547213212186433
ACH-000499,-0.2390178399150112
ACH-000500,-0.5866885439410239
ACH-000502,-0.413403785697112
ACH-000503,-0.34264790885049057
ACH-000505,-0.23081853276548445
ACH-000507,-0.12015245813093856
ACH-000510,-0.3305335309419726
ACH-000511,-0.34322007604776983
ACH-000512,-0.15806023290455282
ACH-000516,-0.2718575397905981
ACH-000517,-0.3416911373352292
ACH-000518,-0.21083419348491408
ACH-000520,-0.300978136354336
ACH-000521,-0.21322533522466716
ACH-000522,-0.3579683585474556
ACH-000524,-0.23993560038997705
ACH-000527,-0.17228927160905996
ACH-000528,-0.2102794937892805
ACH-000537,-0.027039889707930014
ACH-000541,-0.07011222679791712
ACH-000542,-0.377271636302096
ACH-000544,-0.1664527631854916
ACH-000545,-0.34744405906215564
ACH-000547,-0.3855665232160743
ACH-000548,-0.2667931363626984
ACH-000549,-0.4100724529293084
ACH-000550,-0.3461147115471991
ACH-000552,-0.23264484150370485
ACH-000556,-0.17119975025301173
ACH-000557,-0.2989455683642885
ACH-000569,-0.1949708586837976
ACH-000570,-0.12572694786704056
ACH-000571,-0.3160599643355476
ACH-000573,-0.2445174853243985
ACH-000576,-0.20159377409487209
ACH-000579,-0.4423181301572264
ACH-000580,-0.42565374436124576
ACH-000584,-0.246035145978078
ACH-000585,-0.24972451282197736
ACH-000588,-0.4449368845642039
ACH-000589,-0.2279414128766725
ACH-000591,-0.3395508384049565
ACH-000593,-0.2549542172883552
ACH-000600,-0.37371795380165296
ACH-000601,-0.3124844291335055
ACH-000605,-0.3293819648256902
ACH-000606,-0.30090007141657504
ACH-000608,-0.2186848332435208
ACH-000614,-0.4290153007029972
ACH-000616,-0.16696925873554214
ACH-000618,-0.09776461972263574
ACH-000619,-0.20151414446775145
ACH-000620,-0.4540975285280766
ACH-000621,-0.3743274792337337
ACH-000622,-0.1030936632131764
ACH-000623,-0.13519682209199513
ACH-000624,-0.2485369209404084
ACH-000627,-0.1491155036988153
ACH-000630,-0.03317869896305525
ACH-000631,0.0209111977335935
ACH-000632,-0.21900820859885456
ACH-000633,-0.22337645617642055
ACH-000637,-0.5776588137428111
ACH-000638,-0.2360891711533888
ACH-000646,-0.2481173138278749
ACH-000647,-0.2668508890532645
ACH-000648,-0.28541034861939857
ACH-000649,-0.3063571113112186
ACH-000651,0.027346089158822612
ACH-000652,-0.28911792814503445
ACH-000653,-0.24488279467093985
ACH-000657,-0.4237597215146119
ACH-000658,-0.4307804681709286
ACH-000661,-0.30873979058429346
ACH-000662,-0.2890837029812805
ACH-000663,-0.19507720567446646
ACH-000665,-0.3194423601244193
ACH-000671,-0.4333473488132832
ACH-000672,-0.050697395120751734
ACH-000673,-0.3251191518337765
ACH-000676,-0.21632515642541475
ACH-000677,-0.275372927064774
ACH-000681,-0.1414544275862288
ACH-000683,-0.17798379027939412
ACH-000684,-0.34485193684998666
ACH-000688,-0.2168081470929515
ACH-000693,-0.17761221097188332
ACH-000694,-0.08948711684076809
ACH-000695,-0.13439459652250565
ACH-000696,-0.2043710154309741
ACH-000697,-0.5052422866946357
ACH-000699,-0.2228784093752853
ACH-000701,-0.13534473740136738
ACH-000706,-0.11223662299704204
ACH-000711,-0.16362534414949628
ACH-000713,-0.3662522259193834
ACH-000714,-0.0016076709697245932
ACH-000718,-0.3956188224675665
ACH-000720,-0.3611693001795429
ACH-000721,-0.37387282318198706
ACH-000724,-0.1774189293126258
ACH-000725,-0.28087742293070245
ACH-000732,-0.20172756247650625
ACH-000734,-0.14829350485644738
ACH-000735,-0.5107835434634915
ACH-000736,-0.2182990912072532
ACH-000738,-0.21499744495219167
ACH-000746,-0.2956214856160014
ACH-000747,-0.19106573971630397
ACH-000748,-0.2130980913287611
ACH-000753,-0.09596484445378327
ACH-000756,-0.24000938842322306
ACH-000757,-0.02885180460609808
ACH-000758,-0.5461753643189619
ACH-000760,-0.2084538643964557
ACH-000762,-0.19864486473891368
ACH-000763,-0.23424230362821502
ACH-000764,-0.10702555900744733
ACH-000765,-0.3960137123474095
ACH-000766,-0.22022154194172391
ACH-000767,-0.4038522073396166
ACH-000768,-0.27971308500947073
ACH-000769,-0.3059415568123438
ACH-000770,-0.19614955877287898
ACH-000771,-0.2821175838655548
ACH-000773,-0.4527332676849168
ACH-000776,-0.13151369126600645
ACH-000777,-0.1333943007622475
ACH-000778,-0.38405440708919303
ACH-000781,-0.23328067945833605
ACH-000782,-0.22364723691247276
ACH-000783,-0.3634024095678102
ACH-000784,-0.09052128775993958
ACH-000785,-0.4503751681405934
ACH-000787,-0.2893594642409688
ACH-000788,-0.3131044951936923
ACH-000791,-0.3208357202928878
ACH-000792,-0.14415353845269566
ACH-000794,-0.34154548413922753
ACH-000796,-0.3552051649367302
ACH-000798,-0.26192187356849
ACH-000799,-0.2995517280641211
ACH-000800,-0.2324680291753514
ACH-000802,-0.16935270174857836
ACH-000804,-0.3577263778462623
ACH-000805,-0.44732705655414
ACH-000809,-0.2175845917581639
ACH-000810,-0.3156007320146605
ACH-000811,-0.2795821656819329
ACH-000817,-0.3453793697550297
ACH-000819,-0.17538634025063676
ACH-000820,-0.4840510212018859
ACH-000821,-0.349533581231476
ACH-000822,-0.5412139782710479
ACH-000823,-0.2737533293138
ACH-000824,-0.15142217339491482
ACH-000827,-0.2989791480718897
ACH-000829,-0.3994610879273457
ACH-000831,-0.12377519171130348
ACH-000832,-0.304399232845306
ACH-000833,-0.127267373738695
ACH-000834,-0.09070068521059232
ACH-000835,-0.13911345030224234
ACH-000836,-0.21038234521260715
ACH-000837,-0.15117970543539136
ACH-000838,-0.0974977359592986
ACH-000839,-0.3394563446224824
ACH-000840,-0.2282608987870673
ACH-000841,-0.14980762710997172
ACH-000843,-0.4317449117186573
ACH-000846,-0.5558468098253538
ACH-000847,-0.04636191507406235
ACH-000848,-0.1334436298399332
ACH-000849,-0.3792825627134962
ACH-000851,-0.20508902535999485
ACH-000855,-0.2595124396961546
ACH-000856,-0.3733898589599071
ACH-000858,-0.4286687901287935
ACH-000859,-0.21769604125286646
ACH-000861,-0.4700802232996851
ACH-000862,-0.13122572397124466
ACH-000865,-0.14763224008433898
ACH-000866,-0.3713158499140265
ACH-000867,-0.27630204374780915
ACH-000869,-0.3251916006352399
ACH-000872,-0.0549726583079169
ACH-000873,-0.15041559591926024
ACH-000876,-0.3832997954908035
ACH-000878,-0.18999796950339432
ACH-000880,-0.3636971037290456
ACH-000881,-0.2968569126800629
ACH-000882,-0.1971534000177441
ACH-000884,-0.25379971664514483
ACH-000885,-0.2160918781274993
ACH-000887,-0.29909724505798563
ACH-000889,-0.09162677133737716
ACH-000896,-0.3563156671790847
ACH-000898,-0.1535081227277601
ACH-000900,-0.16568645153108313
ACH-000901,-0.211417083965736
ACH-000905,-0.1846529444059168
ACH-000906,-0.16414923590923122
ACH-000907,-0.40405083251595
ACH-000910,-0.15537821830694598
ACH-000911,-0.06188373570249343
ACH-000912,-0.24897931938377565
ACH-000913,-0.06878895784095616
ACH-000915,-0.057735441030054964
ACH-000916,-0.565655708803158
ACH-000917,-0.28777801424622224
ACH-000920,-0.2899825955055256
ACH-000921,-0.3229543606834377
ACH-000924,-0.2631985384936866
ACH-000926,-0.2347066742971236
ACH-000928,-0.2954080576743412
ACH-000929,-0.1814373534671524
ACH-000932,-0.2812104616987665
ACH-000935,-0.3217897935360308
ACH-000936,-0.03672213355116968
ACH-000937,-0.2526501391307703
ACH-000938,-0.23572161559470745
ACH-000939,0.023743680597564036
ACH-000941,-0.09954063210471384
ACH-000943,-0.1904032961929005
ACH-000946,-0.2995957002960089
ACH-000947,-0.29689198917237325
ACH-000948,-0.5347212214721352
ACH-000950,-0.3681189056236405
ACH-000953,-0.5294174713409306
ACH-000954,-0.14078090466527846
ACH-000957,-0.3815967576899853
ACH-000958,-0.1382438926570841
ACH-000960,-0.3822134542548617
ACH-000963,-0.09345616111280013
ACH-000968,-0.3590206540416254
ACH-000969,-0.39599409686121373
ACH-000972,-0.3083980388593279
ACH-000973,-0.24466033595979225
ACH-000974,-0.19295225185010384
ACH-000978,-0.039665646110795566
ACH-000984,-0.2587028081768913
ACH-000986,-0.4706903632448061
ACH-000988,-0.2116423273076464
ACH-000993,-0.2826018500760963
ACH-000994,-0.3359712864748601
ACH-000996,-0.17928963636952908
ACH-001001,-0.3638900974726876
ACH-001020,-0.2757793418558082
ACH-001028,-0.2965582302500678
ACH-001031,-0.21014391879801225
ACH-001038,-0.3587053041859013
ACH-001048,-0.29557929912151354
ACH-001050,-0.27191945028290204
ACH-001053,-0.3728028458378312
ACH-001054,-0.30555672610033435
ACH-001061,-0.2458357249647509
ACH-001067,-0.2531138889875827
ACH-001075,-0.1090339620642158
ACH-001096,-0.2518248044149712
ACH-001111,-0.4260163818456876
ACH-001119,-0.12312234436907832
ACH-001128,-0.4511608622335158
ACH-001134,0.07921337378473288
ACH-001151,-0.30265999644219826
ACH-001163,-0.3767396780780026
ACH-001164,-0.1970123197170095
ACH-001183,-0.21155300391646198
ACH-001192,-0.3974140736143288
ACH-001193,-0.3050359169338931
ACH-001196,-0.2876268175355585
ACH-001197,-0.22841544183721804
ACH-001205,-0.4449887617815584
ACH-001211,-0.3951323042124356
ACH-001212,-0.1656043159844991
ACH-001228,-0.3503513350708549
ACH-001232,-0.5200405345355085
ACH-001239,-0.3534436474634504
ACH-001270,-0.33966839885075445
ACH-001274,-0.26537224879158905
ACH-001275,-0.20898888310018707
ACH-001277,-0.4209791142063484
ACH-001278,-0.23879946661146825
ACH-001280,-0.5575291256033628
ACH-001283,-0.17675801152959944
ACH-001289,-0.4184505512968719
ACH-001300,-0.3680481396575509
ACH-001301,-0.08376305125379323
ACH-001302,-0.14776445125989998
ACH-001306,-0.2290778013905645
ACH-001318,-0.34083049917072034
ACH-001322,-0.2579709181237521
ACH-001328,-0.2135469054000923
ACH-001332,-0.3357291453884819
ACH-001336,-0.2845521242789121
ACH-001346,-0.3550918423116711
ACH-001353,-0.20361523541857907
ACH-001354,-0.4594216621396356
ACH-001367,-0.3482800341903561
ACH-001368,-0.1573740282884309
ACH-001374,-0.22611951838328476
ACH-001377,-0.2626369861495583
ACH-001380,-0.20892307931448165
ACH-001391,-0.2909964294880301
ACH-001408,-0.2917242137316153
ACH-001430,-0.28350381118204354
ACH-001431,-0.2840627659070457
ACH-001450,-0.25464206800809697
ACH-001496,-0.3123751766515852
ACH-001500,-0.1768963712943658
ACH-001523,-0.4770314564580128
ACH-001532,-0.34570692383794144
ACH-001550,-0.10478993999649107
ACH-001552,-0.3138170873650378
ACH-001554,-0.300553428267788
ACH-001654,-0.22493631167184155
ACH-001735,-0.3772460920468613
ACH-001736,-0.35530441646496685
ACH-001737,-0.3746633740628567
ACH-001740,-0.2086077688450468
ACH-001745,-0.10440680753253112
ACH-001765,-0.3227036415673997
