,BRCA1 (672)
ACH-000004,-0.4391009946105017
ACH-000005,-0.1883482282610219
ACH-000007,-0.5912363662149637
ACH-000009,-0.6142151098006297
ACH-000011,-0.6805810979407269
ACH-000012,-0.5036708081525314
ACH-000013,-0.7542021904973791
ACH-000014,-0.5972234271203962
ACH-000015,-0.4233704026739014
ACH-000017,-0.517092717142024
ACH-000018,-0.39750479825647816
ACH-000019,-0.5481322088495837
ACH-000021,-0.6857278174422616
ACH-000022,-0.4641063749689148
ACH-000025,-0.5768984131434512
ACH-000028,-0.7606243668270638
ACH-000030,-0.4791362968329314
ACH-000035,-0.6774695561468196
ACH-000036,-0.5397875320475509
ACH-000037,-0.5384280910694449
ACH-000039,-0.3385898330794334
ACH-000040,-0.5957854165610849
ACH-000041,-0.5965952514939318
ACH-000042,-0.2503259147799443
ACH-000045,-0.4189168824647345
ACH-000047,-0.6584622196579418
ACH-000052,-0.7557557247595171
ACH-000053,-0.442644062009969
ACH-000054,-0.6059724952462298
ACH-000055,-0.5390129831168353
ACH-000060,-0.5267499247851698
ACH-000067,-0.4594590874295614
ACH-000070,-0.4318598937345091
ACH-000075,-0.8150173140826734
ACH-000078,-0.5726381287790365
ACH-000082,-0.4902206622670857
ACH-000085,-0.4598251642539198
ACH-000086,-0.7111004712680801
ACH-000087,-0.7233812307498976
ACH-000092,-0.6229146708805199
ACH-000095,-0.2822959118977013
ACH-000097,-0.5859980809500724
ACH-000098,-0.5249852813090872
ACH-000099,-0.589240781678546
ACH-000108,-0.576411365551794
ACH-000113,-0.619964955711477
ACH-000116,-0.7227899398719144
ACH-000118,-0.6147706231218572
ACH-000120,-0.6407718699450989
ACH-000123,-0.5412724360362964
ACH-000127,-0.5382854471007347
ACH-000128,-0.2787277977265449
ACH-000132,-0.3270708456319677
ACH-000133,-0.5778279056642086
ACH-000137,-0.4498159694312723
ACH-000138,-0.5035852657941835
ACH-000142,-0.6745980352662571
ACH-000143,-0.4684203862522367
ACH-000146,-0.3248343528401488
ACH-000148,-0.6124768602886079
ACH-000150,-0.3980923712396863
ACH-000152,-0.9508763918575998
ACH-000153,-0.435457257243118
ACH-000159,-0.6662449732367624
ACH-000160,-0.10373991957053096
ACH-000163,-0.42120849654435455
ACH-000167,0.10973784978118957
ACH-000168,-0.5197217222697138
ACH-000169,-0.5428875786699163
ACH-000178,-0.6106944619154404
ACH-000183,-0.5372875042178746
ACH-000188,-0.6561429905979586
ACH-000189,-0.4851735938109515
ACH-000190,-0.4363476887012159
ACH-000198,-0.5303979478697753
ACH-000203,-0.435087507333668
ACH-000204,-0.7654311220836619
ACH-000206,-0.3490162577176547
ACH-000207,-0.4603273495562931
ACH-000208,-0.6786059295984341
ACH-000210,-0.6295562346721492
ACH-000211,-0.9128514628617104
ACH-000215,-0.7191716759487194
ACH-000221,-0.5980178839010445
ACH-000222,-0.38313112621365003
ACH-000223,-0.2684054034474165
ACH-000226,-0.451677407160496
ACH-000227,-0.6655243497976295
ACH-000228,-0.778137517528563
ACH-000231,-0.6355573607430497
ACH-000232,-0.6065371390299927
ACH-000233,-0.4782044057110499
ACH-000234,-0.4610327420484956
ACH-000235,-0.4797440400672744
