,HEPACAM (220296)
ACH-000004,-0.03558283569680086
ACH-000005,-0.00612264593219175
ACH-000007,0.09684362393004996
ACH-000009,-0.01932629671577927
ACH-000011,0.009379685223226604
ACH-000012,0.018038530147643568
ACH-000013,0.021422232772828682
ACH-000014,-0.09098517036402406
ACH-000015,0.0051837979889796885
ACH-000017,0.1220909005685423
ACH-000018,-0.06489049418682892
ACH-000019,-0.0202558488880026
ACH-000021,0.03625618965929933
ACH-000022,0.08109842161177032
ACH-000025,0.09974159853050578
ACH-000028,0.02668963054723832
ACH-000030,0.01772965068867035
ACH-000035,-0.08740409059563385
ACH-000036,-0.057836564119937976
ACH-000037,-0.07860327791292791
ACH-000039,-0.0360003938434177
ACH-000040,0.03708914059731542
ACH-000041,-0.08884043810722904
ACH-000042,-0.01818684087662129
ACH-000045,-0.05034683854346056
ACH-000047,-0.06810191687604072
ACH-000052,-0.32254772619659944
ACH-000053,-0.016980417956780205
ACH-000054,-0.03858967618874807
ACH-000055,0.0366902940776644
ACH-000060,-0.022784109856847968
ACH-000067,0.041473264675627584
ACH-000070,-0.2345669995030499
ACH-000075,-0.16373012132723389
ACH-000078,-0.011770691146802464
ACH-000082,0.008859479919380906
ACH-000085,-0.03168004685936271
ACH-000086,0.0738179833543095
ACH-000087,-0.06467420302618726
ACH-000092,0.05944973321592521
ACH-000095,0.000947795283883975
ACH-000097,-0.07822935486186687
ACH-000098,0.016878678406401615
ACH-000099,-0.10832406344917636
ACH-000108,-0.01511489775852126
ACH-000113,-0.09741925247795254
ACH-000116,-0.09556718677020586
ACH-000118,-0.12852639806889585
ACH-000120,-0.04688460710924439
ACH-000123,0.11747847278335333
ACH-000127,0.0361740660736238
ACH-000128,0.03846191760384258
ACH-000132,-0.11194273772066697
ACH-000133,0.07096703107854963
ACH-000137,-0.07804372620382692
ACH-000138,-0.1840504614215199
ACH-000142,-0.004162879151550612
ACH-000143,-0.04270961283751893
ACH-000146,-0.05214436191062593
ACH-000148,-0.043689847467874965
ACH-000150,-0.030382044034719974
ACH-000152,-0.008321417398584422
ACH-000153,-0.2224419713031689
ACH-000159,0.016174010974028954
ACH-000160,-0.05225434979894717
ACH-000163,0.07589521927578416
ACH-000167,-0.059537052461821664
ACH-000168,-0.027860626375792445
ACH-000169,0.017707610201003043
ACH-000178,-0.06765118523907086
ACH-000183,0.1505873226588236
ACH-000188,-0.11136928514559796
ACH-000189,0.18048738988890736
ACH-000190,0.1448607573669219
ACH-000198,0.052488428470046464
ACH-000203,-0.5803898431323574
ACH-000204,0.025395061497093897
ACH-000206,0.021900472235020355
ACH-000207,0.0405991936392516
ACH-000208,-0.06478609506645716
ACH-000210,0.17145886811103986
ACH-000211,0.001698933178453899
ACH-000215,-0.027264746705592542
ACH-000221,-0.013684246514231209
ACH-000222,0.005226757012646443
ACH-000223,-0.01807492854623689
ACH-000226,-0.019826728823138268
ACH-000227,-0.05007804175311105
ACH-000228,0.08313772561615408
ACH-000231,-0.05718238633982766
ACH-000232,0.004051771562298264
ACH-000233,0.07596036916922032
ACH-000234,0.05792211158224221
ACH-000235,0.0020884518997509247
ACH-000237,-0.04403699223196805
ACH-000238,0.07380892577859427
ACH-000242,-0.13186788694697396
ACH-000243,-0.07059442752927415
ACH-000244,0.014725286323336056
ACH-000246,-0.0171800896606481
ACH-000248,0.04059811044649727
ACH-000250,0.0245375777179346
ACH-000251,0.17037266823324154
ACH-000252,-0.002984468871452121
ACH-000253,0.08532828764405385
ACH-000255,0.13752937949649288
ACH-000256,-0.06667646973996351
ACH-000257,-0.06567316262046359
ACH-000258,-0.08775436797308206
ACH-000259,-0.013555309605494805
ACH-000260,-0.10381630594321922
ACH-000261,0.030745165805819017
ACH-000262,0.03280061116199234
ACH-000263,-0.04109721440334557
ACH-000264,-0.0817044144713491
ACH-000265,0.015784394302968054
ACH-000266,-0.017433480120560268
ACH-000272,0.032949034629758345
ACH-000274,-0.0622406183415585
ACH-000277,0.05061739082913305
ACH-000278,-0.09859791605547136
ACH-000279,-0.11059979819163214
ACH-000280,-0.06648591351253166
ACH-000281,-0.11954203389280495
ACH-000288,-0.04661758530957479
ACH-000291,-0.09509223999093397
ACH-000293,0.04912095467515617
ACH-000294,-0.06900049455825269
ACH-000295,0.02214541472295234
ACH-000296,0.07698603729836427
ACH-000302,-0.013233000507172441
ACH-000304,-0.10688786621146244
ACH-000307,-0.009362441427276168
ACH-000308,0.03229317222524708
ACH-000310,0.06876107043283322
ACH-000311,-0.11319541937687222
ACH-000312,0.028947686465249943
ACH-000315,0.05295807117129183
ACH-000316,-0.17629022360927232
ACH-000317,-0.0677749935761775
ACH-000318,0.09051146398005414
ACH-000319,-0.08271535945655921
ACH-000320,0.07923545275975646
ACH-000322,-0.04772536037781267
ACH-000323,0.0339810681184993
ACH-000324,0.045235173028001376
ACH-000329,0.08357532246180605
ACH-000330,-0.03056031891955105
ACH-000331,-0.021217394875524345
ACH-000332,0.01076823343004431
ACH-000334,-0.023073876540250785
ACH-000335,0.2598433260891284
ACH-000336,-0.2845846532265432
ACH-000337,0.15020364106674913
ACH-000338,-0.20385643603723685
ACH-000339,0.023451145271230173
ACH-000341,-0.07219250272471914
ACH-000348,-0.01473485311968385
ACH-000350,-0.1030756952066131
ACH-000352,0.019227206901846
ACH-000356,0.05570167108458594
ACH-000361,0.01878974760114808
ACH-000362,-0.030652776605224426
ACH-000363,-0.039555401697200364
ACH-000364,0.10323908586568706
ACH-000365,-0.028369148495273094
ACH-000366,-0.033598346484751164
ACH-000368,0.0673037786073428
ACH-000374,-0.2272425205749409
ACH-000375,-0.1602877669097086
ACH-000376,-0.03622819052736605
ACH-000381,-0.021660903086729827
ACH-000383,0.04590269849402465
ACH-000387,-0.03804740283355585
ACH-000389,0.21919044038495245
ACH-000390,0.026074160472545863
ACH-000393,-0.053422496385942916
ACH-000395,-0.13038265727790235
ACH-000396,0.13545568829947294
ACH-000397,-0.00781431564997615
ACH-000401,0.14742139432613502
ACH-000402,0.07129288087867285
ACH-000403,0.02318129249950116
ACH-000404,0.1869558000341492
ACH-000406,-0.10171775101900407
ACH-000407,-0.022938133637920428
ACH-000408,0.19950941647712653
ACH-000410,-0.11102898995165357
ACH-000411,-0.09993307781553756
ACH-000414,-0.0993868949458028
ACH-000415,0.04170143568545153
ACH-000416,0.030951550058475105
ACH-000420,0.017084113160481286
ACH-000421,-0.1020595871351025
ACH-000424,-0.021729227765650453
ACH-000425,-0.03601157352139848
ACH-000426,0.09532129815996834
ACH-000427,0.047683607668830966
ACH-000433,-0.11440452766422685
ACH-000435,0.2889765642414958
ACH-000436,0.06740333084049395
ACH-000444,-0.03860094002108806
ACH-000445,0.0975790973482855
ACH-000448,0.013103368021645372
ACH-000450,-0.048992575444366124
ACH-000452,0.007807719412013566
ACH-000454,0.045179395892229884
ACH-000458,-0.05690276311885084
ACH-000459,-0.02495581132341883
ACH-000460,-0.018913320007697108
ACH-000461,-0.005917236416265014
ACH-000463,0.02473022153055989
ACH-000464,0.028483446109684087
ACH-000466,0.040254250581282965
ACH-000467,-0.047156519740623216
ACH-000468,-0.011243370495559877
ACH-000469,0.028706050710784886
ACH-000470,0.08761102245233368
ACH-000471,-0.02998804268062748
ACH-000472,-0.04856636110814501
ACH-000473,-0.06631343368631087
ACH-000475,-0.07176005812729246
ACH-000476,0.0304310615719989
ACH-000477,0.05198713773496772
ACH-000479,-0.04049304721582758
ACH-000480,0.06306791835540172
ACH-000481,-0.03753173702537986
ACH-000483,0.09794779631169713
ACH-000484,0.08978352563301517
ACH-000485,-0.012157742507545245
ACH-000486,0.03927629665659641
ACH-000487,-0.07316465093159018
ACH-000488,-0.008590162676060494
ACH-000490,-0.08460809275768215
ACH-000491,0.07601220227693407
ACH-000495,-0.03905274455119874
ACH-000496,0.02061628274109896
ACH-000499,-0.05561854408116968
ACH-000500,0.13941493266188926
ACH-000502,-0.012694477505994731
ACH-000503,0.07278836333359304
ACH-000505,-0.03299165105591509
ACH-000507,-0.15309380404563153
ACH-000510,-0.08430646959624281
ACH-000511,-0.002720325446769746
ACH-000512,-0.17574985089207548
ACH-000516,0.14651354220164994
ACH-000517,0.003275026013387626
ACH-000518,-0.016585307164828957
ACH-000520,0.07758322865383148
ACH-000521,0.018774416792054903
ACH-000522,-0.02960297498520442
ACH-000524,0.07145237253625815
ACH-000527,0.016852317131189152
ACH-000528,-0.004643919327797452
ACH-000537,-0.01829900871860908
ACH-000541,0.3119645178081188
ACH-000542,-0.029642956135037264
ACH-000544,0.0012224288525808189
ACH-000545,0.037556541274521175
ACH-000547,-0.05340258778473274
ACH-000548,-0.033469214076149285
ACH-000549,-0.2488601358563999
ACH-000550,-0.06428383923194353
ACH-000552,-0.03698507900363236
ACH-000556,0.034467825696027216
ACH-000557,0.05665337386586935
ACH-000569,-0.007838521340968652
ACH-000570,-0.006641059310107896
ACH-000571,0.03011424325722597
ACH-000573,-0.06371743532517217
ACH-000576,0.10641274071662693
ACH-000579,-0.01819171494524057
ACH-000580,-0.11719869279687685
ACH-000584,0.07569166383101644
ACH-000585,0.010933155140828935
ACH-000588,0.017709897698847992
ACH-000589,-0.025998647885963514
ACH-000591,0.040314074813655294
ACH-000593,0.023715796011415564
ACH-000600,-0.0014820352897456331
ACH-000601,-0.02102332604138552
ACH-000605,0.0394671603557998
ACH-000606,-0.12861800477968527
ACH-000608,0.012580013785157988
ACH-000614,-0.04623195241310545
ACH-000616,0.04404885110165694
ACH-000618,-0.003217834313556432
ACH-000619,-0.011300246581942142
ACH-000620,0.02765029367720833
ACH-000621,-0.04130263794196205
ACH-000622,-0.08179347308878883
ACH-000623,0.06172143060968933
ACH-000624,-0.010402500929816387
ACH-000627,-0.06254708577712312
ACH-000630,-0.14124148886006396
ACH-000631,0.42223782989792535
ACH-000632,-0.04200921000068752
ACH-000633,0.01652104510383369
ACH-000637,-0.11765413424864178
ACH-000638,0.07901582395394155
ACH-000646,-0.0999062539162128
ACH-000647,-0.027744264564656368
ACH-000648,-0.027232210432027386
ACH-000649,0.038197045042749164
ACH-000651,0.07261855496256571
ACH-000652,-0.10307498646855902
ACH-000653,0.058242009698097626
ACH-000657,-0.0631436683500196
ACH-000658,0.09378696071573166
ACH-000661,-0.019262120739167433
ACH-000662,-0.032867839542257984
ACH-000663,-0.05965055750001305
ACH-000665,0.02691522165790473
ACH-000671,-0.08688542196489762
ACH-000672,0.15489732102912798
ACH-000673,0.025974004163879842
ACH-000676,-0.024279806038810036
ACH-000677,-0.06575905145410703
ACH-000681,-0.1221400280963752
ACH-000683,-0.00184014356928218
ACH-000684,0.05224007371510639
ACH-000688,-0.014203867313109618
ACH-000693,0.008718598985753397
ACH-000694,0.0473151644123241
ACH-000695,0.009262696238648277
ACH-000696,0.023488081293896013
ACH-000697,-0.04064587898505002
ACH-000699,-0.021133129343234767
ACH-000701,0.1084888415048736
ACH-000706,0.08068361828012664
ACH-000711,0.03928230161650118
ACH-000713,0.06431412180964066
ACH-000714,0.14936792399048646
ACH-000718,0.08868674617302387
ACH-000720,-0.02910621751768208
ACH-000721,0.0489572406408268
ACH-000724,0.1202002174078331
ACH-000725,0.045143011622796776
ACH-000732,0.023571869430520642
ACH-000734,-0.05495047286474485
ACH-000735,-0.01962756368646669
ACH-000736,-0.004774304735480962
ACH-000738,-0.0003739594640573577
ACH-000746,-0.05448352272028329
ACH-000747,-0.0808949869154957
ACH-000748,0.16358225190904968
ACH-000753,-0.0300824879990778
ACH-000756,-0.062201346024371384
ACH-000757,-0.057078744385896975
ACH-000758,-0.028570732119278918
ACH-000760,0.02354543149397338
ACH-000762,0.08582078798642317
ACH-000763,0.0019470328288435407
ACH-000764,0.17360693252055032
ACH-000765,-0.21406968461264414
ACH-000766,0.12741288924194058
ACH-000767,-0.03636425863852589
ACH-000768,0.03952281405171446
ACH-000769,0.21803388928287604
ACH-000770,0.01806856523230205
ACH-000771,-0.07624952170060773
ACH-000773,0.1600957267839573
ACH-000776,-0.07568963385218926
ACH-000777,0.05120933319667925
ACH-000778,-0.07210566449601276
ACH-000781,-0.012388794370868485
ACH-000782,-0.1092250359247899
ACH-000783,0.06368344495115273
ACH-000784,-0.08888528078799793
ACH-000785,-0.01662858744539613
ACH-000787,0.06779007278723709
ACH-000788,-0.010736031968535587
ACH-000791,-0.06712347036929837
ACH-000792,-0.027335461561759148
ACH-000794,-0.20204293380672186
ACH-000796,0.014576797836767904
ACH-000798,-0.053417674565530635
ACH-000799,0.1268882021054491
ACH-000800,0.14687668484898986
ACH-000802,0.021838422926214192
ACH-000804,-0.06747603001223601
ACH-000805,-0.03755627491543579
ACH-000809,0.002054611622649948
ACH-000810,-0.3759301987319796
ACH-000811,0.009435959453829829
ACH-000817,0.035858914737103134
ACH-000819,-0.11752144605849092
ACH-000820,-0.05171080832293273
ACH-000821,0.07885300537829543
ACH-000822,0.0009052751008003717
ACH-000823,-0.025846089319041976
ACH-000824,0.0045324358026472755
ACH-000827,-0.004183541954614082
