,RPRD1A (55197)
ACH-000004,0.04786737807843658
ACH-000005,0.1677215256247566
ACH-000007,0.12717320210993607
ACH-000009,0.011727928027245892
ACH-000011,-0.08666225935621043
ACH-000012,0.10371041454776984
ACH-000013,0.03349901732107444
ACH-000014,0.06927677759461208
ACH-000015,-0.13033465484863851
ACH-000017,-0.05463189899752217
ACH-000018,0.01692846035937671
ACH-000019,-0.05708130130378571
ACH-000021,-0.05017702409791873
ACH-000022,0.1170549124995881
ACH-000025,-0.033449034997448675
ACH-000028,0.06359870457310429
ACH-000030,-0.00557709013313885
ACH-000035,-0.049928410478811504
ACH-000036,0.1681097116580013
ACH-000037,-0.06407121131253797
ACH-000039,0.2543756622759664
ACH-000040,0.08136257751380489
ACH-000041,-0.01855739632582044
ACH-000042,-0.010493063691658684
ACH-000045,0.027730807732136882
ACH-000047,0.1811484759261433
ACH-000052,0.1064202248845371
ACH-000053,0.007167408286616351
ACH-000054,-0.03303944733792063
ACH-000055,0.02008131964432337
ACH-000060,0.027606841206355568
ACH-000067,-0.04639571901478003
ACH-000070,0.046977043028344455
ACH-000075,-0.019342254342923897
ACH-000078,0.011409806893335614
ACH-000082,-0.12270025951126184
ACH-000085,0.08558350350078246
ACH-000086,0.07930342643469741
ACH-000087,-0.1720691829869655
ACH-000092,0.024954113417163217
ACH-000095,-0.04310419594499642
ACH-000097,-0.07765705579853349
ACH-000098,0.14884855013748466
ACH-000099,0.07316561832032653
ACH-000108,-0.02120587580736756
ACH-000113,-0.02444941598281836
ACH-000116,0.08484046407518761
ACH-000118,0.005245358958745671
ACH-000120,-0.037963854946321214
ACH-000123,-0.1317000916009079
ACH-000127,0.009143067233627676
ACH-000128,-0.09650110286655954
ACH-000132,0.011852969402322515
ACH-000133,0.018731153071964303
ACH-000137,-0.10258503154596857
ACH-000138,0.020591620248053562
ACH-000142,-0.05371979876706283
ACH-000143,0.19469531082445965
ACH-000146,-0.02978672863065867
ACH-000148,0.09999807676750397
ACH-000150,0.04358290132015316
ACH-000152,0.06435612305328044
ACH-000153,-0.34232711692238066
ACH-000159,0.0699638316010971
ACH-000160,0.051372371443977716
ACH-000163,-0.07041159364653858
ACH-000167,0.0899725015137652
ACH-000168,-0.5927520334065104
ACH-000169,0.15167216365304842
ACH-000178,0.012286075086274136
ACH-000183,-0.2630081013457407
ACH-000188,0.10402938416213853
ACH-000189,0.06929553373912566
ACH-000190,0.16467065172075376
ACH-000198,0.0009776939019512311
ACH-000203,-0.2553516273219802
ACH-000204,-0.07494261046740174
ACH-000206,0.06889250637339384
ACH-000207,0.050590298711910654
ACH-000208,0.12718817585414105
ACH-000210,0.5268318698148027
ACH-000211,0.006130289542728568
ACH-000215,0.05995782402579197
ACH-000221,0.06631334169427153
ACH-000222,-0.16813588816582667
ACH-000223,0.004999541246571496
ACH-000226,-0.1407697093744889
ACH-000227,0.09379534253820547
ACH-000228,-0.010485931971375977
ACH-000231,-0.025369021159126683
ACH-000232,-0.034531696074857565
ACH-000233,0.10917641754027854
ACH-000234,-0.16240827059505727
ACH-000235,-0.007919399046934401
ACH-000237,0.01627195392453658
ACH-000238,0.05846538735497341
ACH-000242,-0.01077098121395532
ACH-000243,-0.01622898306527224
ACH-000244,0.2261078616605743
ACH-000246,-0.0814440526627673
ACH-000248,-0.1211010928277624
ACH-000250,-0.01759603179975055
ACH-000251,0.03601108955949288
ACH-000252,-0.1115222403805908
ACH-000253,0.056080187783533256
ACH-000255,0.05493406007323121
ACH-000256,0.016850085530095597
ACH-000257,0.04234669092655381
ACH-000258,0.004632810759561514
ACH-000259,-0.13823322232803734
ACH-000260,-0.033097999444986155
ACH-000261,-0.12525875457215274
ACH-000262,0.024360109664230443
ACH-000263,-0.2319586108436243
ACH-000264,-0.1357817850175283
ACH-000265,0.04562425111715146
ACH-000266,-0.016153286814508852
ACH-000272,0.016579775224007394
ACH-000274,-0.02272598955047194
ACH-000277,-0.05031879905667331
ACH-000278,-0.04219521907493943
ACH-000279,0.042730628267576606
ACH-000280,-0.06581019586061672
