,NHP2 (55651)
ACH-000004,-0.6273369859383633
ACH-000005,-0.5675541757839135
ACH-000007,-0.8289095922350465
ACH-000009,-1.0167286146277663
ACH-000011,-0.7588624298438862
ACH-000012,-0.8128469050342908
ACH-000013,-0.9805488658682816
ACH-000014,-0.7121529269427668
ACH-000015,-0.8349956865680029
ACH-000017,-0.7514854443843997
ACH-000018,-0.664662869232981
ACH-000019,-0.46135931401358293
ACH-000021,-0.6442621592259531
ACH-000022,-0.6914082529249304
ACH-000025,-0.9660323084787438
ACH-000028,-0.5789164922244954
ACH-000030,-0.7172895137614108
ACH-000035,-0.7799034706499662
ACH-000036,-0.8344458281835279
ACH-000037,-1.013582375152134
ACH-000039,-0.6884056031026016
ACH-000040,-0.9344616161758192
ACH-000041,-0.9285712152494036
ACH-000042,-0.7173570246163004
ACH-000045,-0.4924754872933305
ACH-000047,-0.5153576867063648
ACH-000052,-0.7471421771633218
ACH-000053,-0.8910650737366529
ACH-000054,-0.7745699053765998
ACH-000055,-0.8599333574658936
ACH-000060,-0.7261064828921572
ACH-000067,-0.7060208012405521
ACH-000070,-0.8225179729269904
ACH-000075,-0.8752171608024388
ACH-000078,-0.7033005905562869
ACH-000082,-0.7127222182188467
ACH-000085,-1.108929131751608
ACH-000086,-0.7291432673998749
ACH-000087,-0.6209278168657406
ACH-000092,-0.7080254023003292
ACH-000095,-0.7087042148525179
ACH-000097,-0.6018675140139439
ACH-000098,-0.8060562251590387
ACH-000099,-0.7937781527214863
ACH-000108,-0.8412916624373956
ACH-000113,-0.7363619745377148
ACH-000116,-0.8572862628906072
ACH-000118,-0.7707638711558393
ACH-000120,-0.7415559324927923
ACH-000123,-0.7804774010783087
ACH-000127,-0.7248206431848558
ACH-000128,-0.7742445194274029
ACH-000132,-0.8135777169308959
ACH-000133,-0.8178408954820671
ACH-000137,-0.7216581823137225
ACH-000138,-0.7616929081624214
ACH-000142,-0.7816995327396311
ACH-000143,-0.7402858166131866
ACH-000146,-0.7032470859174454
ACH-000148,-0.8262783187001085
ACH-000150,-0.8155596212909618
ACH-000152,-0.7475512080576482
ACH-000153,-0.6853416325997449
ACH-000159,-0.8861856168150649
ACH-000160,-0.796999217378799
ACH-000163,-1.0303189385178038
ACH-000167,-1.1641128238304397
ACH-000168,-0.8704580780217617
ACH-000169,-0.9273229070920151
ACH-000178,-0.7480169697223485
ACH-000183,-0.8266672316102363
ACH-000188,-0.7331978091232043
ACH-000189,-0.7156048966474722
ACH-000190,-0.5976686449716604
ACH-000198,-0.563888240789643
ACH-000203,-0.9090466223425504
ACH-000204,-0.5187933477774369
ACH-000206,-0.5868466954699124
ACH-000207,-0.5580741345032206
ACH-000208,-0.7949492570882911
ACH-000210,-0.7252022378205293
ACH-000211,-0.961968372467472
ACH-000215,-0.8340775104965137
ACH-000221,-0.6964389100291936
ACH-000222,-0.7687405862177352
ACH-000223,-0.7570695586902554
ACH-000226,-0.6751337521846472
ACH-000227,-0.72526220257629
ACH-000228,-0.7069155839013848
ACH-000231,-0.8574891906975813
ACH-000232,-0.7051985989638299
ACH-000233,-0.6077896192707586
ACH-000234,-0.637447679528825
ACH-000235,-0.7568809424108751
ACH-000237,-0.8501700921675504
ACH-000238,-0.8036244516365489
ACH-000242,-0.5467469954087035
ACH-000243,-0.874758317211635
ACH-000244,-0.6960387327770606
ACH-000246,-0.8101654958008662
ACH-000248,-0.6354995765290908
ACH-000250,-0.6209255270855937
ACH-000251,-0.7575330648611288
ACH-000252,-0.6227850371112286
ACH-000253,-0.7112587249951958
ACH-000255,-0.9612664045055708
ACH-000256,-0.6890338180529815
ACH-000257,-0.6978501852092964
ACH-000258,-0.7333446145954399
ACH-000259,-0.8617594850733709
ACH-000260,-0.7836459314292256
ACH-000261,-0.6895089457620011
ACH-000262,-0.8096329906881189
ACH-000263,-0.4842610892349452
ACH-000264,-0.6584245419125297
ACH-000265,-0.788513655953398
ACH-000266,-0.6535604796002406
ACH-000272,-0.7456165577259459
ACH-000274,-0.7193963926539679
ACH-000277,-0.6728474929077269
ACH-000278,-0.8332153388453059
ACH-000279,-0.9277853094756106
ACH-000280,-0.9848172234090421
ACH-000281,-0.994695122353624
ACH-000288,-0.7909299490630866
ACH-000291,-0.845134698992539
ACH-000293,-0.66515213294106
ACH-000294,-0.8310107637710965
ACH-000295,-1.0069586168328877
ACH-000296,-0.8903270995037309
ACH-000302,-0.6699940569094327
ACH-000304,-0.6172229922040304
ACH-000307,-0.980749806890384
ACH-000308,-0.7207620776545484
ACH-000310,-0.63762671335468
ACH-000311,-0.6637258190741464
ACH-000312,-0.9221761441909699
ACH-000315,-0.7660898777024711
ACH-000316,-1.0226224453585298
ACH-000317,-0.7496967730903553
ACH-000318,-0.8159769450133697
ACH-000319,-0.6957294384028867
ACH-000320,-0.7922941322314322
ACH-000322,-0.7178768195455357
ACH-000323,-0.6602145419805612
ACH-000324,-0.6787559569604582
ACH-000329,-0.7335585127729839
ACH-000330,-0.7993062527404536
ACH-000331,-0.7582246361468227
ACH-000332,-0.8263811092035173
ACH-000334,-0.5693107855941815
ACH-000335,-0.8349995103813975
ACH-000336,-0.4431311534919222
ACH-000337,-0.7891116039904159
ACH-000338,-0.5876708575810323
ACH-000339,-0.7509376883424025
ACH-000341,-0.7865475227238118
ACH-000348,-0.7127039586644451
ACH-000350,-0.7032010860633184
ACH-000352,-0.8281921172241453
ACH-000356,-0.7555430605631411
ACH-000361,-0.7329060210902335
ACH-000362,-0.5935252990437553
ACH-000363,-0.5340297224956833
ACH-000364,-0.8349987198430805
ACH-000365,-0.639962300588639
ACH-000366,-0.8439332865849591
ACH-000368,-1.0619422389917363
ACH-000374,-0.6538349112136987
ACH-000375,-0.5076615735161482
ACH-000376,-0.8280703502450297
ACH-000381,-0.979893919619876
ACH-000383,-0.6669682340236542
ACH-000387,-0.5141025182481416
ACH-000389,-0.5604353740050443
ACH-000390,-0.7954765636049255
ACH-000393,-0.721004986973674
ACH-000395,-0.4180435217673864
ACH-000396,-0.3669554110172239
ACH-000397,-0.6938718646185066
ACH-000401,-0.5518236686562727
ACH-000402,-0.6062227577209205
ACH-000403,-0.5436503751691171
ACH-000404,-0.9883325995737912
ACH-000406,-0.8998994692882413
ACH-000407,-0.7643377387495288
ACH-000408,-0.8907669727031352
ACH-000410,-0.7529454482961054
ACH-000411,-0.8093358840148064
ACH-000414,-0.7000235003753917
ACH-000415,-0.9465406402840896
ACH-000416,-0.8016718960689936
ACH-000420,-0.6268053171560949
ACH-000421,-0.7838075712424595
ACH-000424,-0.6548141493141147
ACH-000425,-0.7469615592678133
ACH-000426,-0.698033615919072
ACH-000427,-0.5826871630624076
ACH-000433,-0.6605043250130783
ACH-000435,-0.955230140791941
ACH-000436,-0.6329919712683957
ACH-000444,-0.7105125608163483
ACH-000445,-0.7714933826901212
ACH-000448,-0.6490138645535779
ACH-000450,-0.6477241336562132
ACH-000452,-0.8850092596304255
ACH-000454,-0.7636859543467526
ACH-000458,-0.8230182372815071
ACH-000459,-0.8083404474433662
ACH-000460,-0.6040613824630344
ACH-000461,-0.9714743049451899
ACH-000463,-0.6975129093265743
ACH-000464,-0.6563971081642025
ACH-000466,-0.7881374592679579
ACH-000467,-0.8184845505163766
ACH-000468,-0.6201931580288517
ACH-000469,-0.8919372132459388
ACH-000470,-0.5447251023993331
ACH-000471,-0.8392307037573785
ACH-000472,-0.5836657156205595
ACH-000473,-1.0840787548217845
ACH-000475,-0.8321437123264896
ACH-000476,-0.4966830470943946
ACH-000477,-1.0087079497866425
ACH-000479,-0.6666374308653668
ACH-000480,-0.9996951395327142
ACH-000481,-0.8535559931103561
ACH-000483,-0.6796094091750225
ACH-000484,-0.35651785724415896
ACH-000485,-0.6141335093455561
ACH-000486,-0.8245030444641184
ACH-000487,-0.8073755200756627
ACH-000488,-0.5598699516684075
ACH-000490,-0.8892260551390563
ACH-000491,-0.6423825663154586
ACH-000495,-0.7255727474546432
ACH-000496,-0.9021562250717002
ACH-000499,-0.8589968570758844
ACH-000500,-0.8468509558569881
ACH-000502,-0.670936043266636
ACH-000503,-0.8584487404042296
ACH-000505,-0.710364547719482
ACH-000507,-0.6636280950148096
ACH-000510,-0.732063305551796
ACH-000511,-0.7723504505108704
ACH-000512,-0.7800253721447531
ACH-000516,-0.5424254462706499
ACH-000517,-0.4985509103265411
ACH-000518,-0.8995285346349848
ACH-000520,-0.5022369258186153
ACH-000521,-0.7686738730763061
ACH-000522,-0.8108495707170221
ACH-000524,-0.6121632260120761
ACH-000527,-0.764085295929947
ACH-000528,-0.7584055979096948
ACH-000537,-0.8310964470112685
ACH-000541,-0.6367606315974765
ACH-000542,-0.7324959818121712
ACH-000544,-0.8257323739571669
ACH-000545,-0.7786262538790741
ACH-000547,-0.6586838105050506
ACH-000548,-0.6241613887232658
ACH-000549,-0.6883420245135496
ACH-000550,-0.8787682477251516
ACH-000552,-0.8216304315095875
ACH-000556,-0.9118735123943356
ACH-000557,-0.4542685838676871
ACH-000569,-0.6201078768242144
ACH-000570,-1.0324598605747426
ACH-000571,-0.5148977090852251
ACH-000573,-0.6424352021240749
ACH-000576,-0.7244780405111952
ACH-000579,-0.4731431772455149
ACH-000580,-0.7980961827304544
ACH-000584,-0.6755621256441957
ACH-000585,-0.9275593042932608
ACH-000588,-0.8859584814512848
ACH-000589,-0.7522518480786898
ACH-000591,-0.8447162135859193
ACH-000593,-0.9620208394513023
ACH-000600,-0.7605577509079591
ACH-000601,-0.6665678869933841
ACH-000605,-0.7430351309222945
ACH-000606,-0.7770879232118907
ACH-000608,-0.6719630945391426
ACH-000614,-0.741714696009317
ACH-000616,-0.8741550900581395
ACH-000618,-0.8946910391332327
ACH-000619,-0.7377142468535062
ACH-000620,-0.4983583657356001
ACH-000621,-0.4066531307393558
ACH-000622,-0.7197300591015817
ACH-000623,-0.8993437012331771
ACH-000624,-0.7975202623587997
ACH-000627,-0.7385247385942098
ACH-000630,-0.9445329445041718
ACH-000631,-0.8904065224072416
ACH-000632,-0.8005476412532663
ACH-000633,-0.7145012372723335
ACH-000637,-0.7823197352382185
ACH-000638,-0.5567000253206001
ACH-000646,-0.5586440392160036
ACH-000647,-0.8948942232719226
ACH-000648,-0.8933428935077906
ACH-000649,-0.902191260310734
ACH-000651,-0.8545772517310879
ACH-000652,-0.7562191430311589
ACH-000653,-0.5271187408662383
ACH-000657,-0.6054977067438421
ACH-000658,-0.7443072099184568
ACH-000661,-0.8413997885448364
ACH-000662,-0.5481389002020951
ACH-000663,-0.9456329790502676
ACH-000665,-0.8893161537663671
ACH-000671,-0.68189304735844
ACH-000672,-0.9108467712322262
ACH-000673,-0.8483426576166938
ACH-000676,-0.7413252762387026
ACH-000677,-0.5385865201521066
ACH-000681,-0.8747398722637394
ACH-000683,-0.6931320981220918
ACH-000684,-0.9546466884866815
ACH-000688,-0.6646435607546749
ACH-000693,-0.9160335307330494
ACH-000694,-0.8261421325452445
ACH-000695,-0.6966422026971523
ACH-000696,-0.6606810869903308
ACH-000697,-0.509989303869325
ACH-000699,-0.616369138702599
ACH-000701,-0.8151740863816703
ACH-000706,-0.8326560751405606
ACH-000711,-0.7939258486576066
ACH-000713,-0.8341725903668412
ACH-000714,-0.7524216858363701
ACH-000718,-0.5603320805709577
ACH-000720,-0.8125192385203714
ACH-000721,-0.6002825978779602
ACH-000724,-0.6607349418533561
ACH-000725,-0.3047411818772449
ACH-000732,-1.0284595354242083
ACH-000734,-0.8770587690935682
ACH-000735,-0.8072336688805474
ACH-000736,-0.7411966991775233
ACH-000738,-0.950814412290372
ACH-000746,-0.3049192272293522
ACH-000747,-0.5670126596342302
ACH-000748,-0.8281871730219768
ACH-000753,-0.7858963769012215
ACH-000756,-0.8391316697972707
ACH-000757,-0.6604609423302202
ACH-000758,-0.7357229110617849
ACH-000760,-0.7279743206768698
ACH-000762,-0.9279633170925128
ACH-000763,-0.5691884729675492
ACH-000764,-0.7562704749030142
ACH-000765,-0.7311135467141004
ACH-000766,-0.5482115750149763
ACH-000767,-0.7625863730843545
ACH-000768,-0.8911914608687191
ACH-000769,-0.8449354129937521
ACH-000770,-0.6560791363421564
ACH-000771,-0.7256337385782674
ACH-000773,-0.6377472157144224
ACH-000776,-0.6427045628564092
ACH-000777,-0.6088363038974911
ACH-000778,-0.6536588844862731
ACH-000781,-1.1073858724137118
ACH-000782,-0.8196226597944483
ACH-000783,-0.4394271558833985
ACH-000784,-0.9026136310362074
ACH-000785,-0.6466135890570485
ACH-000787,-0.8390840659258271
ACH-000788,-0.8916027399730222
ACH-000791,-0.7131009497232539
ACH-000792,-0.853440717876411
ACH-000794,-0.8698075291177055
ACH-000796,-0.6786903758643519
ACH-000798,-0.6749627163877117
ACH-000799,-0.8246871554929289
ACH-000800,-0.8094569205603871
ACH-000802,-0.7334459482392794
ACH-000804,-0.8553472153365129
ACH-000805,-0.5212475585383755
ACH-000809,-0.7341175653593731
ACH-000810,-0.5386076318160787
ACH-000811,-0.7354167878867941
ACH-000817,-0.6995982458484058
ACH-000819,-0.8770958584804213
ACH-000820,-1.1436666469201195
ACH-000821,-0.6598772733928386
ACH-000822,-0.5103387652335255
ACH-000823,-0.926476020816064
ACH-000824,-0.7272160720468149
ACH-000827,-0.9700646801675826
ACH-000829,-0.7957111786933777
ACH-000831,-0.6895549547784531
ACH-000832,-0.8237524917613681
ACH-000833,-0.8798920340207806
ACH-000834,-0.75263134023782
ACH-000835,-0.857239556763279
ACH-000836,-0.8860296328655851
ACH-000837,-0.8024755948233323
ACH-000838,-0.8356201022067813
ACH-000839,-0.9961477873660121
ACH-000840,-0.5945978651368079
ACH-000841,-0.7318367618754493
ACH-000843,-0.7222242824106462
ACH-000846,-0.8060239576436178
ACH-000847,-0.9076970350741772
ACH-000848,-0.7351686774196878
ACH-000849,-0.8918625396554759
ACH-000851,-0.7215293878239821
ACH-000855,-0.6194572627559629
ACH-000856,-0.6841667420561425
ACH-000858,-0.9436549523020488
ACH-000859,-1.048421639011478
ACH-000861,-0.7583326206974619
ACH-000862,-1.0384663741861966
ACH-000865,-1.0634971956178505
ACH-000866,-0.8690095858659445
ACH-000867,-0.6105081396971692
ACH-000869,-0.6531711079563705
ACH-000872,-0.8211732422507612
ACH-000873,-0.7825510964470582
ACH-000876,-0.4470515653824635
ACH-000878,-0.8006874412456182
ACH-000880,-0.7310693945646511
