,NHP2 (55651)
ACH-000881,-0.7949406713083702
ACH-000882,-0.5935729426808111
ACH-000884,-0.7309007638491021
ACH-000885,-0.7187014421582422
ACH-000887,-0.8612689061990482
ACH-000889,-0.7734514735629829
ACH-000896,-0.9658792827524528
ACH-000898,-0.7042905535373775
ACH-000900,-0.7001531401131562
ACH-000901,-0.6450280696798508
ACH-000905,-0.8337348033479036
ACH-000906,-0.7053370056483934
ACH-000907,-0.680242156503967
ACH-000910,-0.8475763712730735
ACH-000911,-0.727540661168929
ACH-000912,-0.8099468587724091
ACH-000913,-0.8250973713523931
ACH-000915,-0.5989844745556965
ACH-000916,-0.8591347650308154
ACH-000917,-0.9925537952759844
ACH-000920,-0.5605053092691076
ACH-000921,-0.6332090803945096
ACH-000924,-0.98519219501771
ACH-000926,-0.6928120602403162
ACH-000928,-0.7412604356662156
ACH-000929,-0.9752377127003884
ACH-000932,-0.8504878247871626
ACH-000935,-0.8086307982269256
ACH-000936,-0.8345074282724184
ACH-000937,-0.7758848937923678
ACH-000938,-0.864277827181533
ACH-000939,-1.0358028489595523
ACH-000941,-0.8191601455311536
ACH-000943,-0.7592979837849945
ACH-000946,-0.6616635912054993
ACH-000947,-0.8118249219043766
ACH-000948,-0.8044978413795509
ACH-000950,-0.9355721418320028
ACH-000953,-0.6486212517215557
ACH-000954,-0.8840435760536175
ACH-000957,-0.7802567090915757
ACH-000958,-0.8072370564954474
ACH-000960,-0.72378192246159
ACH-000963,-0.7516837204941216
ACH-000968,-0.8045979189731235
ACH-000969,-0.7193987412713716
ACH-000972,-0.884087835612025
ACH-000973,-0.9046923688828524
ACH-000974,-0.6272409358046781
ACH-000978,-0.2073862375752868
ACH-000984,-0.6329188062898851
ACH-000986,-0.6806526106985379
ACH-000988,-1.1350840442031611
ACH-000993,-0.6761533462788674
ACH-000994,-0.5909334677063546
ACH-000996,-0.8578113592620293
ACH-001001,-0.7221939621269774
ACH-001020,-0.8211962268535326
ACH-001028,-0.7553489794611684
ACH-001031,-0.7974286457934169
ACH-001038,-0.5969111703624319
ACH-001048,-0.9354252847821378
ACH-001050,-0.7388596034653784
ACH-001053,-0.7913045470488077
ACH-001054,-0.8145578986362091
ACH-001061,-0.799689588071
ACH-001067,-0.5101764760251201
ACH-001075,-0.6887327303908936
ACH-001096,-0.9617033376838092
ACH-001111,-0.6099236541819641
ACH-001119,-0.5988724357002192
ACH-001128,-0.6289708075793876
ACH-001134,-0.35365290456185483
ACH-001151,-0.6881905853657841
ACH-001163,-0.5890215076365177
ACH-001164,-0.8271747384570631
ACH-001183,-0.9418915333436936
ACH-001192,-1.012697976971777
ACH-001193,-0.6250886321244579
ACH-001196,-0.8175617821681784
ACH-001197,-0.4553161780832168
ACH-001205,-0.8005791838139583
ACH-001211,-0.7500571635434102
ACH-001212,-0.6651393552019954
ACH-001228,-0.8107670041011206
ACH-001232,-0.8790328277380237
ACH-001239,-0.7164504895129049
ACH-001270,-0.9583826447931201
ACH-001274,-0.8171499401059059
ACH-001275,-0.8466459108839561
ACH-001277,-1.1150867569330345
ACH-001278,-0.6020966854522057
ACH-001280,-0.5240436418888157
ACH-001283,-0.6644177806525532
ACH-001289,-0.7099743137508776
ACH-001300,-0.6355233478031391
ACH-001301,-0.9143873852701128
ACH-001302,-0.918004629026072
ACH-001306,-0.7969716534973671
ACH-001318,-0.8961133815969059
ACH-001322,-1.1667999731891063
ACH-001328,-0.7013370437787789
ACH-001332,-0.7669307870847374
ACH-001336,-0.9582181253557772
ACH-001346,-0.908025375859447
ACH-001353,-0.6621257976378692
ACH-001354,-0.7442092088744529
ACH-001367,-0.7564095592773528
ACH-001368,-0.6432458758227773
ACH-001374,-1.0179168829931575
ACH-001377,-0.8617813487075363
ACH-001380,-0.6593604745394155
ACH-001391,-0.4976616327982604
ACH-001408,-0.9071681580858916
ACH-001430,-0.6501116587137132
ACH-001431,-0.9360044660262858
ACH-001450,-0.7907390224622778
ACH-001496,-0.7590956363344348
ACH-001500,-0.5972485877038085
ACH-001523,-0.8269168330038961
ACH-001532,-0.6454249111264766
ACH-001550,-0.7807136101825249
ACH-001552,-0.9380882997080916
ACH-001554,-0.7081413532349521
ACH-001654,-0.9087818558268752
ACH-001735,-0.6438298678939162
ACH-001736,-0.6959830047141906
ACH-001737,-0.5837934290485041
ACH-001740,-0.8538003939608991
ACH-001745,-0.8030304020045261
ACH-001765,-0.6391556479561001
