,MRPS18C (51023)
ACH-000004,-0.12518633784668518
ACH-000005,-0.003244389544031372
ACH-000007,-0.4117767117697628
ACH-000009,-0.12044734649497622
ACH-000011,-0.19559982384439487
ACH-000012,-0.4385138987569753
ACH-000013,-0.39598461543286656
ACH-000014,-0.3209096955649254
ACH-000015,-0.4555338117877884
ACH-000017,-0.21927612633396712
ACH-000018,-0.12040273549631204
ACH-000019,-0.504292646694931
ACH-000021,-0.20290388438702567
ACH-000022,-0.4296934224844129
ACH-000025,-0.3588530546612496
ACH-000028,-0.5100220198556794
ACH-000030,-0.2690211416258136
ACH-000035,-0.5397668838032459
ACH-000036,0.022953856061460682
ACH-000037,-0.2856866232513091
ACH-000039,-0.3684552097558783
ACH-000040,-0.20221165254029236
ACH-000041,-0.39359469983656814
ACH-000042,-0.21234453660996727
ACH-000045,-0.2872355247079613
ACH-000047,-0.5129244935127948
ACH-000052,-0.011156838091083535
ACH-000053,-0.1963988709298383
ACH-000054,-0.3159751916026345
ACH-000055,-0.5624087275269287
ACH-000060,-0.2209906287720942
ACH-000067,-0.14649033972722073
ACH-000070,-0.2730714253155373
ACH-000075,-0.21590226291336226
ACH-000078,-0.12577615215842294
ACH-000082,-0.18503229985254185
ACH-000085,-0.3034219226009506
ACH-000086,-0.2791503110249153
ACH-000087,-0.19240789946667167
ACH-000092,-0.14785166713177098
ACH-000095,-0.05721578069659209
ACH-000097,-0.28152812422644635
ACH-000098,-0.2819881249765818
ACH-000099,-0.23544192641001566
ACH-000108,-0.3341536988780367
ACH-000113,-0.30335369179924554
ACH-000116,-0.5627332067358897
ACH-000118,-0.4831404653427929
ACH-000120,-0.29602793286266604
ACH-000123,-0.2695451530527733
ACH-000127,-0.3731075776470546
ACH-000128,-0.5002442812222336
ACH-000132,-0.35531510349167944
ACH-000133,-0.24784032742013995
ACH-000137,-0.26137123319544797
ACH-000138,-0.2458682234161317
ACH-000142,-0.28228426973402193
ACH-000143,-0.24890091464411235
ACH-000146,-0.3240536201442041
ACH-000148,-0.3840855498612779
ACH-000150,-0.6428564277476883
ACH-000152,-0.27790276743495296
ACH-000153,-0.4596030308201328
ACH-000159,-0.21332501774992846
ACH-000160,-0.3930175741372197
ACH-000163,-0.2145642004467963
ACH-000167,-0.1703845712237835
ACH-000168,0.11389666090022267
ACH-000169,-0.19680055123040532
ACH-000178,-0.3734831985419686
ACH-000183,-0.25894114023139064
ACH-000188,-0.43251220363069853
ACH-000189,-0.5155786776252452
ACH-000190,-0.4035873444351597
ACH-000198,-0.08920930875416112
ACH-000203,-0.07653526084609608
ACH-000204,-0.07371669209603439
ACH-000206,-0.4847347004376548
ACH-000207,-0.10301205966127508
ACH-000208,-0.2007885627164963
ACH-000210,-0.6239987272769687
ACH-000211,-0.25974750165943256
ACH-000215,-0.2861261492207417
ACH-000221,-0.4509687594163522
ACH-000222,-0.2924690199882609
ACH-000223,-0.3598073381722025
ACH-000226,-0.3424388585096577
ACH-000227,0.005885477598556794
ACH-000228,-0.30797160451891
ACH-000231,-0.21573435835685198
ACH-000232,-0.2941762116542423
ACH-000233,-0.2588259023621487
ACH-000234,0.05514889700310188
ACH-000235,-0.21883353502929012
ACH-000237,-0.11615030579780675
ACH-000238,-0.17622336393059068
ACH-000242,-0.25635763239794285
ACH-000243,-0.2983108680735831
ACH-000244,-0.3010042884624773
ACH-000246,-0.3814589609728222
ACH-000248,-0.4439100490896559
ACH-000250,-0.02455873388399629
ACH-000251,-0.4592415615711989
ACH-000252,-0.3879353267940387
ACH-000253,-0.12290806827189285
ACH-000255,-0.3507635663337917
ACH-000256,-0.3177600838032039
ACH-000257,-0.2871081376200327
ACH-000258,0.06661865611687244
ACH-000259,-0.4200983189026319
ACH-000260,-0.17025430486215298
ACH-000261,-0.1554574139981147
ACH-000262,-0.4291044499139891
ACH-000263,-0.007361363084304841
ACH-000264,-0.2388026119094377
ACH-000265,-0.4142805979012612
ACH-000266,-0.1059169150218814
ACH-000272,-0.1900502884703444
ACH-000274,-0.12491483151832368
ACH-000277,-0.3345332708093773
ACH-000278,-0.06305592511424553
ACH-000279,-0.4332756475839321
ACH-000280,-0.19941468804172807
ACH-000281,-0.28222884315816016
ACH-000288,-0.29578229824838703
ACH-000291,-0.18722213399805274
ACH-000293,-0.4073328296401494
ACH-000294,-0.08818158084538719
ACH-000295,-0.006016304029850057
ACH-000296,-0.13754611009557713
ACH-000302,-0.35327796853665433
ACH-000304,-0.7053439491993232
ACH-000307,-0.30226994869773005
ACH-000308,-0.3122836679627117
ACH-000310,-0.15898972864763875
ACH-000311,-0.09555061688181343
ACH-000312,-0.3168813230548029
ACH-000315,-0.6304731427673805
ACH-000316,-0.3005875916277086
ACH-000317,-0.6420983821005698
ACH-000318,-0.3609887242529022
ACH-000319,-0.08149941637587091
ACH-000320,-0.4657537346467603
ACH-000322,-0.4582464505493514
ACH-000323,-0.4294641901993064
ACH-000324,-0.16608778424844944
ACH-000329,-0.3142576489269255
ACH-000330,-0.3579913853488416
ACH-000331,-0.4375374256339817
ACH-000332,-0.06939400038110932
ACH-000334,-0.10081572190127996
ACH-000335,-0.2496034214105713
ACH-000336,-0.3025549573597792
ACH-000337,-0.4694165148029746
ACH-000338,-0.5613944415319521
ACH-000339,-0.4441374063095017
ACH-000341,-0.3336324753166097
ACH-000348,-0.3325672292073881
ACH-000350,-0.371256898954752
ACH-000352,-0.5629369779776655
ACH-000356,-0.5097374668088457
ACH-000361,-0.13024460552334766
ACH-000362,-0.058642924667781926
ACH-000363,-0.2387173458782913
ACH-000364,-0.2683497415624502
ACH-000365,-0.14175252988501655
ACH-000366,-0.11461869885652967
ACH-000368,-0.4187789496242118
ACH-000374,-0.4392548610284848
ACH-000375,-0.14716698942217152
ACH-000376,-0.6240646665164795
ACH-000381,-0.5185720437120009
ACH-000383,-0.2609862602402785
ACH-000387,-0.2812917042817341
ACH-000389,-0.10343150712303503
ACH-000390,-0.2976921550448805
ACH-000393,-0.029047106479373593
ACH-000395,-0.1982603857716516
ACH-000396,-0.4726409424098412
ACH-000397,-0.040810497596319766
ACH-000401,-0.2726845079055694
ACH-000402,-0.02679410003453106
ACH-000403,-0.15854303548217538
ACH-000404,-0.5832650827172542
ACH-000406,-0.4408657259629001
ACH-000407,-0.4232444410069033
ACH-000408,-0.5252542147718138
ACH-000410,-0.3554169365559173
ACH-000411,-0.17446692212355727
ACH-000414,-0.2350694133965629
ACH-000415,-0.36465515889187
ACH-000416,-0.3136974450418595
ACH-000420,-0.30959677332118835
ACH-000421,-0.2052717190185867
ACH-000424,-0.3930069966206042
ACH-000425,-0.2889635327136349
ACH-000426,-0.3518295198253162
ACH-000427,-0.4569949761063512
ACH-000433,-0.2187913760450728
ACH-000435,-0.17189380495347434
ACH-000436,-0.0785990458277934
ACH-000444,-0.22328833113398772
ACH-000445,-0.20968187019324802
ACH-000448,-0.2030665628591017
ACH-000450,-0.7109121560620091
ACH-000452,-0.13846437747968907
ACH-000454,-0.5896613678365805
ACH-000458,-0.4015674719435892
ACH-000459,-0.6725186101889978
ACH-000460,-0.3342971412383517
ACH-000461,-0.20561647661474436
ACH-000463,-0.1182357422053462
ACH-000464,-0.06987164999069798
ACH-000466,-0.044111339004324214
ACH-000467,-0.5979557510861009
ACH-000468,-0.1699187974797764
ACH-000469,-0.4287809849664379
ACH-000470,-0.3656448106146701
ACH-000471,-0.08634369911893441
ACH-000472,-0.24143671148367865
ACH-000473,-0.5919458609529148
ACH-000475,-0.3260966982051459
ACH-000476,-0.3741807983738024
ACH-000477,-0.30776688462660223
ACH-000479,-0.2489777480358879
ACH-000480,-0.5551701197472663
ACH-000481,-0.1444778621145402
ACH-000483,-0.3598767211059601
ACH-000484,-0.17166231857953929
ACH-000485,-0.1924029778820801
ACH-000486,-0.2684951389113936
ACH-000487,-0.1418991343094723
ACH-000488,-0.3945552349629095
ACH-000490,-0.4246767932165265
ACH-000491,-0.41314397839214734
ACH-000495,0.06953110134847917
ACH-000496,-0.18376951569757108
ACH-000499,-0.4010638546107145
ACH-000500,-0.0926835913839778
ACH-000502,-0.29453509757089885
ACH-000503,-0.479713657606261
ACH-000505,-0.08089786393983502
ACH-000507,-0.28363202772300683
ACH-000510,-0.3297577724734366
ACH-000511,-0.2303836191176071
ACH-000512,-0.5026361356484168
ACH-000516,-0.09753344530583123
ACH-000517,-0.10673655157127657
ACH-000518,-0.4232227081024488
ACH-000520,0.06646472094870655
ACH-000521,-0.240885422159727
ACH-000522,-0.3434412951185624
ACH-000524,-0.18225455259279225
ACH-000527,-0.3600116993891425
ACH-000528,-0.4145315417004716
ACH-000537,-0.2231125075189052
ACH-000541,-0.0387699366770284
ACH-000542,-0.08767486531127733
ACH-000544,-0.5614655964939925
ACH-000545,-0.4608485737654531
ACH-000547,-0.3647767514687363
ACH-000548,-0.03318444021812796
ACH-000549,-0.2377588055422873
ACH-000550,-0.1577972097951267
ACH-000552,-0.4293387886730019
ACH-000556,-0.4526899282939496
ACH-000557,-0.12259512320763125
ACH-000569,-0.16976688606180576
ACH-000570,-0.4042378758356524
ACH-000571,-0.138809487554391
ACH-000573,-0.3993695843033943
ACH-000576,-0.1734229777083226
ACH-000579,-0.5477773644624869
ACH-000580,-0.17758112709125085
ACH-000584,-0.30095588397326084
ACH-000585,-0.134700010658443
ACH-000588,-0.33573087631872545
ACH-000589,-0.6042340356964363
ACH-000591,-0.3393651206417692
ACH-000593,-0.3716596667977189
ACH-000600,-0.3425845130009965
ACH-000601,-0.40787583642661296
ACH-000605,-0.3858890191569995
ACH-000606,-0.5984347381543536
ACH-000608,-0.14423345771026633
ACH-000614,-0.3954595168924897
ACH-000616,-0.5007934943117406
ACH-000618,-0.7751654308072474
ACH-000619,-0.4138424024387097
ACH-000620,-0.4317728283104076
ACH-000621,-0.13005905833645226
ACH-000622,-0.15628171676087108
ACH-000623,-0.214045419148891
ACH-000624,-0.15859155060712155
ACH-000627,-0.12975774788863664
ACH-000630,-0.4003320918885785
ACH-000631,-0.16488162567843356
ACH-000632,-0.2733857136929084
ACH-000633,-0.39698373902489376
ACH-000637,-0.5060762212092316
ACH-000638,-0.21512292047968748
ACH-000646,-0.24690583459751744
ACH-000647,-0.4049235956055945
ACH-000648,-0.5614436831907241
ACH-000649,-0.2865216926619372
ACH-000651,-0.6004849491403895
ACH-000652,-0.32037734841797416
ACH-000653,-0.2161143192773251
ACH-000657,-0.20206717536551588
ACH-000658,-0.039091931321404656
ACH-000661,-0.33057004115424315
ACH-000662,-0.1090947081987495
ACH-000663,-0.20034350362494024
ACH-000665,-0.28091538145597705
ACH-000671,-0.6069411335553974
ACH-000672,-0.9798623320737144
ACH-000673,-0.04770678061080063
ACH-000676,-0.3919790876922948
ACH-000677,-0.8512846601209968
ACH-000681,-0.2754652608343601
ACH-000683,-0.2721855004213836
ACH-000684,-0.2421677740788555
ACH-000688,-0.2088561750764531
ACH-000693,-0.4971068396721901
ACH-000694,-0.4929521863055862
ACH-000695,-0.05557233114032754
ACH-000696,-0.2930828976701633
ACH-000697,-0.3797516819254119
ACH-000699,-0.4255428680267725
ACH-000701,-0.18103088911967413
ACH-000706,-0.35579157895411295
ACH-000711,-0.3167100466437132
ACH-000713,-0.4609231021040271
ACH-000714,0.09915261277463774
ACH-000718,-0.18758933692482813
ACH-000720,-0.3838416872242322
ACH-000721,-0.2163690965704057
ACH-000724,-0.10953433788354718
ACH-000725,-0.3075887430117632
ACH-000732,-0.7180094447732129
ACH-000734,-0.4447058674662164
ACH-000735,-0.2796733637037627
ACH-000736,-0.2699900104687894
ACH-000738,-0.5362070916552706
ACH-000746,-0.7140586335128215
ACH-000747,-0.4747878569992683
ACH-000748,-0.15047836511046586
ACH-000753,-0.2255569270060388
ACH-000756,-0.03238510876044423
ACH-000757,-0.427433041527986
ACH-000758,-0.4156534513876928
ACH-000760,-0.2983502755163685
ACH-000762,-0.6094373742960759
ACH-000763,-0.38217474504880705
ACH-000764,-0.12002211973111497
ACH-000765,-0.4270498206205034
ACH-000766,-0.2479711953725189
ACH-000767,-0.5520179936188211
ACH-000768,-0.4516054531075877
ACH-000769,-0.19669499611725672
ACH-000770,-0.30153106354039977
ACH-000771,-0.4732376884613348
ACH-000773,-0.0561903029536386
ACH-000776,-0.3492150768550585
ACH-000777,-0.40045904991570747
ACH-000778,-0.1954473320580581
ACH-000781,-0.3310068855985509
ACH-000782,-0.0707365666946112
ACH-000783,-0.06073454908225945
ACH-000784,-0.5443375761634235
ACH-000785,-0.3377190849235208
ACH-000787,-0.4532994515643568
ACH-000788,-0.2060884355543648
ACH-000791,-0.2585283946001661
ACH-000792,-0.23651466392028095
ACH-000794,-0.29616466007931563
ACH-000796,-0.26652111780062826
ACH-000798,-0.4228481303141554
ACH-000799,-0.25522180947897743
ACH-000800,-0.39364521025342747
ACH-000802,-0.6342431463259769
ACH-000804,-0.4426397536881249
ACH-000805,-0.3446018958324554
ACH-000809,-0.2723113260374965
ACH-000810,-0.2284963803219512
ACH-000811,-0.08407646839255467
ACH-000817,-0.28286036689411753
ACH-000819,-0.5283457729170993
ACH-000820,-0.14764896610561615
ACH-000821,-0.3927126027494503
ACH-000822,-0.16969982837267752
ACH-000823,-0.43735762318370097
ACH-000824,-0.13645004159007504
ACH-000827,-0.03872432799533209
ACH-000829,-0.18278238756425252
ACH-000831,-0.4206640869936318
ACH-000832,-0.5076226668499048
ACH-000833,-0.2980369674562845
ACH-000834,-0.3276808954597037
ACH-000835,-0.5818819715475713
ACH-000836,-0.3660108600757354
ACH-000837,-0.4977327301842178
ACH-000838,0.10912721949918244
ACH-000839,-0.2955786887105503
ACH-000840,-0.3523120205227728
ACH-000841,-0.21683433867837634
ACH-000843,-0.5300548125541836
ACH-000846,-0.5742970240307246
ACH-000847,-0.23382122541946185
ACH-000848,-0.5783512613748258
ACH-000849,-0.3181613190800657
ACH-000851,-0.4539394940720657
ACH-000855,-0.724441263433668
ACH-000856,-0.2312090160682353
ACH-000858,-0.5668255584885095
ACH-000859,-0.3112757328188153
ACH-000861,-0.17688162496081128
ACH-000862,-0.6559404478046543
ACH-000865,-0.43174674194180135
ACH-000866,-0.2852444433190985
ACH-000867,-0.2418763377859433
ACH-000869,-0.2878529825774201
ACH-000872,-0.1956258342669759
ACH-000873,-0.38328763587223424
ACH-000876,-0.7214681996226779
ACH-000878,-0.3527970029229636
ACH-000880,-0.3044103471425269
ACH-000881,-0.41322755297352814
ACH-000882,-0.44023716925321177
ACH-000884,-0.2781035807235078
ACH-000885,-0.3513862779002373
ACH-000887,-0.3169728457277109
ACH-000889,-0.09945312625596917
ACH-000896,-0.3783240297975078
ACH-000898,-0.3340018070059213
ACH-000900,-0.229355138024408
ACH-000901,-0.19726294242392625
ACH-000905,-0.2815826035400128
ACH-000906,-0.403623750033347
ACH-000907,-0.16500352868633547
ACH-000910,-0.4631479504687264
ACH-000911,-0.5521314091827189
ACH-000912,-0.3094237948245072
ACH-000913,-0.21091609289735366
ACH-000915,-0.3518839498192541
ACH-000916,-0.08553824255891172
ACH-000917,-0.4397526213244699
ACH-000920,-0.36197034829437297
ACH-000921,-0.6334365250201553
ACH-000924,-0.4413168275280308
ACH-000926,-0.17081472473833342
ACH-000928,-0.3679271297230027
ACH-000929,-0.1338481281854977
ACH-000932,-0.2771828425977908
ACH-000935,-0.3899606957042596
ACH-000936,-0.4440511599143129
ACH-000937,-0.18204869488848904
ACH-000938,-0.27554216001493576
ACH-000939,-0.5904752889004549
ACH-000941,-0.31271691283016195
ACH-000943,-0.4081317443189365
ACH-000946,-0.3024810922171315
ACH-000947,-0.5043367189096615
ACH-000948,-0.4165213448500601
ACH-000950,-0.2822744177597661
ACH-000953,0.07737841837895654
ACH-000954,-0.4094412171304137
ACH-000957,-0.3992464098427084
ACH-000958,-0.3850052210431947
ACH-000960,-0.2010104983744459
ACH-000963,-0.4366163487645875
ACH-000968,-0.4084475932455868
ACH-000969,-0.5228546202535416
ACH-000972,0.08058149226395682
ACH-000973,-0.2634121094125297
ACH-000974,-0.1543348093109895
ACH-000978,-0.3733626410830162
ACH-000984,-0.2101367414353695
ACH-000986,-0.4985873350118204
ACH-000988,-0.14512247356459174
ACH-000993,-0.06381302201008544
ACH-000994,-0.4360949693853723
ACH-000996,-0.0598167462531406
ACH-001001,-0.24402797254044306
ACH-001020,-0.3691942677383601
ACH-001028,-0.3683664586008424
ACH-001031,-0.3474352300987771
ACH-001038,-0.4135295709301501
ACH-001048,-0.3828327802390653
ACH-001050,-0.01275195594467566
ACH-001053,-0.23640163463354996
ACH-001054,-0.3556226654375091
ACH-001061,-0.3888521558756218
ACH-001067,-0.1856715702110302
ACH-001075,-0.20872646767239225
ACH-001096,-0.2168606425933968
ACH-001111,-0.2814537943016301
ACH-001119,-0.18330259610368696
ACH-001128,-0.37541094888329735
ACH-001134,-0.400534164000145
ACH-001151,-0.08929020421776011
ACH-001163,-0.2651551919148662
ACH-001164,-0.5392821240449287
ACH-001183,-0.5030489317488441
ACH-001192,-0.2921148591206149
ACH-001193,-0.26069592944359843
ACH-001196,-0.4181716350143407
ACH-001197,0.011454610334779142
ACH-001205,-0.05922705137320044
ACH-001211,-0.16438413159221074
ACH-001212,-0.005193148364380355
ACH-001228,-0.2779625929862202
ACH-001232,-0.4050261216641501
ACH-001239,-0.3229138347337025
ACH-001270,-0.24758968152623234
ACH-001274,-0.23762659584593296
ACH-001275,-0.24818621751832304
ACH-001277,-0.2892395348594594
ACH-001278,-0.33962666141077397
ACH-001280,0.04945317495818944
ACH-001283,-0.3684591940261167
ACH-001289,-0.24116631003134506
ACH-001300,-0.11620785440426068
ACH-001301,-0.10865195087770152
ACH-001302,-0.3197153644097588
ACH-001306,-0.3167957334138792
ACH-001318,-0.651632546483607
ACH-001322,-0.2314782924419343
ACH-001328,-0.27617680284847634
ACH-001332,-0.1952530467818785
ACH-001336,-0.4768856816677191
ACH-001346,-0.4246996412805701
ACH-001353,-0.15035986064060974
ACH-001354,-0.43984154937741
ACH-001367,-0.20477523347523835
ACH-001368,-0.3610078550086157
ACH-001374,0.049545673207224784
ACH-001377,-0.368998526701895
ACH-001380,-0.4436190585536995
ACH-001391,-0.08384031045976288
ACH-001408,-0.3428837507355824
ACH-001430,-0.38745060044272817
ACH-001431,-0.11774256790206065
ACH-001450,-0.2423445759057743
ACH-001496,-0.5620678898931606
ACH-001500,-0.5316773756758361
ACH-001523,-0.6229214630548914
ACH-001532,-0.16331280592913167
ACH-001550,-0.43533137941121797
ACH-001552,0.0115604414771134
