,FRMD1 (79981)
ACH-000004,0.1300071410318696
ACH-000005,0.08278503840671589
ACH-000007,-0.1823087019477837
ACH-000009,0.036008299704283354
ACH-000011,0.10679830702814888
ACH-000012,0.09375465598890596
ACH-000013,0.06691666995518282
ACH-000014,0.045819502435711514
ACH-000015,0.0988848829986306
ACH-000017,0.10813454309189653
ACH-000018,-0.1534143713204766
ACH-000019,0.1349486200666776
ACH-000021,-0.05412302406608725
ACH-000022,-0.043252375221314976
ACH-000025,0.1363000679447202
ACH-000028,0.2206902560316568
ACH-000030,0.08637385116375801
ACH-000035,0.1391267929275532
ACH-000036,-0.13286883633846402
ACH-000037,0.15418436821722964
ACH-000039,0.1570979850787617
ACH-000040,-0.02638878335008417
ACH-000041,-0.0419557825950433
ACH-000042,0.038489908441508916
ACH-000045,0.09349052894674337
ACH-000047,-0.004603436817007186
ACH-000052,-0.0575580879878541
ACH-000053,-0.025912073097077944
ACH-000054,0.022170799779837432
ACH-000055,0.09912951241179743
ACH-000060,0.16545733555029196
ACH-000067,0.04089279441262169
ACH-000070,-0.07718041882129903
ACH-000075,0.06384823468586734
ACH-000078,-0.02128363346552237
ACH-000082,-0.10915111244089604
ACH-000085,0.0013659936848177034
ACH-000086,0.04302406318788874
ACH-000087,-0.09005602640715014
ACH-000092,0.04189632024955733
ACH-000095,0.12166918921436586
ACH-000097,0.05721894908807821
ACH-000098,0.014482875519088818
ACH-000099,-0.11975868303609533
ACH-000108,0.027120955968890543
ACH-000113,-0.05512495153686668
ACH-000116,0.06902950146748145
ACH-000118,-0.04570778920291251
ACH-000120,-0.08163009281926396
ACH-000123,-0.039903248017470666
ACH-000127,-0.0094374296412821
ACH-000128,0.11216519397452393
ACH-000132,0.08628333440035364
ACH-000133,0.10230664096470182
ACH-000137,0.11008364425078623
ACH-000138,-0.01734828544305304
ACH-000142,0.029605083807515063
ACH-000143,-0.07787174354126578
ACH-000146,0.026579055582634774
ACH-000148,0.1527700889786555
ACH-000150,-0.18990920099742745
ACH-000152,0.007069846317965986
ACH-000153,0.1624706487902882
ACH-000159,0.08854745431253991
ACH-000160,0.06538680821358027
ACH-000163,0.17341610781136524
ACH-000167,-0.02020981474324959
ACH-000168,0.12876101058422373
ACH-000169,-0.08208039671951796
ACH-000178,-0.02331661380942764
ACH-000183,-0.11865909673550065
ACH-000188,0.09656483013520238
ACH-000189,0.19578369708725246
ACH-000190,0.1115686441487463
ACH-000198,-0.023600062669819212
ACH-000203,-0.04360919245085907
ACH-000204,0.10460539053202084
ACH-000206,-0.1487195023624649
ACH-000207,0.028439163353547087
ACH-000208,-0.03965355237149467
ACH-000210,0.15514457260475611
ACH-000211,0.08604144225607785
ACH-000215,0.05594938478131465
ACH-000221,0.08698736909851584
ACH-000222,-0.016858387055734017
ACH-000223,0.07009769141773131
ACH-000226,0.10967099496288538
ACH-000227,-0.07069787932328284
ACH-000228,-0.11290896854728626
ACH-000231,0.009216719326647893
ACH-000232,0.06315647211273684
ACH-000233,0.11386027679208405
ACH-000234,-0.18095429506311905
ACH-000235,-0.0005249249226258482
ACH-000237,0.04135088612200328
ACH-000238,0.07140203602526828
ACH-000242,0.2891820972482411
ACH-000243,0.07610874446959649
ACH-000244,-0.022170608832095245
ACH-000246,0.037934324500829626
ACH-000248,0.04588997175762578
ACH-000250,-0.016135521101872087
ACH-000251,-0.16540969984039555
ACH-000252,0.1515366127865957
ACH-000253,0.05695204718643105
ACH-000255,0.028686253880784388
ACH-000256,-0.0046245786400529384
ACH-000257,-0.04058381029923998
ACH-000258,-0.06664446200296431
ACH-000259,-0.01727923514998526
ACH-000260,0.038554185947436426
ACH-000261,0.05904574749465965
ACH-000262,-0.07780892052696352
ACH-000263,-0.021228036189601455
ACH-000264,0.07155973678617425
ACH-000265,0.05136543955405537
ACH-000266,-0.04622973536750548
ACH-000272,-0.04170066398937467
ACH-000274,0.030284586050715743
ACH-000277,0.05399297829172399
ACH-000278,-0.011272021555522468
ACH-000279,-0.006621737064629366
ACH-000280,0.047464716655628375
ACH-000281,-0.14393257353541025
ACH-000288,0.017020928986068797
ACH-000291,0.06991469783656541
ACH-000293,0.09114623614703267
ACH-000294,0.07516372736847342
ACH-000295,-0.03895650265070527
ACH-000296,-0.08984225409601984
ACH-000302,0.05962908084734195
ACH-000304,-0.05162474044617344
ACH-000307,0.0206284859934883
ACH-000308,0.049085714044624064
ACH-000310,-0.10264477626559404
ACH-000311,0.00015285613362736868
ACH-000312,-0.01140546534337055
ACH-000315,-0.05546269523277314
ACH-000316,0.029208798433988683
ACH-000317,0.03677760013204631
ACH-000318,0.2076964601915146
ACH-000319,0.07882096658068681
ACH-000320,-0.01772626682595231
ACH-000322,-0.0008378945309592416
ACH-000323,0.11896071865691625
ACH-000324,0.03920507605689276
ACH-000329,-0.10327984266624364
ACH-000330,0.006012309608110429
ACH-000331,0.04281058796197755
ACH-000332,0.035671318979694534
ACH-000334,0.22423836297637575
ACH-000335,-0.10177984320300754
ACH-000336,-0.009666075400942723
ACH-000337,-0.014298814855546516
ACH-000338,0.12668146416859535
ACH-000339,0.09019620185550173
ACH-000341,0.10563902732120556
ACH-000348,0.016099526582320885
ACH-000350,-0.010892842592707343
ACH-000352,0.12808126915691542
