,ESRP2 (80004)
ACH-000004,-0.05940532470699461
ACH-000005,0.09860473614318856
ACH-000007,-0.2836091781426737
ACH-000009,-0.14988170036639578
ACH-000011,-0.19692585321624784
ACH-000012,-0.2970121349860844
ACH-000013,-0.187629968853764
ACH-000014,-0.07737457565477247
ACH-000015,-0.1151473202782942
ACH-000017,-0.4883602995375401
ACH-000018,-0.3965988772014352
ACH-000019,-0.14067948495264093
ACH-000021,-0.09410184877040786
ACH-000022,0.006538933676121258
ACH-000025,-0.21343388443079947
ACH-000028,-0.2230287772288784
ACH-000030,-0.14392271743391258
ACH-000035,-0.2147244958716137
ACH-000036,-0.1187499654701506
ACH-000037,-0.1429836243865002
ACH-000039,-0.2413544990296269
ACH-000040,-0.022464032583072824
ACH-000041,-0.0455719860467412
ACH-000042,-0.110688250994081
ACH-000045,-0.07450278991445403
ACH-000047,-0.12188003115405198
ACH-000052,-0.4768945019103023
ACH-000053,-0.2314057781862758
ACH-000054,-0.119545523434764
ACH-000055,-0.1161875483764205
ACH-000060,-0.14235367594388376
ACH-000067,-0.08310741446781188
ACH-000070,0.010766393337162807
ACH-000075,0.0927688233853855
ACH-000078,-0.13902559445597126
ACH-000082,-0.2264937788197515
ACH-000085,-0.07272590696858318
ACH-000086,-0.1988950135439155
ACH-000087,0.1056312530831154
ACH-000092,-0.06236815375496151
ACH-000095,-0.1773789775334663
ACH-000097,-0.1477146367292448
ACH-000098,-0.20200896080859834
ACH-000099,-0.06497051196592184
ACH-000108,-0.2449142539796243
ACH-000113,0.05127801410717027
ACH-000116,-0.19209531765635415
ACH-000118,-0.2551204239956489
ACH-000120,-0.1864429675829415
ACH-000123,-0.1991873289910497
ACH-000127,-0.2213461895223271
ACH-000128,-0.06568282775392098
ACH-000132,-0.14883118159214154
ACH-000133,-0.12635596548539105
ACH-000137,-0.005327228784921735
ACH-000138,-0.04605691263409396
ACH-000142,-0.3616316268635419
ACH-000143,-0.19981390589483733
ACH-000146,-0.2834303660555757
ACH-000148,-0.2076059455604758
ACH-000150,0.023151711289357186
ACH-000152,-0.18444938864975685
ACH-000153,-0.09445757621850058
ACH-000159,-0.1161430587684145
ACH-000160,-0.08101368735397484
ACH-000163,-0.2215448278454772
ACH-000167,-0.2926292554829115
ACH-000168,-0.117899152274898
ACH-000169,-0.19339775161649272
ACH-000178,-0.2145465335998891
ACH-000183,-0.08970300219653529
ACH-000188,-0.23297505111357356
ACH-000189,-0.06720702056051701
ACH-000190,-0.060252959988821936
ACH-000198,-0.05227213716224343
ACH-000203,-0.387717129891428
ACH-000204,-0.3277179147031751
ACH-000206,-0.05127743141271604
ACH-000207,-0.22972660974857834
ACH-000208,-0.4225137632109428
ACH-000210,-0.19038350001675294
ACH-000211,-0.2391710911659776
ACH-000215,-0.1614312962708028
ACH-000221,-0.2981162913687729
ACH-000222,-0.21193816026774176
ACH-000223,-0.17864348052825513
ACH-000226,-0.17624531723754008
ACH-000227,0.008796681029152847
ACH-000228,-0.1202952969764126
ACH-000231,-0.2652627121785205
ACH-000232,-0.11172489376301677
ACH-000233,-0.1729303136689666
ACH-000234,-0.12669014340756402
ACH-000235,-0.26346604156346554
ACH-000237,-0.036092707890975725
ACH-000238,-0.15382744106758425
ACH-000242,0.04092585115709205
ACH-000243,-0.0660374460693059
ACH-000244,-0.3760447415852199
ACH-000246,-0.08880857840993217
ACH-000248,-0.21298408704278265
ACH-000250,-0.12290429945126415
ACH-000251,0.282241865414767
ACH-000252,-0.009179012369514713
ACH-000253,-0.24920259046435544
ACH-000255,-0.05062311392848545
ACH-000256,0.02220052058644036
ACH-000257,-0.13208482645376635
ACH-000258,-0.19842267080901566
ACH-000259,-0.05220344315534455
ACH-000260,-0.1459356697107408
ACH-000261,-0.18580398479440224
ACH-000262,-0.08345425927476037
ACH-000263,0.07301275391929378
ACH-000264,-0.11508382029917075
ACH-000265,0.0029082511732057307
ACH-000266,-0.23781847794783995
ACH-000272,-0.09966976569976606
ACH-000274,0.04269497622934794
ACH-000277,-0.03147668305961726
ACH-000278,-0.2468484204148648
ACH-000279,-0.1817504708109846
ACH-000280,-0.08221303356477204
ACH-000281,-0.28970120223645546
ACH-000288,-0.2660217100593657
ACH-000291,-0.087426384194401
ACH-000293,-0.057982648913826165
ACH-000294,-0.16229260743759566
ACH-000295,-0.06324079002837113
ACH-000296,-0.2954863501465099
ACH-000302,-0.03607695019211635
ACH-000304,-0.21200905521776006
ACH-000307,-0.10857637878336933
ACH-000308,-0.13752939947474632
ACH-000310,-0.2536485848770364
ACH-000311,-0.1547255806113251
ACH-000312,0.06645665455477971
ACH-000315,0.07673420963924897
ACH-000316,-0.03644598513918818
ACH-000317,0.0458668146464475
ACH-000318,0.1066771682416082
ACH-000319,-0.21982547307289105
ACH-000320,0.09907608164195644
ACH-000322,-0.2436028990422317
ACH-000323,0.017618752829263434
ACH-000324,-0.08787860632358828
ACH-000329,-0.22506345175514653
ACH-000330,-0.1345597106031134
ACH-000331,0.001504814916548599
ACH-000332,-0.13385151010553306
ACH-000334,0.02327923016994748
ACH-000335,-0.06917441213330701
ACH-000336,-0.12881541556203172
ACH-000337,-0.14449658691160044
ACH-000338,0.2356080602100641
ACH-000339,-0.18721492567546585
ACH-000341,-0.24026286491957705
ACH-000348,-0.2999516503753619
ACH-000350,-0.13147262872973214
ACH-000352,-0.043373752926174916
ACH-000356,-0.2350079449012905
ACH-000361,-0.34566034695150305
ACH-000362,-0.0608986323943354
ACH-000363,-0.12710910857429888
ACH-000364,-0.012026956860640571
ACH-000365,-0.2058478626854548
ACH-000366,-0.15458017727203394
ACH-000368,-0.17949183417340878
ACH-000374,-0.1377386007100295
ACH-000375,0.0015679657174851279
ACH-000376,-0.14539094003356928
ACH-000381,-0.3776351369273868
ACH-000383,-0.21880976291092247
ACH-000387,-0.11113931009582337
ACH-000389,-0.1994754366494994
ACH-000390,-0.1899930228110753
ACH-000393,-0.006388319095079286
ACH-000395,-0.26935238122203675
ACH-000396,-0.5532849238336163
ACH-000397,-0.2733713406532736
ACH-000401,-0.4138709912324089
ACH-000402,-0.1720260809939405
ACH-000403,-0.21643362731711666
ACH-000404,-0.06240160888158015
ACH-000406,-0.24641578874964346
ACH-000407,-0.05887231315772064
ACH-000408,-0.3283364870700886
ACH-000410,-0.15298526318304562
ACH-000411,-0.05557995067864791
ACH-000414,-0.08748987238804705
ACH-000415,-0.13664491987976687
ACH-000416,-0.3204273167023843
ACH-000420,-0.27713050392901906
ACH-000421,-0.250092515968674
ACH-000424,0.06686648522922095
ACH-000425,-0.23964097126200626
ACH-000426,-0.14749992367343812
ACH-000427,-0.2949741952481086
ACH-000433,-0.1493955516386303
ACH-000435,0.1362865437981306
ACH-000436,-0.19935293970464804
ACH-000444,-0.13612507723977793
ACH-000445,-0.2289242059778584
ACH-000448,-0.15960567040300966
ACH-000450,-0.21115416549124386
ACH-000452,-0.2239071667012084
ACH-000454,-0.09453434534674302
ACH-000458,-0.3349226343625738
ACH-000459,0.19409347255569312
ACH-000460,-0.16038268513277593
ACH-000461,-0.1962300537106106
ACH-000463,-0.22191192339756655
ACH-000464,-0.18743998544738247
ACH-000466,-0.4132380519266758
ACH-000467,-0.09417065756088827
ACH-000468,-0.2178268277937602
ACH-000469,-0.2839705092585175
ACH-000470,-0.30531653550749
ACH-000471,-0.13518391965874332
ACH-000472,-0.2167303511729923
ACH-000473,-0.19194467451189925
ACH-000475,-0.21984945271416154
ACH-000476,-0.1089661628733238
ACH-000477,-0.2573738031913148
ACH-000479,0.0026687335209901078
ACH-000480,-0.14576020303358414
ACH-000481,-0.13623924239828586
ACH-000483,-0.3138045678625084
ACH-000484,-0.09717788713118904
ACH-000485,-0.117651549826813
ACH-000486,-0.10568200927314783
ACH-000487,0.03449019796175505
ACH-000488,-0.09820143566912272
ACH-000490,-0.17758699501711675
ACH-000491,0.05212583461223789
ACH-000495,0.024549703870842127
ACH-000496,-0.18471206145350366
ACH-000499,0.024534838282298712
ACH-000500,0.6012518631458836
ACH-000502,-0.2580735289531143
ACH-000503,-0.24870599528988616
ACH-000505,-0.15598468261421986
ACH-000507,-0.14091170590654775
ACH-000510,-0.1071553190407088
