,CMTR1 (23070)
ACH-000004,-0.9713960753654178
ACH-000005,-0.9375556542210108
ACH-000007,-0.9182839902664977
ACH-000009,-0.9543827154285256
ACH-000011,-0.772101628930808
ACH-000012,-0.8091665479423448
ACH-000013,-0.8745785212225575
ACH-000014,-1.0576431209866377
ACH-000015,-0.8182927351804737
ACH-000017,-0.6120268910478961
ACH-000018,-1.2078941407320056
ACH-000019,-0.7305728928463198
ACH-000021,-0.6271609900049356
ACH-000022,-0.8103217091815523
ACH-000025,-0.9435783187181616
ACH-000028,-0.7547380468853673
ACH-000030,-0.9029079085418168
ACH-000035,-1.1839818227263714
ACH-000036,-0.9078815023458238
ACH-000037,-0.7929340599971103
ACH-000039,-0.533000288774944
ACH-000040,-0.8397542543691658
ACH-000041,-0.777207348347854
ACH-000042,-1.048096177662815
ACH-000045,-0.9145965223915242
ACH-000047,-0.8435105746166207
ACH-000052,-1.0713166470429307
ACH-000053,-0.7274369168605272
ACH-000054,-0.42167635565468986
ACH-000055,-0.8813866996868341
ACH-000060,-0.9010382171868586
ACH-000067,-1.0200373684557238
ACH-000070,-0.8537029461905721
ACH-000075,-0.6438266712156336
ACH-000078,-0.7395454685609676
ACH-000082,-0.788465372293749
ACH-000085,-0.8293515674247338
ACH-000086,-0.9635895356255438
ACH-000087,-0.5977999446545984
ACH-000092,-0.7481091867008098
ACH-000095,-0.6305376296182023
ACH-000097,-0.8753820653186899
ACH-000098,-0.9827716719298903
ACH-000099,-0.7094226073084772
ACH-000108,-1.080803686467289
ACH-000113,-0.7782822262386643
ACH-000116,-0.8544511655208619
ACH-000118,-1.0586135658790838
ACH-000120,-0.8055572783748021
ACH-000123,-0.6764212805359047
ACH-000127,-0.995643330252043
ACH-000128,-0.7053868523671587
ACH-000132,-0.6751263029675928
ACH-000133,-0.71959431100977
ACH-000137,-0.7224965127634397
ACH-000138,-0.8297674695005359
ACH-000142,-1.0282553682745226
ACH-000143,-0.8308112325710184
ACH-000146,-0.7148755835923678
ACH-000148,-0.8724473027723296
ACH-000150,-0.7808971398967895
ACH-000152,-0.6673193618154304
ACH-000153,-0.9483914271503624
ACH-000159,-0.6482398535956421
ACH-000160,-0.6335901472675531
ACH-000163,-0.8020178713898283
ACH-000167,-0.7155471928218622
ACH-000168,-0.8153433088024244
ACH-000169,-0.620795728991168
ACH-000178,-0.8274493890449606
ACH-000183,-1.0734245678940797
ACH-000188,-0.7358844083974003
ACH-000189,-0.8595266349615668
ACH-000190,-0.9981636346326266
ACH-000198,-0.8524723623302894
ACH-000203,-1.2414822360153854
ACH-000204,-0.9034478578556876
ACH-000206,-0.5913495672915952
ACH-000207,-0.8222041225758864
ACH-000208,-0.6303205286511798
ACH-000210,-0.8954944026806645
ACH-000211,-1.063604580195418
ACH-000215,-0.9065340425798291
ACH-000221,-0.9884828140496892
ACH-000222,-0.8423208155159099
ACH-000223,-0.8688153264857478
ACH-000226,-0.8763834501180062
ACH-000227,-0.8155781469610071
ACH-000228,-1.2158693108363647
ACH-000231,-1.0143886395938078
ACH-000232,-0.8893241172505411
ACH-000233,-0.7408301493754932
ACH-000234,-0.5696015436745463
ACH-000235,-0.912499628742617
ACH-000237,-1.0841751931540762
ACH-000238,-0.9702697948260022
ACH-000242,-0.7981701275921027
