,LGALS9B (284194)
ACH-000004,-0.18239613424008333
ACH-000005,-0.11570494775014024
ACH-000007,-0.05221881690085428
ACH-000009,-0.23767422878772276
ACH-000011,-0.4135659638968916
ACH-000012,-0.2892717617424141
ACH-000013,-0.2462321656608901
ACH-000014,-0.20875557485033794
ACH-000015,-0.21241130973185648
ACH-000017,-0.43347268346022944
ACH-000018,-0.340226485029509
ACH-000019,-0.5627496912595294
ACH-000021,-0.43493550352242855
ACH-000022,-0.5456937337404146
ACH-000025,-0.004863406516936777
ACH-000028,-0.1189533563050096
ACH-000030,-0.16939270363937164
ACH-000035,-0.3035754600293125
ACH-000036,-0.1844354774491517
ACH-000037,-0.30298526056078884
ACH-000039,0.03992779443458744
ACH-000040,-0.21637375068203715
ACH-000041,-0.15057033008062592
ACH-000042,-0.2032018057273847
ACH-000045,-0.14643339882334086
ACH-000047,-0.0035977482970300577
ACH-000052,-0.29127584142201823
ACH-000053,-0.23619083073140984
ACH-000054,-0.3187940044177915
ACH-000055,-0.15132546586031667
ACH-000060,-0.3033297676737572
ACH-000067,-0.3888165304755669
ACH-000070,-0.085091461691251
ACH-000075,-0.19787356254417274
ACH-000078,-0.12277059567820744
ACH-000082,-0.2948368614723769
ACH-000085,-0.3517626383426707
ACH-000086,-0.12396893424076072
ACH-000087,-0.4660285888248544
ACH-000092,-0.2195135051527766
ACH-000095,-0.3100721333491551
ACH-000097,-0.296783663887405
ACH-000098,-0.2984439986914197
ACH-000099,-0.058642701936131685
ACH-000108,-0.05989934483432634
ACH-000113,-0.3791599815242784
ACH-000116,-0.1349396812157428
ACH-000118,-0.2056614265075728
ACH-000120,-0.2664039014392409
ACH-000123,-0.2531266320311293
ACH-000127,-0.23821224525672305
ACH-000128,-0.1808697948899257
ACH-000132,-0.24680773669846803
ACH-000133,-0.2460908101774412
ACH-000137,-0.2765479624990704
ACH-000138,-0.2938322394162717
ACH-000142,-0.3545950194526541
ACH-000143,-0.1136410029546899
ACH-000146,-0.2384175028625292
ACH-000148,-0.17514860848086958
ACH-000150,-0.3630842716076916
ACH-000152,-0.4923760625321956
ACH-000153,-0.5360266610088615
ACH-000159,-0.2230089970746992
ACH-000160,-0.2771602637611997
ACH-000163,-0.20510879573626206
ACH-000167,-0.5415527592989426
ACH-000168,-0.3578055252386013
ACH-000169,-0.3634592145205664
ACH-000178,-0.17643322837564726
ACH-000183,-0.3218021719516059
ACH-000188,-0.4133334220940181
ACH-000189,-0.5085995927970823
ACH-000190,-0.07710416267368074
ACH-000198,-0.2230042124088511
ACH-000203,-0.12241005979704918
ACH-000204,-0.06063410462799704
ACH-000206,-0.5153974032819729
ACH-000207,-0.3350100940226056
