,EHD1 (10938)
ACH-000004,-0.19703028078012907
ACH-000005,0.12013552966080035
ACH-000007,0.12235416541855973
ACH-000009,-0.17386148335998625
ACH-000011,-0.22365436419061374
ACH-000012,-0.19892219195307545
ACH-000013,-0.10900183998964046
ACH-000014,-0.09168272637005828
ACH-000015,-0.11927906203337572
ACH-000017,-0.2229067820938435
ACH-000018,-0.11438948217171516
ACH-000019,-0.0135548707590197
ACH-000021,-0.08089861318757184
ACH-000022,-0.16607223605880705
ACH-000025,-0.1497537717110009
ACH-000028,-0.2209708356658746
ACH-000030,-0.12018850793790055
ACH-000035,-0.035367146436937016
ACH-000036,-0.011748279310678112
ACH-000037,-0.1589120976485985
ACH-000039,-0.1601958556261469
ACH-000040,-0.18467690377800064
ACH-000041,-0.2214388744435707
ACH-000042,-0.13035418051095676
ACH-000045,-0.2673841924068812
ACH-000047,0.024310067529499556
ACH-000052,-0.04935761347707678
ACH-000053,-0.1024129948827093
ACH-000054,-0.03179325463447851
ACH-000055,-0.10958238915909928
ACH-000060,-0.014787286424382885
ACH-000067,-0.056038660738274966
ACH-000070,-0.044494166029330935
ACH-000075,-0.12460842108426773
ACH-000078,-0.0746910536140277
ACH-000082,-0.2405645755685799
ACH-000085,-0.08726466096592245
ACH-000086,-0.058796173084323514
ACH-000087,-0.08760346314447555
ACH-000092,-0.10031440849193954
ACH-000095,-0.10748174163294204
ACH-000097,-0.17292689955714713
ACH-000098,-0.17527369890815034
ACH-000099,-0.15324004407978956
ACH-000108,-0.10314133902062847
ACH-000113,-0.17355081460643018
ACH-000116,-0.2320420466230265
ACH-000118,-0.14138553918221491
ACH-000120,-0.06835403775897975
ACH-000123,-0.010215261225095942
ACH-000127,-0.06322320781027478
ACH-000128,-0.0865355435011953
ACH-000132,-0.20988014466738736
ACH-000133,-0.11648837146157147
ACH-000137,-0.20460657399870885
ACH-000138,-0.07702971604052256
ACH-000142,0.005797695066477304
ACH-000143,0.042054528524145235
ACH-000146,-0.03575884708400184
ACH-000148,0.02419690667853426
ACH-000150,-0.034981681031726865
ACH-000152,0.0818833984580066
ACH-000153,-0.16928668131834465
ACH-000159,-0.08402735853180576
ACH-000160,-0.12912171428120053
ACH-000163,0.0008256737983546207
ACH-000167,-0.09263046250370142
ACH-000168,-0.017584136257557594
ACH-000169,-0.2412323534691047
