,NMNAT3 (349565)
ACH-000004,-0.07048483045386991
ACH-000005,-0.10030695690113034
ACH-000007,0.10213561977892738
ACH-000009,-0.12767849254930427
ACH-000011,-0.1791881518841336
ACH-000012,-0.03786852116158548
ACH-000013,0.06198114758403182
ACH-000014,-0.15430749605320934
ACH-000015,0.02251332208676969
ACH-000017,-0.09077799677804924
ACH-000018,0.0969550528538184
ACH-000019,-0.15508498897565626
ACH-000021,0.026051234845678072
ACH-000022,-0.0012831839589729113
ACH-000025,-0.02613131153915245
ACH-000028,-0.019246243780715117
ACH-000030,-0.031058911229613267
ACH-000035,-0.02874808498644712
ACH-000036,-0.08130705298426813
ACH-000037,0.024048973063325308
ACH-000039,-0.10053538099971726
ACH-000040,-0.001542987671198465
ACH-000041,0.00908942170054918
ACH-000042,-0.1370453219090025
ACH-000045,0.08049032005933503
ACH-000047,-0.11689179986985945
ACH-000052,-0.11114388470801263
ACH-000053,-0.09478206230685876
ACH-000054,-0.03836719058723173
ACH-000055,0.006997871068028338
ACH-000060,-0.20840397890606907
ACH-000067,-0.14321657068999455
ACH-000070,-0.08315713625332401
ACH-000075,-0.16508266948142056
ACH-000078,-0.018434128584824055
ACH-000082,0.06254781265405075
ACH-000085,-0.028483619698750406
ACH-000086,-0.031651842217455935
ACH-000087,-0.015310821061816169
ACH-000092,-0.041666958310064985
ACH-000095,0.011246889420102008
ACH-000097,0.017799353126780108
ACH-000098,-0.06113650780736572
ACH-000099,0.046440242073135116
ACH-000108,-0.06256071572846206
ACH-000113,-0.01766336310617811
ACH-000116,-0.00672390173694917
ACH-000118,-0.0985306690275778
ACH-000120,-0.011983541920186386
ACH-000123,0.014305355629603125
ACH-000127,-0.059840425582882224
ACH-000128,-0.11671996223234038
ACH-000132,-0.020662782073444158
ACH-000133,-0.044817947064704516
ACH-000137,0.0524900643206558
ACH-000138,-0.1589358184583625
ACH-000142,-0.08811070480342086
ACH-000143,-0.00208442113398339
ACH-000146,0.011443215525232949
ACH-000148,-0.021436081351025944
ACH-000150,0.055693408071268116
ACH-000152,-0.0018386416770532984
ACH-000153,-0.05651295282708516
ACH-000159,-0.02914310354800502
ACH-000160,-0.04855953497666935
ACH-000163,-0.007821591433806185
ACH-000167,-0.1011085092155355
ACH-000168,-0.0031415267706110077
ACH-000169,-0.04944709034064115
ACH-000178,-0.0488603138318484
ACH-000183,-0.16675214008852834
ACH-000188,0.029154660595657564
ACH-000189,0.10987340710218348
ACH-000190,0.021998465477229938
ACH-000198,-0.0622085635379195
ACH-000203,-0.251451872352172
ACH-000204,-0.032031424693214024
ACH-000206,-0.11997184092071247
ACH-000207,0.022391215070126397
ACH-000208,-0.08251493605988741
ACH-000210,0.12512505774737542
ACH-000211,-0.023798036456289532
ACH-000215,-0.017676223903198156
ACH-000221,0.02487456242713974
ACH-000222,-0.013836812795222529
ACH-000223,-0.040287690862001665
ACH-000226,-0.03422660124225893
ACH-000227,-0.08183866482606103
ACH-000228,-0.05095554295819432
ACH-000231,-0.014024469080517469
ACH-000232,-0.07156577321284098
ACH-000233,0.030772388699121182
ACH-000234,-0.08710864025023886
ACH-000235,-0.055741909901140134
ACH-000237,-0.005445541175993368
ACH-000238,0.08893284281032138
ACH-000242,-0.20303348909157276
ACH-000243,0.02556620901504155
ACH-000244,0.048862964292050566
ACH-000246,0.10622669814944784
ACH-000248,0.02542872568327531
ACH-000250,-0.029204755163819762
ACH-000251,-0.06518458079375368
ACH-000252,0.002210558677623205
ACH-000253,0.002592907260092769
ACH-000255,-0.11362544223122928
ACH-000256,-0.05549410551095113
ACH-000257,-0.007998371868163757
ACH-000258,-0.1526434870593676
ACH-000259,-0.07847762009823253
ACH-000260,0.02906092563709318
ACH-000261,-0.010868804232061827
ACH-000262,-0.06751295220013116
ACH-000263,0.19489707427465852
ACH-000264,-0.008823238276305836
ACH-000265,-0.06408704775973256
ACH-000266,0.02172854516996233
ACH-000272,-0.17885009605151084
ACH-000274,0.0007664783992335831
ACH-000277,0.05550810392270904
ACH-000278,-0.041674864724183684
ACH-000279,-0.027690568019388996
ACH-000280,-0.1158170309147896
ACH-000281,-0.0522424240871912
ACH-000288,-0.04770969462945008
ACH-000291,-0.032890583208208375
ACH-000293,-0.13835040398974655
ACH-000294,0.02648910411436686
ACH-000295,-0.22518249011192545
ACH-000296,-0.061019561332724334
ACH-000302,-0.1618909002552467
ACH-000304,-0.05200580227923608
ACH-000307,-0.11018451403302634
ACH-000308,0.008037385397224248
ACH-000310,0.077962180264843
ACH-000311,0.04938110171460992
ACH-000312,0.05959934352137593
ACH-000315,0.2432077735014357
ACH-000316,0.11328808099001288
ACH-000317,-0.12059505435103543
ACH-000318,0.032210870774441326
ACH-000319,0.04332140383933883
ACH-000320,-0.1309868125981001
ACH-000322,0.026077353180687792
ACH-000323,-0.12669269075725922
ACH-000324,-0.010491341919767026
ACH-000329,0.028409310456392167
ACH-000330,-0.02332954483074993
ACH-000331,-0.1720958158324865
ACH-000332,-0.0008111646275447791
ACH-000334,0.07433164070305086
ACH-000335,0.032406093846526436
ACH-000336,-0.12527601308133338
ACH-000337,-0.0597907888785624
ACH-000338,-0.032423807457136015
ACH-000339,0.01784292150134331
ACH-000341,-0.0173778758418587
ACH-000348,0.025392778137264985
ACH-000350,-0.013702013321731708
ACH-000352,-0.12391824954317053
ACH-000356,0.07121910904469594
ACH-000361,-0.04363763825974385
ACH-000362,-0.00660963772150917
ACH-000363,-0.1014889676201198
ACH-000364,-0.03965710986815847
ACH-000365,0.04580744149082405
ACH-000366,-0.002519419582949128
ACH-000368,-0.12627372914125196
ACH-000374,0.038062918573606185
ACH-000375,-0.09458483895649306
ACH-000376,0.02678655664532176
ACH-000381,0.02428945115871801
ACH-000383,-0.06875698494806297
ACH-000387,0.09447769063568352
ACH-000389,-0.10700663086418226
ACH-000390,0.031185499753741838
ACH-000393,-0.04773056824714975
ACH-000395,-0.031723687797492704
ACH-000396,0.2305315629941251
ACH-000397,-0.015570726744631775
ACH-000401,0.05243149426908705
ACH-000402,0.16954104511246654
ACH-000403,-0.0017192357644819425
ACH-000404,-0.019045800778830373
ACH-000406,-0.013115561604459685
ACH-000407,-0.08246047675887783
ACH-000408,-0.08870089356436335
ACH-000410,-0.12768642797506788
ACH-000411,0.03154023165493353
ACH-000414,0.019522998128136085
ACH-000415,-0.06591392133617703
ACH-000416,-0.0754377970114882
ACH-000420,-0.011972937911478694
ACH-000421,-0.061912402629997226
ACH-000424,-0.10098039185604332
ACH-000425,-0.03561500428332425
ACH-000426,0.008386107899478759
ACH-000427,-0.06718562424862952
ACH-000433,-0.056610027018231764
ACH-000435,0.10505091959920572
ACH-000436,-0.09993621699003456
ACH-000444,0.000778981405439207
ACH-000445,-0.14819054557572772
ACH-000448,-0.03675955196245674
ACH-000450,0.032749847571746885
ACH-000452,-0.1399653728112428
ACH-000454,-0.07503416004986929
ACH-000458,0.05150876643068199
ACH-000459,0.008103179082371554
ACH-000460,-0.07963256129823662
ACH-000461,-0.00040166013054147707
ACH-000463,-0.004163343012875593
ACH-000464,-0.039833561796816616
ACH-000466,0.0693746596627803
ACH-000467,-0.031675915838306215
ACH-000468,0.08331699833121861
ACH-000469,0.09687243842779768
ACH-000470,-0.17712608491475754
ACH-000471,-0.02575226376950126
ACH-000472,-0.02021304442666572
ACH-000473,-0.0381611884917064
ACH-000475,-0.030731062689711118
ACH-000476,-0.06736312195720785
ACH-000477,-0.031963825430030186
ACH-000479,-0.04021351901712877
ACH-000480,-0.0819797290287887
ACH-000481,-0.08176113825199836
ACH-000483,0.014800599746674178
ACH-000484,0.040555748798326303
ACH-000485,-0.009695492233362758
ACH-000486,-0.07271613207850952
ACH-000487,0.12322427759616915
ACH-000488,0.0004381851939540242
ACH-000490,0.028129992681905386
ACH-000491,0.059460595722213336
ACH-000495,-0.23982517402958906
ACH-000496,-0.034600464647395066
ACH-000499,0.034613473327790495
ACH-000500,-0.0572068293551643
