,CCZ1B (221960)
ACH-000004,-0.059920341284458674
ACH-000005,0.019259384255096563
ACH-000007,-0.1776691122099972
ACH-000009,-0.4414866992452351
ACH-000011,-0.2400096826705665
ACH-000012,-0.06786520577537056
ACH-000013,0.0467177223000003
ACH-000014,-0.17525081565986042
ACH-000015,-0.05401230428027713
ACH-000017,-0.2809592387281085
ACH-000018,-0.1025242319468843
ACH-000019,-0.20891781502712886
ACH-000021,-0.12603268211068522
ACH-000022,-0.16700817622522407
ACH-000025,-0.3075777240085141
ACH-000028,-0.05693977768601133
ACH-000030,-0.258684896428452
ACH-000035,-0.06178546207854785
ACH-000036,-0.3384148101720781
ACH-000037,-0.11504664778261416
ACH-000039,-0.1123204140471685
ACH-000040,-0.42934208057511625
ACH-000041,0.0028750171148744065
ACH-000042,-0.1248771270515876
ACH-000045,-0.1972148360155889
ACH-000047,-0.08968300214016871
ACH-000052,-0.04255094643343742
ACH-000053,-0.3464218651608356
ACH-000054,-0.24913835941778875
ACH-000055,0.04209391910234677
ACH-000060,-0.31590936395270497
ACH-000067,-0.3009854502944917
ACH-000070,-0.16236641219636658
ACH-000075,-0.3946538784016356
ACH-000078,-0.2669912714130669
ACH-000082,-0.3331195033179463
ACH-000085,-0.13893947873015222
ACH-000086,-0.0780556761192869
ACH-000087,-0.038217691370012935
ACH-000092,-0.18646338396693016
ACH-000095,-0.25848457954023674
ACH-000097,-0.0164779397400948
ACH-000098,-0.19177113746328486
ACH-000099,-0.2623389596444161
ACH-000108,-0.18648035347397235
ACH-000113,-0.04200619354935125
ACH-000116,0.0352316759787508
ACH-000118,-0.13659800802608232
ACH-000120,-0.02930249185287237
ACH-000123,-0.31045811841086457
ACH-000127,0.010796547950641364
ACH-000128,-0.2819385132884969
ACH-000132,-0.1155814063593766
ACH-000133,-0.12085009682413628
ACH-000137,-0.1740286450989955
ACH-000138,0.025356555262878184
ACH-000142,-0.18747766445761754
ACH-000143,-0.0016550025315917724
ACH-000146,-0.2507743492307792
ACH-000148,-0.09248201912579304
ACH-000150,0.20111580596417147
ACH-000152,-0.13432850984969036
ACH-000153,-0.12952788774930885
ACH-000159,-0.14520272298248607
ACH-000160,-0.2496443967925069
