,EOMES (8320)
ACH-000004,0.18413434513056934
ACH-000005,0.3943909193552757
ACH-000007,0.009894362244649924
ACH-000009,0.07003814005320314
ACH-000011,0.17308068113102992
ACH-000012,0.1301803115284924
ACH-000013,0.051699803238351175
ACH-000014,0.06051823189919224
ACH-000015,-0.03409005874071206
ACH-000017,0.05546256828895181
ACH-000018,-0.1116171121391085
ACH-000019,-0.04513000500065381
ACH-000021,0.11019464997455376
ACH-000022,0.023936464588278646
ACH-000025,0.001307812596274929
ACH-000028,0.03420145806772845
ACH-000030,0.03996735653213046
ACH-000035,0.14600315961509042
ACH-000036,0.0027837996629793697
ACH-000037,0.049351809082713735
ACH-000039,0.1640845017754393
ACH-000040,0.02039353628752996
ACH-000041,0.10158544541665247
ACH-000042,0.05994712215765479
ACH-000045,-0.07910857136537731
ACH-000047,0.0536268798615686
ACH-000052,0.04007664617255982
ACH-000053,-0.012782531737485186
ACH-000054,0.031680216976443215
ACH-000055,0.01055941643605209
ACH-000060,-0.08670907277848597
ACH-000067,-0.12434272058235005
ACH-000070,-0.04646819495833119
ACH-000075,0.09441104834888618
ACH-000078,0.1398758910369379
ACH-000082,0.178022498719474
ACH-000085,0.20496821855610786
ACH-000086,0.10103894803558132
ACH-000087,0.08004894469616511
ACH-000092,-0.13480533657319732
ACH-000095,0.05365617070420485
ACH-000097,0.07234262170770435
ACH-000098,0.0057347066999906045
ACH-000099,0.042846014336649633
ACH-000108,0.10121359334853383
ACH-000113,0.01853536039200806
ACH-000116,0.10948348705741512
ACH-000118,0.056692919696198274
ACH-000120,-0.023035758440942862
ACH-000123,0.05353362088833785
ACH-000127,0.07284826777955403
ACH-000128,0.018073810648389883
ACH-000132,0.12659769623330594
ACH-000133,0.02989169654778473
ACH-000137,0.11400295753313362
ACH-000138,0.0017465363447589318
ACH-000142,0.08771842104759565
ACH-000143,0.06512590613728061
ACH-000146,0.12247639520485047
ACH-000148,-0.052271162185092236
ACH-000150,-0.1607298376081123
ACH-000152,0.003278195144976886
ACH-000153,0.16923303356685118
ACH-000159,-0.07377905126357838
ACH-000160,0.03643492536352078
ACH-000163,0.17521474907500614
ACH-000167,0.158028701648944
ACH-000168,0.04754665154560568
ACH-000169,0.11803456256166855
ACH-000178,0.10014242273682188
ACH-000183,-0.01222683757155587
ACH-000188,0.009838900230821034
ACH-000189,-0.16074732771645578
ACH-000190,-0.054628273877246544
ACH-000198,-0.025962342839103217
ACH-000203,-0.4283842831160208
ACH-000204,-0.035032031469397935
ACH-000206,0.017198272941414124
ACH-000207,0.0806278448361966
ACH-000208,0.0923877863737574
ACH-000210,-0.133582447415519
ACH-000211,0.030764754128853208
ACH-000215,0.00942895068239854
ACH-000221,0.03439493696661157
ACH-000222,0.05465241085054949
ACH-000223,0.016107390750650142
ACH-000226,0.14814591863281645
ACH-000227,-0.2392615217871973
ACH-000228,0.022725589824530174
ACH-000231,-0.01674607858485289
ACH-000232,-0.03489746146454701
ACH-000233,-0.15948173604269875
ACH-000234,0.17869170532891493
ACH-000235,0.07772035411764447
ACH-000237,0.010256406330775604
ACH-000238,0.020326105230149816
ACH-000242,0.01118172709414052
ACH-000243,0.016720098481699114
ACH-000244,0.02722631669139256
ACH-000246,0.04986592569337375
ACH-000248,0.04126106652855025
ACH-000250,0.02169429281092117
ACH-000251,0.037102721249706615
ACH-000252,0.06434972704686963
