,DDI2 (84301)
ACH-000004,-0.12890505462476284
ACH-000005,-0.33967140735846507
ACH-000007,-0.115941506100465
ACH-000009,-0.19578548549681712
ACH-000011,-0.0006209396056860309
ACH-000012,-0.4893829574203122
ACH-000013,-0.2069248603602302
ACH-000014,-0.35418460101971017
ACH-000015,-0.5373486998199115
ACH-000017,-0.4835180465733168
ACH-000018,-0.1616761307996249
ACH-000019,-0.053725767044919485
ACH-000021,-0.21202166053505725
ACH-000022,-0.3141078536852903
ACH-000025,-0.4005021185010693
ACH-000028,-0.26454170190945675
ACH-000030,-0.09420883851616642
ACH-000035,-0.3630752817923147
ACH-000036,-0.4447211425154292
ACH-000037,-0.3471280126349053
ACH-000039,-0.2870124930916817
ACH-000040,-0.4309913077018042
ACH-000041,-0.36093320599781786
ACH-000042,-0.418264623783898
ACH-000045,0.05373589914424056
ACH-000047,-0.0139833146322604
ACH-000052,-0.3756983477844772
ACH-000053,-0.0034328847035929267
ACH-000054,-0.042473676720551225
ACH-000055,-0.4900892308167986
ACH-000060,-0.2137257629202416
ACH-000067,-0.2347366863659057
ACH-000070,-0.09965798362536678
ACH-000075,-0.2864501634664256
ACH-000078,0.025868100809847045
ACH-000082,-0.17356267812543627
ACH-000085,-0.203148690861882
ACH-000086,-0.08510375238752849
ACH-000087,-0.3464183737334704
ACH-000092,-0.2511359395579129
ACH-000095,-0.259555105247603
ACH-000097,-0.4272932896490423
ACH-000098,-0.07765177453811614
ACH-000099,-0.16222142792393185
ACH-000108,-0.11674770432724138
ACH-000113,-0.33725010984350245
ACH-000116,-0.3708540758810087
ACH-000118,-0.05090342231686218
ACH-000120,-0.4647886849802591
ACH-000123,-0.19006695139817933
ACH-000127,0.04779485594790128
ACH-000128,-0.21183083733910352
ACH-000132,-0.009321068939990759
ACH-000133,-0.4047231167406473
ACH-000137,-0.36696811323211387
ACH-000138,-0.5224721600354096
ACH-000142,-0.12193003394390813
ACH-000143,-0.4583264789062637
ACH-000146,-0.013266294729280028
ACH-000148,-0.4956613570569055
ACH-000150,-0.4569962381413354
ACH-000152,-0.5281179133580878
ACH-000153,-0.320246108137802
ACH-000159,-0.34201145827325835
ACH-000160,-0.29483116881238874
ACH-000163,-0.31960664233046754
ACH-000167,-0.2020112946756376
ACH-000168,-0.13602068845581608
ACH-000169,-0.3208355278891791
ACH-000178,-0.13588509627009987
ACH-000183,-0.3823940355653769
ACH-000188,-0.5372604132533425
ACH-000189,-0.4282929874191904
ACH-000190,-0.5582388647459608
ACH-000198,-0.44446627700474817
ACH-000203,-0.3840217718167373
ACH-000204,-0.4664295326708264
ACH-000206,-0.3569122682743419
ACH-000207,-0.2449526200962928
ACH-000208,-0.7308880152206791
ACH-000210,-0.474296624084799
ACH-000211,-0.08980326220573663
ACH-000215,-0.2586807178449613
ACH-000221,-0.1451890989615126
ACH-000222,-0.3908046257029672
ACH-000223,-0.19566533473805506
ACH-000226,-0.07808285477629555
ACH-000227,-0.23548121012832615
ACH-000228,-0.1971885140967324
ACH-000231,-0.17320486855445766
ACH-000232,-0.08593157201311011
ACH-000233,-0.2749267143777941
ACH-000234,-0.13232167664397104
ACH-000235,-0.2963373423281678
ACH-000237,-0.2475310909599004
ACH-000238,-0.5931144923140612
ACH-000242,0.1606462936122221
ACH-000243,0.026987828098662528
ACH-000244,-0.6719610887971882
ACH-000246,-0.6795489536975619
ACH-000248,-0.5506231161277596
ACH-000250,-0.2360536452597361
ACH-000251,-0.30291785666026017
ACH-000252,-0.043885553572780144
ACH-000253,-0.04425500218583295
ACH-000255,-0.2829810804799055
ACH-000256,-0.27367614296343423
ACH-000257,-0.2611595976823036
ACH-000258,-0.38234123505029866
ACH-000259,-0.8413054586962655
ACH-000260,-0.05835430262872051
ACH-000261,-0.23015431240933246
ACH-000262,-0.4466591201354044
ACH-000263,-0.06388936821649642
ACH-000264,-0.060733774994241686
ACH-000265,-0.12311985594067945
ACH-000266,-0.05521185641824987
ACH-000272,-0.3617482215092129
ACH-000274,-0.3463471602169317
ACH-000277,-0.458622460275105
ACH-000278,-0.19389965759872507
ACH-000279,-0.6631902154895319
ACH-000280,-0.08531561852881106
ACH-000281,-0.14234994662528286
ACH-000288,-0.4819933569492255
ACH-000291,-0.13279360333083975
ACH-000293,-0.28465335494116145
ACH-000294,-0.05628763947300127
ACH-000295,-0.9362077691457448
ACH-000296,-0.007399847630872834
ACH-000302,-0.2735374029780565
ACH-000304,-0.03419351827171211
ACH-000307,-0.14445762958306532
ACH-000308,-0.8103060053999691
ACH-000310,0.07125268666987762
ACH-000311,-0.2973083587070937
ACH-000312,-0.13942166326659153
ACH-000315,-0.3420244032297839
ACH-000316,0.012933825369755715
ACH-000317,-0.37841496506513
ACH-000318,-0.14821310556667966
ACH-000319,-0.21124932770295907
ACH-000320,-0.1747300510989625
ACH-000322,-0.4107080709515247
ACH-000323,-0.2173151142018604
ACH-000324,0.02055571732794917
ACH-000329,-0.21077321076416972
ACH-000330,-0.33216443509858085
ACH-000331,-0.8664888548244817
ACH-000332,-0.16901011968504606
ACH-000334,-0.27403932299532074
ACH-000335,-0.3414710397522702
ACH-000336,-0.44569222763311794
ACH-000337,-0.9395205952540788
ACH-000338,-0.2993033428618083
ACH-000339,-0.19941335379746505
ACH-000341,-0.12329811349986805
ACH-000348,-0.14263627769808754
ACH-000350,-0.0572017408580151
ACH-000352,-0.33960103451496754
ACH-000356,-0.14489400718016227
ACH-000361,-0.1362778895315916
ACH-000362,-0.2054833927243156
ACH-000363,-0.32156451456607205
ACH-000364,-0.1835463079826776
ACH-000365,-0.07609700804611604
ACH-000366,-0.5920047861940129
ACH-000368,-0.01343227619728027
ACH-000374,-0.4463273010179705
ACH-000375,-0.20584466455311293
ACH-000376,-0.4018369731923739
ACH-000381,-0.2403767698291504
ACH-000383,-0.10340977428578334
ACH-000387,-0.23380831753177975
ACH-000389,-0.09734331520204402
ACH-000390,-0.16621948532126626
ACH-000393,-0.051229966292785326
ACH-000395,-0.033903397054892405
ACH-000396,-0.2802612378295456
ACH-000397,-0.22960448912717524
ACH-000401,-0.19002962028179715
ACH-000402,0.30028868956867844
ACH-000403,-0.15333383582114446
ACH-000404,-0.3381988807013204
ACH-000406,-0.4552440247765263
ACH-000407,-0.3470424933263908
ACH-000408,-0.2940691072583643
ACH-000410,-0.2331522214382053
ACH-000411,-0.4092396331301068
ACH-000414,-0.22986261175969916
ACH-000415,0.014587454638208432
ACH-000416,-0.12865181326065644
ACH-000420,-0.17291340969642865
ACH-000421,-0.2542297891921317
ACH-000424,-0.3532618596590379
ACH-000425,-0.12188070629901847
ACH-000426,-0.3221769993541375
ACH-000427,0.28380106930645976
ACH-000433,-0.2790380702819662
ACH-000435,0.3230561129137742
ACH-000436,-0.3260715655690609
ACH-000444,-0.18416023256471564
ACH-000445,-0.07782637995297947
ACH-000448,-0.27407018862834137
ACH-000450,-0.7847649278812842
ACH-000452,-0.2937063151011107
ACH-000454,-0.23439884063410715
ACH-000458,-0.08427623090142973
ACH-000459,-0.13569982572872535
ACH-000460,0.03920986989753361
ACH-000461,-0.0270503960672722
ACH-000463,-0.06370816421797955
ACH-000464,-0.10627328824475547
ACH-000466,-0.09890669199745897
ACH-000467,-0.011967683582270102
ACH-000468,-0.01971106606265504
ACH-000469,-0.02679421003307279
ACH-000470,-0.2644327437046965
ACH-000471,-0.11558416559536425
ACH-000472,-0.27503915072288404
ACH-000473,-0.0071419720219248715
ACH-000475,-0.05539947396139983
ACH-000476,-0.05945913272348671
ACH-000477,-0.574811286355676
ACH-000479,-0.5561046429060696
ACH-000480,-0.3981917410331543
ACH-000481,-0.26909499857709024
ACH-000483,-0.006947497467884372
ACH-000484,-0.16304384795326796
ACH-000485,-0.051318109837292236
ACH-000486,-0.12381350108267615
ACH-000487,-0.14902710894722082
ACH-000488,-0.07675549099791776
ACH-000490,-0.3828367701914666
ACH-000491,-0.21163336027860505
ACH-000495,-0.257711078772472
ACH-000496,-0.5384763686344614
ACH-000499,-0.6348476062814695
ACH-000500,-0.013669480950080136
ACH-000502,-0.04758985018496127
ACH-000503,-0.048406361531122516
ACH-000505,-0.19466214897239328
ACH-000507,-0.08875068232867239
ACH-000510,-0.11382262349124712
ACH-000511,-0.2628747755179737
ACH-000512,-0.3223317156600729
ACH-000516,-0.7901500329525072
ACH-000517,-0.2327309890549325
ACH-000518,-0.5195287985329301
ACH-000520,-0.09432356130992488
ACH-000521,-0.29335911349005034
ACH-000522,-0.09752538869509272
ACH-000524,-0.5163813158238049
ACH-000527,-0.1909150784454821
ACH-000528,-0.14019166249302986
ACH-000537,-0.14119594580626887
ACH-000541,-0.5331595096892076
ACH-000542,-0.4781151583483004
ACH-000544,-0.26165011649265785
ACH-000545,-0.5319543258729234
ACH-000547,-0.1333043841239158
ACH-000548,-0.20704945810269065
ACH-000549,-0.02526318371045733
ACH-000550,-0.1588507024387268
ACH-000552,-0.11823907129554527
ACH-000556,-0.14694609748145995
ACH-000557,-0.121041214306562
ACH-000569,-0.759363745572965
ACH-000570,-0.42339815666867536
ACH-000571,-0.2927917037699183
ACH-000573,-0.03166541396392715
ACH-000576,-0.4774851820048566
ACH-000579,-0.6315006819925727
ACH-000580,-0.7804906881483608
ACH-000584,-0.20761966934198536
ACH-000585,-0.10074701272391386
ACH-000588,-0.6430377375898014
