,PRX (57716)
ACH-000004,-0.14201394484936888
ACH-000005,0.012717650740668404
ACH-000007,-0.0987442927925043
ACH-000009,-0.21637923036661744
ACH-000011,-0.17356956340186194
ACH-000012,-0.10089303853476053
ACH-000013,-0.5707912532844249
ACH-000014,-0.21150372329896744
ACH-000015,-0.3470464216946567
ACH-000017,-0.1917041663826905
ACH-000018,-0.13097406502991887
ACH-000019,-0.14802484798651291
ACH-000021,-0.24407811264943094
ACH-000022,-0.2155946663213512
ACH-000025,0.03922222519869959
ACH-000028,-0.23300822527423004
ACH-000030,-0.2716894773734126
ACH-000035,-0.17910521710523586
ACH-000036,-0.0075803686878550035
ACH-000037,-0.1460730919592478
ACH-000039,-0.10521904916594783
ACH-000040,-0.16867664532137894
ACH-000041,-0.24557173704437024
ACH-000042,-0.07369275763591353
ACH-000045,-0.2796362071730961
ACH-000047,-0.2930339101316307
ACH-000052,-0.018450128657405657
ACH-000053,-0.15379746365568306
ACH-000054,-0.19667426004716831
ACH-000055,-0.30091172399545263
ACH-000060,-0.2237997182994666
ACH-000067,-0.25272523544460396
ACH-000070,0.011539107041869764
ACH-000075,-0.2389514710676388
ACH-000078,-0.12024055342181884
ACH-000082,-0.2691144247508984
ACH-000085,-0.35457057077003035
ACH-000086,-0.08207770764453315
ACH-000087,0.03786219744584279
ACH-000092,-0.19275781912827028
ACH-000095,-0.1305406261606076
ACH-000097,-0.3284403741874665
ACH-000098,-0.31988190281049983
ACH-000099,-0.1944858930011644
ACH-000108,-0.3073192097438268
ACH-000113,-0.106206367469887
ACH-000116,-0.13301198090721206
ACH-000118,-0.25836174927207417
ACH-000120,-0.29285503593525897
ACH-000123,-0.11278803574517945
ACH-000127,-0.22613516190428695
ACH-000128,-0.0699672602533738
ACH-000132,-0.2674921431440128
ACH-000133,-0.21715247423003814
ACH-000137,-0.29816551428634525
ACH-000138,-0.273215442688082
ACH-000142,-0.2731410847437867
ACH-000143,-0.32843484874047474
ACH-000146,-0.1378608346661735
ACH-000148,-0.1401944928103514
ACH-000150,-0.18254064152810048
ACH-000152,-0.2345846787230663
ACH-000153,-0.4688475063890225
ACH-000159,-0.1511728854361374
ACH-000160,-0.2538708381874548
ACH-000163,-0.218882610355292
ACH-000167,-0.37384512632268013
ACH-000168,-0.09448143301016597
ACH-000169,-0.1328817482710301
ACH-000178,-0.19887445666765344
ACH-000183,-0.1417931254309424
ACH-000188,-0.18942062587281772
ACH-000189,0.0027601896538986745
ACH-000190,-0.3699406163827264
ACH-000198,-0.15111026892535578
ACH-000203,-0.3112502561760393
ACH-000204,-0.09298895770451067
ACH-000206,-0.11789728618689126
ACH-000207,-0.09552036111943443
ACH-000208,-0.4163808404211776
ACH-000210,-0.5498604858064838
ACH-000211,-0.10387796222613824
ACH-000215,-0.10862864881636584
ACH-000221,-0.3773040339993965
ACH-000222,-0.2712378952484962
ACH-000223,-0.11715330103693485
ACH-000226,-0.17668287646406244
ACH-000227,-0.11432708134034936
ACH-000228,-0.2289849577017952
ACH-000231,-0.05361207181915117
ACH-000232,-0.21930146341766255
ACH-000233,-0.15148614974384622
ACH-000234,-0.3813184414935748
ACH-000235,-0.251764350335832
ACH-000237,-0.14579331699913434
ACH-000238,-0.08717557779469286
ACH-000242,-0.11215769842990413
ACH-000243,-0.11928671145135443
ACH-000244,-0.3079635397971604
ACH-000246,-0.30270971851865824
ACH-000248,-0.21113278003166194
ACH-000250,-0.2257121182994413
ACH-000251,-0.2386205317598337
ACH-000252,0.169304256898516
ACH-000253,-0.20918846938778604
ACH-000255,-0.2634580857990415
ACH-000256,-0.2643591444019775
ACH-000257,-0.09316327991364816
ACH-000258,-0.14736801623770746
ACH-000259,-0.2518398281018589
ACH-000260,-0.2009895289294215
ACH-000261,-0.2880319272015446
ACH-000262,-0.1879478961910364
ACH-000263,-0.06854998359448666
ACH-000264,-0.1501905180770076
ACH-000265,-0.2768554600206837
ACH-000266,-0.21600920113822508
ACH-000272,-0.13490606862937018
ACH-000274,-0.19966193038765148
ACH-000277,-0.12321401941679645
ACH-000278,-0.10522866712518804
ACH-000279,-0.09670707950245863
ACH-000280,-0.3518044171197885
ACH-000281,-0.21258989977186707
ACH-000288,-0.12502239755001532
ACH-000291,-0.2051624270783682
ACH-000293,-0.6755766137180993
ACH-000294,-0.11693646433679585
ACH-000295,-0.05275986048302432
ACH-000296,-0.14644059369710116
ACH-000302,-0.4864471996694592
ACH-000304,-0.2335363532493345
ACH-000307,-0.1316359786900733
ACH-000308,-0.2416761467517926
ACH-000310,-0.330549909451094
ACH-000311,-0.16594260371860425
ACH-000312,-0.07610512053525106
ACH-000315,-0.07253303026271557
ACH-000316,0.006829367201827834
ACH-000317,0.11678378876032112
ACH-000318,-0.35223412205228105
ACH-000319,-0.17866723724521125
ACH-000320,-0.08243064939370416
ACH-000322,0.012056581498654571
ACH-000323,-0.09007930803812733
ACH-000324,-0.11264522337891625
ACH-000329,-0.1456604412331003
ACH-000330,-0.18734019034909988
ACH-000331,-0.13873877241564406
ACH-000332,-0.26757486922819845
ACH-000334,-0.09794031255056564
ACH-000335,-0.3006582969780073
ACH-000336,0.041626436345605054
ACH-000337,-0.05550830178958402
ACH-000338,-0.3088983817515391
ACH-000339,-0.2094494403223083
ACH-000341,-0.4380344169273115
ACH-000348,-0.1796914048863464
ACH-000350,-0.20410612876889847
ACH-000352,-0.09498126200448384
ACH-000356,-0.30715330677394026
ACH-000361,-0.18055846218803195
ACH-000362,-0.26880590726328263
ACH-000363,-0.2433476658503168
ACH-000364,-0.18115714460409324
ACH-000365,-0.17840450816558426
ACH-000366,-0.3783664291653996
ACH-000368,0.02652794735658897
ACH-000374,-0.0558486103630253
ACH-000375,-0.1878258363504896
ACH-000376,-0.18066515153956705
ACH-000381,-0.15879669203639246
ACH-000383,-0.21967047855506144
ACH-000387,-0.09112535137055434
ACH-000389,-0.26047517775426604
ACH-000390,-0.2326323320725247
ACH-000393,-0.2708196395369917
ACH-000395,-0.17086563997782958
ACH-000396,0.0387369027551852
ACH-000397,-0.22985558022828045
ACH-000401,-0.2449591046177252
ACH-000402,0.3106621293155588
ACH-000403,-0.1777348770656426
ACH-000404,-0.1849746917894654
ACH-000406,-0.11994053872044745
ACH-000407,-0.09644978381923353
ACH-000408,-0.4684386767747716
ACH-000410,-0.12144669351104047
ACH-000411,-0.3115082563511249
ACH-000414,-0.2590914046613269
ACH-000415,-0.15235716924461234
ACH-000416,-0.21201261498029486
ACH-000420,-0.2861196768985858
ACH-000421,-0.2574072124945758
ACH-000424,-0.26803149935944776
ACH-000425,-0.18662234165990896
ACH-000426,-0.2174338098049368
ACH-000427,-0.2952531431443926
ACH-000433,-0.20988474680333916
ACH-000435,-0.5006717805345665
ACH-000436,-0.14256540229549725
ACH-000444,-0.1772485547147554
ACH-000445,-0.051218518960110405
ACH-000448,-0.2624859583094452
ACH-000450,-0.26494719307548753
ACH-000452,-0.1769195121368208
ACH-000454,-0.03507077783676125
ACH-000458,-0.22345085922985175
ACH-000459,-0.1768651876716054
ACH-000460,-0.20123193455184335
ACH-000461,-0.079246346254222
ACH-000463,-0.09596471480699938
ACH-000464,-0.3033425862882845
ACH-000466,-0.19069810465420284
ACH-000467,-0.10434830091885217
ACH-000468,-0.2330957462537153
ACH-000469,-0.23761165039079
ACH-000470,-0.31867584802542565
ACH-000471,-0.2735418410960519
ACH-000472,-0.3183065589825573
ACH-000473,-0.3559011976924106
ACH-000475,-0.2219683504698388
ACH-000476,-0.189720948927606
ACH-000477,-0.1651871193635194
ACH-000479,-0.05375686721867284
ACH-000480,-0.12329327071066712
ACH-000481,-0.08371113001727581
ACH-000483,0.05847864793959745
ACH-000484,-0.20127900580336225
ACH-000485,-0.3911458815490558
ACH-000486,-0.29335073355008484
ACH-000487,-0.07457851731594388
ACH-000488,-0.18054622381057125
ACH-000490,-0.2222559807100865
ACH-000491,-0.16069491140456624
ACH-000495,-0.11284957223868057
ACH-000496,-0.16411870998408742
ACH-000499,-0.35292218428688904
ACH-000500,-0.09362437915727964
ACH-000502,-0.2565216530095448
ACH-000503,-0.1164767214672237
ACH-000505,-0.19448467731394192
ACH-000507,-0.16466438998392205
ACH-000510,-0.5068601154190177
ACH-000511,-0.24055763368602615
ACH-000512,0.12754096388560898
ACH-000516,-0.1990065169444384
ACH-000517,-0.2496044275162728
ACH-000518,-0.34308736236295306
ACH-000520,-0.2688699326772673
ACH-000521,-0.10126721758529347
ACH-000522,-0.241123308573238
ACH-000524,-0.2092606224287324
ACH-000527,-0.21980264363989574
ACH-000528,-0.058169915621435885
ACH-000537,-0.20783154119578254
ACH-000541,-0.05450082432008025
ACH-000542,-0.2267622697017632
ACH-000544,-0.2056852020698847
ACH-000545,-0.24717437043980103
ACH-000547,-0.029481501141662862
ACH-000548,-0.20373271018943845
