,MNX1 (3110)
ACH-000004,0.06388142074974779
ACH-000005,0.1031737994125223
ACH-000007,0.017082618080843628
ACH-000009,-0.125743200621327
ACH-000011,-0.11665498888388465
ACH-000012,-0.06588510953627971
ACH-000013,0.06083332801774345
ACH-000014,-0.37471543948765423
ACH-000015,-0.11149106390443304
ACH-000017,-0.06552906206521995
ACH-000018,-0.17127539985724904
ACH-000019,-0.120740797633198
ACH-000021,-0.013039415119831735
ACH-000022,-0.0028899658283339773
ACH-000025,0.06544492753058563
ACH-000028,-0.06267576107209376
ACH-000030,-0.05445172851777328
ACH-000035,0.030588278092906526
ACH-000036,-0.1194486070614636
ACH-000037,-0.06427118393811655
ACH-000039,-0.05150451355291562
ACH-000040,0.030442624506925656
ACH-000041,-0.07526952788275135
ACH-000042,-0.049865000123141226
ACH-000045,-0.03409047588201598
ACH-000047,-0.007893147732765612
ACH-000052,-0.1309271894282746
ACH-000053,-0.06369572760124227
ACH-000054,-0.014351745445941281
ACH-000055,0.0618626455028767
ACH-000060,-0.12623744294832526
ACH-000067,-0.037176263634289206
ACH-000070,-0.2172878234427274
ACH-000075,-0.11034867695970922
ACH-000078,-0.048046737410965226
ACH-000082,-0.0614082782289552
ACH-000085,0.10017539443339082
ACH-000086,0.008166883457828424
ACH-000087,0.09252773861325887
ACH-000092,0.01638745851158752
ACH-000095,-0.03832442543266794
ACH-000097,-0.014510033953268447
ACH-000098,-0.1429309531079586
ACH-000099,-0.10553459776591397
ACH-000108,-0.1261172081741599
ACH-000113,-0.0023926125560306435
ACH-000116,0.01581620567465459
ACH-000118,0.05664672889677848
ACH-000120,0.0322859862306682
ACH-000123,-0.10788921770336003
ACH-000127,-0.023989366714212274
ACH-000128,0.026574921257308013
ACH-000132,0.03137568584342465
ACH-000133,0.1294894961561001
ACH-000137,-0.13501524220921618
ACH-000138,0.05788099668656475
ACH-000142,0.1999363424915836
ACH-000143,-0.204951117635528
ACH-000146,-0.013235071262177508
ACH-000148,-0.07485098955436502
ACH-000150,0.061176620849380366
ACH-000152,-0.03180083185186878
ACH-000153,-0.0062890785678954035
ACH-000159,-0.09200091387229828
ACH-000160,0.023420599976520948
ACH-000163,0.06112122528450933
ACH-000167,-0.13997361122354612
ACH-000168,0.008507294114798074
ACH-000169,0.12510536013487816
ACH-000178,0.050345160545989365
ACH-000183,0.12818007472889467
ACH-000188,0.00430557548127311
ACH-000189,0.02032401505325391
ACH-000190,0.1008008242091654
ACH-000198,-0.18217298494139952
ACH-000203,0.01589817518112278
ACH-000204,0.1053954670911712
ACH-000206,-0.015837027847912948
ACH-000207,0.044040645046471295
ACH-000208,0.09657252117539583
ACH-000210,0.32431761951592314
ACH-000211,-0.07206977306556174
ACH-000215,0.04258449906487847
ACH-000221,0.06506180336000363
ACH-000222,-0.03420021573230346
ACH-000223,-0.05764033670783585
ACH-000226,0.12111139556141133
ACH-000227,-0.05599342353867178
ACH-000228,-0.03891926324339482
ACH-000231,-0.02294211715873445
ACH-000232,-0.2877391578257485
ACH-000233,0.10795758431861674
ACH-000234,0.0766426927126109
ACH-000235,-0.052261290159465325
ACH-000237,-0.1480735489536993
ACH-000238,0.061442952272774486
ACH-000242,0.12620887850307644
ACH-000243,-0.009630077733578327
ACH-000244,0.0907744034006824
ACH-000246,0.020132976623228816
ACH-000248,-0.01576201476320385
ACH-000250,-0.04233501337180403
ACH-000251,0.2710469188583505
ACH-000252,0.09642736281144916
ACH-000253,-0.05682703498062582
ACH-000255,-0.00645850178653106
ACH-000256,0.006768083779387516
ACH-000257,0.13193004288824914
ACH-000258,-0.2502218787754361
ACH-000259,-0.02787698279619377
ACH-000260,-0.15874598717289345
ACH-000261,-0.034001900459013135
ACH-000262,-0.11353980381054934
ACH-000263,0.037916217040149684
ACH-000264,-0.032743291918030125
ACH-000265,0.05749452757430833
ACH-000266,-0.06858945550483637
ACH-000272,-0.07370669419699785
ACH-000274,-0.01763534473399128
ACH-000277,0.04642081228450326
ACH-000278,-0.16062170152973648
ACH-000279,-0.06568692106992806
ACH-000280,-0.021455134329824297
ACH-000281,-0.05840011761754753
ACH-000288,-0.04175469115308561
ACH-000291,-0.054089054386403435
ACH-000293,-0.2318038698538973
ACH-000294,-0.13214884815000166
ACH-000295,-0.20447671614580346
ACH-000296,-0.10810628247496136
ACH-000302,-0.04491674982891131
ACH-000304,-0.02614586338154016
ACH-000307,-0.09826959103157376
ACH-000308,-0.032332981163906364
ACH-000310,-0.048573500863196346
ACH-000311,0.05159319929002094
ACH-000312,0.011498554853050671
ACH-000315,-0.05694251644815311
ACH-000316,-0.20609375712596792
ACH-000317,-0.11117400939241584
ACH-000318,0.04482666932122602
ACH-000319,0.0330942878806336
ACH-000320,0.10570028470591117
ACH-000322,0.04164447870273672
ACH-000323,-0.1343537840255641
ACH-000324,-0.02529307652458574
ACH-000329,0.005901833129786832
ACH-000330,-0.078553128677517
ACH-000331,-0.02184878841554033
ACH-000332,-0.004103643031972821
ACH-000334,-0.044701909284297056
ACH-000335,0.1745679581553739
ACH-000336,0.20727689257023812
ACH-000337,0.08648234175966457
ACH-000338,0.03068188177404071
ACH-000339,-0.09063487024045028
ACH-000341,0.042186266870681034
ACH-000348,-0.12311864164068458
ACH-000350,-0.033324054054725286
ACH-000352,-0.057650080461177776
ACH-000356,0.0989939804521928
ACH-000361,0.07268054372243657
ACH-000362,-0.009579144887477024
ACH-000363,-0.07451151789171175
ACH-000364,-0.04640321722960826
ACH-000365,-0.18676196994059896
ACH-000366,-0.13228743082277147
ACH-000368,-0.09462003720708416
ACH-000374,-0.10716525384158226
ACH-000375,-0.2779565259689213
ACH-000376,-0.13134348640284266
ACH-000381,-0.035383640329556834
ACH-000383,0.0010527259383131902
ACH-000387,-0.05214637853021741
ACH-000389,-0.1335590689094873
ACH-000390,-0.1802421637087616
ACH-000393,-0.2731331137445029
ACH-000395,-0.06836148109435684
ACH-000396,-0.2483534103784911
ACH-000397,-0.021905578958728675
ACH-000401,-0.0759370299070411
ACH-000402,-0.4174070910987554
ACH-000403,-0.039170542654661716
ACH-000404,0.1627653558735539
ACH-000406,-0.07922877349583042
ACH-000407,-0.08945556530723565
ACH-000408,-0.059395328829480724
ACH-000410,-0.036580336255122935
ACH-000411,-0.07039265771550106
ACH-000414,-0.1209853139228668
ACH-000415,0.1044949074403696
ACH-000416,-0.1472568920060889
ACH-000420,-0.021590786041104117
ACH-000421,-0.029293067168239883
ACH-000424,-0.12800383843021895
ACH-000425,-0.09184961949461898
ACH-000426,0.046177731738003436
ACH-000427,-0.06170851376599323
ACH-000433,0.0986314148857157
ACH-000435,0.06053785153343275
ACH-000436,-0.0018584968676590172
ACH-000444,-0.0012182350183031713
ACH-000445,-0.14702678520454907
ACH-000448,-0.12191807579930833
ACH-000450,0.21849108829253114
ACH-000452,0.020937186981843204
ACH-000454,-0.009796759282256423
ACH-000458,0.0217894486353764
ACH-000459,-0.056662365586770964
ACH-000460,0.07253293476855276
ACH-000461,-0.04241229731736668
ACH-000463,-0.04098602863979845
ACH-000464,-0.008076374225908607
ACH-000466,-0.12981331521920214
ACH-000467,-0.007318279051474642
ACH-000468,-0.1802266267061208
ACH-000469,0.0846758990612535
ACH-000470,-0.1039502637359498
ACH-000471,0.03550438245438036
ACH-000472,-0.04669700165071669
ACH-000473,-0.01834748581487796
ACH-000475,-0.015181720483939462
ACH-000476,-0.1221694123480222
ACH-000477,-0.06582763259536295
ACH-000479,-0.5461360258973171
ACH-000480,-0.18751099662858328
ACH-000481,-0.06523925559521593
ACH-000483,-0.14366271450330734
ACH-000484,-0.1498880528839794
ACH-000485,-0.047894224823271145
ACH-000486,-0.002523886879815067
ACH-000487,-0.02191741434345407
ACH-000488,-0.03427148432169088
ACH-000490,0.050319472041141934
ACH-000491,-0.005350031172785224
ACH-000495,-0.07566000853207988
ACH-000496,-0.09059541950780167
ACH-000499,-0.06318617111820418
ACH-000500,-0.0617159315653806
ACH-000502,0.05780876812673887
ACH-000503,0.18986695997476488
ACH-000505,-0.030722329262333783
ACH-000507,-0.016597929832258638
ACH-000510,0.03243922300503738
ACH-000511,0.036008409134738836
ACH-000512,0.10529223382144044
ACH-000516,-0.0013848882083870029
ACH-000517,-0.00014164096767139444
ACH-000518,-0.06898207303144482
ACH-000520,-0.20870596013927634
ACH-000521,-0.116911020960795
ACH-000522,-0.02426284201391953
ACH-000524,-0.03726663044991763
ACH-000527,0.034566050544363784
ACH-000528,0.005677726521644476
ACH-000537,-0.04043983793846996
ACH-000541,-0.008109732205396724
ACH-000542,-0.007891799363304721
ACH-000544,-0.03860938102373868
ACH-000545,-0.05340888049214961
ACH-000547,-0.2851732935009065
ACH-000548,0.011238459798868831
ACH-000549,-0.19317343463286146
ACH-000550,-0.21178207126686588
ACH-000552,-0.18232804837889427
ACH-000556,-0.044793977080827926
ACH-000557,-0.04258069165914539
ACH-000569,-0.13570195105059268
ACH-000570,-0.11161858996559812
ACH-000571,-0.018434694893147963
ACH-000573,0.05465178501345618
ACH-000576,-0.04542772028948693
ACH-000579,-0.05873457527944648
ACH-000580,0.07034437885530237
ACH-000584,0.04254605152016641
ACH-000585,-0.003526803633933617
ACH-000588,0.02397048036004679
ACH-000589,0.045022003947017816
ACH-000591,0.044627304075327966
ACH-000593,0.10486040538222434
ACH-000600,-0.13593546916385618
ACH-000601,-0.01769416032840206
ACH-000605,-0.10945412701476737
ACH-000606,0.08746760165323847
ACH-000608,-0.10240317794587564
ACH-000614,-0.15724535357829966
ACH-000616,-0.05803730560175016
ACH-000618,0.008744900545286278
ACH-000619,-0.057702481581088774
ACH-000620,-0.102139583295002
ACH-000621,-0.002908812598871963
ACH-000622,-0.02247540396652983
ACH-000623,-0.006269109069263657
ACH-000624,0.0171813290219408
ACH-000627,-0.09609077050940547
ACH-000630,-0.09327182731574744
ACH-000631,0.3151211953442275
ACH-000632,-0.043791220477528266
ACH-000633,-0.09165851953973776
ACH-000637,0.060880585046722474
ACH-000638,0.19001445945100748
ACH-000646,-0.21653587894360027
ACH-000647,0.002397140017931184
ACH-000648,-0.0860803850079496
ACH-000649,-0.17474542178499644
ACH-000651,0.08427977257147044
ACH-000652,-0.0856929983622022
ACH-000653,0.196034055356098
ACH-000657,-0.04124912293670948
ACH-000658,0.02286895111636378
ACH-000661,-0.052383246791828375
ACH-000662,0.011002219816742586
ACH-000663,-0.027183733006979342
ACH-000665,-0.03174838974446969
ACH-000671,-0.1327677675219018
ACH-000672,-0.29407289652760554
ACH-000673,-0.001432486091370031
ACH-000676,-0.03417310664315465
ACH-000677,0.016419380861433096
ACH-000681,0.005000840973771742
ACH-000683,-0.02894541887976068
ACH-000684,-0.06407859278953258
ACH-000688,-0.10942740867509612
ACH-000693,-0.039834971077479145
ACH-000694,0.012924932755630298
ACH-000695,-0.17547847321079196
ACH-000696,-0.09533456738755344
ACH-000697,0.16742725324968466
ACH-000699,0.027679378170047453
ACH-000701,0.08739744566616306
ACH-000706,-0.029331724106658394
ACH-000711,0.02654205903678078
ACH-000713,-0.0561313389820597
ACH-000714,-0.21968990195488292
ACH-000718,0.025148819694316017
ACH-000720,0.07745383732343822
ACH-000721,-0.09294463078649824
ACH-000724,0.014339184714886872
ACH-000725,0.06350137689243956
ACH-000732,0.04319731495182897
ACH-000734,-0.060428361869635024
ACH-000735,0.03550647379323718
ACH-000736,0.04540629497736779
ACH-000738,-0.0052286737728227785
ACH-000746,-0.020176554834409718
ACH-000747,-0.019015824185138096
ACH-000748,0.024636979974817633
ACH-000753,0.0015295233660436558
ACH-000756,0.045167464223507287
ACH-000757,0.09350790974716544
ACH-000758,-0.016559598651112103
ACH-000760,-0.06036465775226753
ACH-000762,-0.06789119732120816
ACH-000763,0.033336411690497066
ACH-000764,-0.035273285127887466
ACH-000765,-0.06419254089099033
ACH-000766,0.18282474097274085
ACH-000767,-0.10201344364020844
ACH-000768,0.008359567087506426
ACH-000769,-0.05958913705909295
ACH-000770,-0.11404515069158552
ACH-000771,-0.05337354233735026
ACH-000773,-0.17533783753869556
ACH-000776,0.06502811027296551
ACH-000777,0.012549774907555048
ACH-000778,0.005044295725385972
ACH-000781,-0.15900289853134125
ACH-000782,-0.047051987645006864
ACH-000783,-0.03903012627680656
ACH-000784,-0.0001375680677570848
ACH-000785,-0.03922702931467456
ACH-000787,-0.03550150219551045
ACH-000788,0.0017364547136594851
ACH-000791,-0.12591481147180467
ACH-000792,0.049836041447782656
ACH-000794,-0.01179815696757242
ACH-000796,-0.0008256130372314198
ACH-000798,0.2880996196972473
ACH-000799,0.009532705136903291
ACH-000800,-0.16764087610080589
ACH-000802,-0.04139462251115079
ACH-000804,0.09142963981880407
ACH-000805,-0.14154827445147822
ACH-000809,-0.1218011288557871
ACH-000810,0.15105820643986445
ACH-000811,0.018144412947741696
ACH-000817,0.11993502950656933
ACH-000819,-0.3016841799946554
ACH-000820,-0.06201874170074941
ACH-000821,-0.19119750523412676
ACH-000822,0.01750448294748884
ACH-000823,0.012428051519345843
ACH-000824,-0.14184366068609086
ACH-000827,-0.09961799864701452
ACH-000829,-0.013518060549466887
ACH-000831,-0.21592417663032545
ACH-000832,-0.07772498072142643
ACH-000833,0.1614831783686584
ACH-000834,-0.057932532563218016
ACH-000835,-0.03901104628070461
ACH-000836,0.0016614678675890414
ACH-000837,0.07774741685443792
ACH-000838,0.05695751969075736
ACH-000839,0.1378803842244951
ACH-000840,0.00366889336553535
ACH-000841,-0.045664955409146696
ACH-000843,0.17273569202257336
ACH-000846,0.12155890235159142
ACH-000847,-0.22437746493847216
ACH-000848,-0.07990403130572593
ACH-000849,-0.10682875575038872
ACH-000851,-0.194757294753247
ACH-000855,0.01454582685764919
ACH-000856,-0.17895750707561425
ACH-000858,0.0658158772431722
ACH-000859,0.03624357018421951
ACH-000861,-0.003739796140673558
ACH-000862,-0.1333092880800082
ACH-000865,-0.04258931291566269
ACH-000866,-0.0013858080016584953
ACH-000867,-0.00015359229512402136
ACH-000869,-0.2122299897310544
ACH-000872,0.06588851972072245
ACH-000873,0.002569393259223875
ACH-000876,-0.05698579016663222
ACH-000878,0.16424684744028267
ACH-000880,0.035914452407424274
ACH-000881,-0.09965064354119094
ACH-000882,-0.053639699267718735
ACH-000884,-0.2419768860723892
ACH-000885,-0.04583245372866975
ACH-000887,-0.026188558341657682
ACH-000889,-0.09580191697416324
ACH-000896,0.10928517555512196
ACH-000898,-0.015926074017684817
ACH-000900,0.12343119397385365
ACH-000901,0.010125387586834535
ACH-000905,-0.011924031770886434
ACH-000906,-0.04390108805985413
ACH-000907,-0.0592115599732784
ACH-000910,-0.027693067006624942
ACH-000911,0.0528049667435182
ACH-000912,0.09892025027339407
ACH-000913,-0.07462069121528077
ACH-000915,-0.09367633549434247
ACH-000916,0.4993961725615288
ACH-000917,-0.10419551002417507
ACH-000920,-0.19130914172142666
ACH-000921,-0.043201931690876924
ACH-000924,-0.09642167043928088
ACH-000926,-0.16619668041823246
ACH-000928,0.011167974393209006
ACH-000929,-0.12046386913431367
ACH-000932,0.13640381952163494
ACH-000935,0.0555573938803385
ACH-000936,0.013583557621099305
ACH-000937,-0.059525485376525786
ACH-000938,-0.0400960100660529
ACH-000939,-0.030801894223320175
ACH-000941,-0.0764578930529483
ACH-000943,-0.13191220858330446
ACH-000946,-0.15444646280362942
ACH-000947,-0.12069885716903594
ACH-000948,-0.0594911585831826
ACH-000950,-0.16354681939862986
ACH-000953,-0.11257038179028148
ACH-000954,0.19805372561251147
ACH-000957,-0.21808891928187435
ACH-000958,-0.07131872683582748
ACH-000960,-0.03939823130988188
ACH-000963,-0.03332000703641231
ACH-000968,-0.0699796441726206
ACH-000969,-0.19723960331502366
ACH-000972,-0.2152631812200073
ACH-000973,-0.11022713297444267
ACH-000974,-0.06185904611456824
ACH-000978,-0.1223739313952866
ACH-000984,-0.10987538011343656
ACH-000986,-0.02397902102097066
ACH-000988,0.05198342886742593
ACH-000993,0.1691909574870934
ACH-000994,-0.15811885265795647
ACH-000996,0.05333178507367551
ACH-001001,-0.06879878374255509
ACH-001020,-0.2195143803798228
ACH-001028,-0.027967257588457826
ACH-001031,-0.06311776055245105
ACH-001038,-0.08039435888794058
ACH-001048,-0.02220689994713137
ACH-001050,-0.08510919960848704
ACH-001053,-0.12309138941418032
ACH-001054,0.046651144749259764
ACH-001061,-0.05096545545353499
ACH-001067,-0.09055132287587572
ACH-001075,-0.05207810551578111
ACH-001096,-0.1108306617155629
ACH-001111,-0.0023720456850214785
ACH-001119,-0.10792252824373373
ACH-001128,0.10864746318812253
ACH-001134,-0.047762943971173664
ACH-001151,-0.04622214176802341
ACH-001163,-0.04113457713330137
ACH-001164,0.02683800125074791
ACH-001183,0.05156843969909386
ACH-001192,-0.1402108090229273
ACH-001193,-0.092732692937984
ACH-001196,-0.06797359278372869
ACH-001197,-0.1730771516698376
ACH-001205,-0.10124262101046094
ACH-001211,-0.2676888585023736
ACH-001212,-0.12694851755027015
ACH-001228,0.05585835714287224
ACH-001232,-0.03822993528828179
ACH-001239,-0.15363404004381745
ACH-001270,-0.21340038040753767
ACH-001274,-0.07028244245784711
ACH-001275,0.040417342108556915
ACH-001277,-0.010676425201881343
ACH-001278,0.03367858154411844
ACH-001280,-0.05547065782341448
ACH-001283,-0.025457823516055446
