,NAMPT (10135)
ACH-000004,-0.83415125018813
ACH-000005,-0.7872120659686841
ACH-000007,-0.0731298670636875
ACH-000009,-0.03233148622830759
ACH-000011,0.13656854479594624
ACH-000012,0.07957153889224951
ACH-000013,-0.026617992229857255
ACH-000014,-0.03579481044541175
ACH-000015,0.2358981525496173
ACH-000017,0.03326791744136368
ACH-000018,0.05014696332603251
ACH-000019,-0.5251717472637719
ACH-000021,-0.36008494915039296
ACH-000022,-0.1787351762988286
ACH-000025,-0.0679041876752033
ACH-000028,-0.335975233795735
ACH-000030,-0.7686399658128473
ACH-000035,-0.3072741405659903
ACH-000036,0.006954696292607864
ACH-000037,-0.1929009874202572
ACH-000039,-0.30571798538482786
ACH-000040,-0.1475127182674062
ACH-000041,-0.1068652226386413
ACH-000042,-0.2617791216045784
ACH-000045,-0.4469295158040879
ACH-000047,-0.698774476821253
ACH-000052,-0.046769399393692034
ACH-000053,-0.6950209456903659
ACH-000054,0.026881415503789884
ACH-000055,-0.020368998807500423
ACH-000060,-0.041060589170807404
ACH-000067,-0.09039560155076676
ACH-000070,-0.7926635751537097
ACH-000075,-0.44721890310800894
ACH-000078,-0.11306647064291354
ACH-000082,-0.13519809216856155
ACH-000085,0.3136833341107216
ACH-000086,0.11473724119458945
ACH-000087,-0.10394664782294234
ACH-000092,-0.02545482529944686
ACH-000095,0.13877571425321533
ACH-000097,-0.7396643551830494
ACH-000098,-0.045632092948096455
ACH-000099,-0.04952070514730411
ACH-000108,-0.7132395269760207
ACH-000113,-0.3489354921623125
ACH-000116,0.0027058281967694683
ACH-000118,-0.3626271258420004
ACH-000120,0.02232051732290495
ACH-000123,0.08854272727988875
ACH-000127,-0.8015993220752669
ACH-000128,-0.25106340927563114
ACH-000132,-0.13971948033299958
ACH-000133,-0.043010180171733484
ACH-000137,-0.14040922633361122
ACH-000138,0.001907244247937266
ACH-000142,0.17805644030429155
ACH-000143,-0.09962572210087994
ACH-000146,-1.2391381569630509
ACH-000148,-0.2440148053521183
ACH-000150,0.11994280795070755
ACH-000152,-0.1549415631507465
ACH-000153,-0.22687871737225054
ACH-000159,-0.338539859709495
ACH-000160,-0.21500009892961225
ACH-000163,-0.16249720277687102
ACH-000167,-0.4444060160505465
ACH-000168,-0.6957979415727816
ACH-000169,0.13239717359567185
ACH-000178,-0.2477450486608177
ACH-000183,-0.6322489090476092
ACH-000188,-0.04764271453718665
ACH-000189,-0.3271105840805842
ACH-000190,-0.06373896442429998
ACH-000198,-0.5781867327500976
ACH-000203,-0.04095942983951079
ACH-000204,-0.2786672859342097
ACH-000206,-0.3837088036655572
ACH-000207,-0.08527508842310448
ACH-000208,0.08627925646417954
ACH-000210,-0.3272967813517452
ACH-000211,-0.07289519744121044
ACH-000215,-0.0354602949792229
ACH-000221,-0.2281479394146897
ACH-000222,-0.6066317810217329
ACH-000223,-0.3799541552763843
ACH-000226,-0.44913395633467423
ACH-000227,0.06276038809894245
ACH-000228,-0.12035676160604845
ACH-000231,-0.058938930881269315
ACH-000232,0.15779521087318574
ACH-000233,-0.5217374315700608
ACH-000234,-0.3089205798643758
ACH-000235,-0.7257492722131872
ACH-000237,-0.20974426711881264
ACH-000238,-0.019663747438893157
ACH-000242,-0.22888067810032994
ACH-000243,-0.003079932806473948
ACH-000244,-0.08761022804267936
ACH-000246,-0.08892119377614335
ACH-000248,-0.2054502059360424
ACH-000250,-0.02132387356152477
ACH-000251,-0.42745188329335293
ACH-000252,0.2504036473054232
ACH-000253,-0.796306024257475
ACH-000255,2.0497175294425636e-05
ACH-000256,0.0009794506787989413
ACH-000257,-0.4969973634142997
ACH-000258,-0.9421069420663188
ACH-000259,0.030675817792447664
ACH-000260,0.003967817005110386
ACH-000261,-0.10974492033306693
ACH-000262,0.07465710364962426
ACH-000263,-0.7049938131794133
ACH-000264,-0.12605503409697486
ACH-000265,0.06263117969979261
ACH-000266,-0.15504067662970136
ACH-000272,-0.7918538998262677
ACH-000274,-0.1329400865761885
ACH-000277,-0.8110893596444183
ACH-000278,-0.2999443171224549
ACH-000279,-0.5290876008329021
ACH-000280,0.2348558431220451
ACH-000281,-0.4192716192101674
ACH-000288,9.378593875557305e-06
ACH-000291,-0.03733260744162237
ACH-000293,-0.2098855185598859
ACH-000294,-0.4638774158015685
ACH-000295,-0.6448150448276617
ACH-000296,-0.3238247761619436
ACH-000302,-0.06570297669474172
ACH-000304,-0.21731405916739255
ACH-000307,-0.11602348127851513
ACH-000308,-0.9298508968674536
ACH-000310,-0.11715354257960575
ACH-000311,0.294413654552963
ACH-000312,0.0876339322537002
ACH-000315,-0.6537892250336229
ACH-000316,-0.2617286384468626
ACH-000317,-0.3484322214247188
ACH-000318,-0.2948404705057092
ACH-000319,-0.13585844578075373
ACH-000320,-0.18995172845163996
ACH-000322,-0.04681484542862604
ACH-000323,-0.059041582483686614
ACH-000324,0.039837278254355415
ACH-000329,-0.019560308361427917
ACH-000330,-0.9142067610467959
ACH-000331,0.08588013323337243
ACH-000332,-0.02496464961267864
ACH-000334,-0.19646508978950525
