,ESRRB (2103)
ACH-000004,-0.13143173526104024
ACH-000005,-0.00014140395202055122
ACH-000007,-0.06612056906340757
ACH-000009,0.10830449222101306
ACH-000011,-0.20579261931687
ACH-000012,-0.12868150155630506
ACH-000013,-0.02156972893091895
ACH-000014,-0.03129491096815499
ACH-000015,-0.19025787711312775
ACH-000017,-0.10148062500022913
ACH-000018,-0.025694386252857797
ACH-000019,-0.16348123167382475
ACH-000021,-0.07472630493663221
ACH-000022,-0.04474050437805559
ACH-000025,0.022262322173497225
ACH-000028,-0.014483846898482913
ACH-000030,0.042238773974147964
ACH-000035,-0.006451990903811388
ACH-000036,-0.0744812998076352
ACH-000037,-0.19244285335389813
ACH-000039,-0.21211619802361895
ACH-000040,-0.24587050785069398
ACH-000041,-0.15584997809303416
ACH-000042,-0.14664599050488838
ACH-000045,0.007186609146202025
ACH-000047,0.03430165445931405
ACH-000052,0.2539034427771819
ACH-000053,-0.07609241772404439
ACH-000054,-0.1392397942749705
ACH-000055,0.0662570802074796
ACH-000060,-0.12443141854288088
ACH-000067,0.018905713035346237
ACH-000070,-0.002572649545850465
ACH-000075,-0.16372191570514985
ACH-000078,-0.0783690267502595
ACH-000082,-0.03495374384032689
ACH-000085,0.14347171908003845
ACH-000086,-0.006631879116716787
ACH-000087,-0.001806576895700181
ACH-000092,-0.14360580753762794
ACH-000095,-0.12567958827870873
ACH-000097,-0.1691304189822063
ACH-000098,-0.08188925961244095
ACH-000099,-0.07975223873596411
ACH-000108,-0.11971412008090848
ACH-000113,-0.12295703859297115
ACH-000116,-0.08021387891492973
ACH-000118,-0.14996463281384484
ACH-000120,-0.18217668499576412
ACH-000123,-0.07661822346989844
ACH-000127,-0.06191128528521553
ACH-000128,-0.19456360063793468
ACH-000132,-0.06022191888322905
ACH-000133,-0.0005610993657067472
ACH-000137,-0.002764896885185374
ACH-000138,-0.1082758208737266
ACH-000142,-0.04001840545031976
ACH-000143,-0.2583425807524152
ACH-000146,-0.0913694809520681
ACH-000148,-0.14112357543471618
ACH-000150,0.0948123022496739
ACH-000152,-0.12720845227422733
ACH-000153,-0.2888418237404826
ACH-000159,-0.2050326971551358
ACH-000160,-0.12110174352358545
ACH-000163,-0.12490886193261537
ACH-000167,0.013145903724345744
ACH-000168,0.14814417816392447
ACH-000169,0.13128177139693706
ACH-000178,-0.14121908570485095
ACH-000183,-0.04015740496093551
ACH-000188,0.051715129409445684
ACH-000189,-0.11782776049313184
ACH-000190,-0.05390858823773049
ACH-000198,-0.03292924574501755
ACH-000203,-0.08811893070429305
ACH-000204,-0.22175787251349016
ACH-000206,-0.4006518672537445
ACH-000207,-0.2468279922580889
ACH-000208,-0.35953795152523393
ACH-000210,0.0642799076911031
ACH-000211,-0.03625796000622339
ACH-000215,-0.004829322057801769
ACH-000221,-0.0006945941135175485
ACH-000222,-0.19925336649064468
ACH-000223,-0.1060276931643725
ACH-000226,-0.05121265829589528
ACH-000227,-0.15440856551665286
ACH-000228,0.03731166277614082
ACH-000231,-0.011033220904091956
ACH-000232,0.01945350108150524
ACH-000233,-0.12261097133891732
ACH-000234,-0.13789740043725907
ACH-000235,-0.15475004290140335
