,BPI (671)
ACH-000004,0.014633367970269873
ACH-000005,0.1531480314841572
ACH-000007,-0.02629888697399486
ACH-000009,0.15026559431979158
ACH-000011,0.027790082477193338
ACH-000012,0.1933191241406151
ACH-000013,0.15102667166801553
ACH-000014,0.09377134221645757
ACH-000015,0.15839574340445367
ACH-000017,-0.09801398983054056
ACH-000018,0.03047793599320424
ACH-000019,0.13616644247785634
ACH-000021,0.0800836163821253
ACH-000022,0.1872011376832345
ACH-000025,0.03440089664915045
ACH-000028,0.10237969070698888
ACH-000030,0.060715956359699924
ACH-000035,0.1039764580276204
ACH-000036,-0.04385312712507338
ACH-000037,0.14246196954364482
ACH-000039,0.1030466408359228
ACH-000040,-0.03561623989064063
ACH-000041,0.21410492967359915
ACH-000042,0.028037395472343664
ACH-000045,0.15634721646670527
ACH-000047,-0.1072499775601991
ACH-000052,-0.06853328813317305
ACH-000053,0.06847603814738253
ACH-000054,0.05946568260730194
ACH-000055,0.12064029368454855
ACH-000060,-0.015483054000460182
ACH-000067,0.14674211856036454
ACH-000070,-0.016567896070077092
ACH-000075,0.12826620319888687
ACH-000078,0.19135626820984136
ACH-000082,0.09723937962027723
ACH-000085,0.02539127113994339
ACH-000086,-0.02340973400160046
ACH-000087,-0.04478879252093878
ACH-000092,0.08438828732271424
ACH-000095,0.12909357323676315
ACH-000097,0.19034634677694195
ACH-000098,0.16593630170381732
ACH-000099,0.12059616780851724
ACH-000108,0.08433294922745517
ACH-000113,0.07763124751641222
ACH-000116,0.11025771647137893
ACH-000118,0.017055231175471808
ACH-000120,0.205532646877624
ACH-000123,0.1176230331694402
ACH-000127,0.08605394468111005
ACH-000128,0.21750998750669626
ACH-000132,0.12950667681623285
ACH-000133,-0.03244139332871992
ACH-000137,0.0991581663310662
ACH-000138,0.11410156876038008
ACH-000142,0.17060581165644462
ACH-000143,0.02887150236839573
ACH-000146,0.04856273472260527
ACH-000148,0.03895343360997512
ACH-000150,0.03694528763217223
ACH-000152,0.08634877506552854
ACH-000153,0.09124491385814487
ACH-000159,0.09683174391859238
ACH-000160,0.062445190431752486
ACH-000163,0.008581934809978816
ACH-000167,0.16829420823135058
ACH-000168,0.12853221287896927
ACH-000169,0.1759382949414711
ACH-000178,0.06480164928200267
ACH-000183,0.09500157542758968
ACH-000188,0.133387839254295
ACH-000189,-0.17702475327766726
ACH-000190,0.05481990749793808
ACH-000198,0.04746677328456902
ACH-000203,-0.00026191251698541395
ACH-000204,0.05308743841310745
ACH-000206,0.030365068913070687
ACH-000207,-0.026604406743993638
ACH-000208,0.18546913154956288
ACH-000210,-0.012062162752951472
ACH-000211,0.11149675153779716
ACH-000215,0.08294437738951044
ACH-000221,0.2161635443020992
ACH-000222,-0.10973760196343096
ACH-000223,0.09073164303835307
ACH-000226,0.10898000092622366
ACH-000227,-0.015891706754207546
ACH-000228,0.06563951699578355
ACH-000231,0.11147914071051553
ACH-000232,0.09586648855393493
