,DLC1 (10395)
ACH-000004,0.15824091524682626
ACH-000005,0.3403508503069773
ACH-000007,0.1381375893700243
ACH-000009,0.056653126996888674
ACH-000011,0.026258660734637285
ACH-000012,0.04154349999751086
ACH-000013,0.10192430196047683
ACH-000014,0.08020452885536057
ACH-000015,0.2225165722419748
ACH-000017,-0.028108238050494817
ACH-000018,0.0990083717981658
ACH-000019,0.12459333166884665
ACH-000021,0.12610959915856804
ACH-000022,0.19202814240628532
ACH-000025,0.097865199800064
ACH-000028,-0.011782497507879958
ACH-000030,0.008866751705656845
ACH-000035,0.0849969580436615
ACH-000036,0.07041686386826558
ACH-000037,-0.06230637083498506
ACH-000039,0.0759841756885734
ACH-000040,0.08246892236059905
ACH-000041,-0.253444883801413
ACH-000042,0.008747140011281268
ACH-000045,-0.11500681454094255
ACH-000047,0.3068202373292544
ACH-000052,0.20363429181552947
ACH-000053,0.10872765858987178
ACH-000054,-0.04241312225540417
ACH-000055,0.01685307837343112
ACH-000060,0.0405224889678402
ACH-000067,0.16929440060505774
ACH-000070,0.1267275336603675
ACH-000075,0.12013215071646505
ACH-000078,-0.02702902965782793
ACH-000082,0.11801154574600582
ACH-000085,0.023064887344799147
ACH-000086,0.19331116416478814
ACH-000087,0.2321445196454289
ACH-000092,0.0537354443215944
ACH-000095,0.0503535723099729
ACH-000097,0.13837855093643198
ACH-000098,0.18845216709520826
ACH-000099,0.016897507844296968
ACH-000108,0.13633305002830434
ACH-000113,0.04551044989018525
ACH-000116,0.20120880900082852
ACH-000118,0.11581918173170287
ACH-000120,-0.03941469751894848
ACH-000123,0.032679060670135755
ACH-000127,0.14610412346909096
ACH-000128,0.1480927800297428
ACH-000132,0.09459796804190768
ACH-000133,0.0765772734267219
ACH-000137,0.13162745072271098
ACH-000138,0.18049083550592968
ACH-000142,0.23312065823324465
ACH-000143,0.01899685175013014
ACH-000146,0.14483377331067404
ACH-000148,0.13650552176204947
ACH-000150,0.10051298243761712
ACH-000152,0.19921625881287536
ACH-000153,-0.04558768190706696
ACH-000159,0.14145768596766628
ACH-000160,0.3834749962017825
ACH-000163,0.1324898954451023
ACH-000167,0.6402505632305358
ACH-000168,0.10684117590942456
ACH-000169,0.12718022411239616
ACH-000178,0.07234442669854509
ACH-000183,0.0694156530867006
ACH-000188,0.06239636764765759
ACH-000189,-0.05396656891892345
ACH-000190,0.4945852080082592
ACH-000198,0.04212234547438164
ACH-000203,-0.13300634485436955
ACH-000204,0.07664815714914554
ACH-000206,0.06581910821419394
ACH-000207,0.0614706964315613
ACH-000208,0.26822770294224
ACH-000210,0.4865229103500777
ACH-000211,0.08816196074128349
ACH-000215,0.1506969548729271
ACH-000221,0.14109385624939566
ACH-000222,0.3532655379487655
ACH-000223,0.06719770238127816
ACH-000226,0.07974120822998446
ACH-000227,0.07673574771569266
ACH-000228,0.13011370821645155
ACH-000231,0.13077224566681409
ACH-000232,0.1528461233643283
ACH-000233,0.08467245404667591
ACH-000234,0.03507691866146277
ACH-000235,0.11353156738804315
ACH-000237,0.050882899049870964
ACH-000238,0.08916993444741296
ACH-000242,0.060960554347073176
ACH-000243,0.08577381965727605
ACH-000244,0.0970441189239926
ACH-000246,0.02295379836962115
ACH-000248,-0.030827701894533918
ACH-000250,0.058907841142368814
ACH-000251,0.07288231091948796
ACH-000252,0.27577583092092
ACH-000253,0.09468135052665083
ACH-000255,0.17132565975794214
ACH-000256,0.00790036380031087
ACH-000257,-0.0916122572101574
ACH-000258,0.2359534078774763
ACH-000259,0.1364191310373093
ACH-000260,0.16638135659631667
ACH-000261,0.07950274119896124
ACH-000262,0.2598004886563163
ACH-000263,0.02709978337543377
ACH-000264,0.07855535452869596
ACH-000265,0.1647038118976664
ACH-000266,0.13090244283895888
ACH-000272,0.16749442884065802
ACH-000274,0.09753330720079448
ACH-000277,0.002721045441317626
ACH-000278,0.010496372959099538
ACH-000279,0.1541058071252305
ACH-000280,-0.02860258021915006
ACH-000281,-0.010361635191869629
ACH-000288,0.1277832544560929
ACH-000291,0.07584041556168092
ACH-000293,0.06400700987484544
ACH-000294,0.1392708891954431
ACH-000295,-0.023636604600749053
ACH-000296,0.2861039199044544
ACH-000302,0.17433696889773367
ACH-000304,0.2978494530014749
ACH-000307,0.12179791512530155
ACH-000308,0.054270427987549816
ACH-000310,-0.2405762551623123
ACH-000311,0.07280319075716347
ACH-000312,0.04771304366308226
ACH-000315,0.2518538544091441
ACH-000316,0.11498962546061628
ACH-000317,0.17472130433488667
ACH-000318,-0.07933757844101991
ACH-000319,-0.0661398860964462
ACH-000320,0.14764275819553413
ACH-000322,0.08843755550820184
ACH-000323,0.21388973126657265
ACH-000324,0.010795029351596356
ACH-000329,0.0025639480932999805
ACH-000330,-0.010074691502966963
ACH-000331,0.14870094139641538
ACH-000332,0.18433314421030472
ACH-000334,0.4250759734762956
ACH-000335,-0.0931872278952149
ACH-000336,0.16900624366052708
ACH-000337,0.027154814698989373
ACH-000338,0.30519583966586433
ACH-000339,0.09945293478313004
ACH-000341,0.4377072588544692
ACH-000348,0.09614487107340912
ACH-000350,-0.08137054211045668
ACH-000352,0.1229225580025126
ACH-000356,0.18465860253900065
ACH-000361,0.1423668789609499
ACH-000362,0.09040406365185646
ACH-000363,0.14026914265999596
ACH-000364,0.1632389946081253
ACH-000365,-0.03623488420990005
ACH-000366,0.09254882387837177
ACH-000368,0.2380195862766324
ACH-000374,0.14760197409139567
