,OTOF (9381)
ACH-000004,-0.03188223679815245
ACH-000005,-0.06631875593574707
ACH-000007,-0.15849617411908856
ACH-000009,-0.021956195800230796
ACH-000011,0.06221773035651065
ACH-000012,-0.05452984782954039
ACH-000013,-0.051371181031512725
ACH-000014,-0.14378508496596829
ACH-000015,0.07261028179060766
ACH-000017,0.041520414716020096
ACH-000018,0.08182678789377969
ACH-000019,0.19161735901874796
ACH-000021,0.04179362668637342
ACH-000022,-0.1381215258451983
ACH-000025,-0.025728012495547046
ACH-000028,0.08558358035303196
ACH-000030,-0.04869273869511597
ACH-000035,-0.016096520239871456
ACH-000036,-0.047458496366563976
ACH-000037,0.06520811719145997
ACH-000039,0.13530868782507982
ACH-000040,0.06883507237352944
ACH-000041,0.006217645450152157
ACH-000042,-0.05301042604187532
ACH-000045,0.01671358744506376
ACH-000047,0.03787021860988712
ACH-000052,-0.15081702128171584
ACH-000053,-0.04236056462075181
ACH-000054,-0.09696789699613048
ACH-000055,-0.0216496279149923
ACH-000060,0.11161933300590417
ACH-000067,-0.08490737965994845
ACH-000070,0.10160180884306337
ACH-000075,-0.046290109332644436
ACH-000078,-0.08592429200055023
ACH-000082,-0.028925769243484507
ACH-000085,-0.24892425200151197
ACH-000086,-0.04782860275992691
ACH-000087,-0.0052608743990571
ACH-000092,-0.1337967939947786
ACH-000095,-0.022766379402422217
ACH-000097,0.11331989835828846
ACH-000098,-0.10695150140184327
ACH-000099,-0.08798174436614113
ACH-000108,-0.09257455671301028
ACH-000113,0.04822658517938454
ACH-000116,0.0335987423337613
ACH-000118,0.07258784125356826
ACH-000120,0.06493190094105221
ACH-000123,-0.014588504384351388
ACH-000127,0.007361846432631627
ACH-000128,-0.261610215949436
ACH-000132,0.1014786243495128
ACH-000133,-0.1481849294156984
ACH-000137,-0.15216345710936222
ACH-000138,0.033610087929409116
ACH-000142,-0.08961593654515608
ACH-000143,-0.07308783780002162
ACH-000146,-0.11514511275220846
ACH-000148,0.1596264080788068
ACH-000150,0.20411536910008304
ACH-000152,-0.1473419632432452
ACH-000153,0.08324799818163525
ACH-000159,0.0601311372611654
ACH-000160,0.13286821822822645
ACH-000163,-0.030404240575859182
ACH-000167,-0.3058931503445911
ACH-000168,0.13293067319329413
ACH-000169,0.09060515428769277
ACH-000178,0.04648331744548588
ACH-000183,-0.05790958182259461
ACH-000188,-0.09373296221677156
ACH-000189,0.15240224642930647
ACH-000190,-0.024246435960772656
ACH-000198,0.17097686753449814
ACH-000203,0.14338601957442534
ACH-000204,-0.05872411415326025
ACH-000206,-0.020797759889008033
ACH-000207,-0.0685548228831754
ACH-000208,0.1900122800837389
ACH-000210,-0.4972132601451735
ACH-000211,0.06495092905227423
ACH-000215,-0.04466721316984326
ACH-000221,-0.08216007519329012
ACH-000222,0.05045570334629276
ACH-000223,0.04574490829902015
ACH-000226,-0.14571437418119101
ACH-000227,-0.06431786828434516
ACH-000228,0.18260910420446094
ACH-000231,-0.009722000137222258
ACH-000232,-0.025844372147093186
ACH-000233,-0.08450046460023254
ACH-000234,-0.18633551763823314
ACH-000235,-0.02715513646378224
ACH-000237,-0.0185555986978906
ACH-000238,-0.023544226741564468
ACH-000242,0.23018694923388866
ACH-000243,-0.02332796132517646
ACH-000244,-0.090120079311567
ACH-000246,0.13368623638445834
ACH-000248,0.02116505616326752
ACH-000250,-0.095430801786573
ACH-000251,0.05394354147739959
ACH-000252,-0.15297290252132265
ACH-000253,-0.08496217305079717
ACH-000255,0.06881796667519878
ACH-000256,0.03501531136998556
ACH-000257,-0.09587366932713028
ACH-000258,-0.11332861076394656
ACH-000259,-0.03770293401276773
ACH-000260,-0.02981915850441258
ACH-000261,0.021810759992116718
ACH-000262,-0.3025525066157334
ACH-000263,-0.06544212032240218
ACH-000264,0.04725776294815527
ACH-000265,0.025024892626091
ACH-000266,-0.014150711620214928
ACH-000272,-0.047542755606249834
ACH-000274,-0.0152785336489086
ACH-000277,-0.12790346541277156
ACH-000278,-0.03664912249261866
ACH-000279,-0.09666915419372137
ACH-000280,0.029392582291118883
ACH-000281,-0.10955240601320196
ACH-000288,-0.01440904633935593
ACH-000291,-0.002296762147529525
ACH-000293,0.05347482359497557
ACH-000294,-0.1420716905553398
ACH-000295,-0.05370950890195552
ACH-000296,-0.15826460856872984
ACH-000302,-0.013775762983524316
ACH-000304,0.04302983218677591
ACH-000307,-0.056277676568529035
ACH-000308,0.0016838718200129854
ACH-000310,0.039163991678070616
ACH-000311,0.03077308494871488
ACH-000312,-0.012196325155622759
ACH-000315,-0.08558316864033085
ACH-000316,0.20615792018898252
