,CKM (1158)
ACH-000004,-0.03120055617167855
ACH-000005,-0.2251052659956756
ACH-000007,0.10919405330099773
ACH-000009,-0.038744057990292916
ACH-000011,0.029294849689427475
ACH-000012,-0.055010004805810385
ACH-000013,-0.13391205777342174
ACH-000014,-0.04067286999435172
ACH-000015,-0.1026512526539165
ACH-000017,-0.01062402132901252
ACH-000018,-0.13664667272422734
ACH-000019,0.06585915120367003
ACH-000021,-0.08487455784599969
ACH-000022,-0.05910288313041433
ACH-000025,0.03695637348967268
ACH-000028,-0.19932129234535576
ACH-000030,-0.1955818618818412
ACH-000035,-0.11004493179819136
ACH-000036,-0.08201835203834575
ACH-000037,-0.08380561367317013
ACH-000039,-0.030068128233631343
ACH-000040,0.10137700111449796
ACH-000041,0.00941237167396999
ACH-000042,-0.15037449027266606
ACH-000045,0.03386838205036044
ACH-000047,-0.08334884036280331
ACH-000052,0.0732965103477534
ACH-000053,-0.13073696192514886
ACH-000054,0.021899346630149277
ACH-000055,0.0053818551876506785
ACH-000060,-0.0006665831588172846
ACH-000067,0.007514498589812158
ACH-000070,-0.05004399830549577
ACH-000075,-0.15371881040953192
ACH-000078,-0.07213070956227942
ACH-000082,-0.07463748146245737
ACH-000085,-0.3022802696413964
ACH-000086,-0.07042472874594292
ACH-000087,-0.17859413950516573
ACH-000092,-0.09951775144233656
ACH-000095,0.034024814990694006
ACH-000097,-0.06421757684711861
ACH-000098,-0.0336542987828914
ACH-000099,0.040402427322417486
ACH-000108,-0.1709660565365704
ACH-000113,-0.07761150202037281
ACH-000116,0.01888676202979253
ACH-000118,-0.06374658240111951
ACH-000120,-0.0011026590770022034
ACH-000123,0.01008002771972374
ACH-000127,-0.0610498644889469
ACH-000128,-0.11789442847483772
ACH-000132,-0.03645817819645833
ACH-000133,0.017731537397250877
ACH-000137,-0.081793735184353
ACH-000138,-0.088559870887277
ACH-000142,-0.12956471300158393
ACH-000143,0.023504406608367275
ACH-000146,0.053630657558905816
ACH-000148,-0.030078885989516437
ACH-000150,-0.16266676115800288
ACH-000152,0.005828361496488003
ACH-000153,-0.167563793286505
ACH-000159,-0.11939730895158028
ACH-000160,-0.16532025493437866
ACH-000163,-0.18438679865874416
ACH-000167,-0.2480640441744809
ACH-000168,0.023818926574389717
ACH-000169,-0.07786043337998387
ACH-000178,-0.08387402443994367
ACH-000183,0.03337014164864372
ACH-000188,-0.012999122321788615
ACH-000189,-0.3842361812190918
ACH-000190,-0.04966893564350359
ACH-000198,-0.03947132463494951
ACH-000203,0.14081380546877353
ACH-000204,-0.16707473676974818
ACH-000206,0.01063405850351232
ACH-000207,0.023109513729116123
ACH-000208,-0.3461288863847213
ACH-000210,-0.16273374437247504
ACH-000211,-0.04917810217435795
ACH-000215,-0.05319869246739884
ACH-000221,-0.19631820840419856
ACH-000222,-0.16982122160114366
ACH-000223,0.07887321203299645
ACH-000226,-0.1300430760836348
ACH-000227,-0.037582610944071
ACH-000228,0.0588722764857916
ACH-000231,-0.009287674566945054
ACH-000232,0.03450098801544641
ACH-000233,-0.15445017203602612
ACH-000234,0.035460188736085405
ACH-000235,-0.0345481703057132
ACH-000237,-0.0453024931115188
ACH-000238,-0.022461522782442303
ACH-000242,0.01863837319280824
ACH-000243,-0.04873903142631905
ACH-000244,0.1868984676288852
ACH-000246,0.0068357215837492324
ACH-000248,0.08561546013290995
ACH-000250,-0.17581660107433314
ACH-000251,-0.09223505621538247
ACH-000252,-0.056798041285289175
ACH-000253,0.08962934398104118
ACH-000255,-0.08029638708631154
ACH-000256,-0.01010303223018028
