,OR51S1 (119692)
ACH-000004,-0.05974405103500721
ACH-000005,0.07255501787766236
ACH-000007,-0.012523718771522904
ACH-000009,-0.02201879426710437
ACH-000011,-0.02297625113562619
ACH-000012,0.08612206229186596
ACH-000013,0.07002101126972382
ACH-000014,0.010088014890608468
ACH-000015,0.026482242941600148
ACH-000017,-0.014002030757374127
ACH-000018,-0.09537747475206572
ACH-000019,-0.16570352727618848
ACH-000021,0.06614915060738062
ACH-000022,0.18456834969092709
ACH-000025,-0.02175062994767741
ACH-000028,0.012722290685442523
ACH-000030,-0.062363297157091865
ACH-000035,0.09410188843465553
ACH-000036,-0.06879880467503863
ACH-000037,-0.2332350438768143
ACH-000039,-0.03588755101059272
ACH-000040,-0.124875522515763
ACH-000041,-0.08427019840729835
ACH-000042,0.03720590777531431
ACH-000045,-0.010227231852814241
ACH-000047,0.03908121278014445
ACH-000052,-0.06580288763306606
ACH-000053,0.08925141512592928
ACH-000054,-0.06936872612159574
ACH-000055,-0.017135868028026646
ACH-000060,0.15063973843600018
ACH-000067,-0.12342908803854825
ACH-000070,0.10284720715692344
ACH-000075,-0.11495245241106848
ACH-000078,-0.05886274043809204
ACH-000082,-0.13879241289441088
ACH-000085,0.013961101105615015
ACH-000086,-0.0556358141313365
ACH-000087,0.09710803563267267
ACH-000092,-0.06771645364451484
ACH-000095,-0.027025087014480517
ACH-000097,-0.03654145875523958
ACH-000098,-0.05358296435424443
ACH-000099,-0.0015898151563485106
ACH-000108,0.05293199176061943
ACH-000113,-0.011910199514947649
ACH-000116,-0.029653156737121333
ACH-000118,0.06150752604463543
ACH-000120,0.04210103738718261
ACH-000123,0.03970137714067072
ACH-000127,-0.1116755285721866
ACH-000128,-0.03144636661855936
ACH-000132,-0.01664402408937717
ACH-000133,-0.07225416116079159
ACH-000137,-0.21449268280359568
ACH-000138,-0.09044489796137764
ACH-000142,-0.013451582369625506
ACH-000143,-0.043746323665867205
ACH-000146,-0.05512761852251771
ACH-000148,0.0108222885367103
ACH-000150,0.1564516182549179
ACH-000152,0.02915113701702942
ACH-000153,0.2956518629127676
ACH-000159,-0.007657618222182651
ACH-000160,-0.03954893323847149
ACH-000163,0.10256483894768743
ACH-000167,0.022257514559800226
ACH-000168,-0.016347599257223913
ACH-000169,0.07366798810282563
ACH-000178,-0.03853146176671813
ACH-000183,0.0512338981219424
ACH-000188,0.00288733920008902
ACH-000189,-0.2295745837718143
ACH-000190,0.04155700644815715
ACH-000198,0.020977805720442187
ACH-000203,0.2863216750072895
ACH-000204,-0.048040430398833205
ACH-000206,0.028930897790922106
ACH-000207,0.020582957411052268
ACH-000208,-0.0003274812793401429
