,GSTA1 (2938)
ACH-000004,-0.3126533103087688
ACH-000005,-0.17459930237562135
ACH-000007,-0.16344193232317056
ACH-000009,-0.16589598041138187
ACH-000011,-0.19612808015521094
ACH-000012,-0.1817867715539426
ACH-000013,-0.1989075455309815
ACH-000014,-0.2862222611614433
ACH-000015,-0.11995765993573128
ACH-000017,-0.20156367181218587
ACH-000018,-0.24750555125324436
ACH-000019,-0.17468406006213286
ACH-000021,-0.20860956498710834
ACH-000022,-0.11394616156661955
ACH-000025,-0.10933153807433817
ACH-000028,-0.1867256383126961
ACH-000030,-0.12768474919464531
ACH-000035,0.04961180426254628
ACH-000036,-0.19209100914999536
ACH-000037,-0.1463545578497192
ACH-000039,0.015913969697431102
ACH-000040,-0.11889553877816553
ACH-000041,-0.020709362450457902
ACH-000042,-0.06251281243685068
ACH-000045,-0.16436882052983315
ACH-000047,-0.1454024390040719
ACH-000052,-0.213161484860328
ACH-000053,-0.07016466502429468
ACH-000054,-0.24577174005291
ACH-000055,-0.19464460803944927
ACH-000060,-0.19590394129481714
ACH-000067,-0.11651293320307007
ACH-000070,-0.05454331750250237
ACH-000075,-0.25699126703271263
ACH-000078,-0.17688995859828271
ACH-000082,-0.16105395249318347
ACH-000085,-0.2888573575740695
ACH-000086,-0.28404645580571924
ACH-000087,-0.07814670045592
ACH-000092,-0.10090548294429837
ACH-000095,-0.2451463194381097
ACH-000097,-0.1263194012064882
ACH-000098,-0.2825860078713916
ACH-000099,-0.2495513696591373
ACH-000108,-0.06592016307011038
ACH-000113,-0.33514327756291074
ACH-000116,-0.2347362641472703
ACH-000118,-0.13890322277249806
ACH-000120,-0.3169626389272077
ACH-000123,-0.14677547939161056
ACH-000127,-0.22874124347824315
ACH-000128,-0.339018664666815
ACH-000132,-0.1378230810911907
ACH-000133,-0.2160766069471716
ACH-000137,-0.1565359189749206
ACH-000138,-0.12124360051683028
ACH-000142,-0.14378667156215086
ACH-000143,-0.2055287412247488
ACH-000146,-0.14020625248820098
ACH-000148,-0.05178838910403992
ACH-000150,-0.2712824734978968
ACH-000152,-0.22442901147295766
ACH-000153,-0.046432992419965166
ACH-000159,-0.2853333909172837
ACH-000160,-0.09081055893547672
