,TSEN2 (80746)
ACH-000004,-0.7239729715867593
ACH-000005,-0.5236253054402359
ACH-000007,-0.6796556632302013
ACH-000009,-0.6185321268834165
ACH-000011,-0.5601182095388744
ACH-000012,-0.7719369274673207
ACH-000013,-0.6569298830060241
ACH-000014,-0.7977514604460819
ACH-000015,-0.7193749738244484
ACH-000017,-0.5673463668826689
ACH-000018,-0.7585160744021564
ACH-000019,-0.4462427251251429
ACH-000021,-0.6564344155593396
ACH-000022,-0.6638690595072596
ACH-000025,-0.6904786485131987
ACH-000028,-0.4430576155634851
ACH-000030,-0.6187011718037271
ACH-000035,-0.8644639687106787
ACH-000036,-0.5408318556841237
ACH-000037,-0.44732507939040295
ACH-000039,-0.6355362167350502
ACH-000040,-0.6376777321009561
ACH-000041,-0.8661984525896385
ACH-000042,-0.6811291966456007
ACH-000045,-0.6961716616349125
ACH-000047,-0.8257833926993361
ACH-000052,-0.7449861149989334
ACH-000053,-0.5941858005165447
ACH-000054,-0.6944087231804171
ACH-000055,-0.6517301887015058
ACH-000060,-1.0659653742991293
ACH-000067,-0.7948784468816074
ACH-000070,-0.5086749837534961
ACH-000075,-0.6266333101032053
ACH-000078,-0.5297375710083773
ACH-000082,-0.480973245534797
ACH-000085,-0.8689890062569807
ACH-000086,-0.6367526543679823
ACH-000087,-0.8024233662101383
ACH-000092,-0.8224780405938228
ACH-000095,-0.678675361673138
ACH-000097,-0.6664806975288864
ACH-000098,-0.7248415222805449
ACH-000099,-0.4042910470196021
ACH-000108,-0.5865101280559484
ACH-000113,-0.6445285859368152
ACH-000116,-0.6287871515650134
ACH-000118,-0.7115192228912884
ACH-000120,-0.7010887104726916
ACH-000123,-0.5304099746562917
ACH-000127,-0.5898423606532115
ACH-000128,-0.6883932433114285
ACH-000132,-0.4034111906748484
ACH-000133,-0.6162562799841282
ACH-000137,-0.5942665776791096
ACH-000138,-0.7104928240728358
ACH-000142,-0.454537173837509
ACH-000143,-0.7846332335210856
ACH-000146,-0.4261997759728953
ACH-000148,-0.591443675128725
ACH-000150,-0.6716439719601754
ACH-000152,-0.77998682262974
ACH-000153,-0.7000189837665295
ACH-000159,-0.5863751324232194
ACH-000160,-0.8264305365789302
ACH-000163,-0.6528233699341208
ACH-000167,-0.7259713786290269
ACH-000168,-0.7645554939123859
ACH-000169,-0.671326784975083
ACH-000178,-0.7627007042410059
ACH-000183,-0.7052370514693895
ACH-000188,-0.7147541383781251
ACH-000189,-0.8716926629927766
ACH-000190,-0.7324231905654348
ACH-000198,-0.6323628095532676
ACH-000203,-0.8486763288636643
ACH-000204,-0.6141200280555736
ACH-000206,-0.42384372325979497
ACH-000207,-0.5349954305986939
ACH-000208,-0.7754141160011755
ACH-000210,-0.6199974893087082
ACH-000211,-0.756019292234588
ACH-000215,-0.6128018225052227
ACH-000221,-0.8999370964143057
ACH-000222,-0.7850277683508363
ACH-000223,-0.43275895019410654
ACH-000226,-0.4934418037731206
ACH-000227,-0.1564355040056053
ACH-000228,-1.0655991058850798
ACH-000231,-0.641939402010399
ACH-000232,-0.7671201344232356
ACH-000233,-0.6455899628421964
ACH-000234,-0.6275842124500317
ACH-000235,-0.663988852713843
ACH-000237,-0.6555373654475172
ACH-000238,-0.6587709193115721
ACH-000242,-0.6230277826574321
ACH-000243,-0.8325721085804745
ACH-000244,-0.43940415790672255
ACH-000246,-0.9516096631733976
ACH-000248,-0.7754382982369531
ACH-000250,-0.7268325740692253
ACH-000251,-0.6348703546988161
ACH-000252,-0.6352840395140594
ACH-000253,-0.7824537458791835
ACH-000255,-0.7011794347607766
ACH-000256,-0.7706543652127332
ACH-000257,-0.7420681594769364
ACH-000258,-0.4670228350911612
ACH-000259,-0.6847176258655701
ACH-000260,-0.9441269668765636
ACH-000261,-0.4825778189134931
ACH-000262,-0.7032803885129232
ACH-000263,-0.3371704967853181
ACH-000264,-0.618306228616867
ACH-000265,-0.7712826472896404
ACH-000266,-0.6621493910573444
ACH-000272,-0.8331321747744949
ACH-000274,-0.5715900949079543
ACH-000277,-0.6819864940647751
ACH-000278,-0.6400992832692776
ACH-000279,-0.6001496715128299
ACH-000280,-0.722245983315016
ACH-000281,-0.5142321149030054
ACH-000288,-0.4963939802997976
ACH-000291,-0.6816720228033099
ACH-000293,-0.7344657679352636
ACH-000294,-0.6682622755427806
ACH-000295,-0.5613314049172077
ACH-000296,-0.6547557888008695
ACH-000302,-0.6143477645902011
ACH-000304,-0.8412751670655009
ACH-000307,-0.5999637320704561
ACH-000308,-1.012992111966708
ACH-000310,-0.2947013248128612
ACH-000311,-0.7158356148367627
ACH-000312,-0.8394436309782349
ACH-000315,-0.7100238834225799
ACH-000316,-0.6594358232835279
ACH-000317,-0.7518182438454355
