,MBLAC2 (153364)
ACH-000004,-0.029585737086245838
ACH-000005,0.06854863708458557
ACH-000007,-0.07215822516305119
ACH-000009,-0.02128640735022324
ACH-000011,-0.10821273081685097
ACH-000012,-0.05872947535922905
ACH-000013,-0.017660764951476792
ACH-000014,-0.07222382904057212
ACH-000015,-0.08886367320078285
ACH-000017,0.02413415198971385
ACH-000018,0.050132088647458085
ACH-000019,-0.2143690098868319
ACH-000021,-0.09144570943993807
ACH-000022,-0.00039992314679814607
ACH-000025,-0.053851931524360866
ACH-000028,0.1265692737402143
ACH-000030,0.02581892897237839
ACH-000035,0.059896514934906164
ACH-000036,-0.0231611949645228
ACH-000037,-0.1159502006923794
ACH-000039,-0.1512128224210777
ACH-000040,-0.1748739134718614
ACH-000041,-0.29561129629950705
ACH-000042,-0.11509651434027432
ACH-000045,0.04478122026710328
ACH-000047,0.037691960561118336
ACH-000052,-0.010739664628611536
ACH-000053,-0.10590838372911436
ACH-000054,-0.05257579620646671
ACH-000055,-0.05956311656736123
ACH-000060,-0.14716908477967766
ACH-000067,-0.14574575264503326
ACH-000070,-0.00262235314700963
ACH-000075,-0.0065982688029628846
ACH-000078,0.027241566596212272
ACH-000082,0.026661538291946948
ACH-000085,-0.12355473388320898
ACH-000086,-0.00987710828415068
ACH-000087,0.16864288975875166
ACH-000092,0.0502404798629353
ACH-000095,-0.11737580366217333
ACH-000097,0.01769312352448528
ACH-000098,-0.062162124002156025
ACH-000099,-0.03034434878743092
ACH-000108,-0.10505223860950308
ACH-000113,0.12568842877005434
ACH-000116,-0.03041730992722045
ACH-000118,-0.03158248932301928
ACH-000120,-0.07985877560393775
ACH-000123,-0.003695230518369038
ACH-000127,0.02000193398574764
ACH-000128,-0.01963521726646077
ACH-000132,-0.07889335239485525
ACH-000133,0.04869617183772675
ACH-000137,-0.1662931566970371
ACH-000138,0.09379189458325836
ACH-000142,-0.09522280808738866
ACH-000143,-0.11369221397218535
ACH-000146,-0.1588817256059747
ACH-000148,0.05407180477221958
ACH-000150,0.04161966113455851
ACH-000152,-0.0955477811585665
ACH-000153,0.2798206091140976
ACH-000159,-0.12545133632620445
ACH-000160,-0.020605501750862214
ACH-000163,-0.03136188293002731
ACH-000167,0.23335242999250136
ACH-000168,-0.05686060313978581
ACH-000169,-0.04747883140166557
ACH-000178,0.024419764824756413
ACH-000183,-0.020092516907010558
ACH-000188,-0.00970840653889031
ACH-000189,-0.08842569868799424
ACH-000190,-0.06037766632542749
ACH-000198,0.054413335147643634
ACH-000203,0.26411571105487497
ACH-000204,-0.07064471823203868
ACH-000206,0.09242486072689866
ACH-000207,0.08111048069927862
ACH-000208,-0.2258211080667943
ACH-000210,0.22234229096474312
ACH-000211,-0.025604486600487857
ACH-000215,-0.0399273325695138
ACH-000221,-0.2856438353521788
ACH-000222,-0.09390838234662592
ACH-000223,-0.03480023198617152
ACH-000226,-0.18450128497631524
ACH-000227,0.17487499813032292
ACH-000228,-0.050149378686357264
ACH-000231,0.02481551502773685
ACH-000232,0.011020417004500507
ACH-000233,0.01818629111323332
ACH-000234,-0.0553034237871842
ACH-000235,-0.08834104444331012
ACH-000237,-0.0251725823958074
ACH-000238,-0.03803021479802311
ACH-000242,-0.2887840824750494
ACH-000243,-0.06496451498019525
ACH-000244,0.17361368041496045
ACH-000246,-0.03393275663370968
ACH-000248,0.05828141859158915
ACH-000250,-0.0655638758239517
ACH-000251,-0.07029547295514192
ACH-000252,0.1419420713875515
ACH-000253,-0.0854869472591308
ACH-000255,-0.06332793479847151
ACH-000256,0.056676618421188825
ACH-000257,-0.059948289033453075
ACH-000258,0.1080602881304102
ACH-000259,0.031642857598271366
ACH-000260,-0.11941221389314577
ACH-000261,0.03883329764869387
ACH-000262,0.1808249694056753
ACH-000263,-0.2398812250373245
ACH-000264,0.008365235397280813
ACH-000265,-0.17351662682962565
ACH-000266,-0.13807783949076702
ACH-000272,-0.031764348471248496
ACH-000274,0.021415143398059385
ACH-000277,0.08165909731235589
ACH-000278,-0.09521855722186676
ACH-000279,0.0066174939440912595
ACH-000280,0.02718436146352421
ACH-000281,0.13109383969934238
ACH-000288,-0.005852058535012042
ACH-000291,-0.0932715916673042
ACH-000293,0.01860047119213822
ACH-000294,-0.030986361124942945
ACH-000295,-0.27647146458269223
ACH-000296,-0.044963731640390935
ACH-000302,-0.02614121741976138
ACH-000304,0.4761588943127685
ACH-000307,-0.019277552695965663
ACH-000308,-0.05800257756275429
ACH-000310,-0.006465763404632789
ACH-000311,-0.0659754862893148
ACH-000312,-0.13127334037674868
ACH-000315,-0.1184232999233284
ACH-000316,0.16311327204435427
ACH-000317,-0.07841454896059613
ACH-000318,-0.005531793070274469
ACH-000319,0.05294498798795487
ACH-000320,-0.21251565077681725
ACH-000322,0.0509397282195792
ACH-000323,0.00829347043891701
ACH-000324,-0.0009827767546790064
ACH-000329,-0.11652646885645356
ACH-000330,-0.09597026227205467
ACH-000331,-0.05352530747136438
ACH-000332,-0.005894872100008568
ACH-000334,0.15352563958264245
ACH-000335,-0.2574047471741393
ACH-000336,-0.08888854279241702
ACH-000337,-0.06859759331238281
ACH-000338,-0.2447002778934453
ACH-000339,-0.054350557523301285
ACH-000341,-0.15271521973267685
ACH-000348,-0.052605782154466194
ACH-000350,-0.09957812899532888
ACH-000352,0.024611342562209898
ACH-000356,-0.08914288114542908
ACH-000361,0.004938135940641113
ACH-000362,-0.06873445547201297
ACH-000363,-0.12927393369574008
ACH-000364,0.1137731827133035
ACH-000365,0.0972984094341921
ACH-000366,-0.11437382334768095
ACH-000368,-0.15371645599379985
ACH-000374,-0.0018689655665302285
ACH-000375,0.1060620972812004
ACH-000376,-0.02166970625050401
ACH-000381,0.003976125196234374
ACH-000383,-0.054913509682798296
ACH-000387,-0.012443182004529235
ACH-000389,-0.12199741975057295
ACH-000390,-0.09910003231794412
ACH-000393,-0.09614614306022884
ACH-000395,-0.002653029971804252
ACH-000396,0.09736922457651674
ACH-000397,-0.006710387225720707
ACH-000401,-0.027306982265186776
ACH-000402,-0.2448157920857278
ACH-000403,0.039424204338711175
ACH-000404,-0.01214902112870444
ACH-000406,-0.07352969723600447
ACH-000407,0.014327475995177426
ACH-000408,-0.1152795030309135
ACH-000410,-0.14283464397208606
ACH-000411,0.08730615903631113
