,IRF2BPL (64207)
ACH-000248,-0.16798321359586413
ACH-000250,-0.16615213932611092
ACH-000251,-0.398010014009128
ACH-000252,0.07541440958552419
ACH-000253,-0.026973770297700282
ACH-000255,0.002183031637172736
ACH-000256,-0.020371807575411332
ACH-000257,-0.09205694707964553
ACH-000258,0.005271684171264089
ACH-000259,-0.047560871446596986
ACH-000260,-0.18967870294761285
ACH-000261,-0.2242777752898125
ACH-000262,-0.2480535556342108
ACH-000263,-0.3506647315064625
ACH-000264,-0.4301084274000514
ACH-000265,-0.12177405088757802
ACH-000266,-0.26575624135172154
ACH-000272,-0.00762270581898882
ACH-000274,-0.18308294045384255
ACH-000277,0.004982741706522088
ACH-000278,-0.18682456255387894
ACH-000279,-0.0967392439735281
ACH-000280,-0.08239166091803317
ACH-000281,-0.03970365350772927
ACH-000288,-0.04756429300591795
ACH-000291,-0.007008472215697932
ACH-000293,0.07580397959873607
ACH-000294,-0.1556565905947967
ACH-000295,-0.010393511521810122
ACH-000296,-0.14301211206143374
ACH-000302,-0.043404495805012586
ACH-000304,-0.17470786276342673
ACH-000307,-0.05049923294005618
ACH-000308,-0.08343424588031315
ACH-000310,-0.17923925662168338
ACH-000311,-0.44155655434797897
ACH-000312,-0.1766072136784822
ACH-000315,-0.2788946149101991
ACH-000316,-0.136543743768388
ACH-000317,0.1236610457104429
ACH-000318,0.03589172307510383
ACH-000319,0.006419866716253447
ACH-000320,-0.11296938786463402
ACH-000322,-0.2459652236727289
ACH-000323,0.1624882456731675
ACH-000324,-0.011773061708401606
ACH-000329,-0.15744466625524653
ACH-000330,-0.16773263857912726
ACH-000331,-0.0720320329792566
ACH-000332,-0.21241936024532213
ACH-000334,-0.41650988350193374
ACH-000335,-0.18081715134213228
ACH-000336,-0.21441847669198547
ACH-000337,-0.2592215326893545
ACH-000338,0.118940445798401
ACH-000339,-0.34077611426013826
ACH-000341,-0.0618972170053065
ACH-000348,-0.1926368556974022
ACH-000350,-0.012096530727013794
ACH-000352,0.07405453619880828
ACH-000356,0.13488329271157834
ACH-000361,0.21982460123281444
ACH-000362,-0.2668463149036924
ACH-000363,-0.20480517781563515
ACH-000364,-0.0668450263747198
ACH-000365,-0.013034969818921766
ACH-000366,0.022347177063779512
ACH-000368,0.012137017276191042
ACH-000374,-0.13735558235926976
ACH-000375,0.05793223849406921
ACH-000376,-0.0712487960813205
ACH-000381,-0.11332527676130047
ACH-000383,-0.16405395861272773
ACH-000387,-0.020184655454479658
ACH-000389,-0.1762407151444662
ACH-000390,-0.05655285307795058
ACH-000393,-0.2800865297999618
ACH-000395,-0.2949783135825287
ACH-000396,-0.35223763629602944
ACH-000397,-0.09521076877818474
ACH-000401,-0.09193081284157699
ACH-000402,0.010493674324931524
ACH-000403,-0.20599614488850687
ACH-000404,-0.08106321920994428
ACH-000406,-0.13496246586142116
ACH-000407,0.1279377535360412
ACH-000408,-0.14662629953441084
ACH-000410,-0.08606995240723729
ACH-000411,-0.1422171862858814
ACH-000414,0.03089642276589121
ACH-000415,-0.08421342179393138
ACH-000416,-0.15927361041303148
ACH-000420,-0.049514669211816485
ACH-000421,-0.07985220808158808
ACH-000424,-0.3769965899389852
ACH-000425,-0.024237323200435142
ACH-000426,0.03358405191298382
ACH-000427,-0.03991400966841649
ACH-000433,0.21441189918123035
ACH-000435,-0.3648223008425752
ACH-000436,-0.15447902218946874
ACH-000444,-0.060091717665656075
ACH-000445,0.251984986274691
ACH-000448,-0.15343775083436867
ACH-000450,-0.2971745866907735
ACH-000452,0.0259988584430646
ACH-000454,0.12553043883430146
ACH-000458,-0.06710831379420933
ACH-000459,-0.30015344207855965
ACH-000460,-0.014207388280830487
ACH-000461,-0.042355063368516105
ACH-000463,0.003071530435855239
ACH-000464,-0.004658730638034233
ACH-000466,-0.0918997597154187
ACH-000467,-0.039132857890452406
ACH-000468,-0.033760092710749125
ACH-000469,-0.024708934717975143
ACH-000470,-0.06983919915454226
ACH-000471,-0.14717176242286473
ACH-000472,-0.2419817076592775
ACH-000473,-0.09605326948831484
ACH-000475,-0.07549286944371876
ACH-000476,-0.3924777142535035
ACH-000477,-0.004543385652405161
ACH-000479,-0.010968962868937143
ACH-000480,-0.14495160903424734
ACH-000481,-0.2857104394314209
ACH-000483,0.0824732190549016
ACH-000484,-0.2821911791795876
ACH-000485,-0.004932866290085672
ACH-000486,-0.17166925614462475
ACH-000487,-0.07033553264112627
ACH-000488,-0.179680501756788
ACH-000490,-0.4526358507282118
ACH-000491,-0.1081964949781271
ACH-000495,0.030169017696898275
ACH-000496,-0.06728967310522872
ACH-000499,-0.25163010619745585
ACH-000500,0.35915527771637346
ACH-000502,-0.11520707616929095
ACH-000503,-0.2798715972538142
ACH-000505,-0.07762646723090191
ACH-000507,-0.03462902688670805
ACH-000510,-0.059390754110675015
ACH-000511,-0.21998538218780672
ACH-000512,-0.4417406181380056
ACH-000516,-0.2584643709877631
ACH-000517,-0.20232361351049255
ACH-000518,-0.1758171650527423
ACH-000520,-0.1736727541843853
ACH-000521,-0.4014996894567901
ACH-000522,0.03215590939224176
ACH-000524,-0.105161240800712
ACH-000527,-0.07281204977248366
ACH-000528,-0.17809125484787786
ACH-000537,-0.04333794676200035
ACH-000541,-0.1375130441227313
ACH-000542,-0.02696514065347379
ACH-000544,-0.22136149035484665
ACH-000545,-0.06677448040202706
ACH-000547,-0.10756509033406267
ACH-000548,-0.10369188943444924
ACH-000549,-0.2288256472492922
ACH-000550,-0.12900143065932407
ACH-000552,-0.0824786450838137
ACH-000556,-0.15529478739460942
ACH-000557,-0.2760086434051043
ACH-000569,-0.03136988149728272
ACH-000570,-0.16094960625821933
ACH-000571,-0.21693507046467544
ACH-000573,-0.06566090956626047
ACH-000576,-0.13928287483189628
ACH-000579,-0.3149252364639917
ACH-000580,-0.2279726488177098
ACH-000584,-0.26919778719616083
ACH-000585,0.05118949083563788
ACH-000588,-0.24122610103060885
ACH-000589,-0.25412852551850074
ACH-000591,0.1340595960949583
ACH-000593,-0.2287718711550133
ACH-000600,0.1290285607629273
ACH-000601,0.005564652482906818
ACH-000605,-0.3396207004257346
ACH-000606,-0.03700372277596442
ACH-000608,-0.14690075382584605
ACH-000614,-0.1924823058404457
ACH-000616,-0.08066255945186689
ACH-000618,-0.12632332968690718
ACH-000619,-0.1466367363971546
ACH-000620,0.05929653451842525
ACH-000621,-0.014871970640605085
ACH-000622,-0.1154452058714882
ACH-000623,-0.07602217346729118
ACH-000624,-0.04559879917299008
ACH-000627,-0.041609565737004965
ACH-000630,-0.028206562639595364
ACH-000631,-0.15951145322408097
ACH-000632,-0.21104295780997487
ACH-000633,-0.1226304280788824
ACH-000637,-0.1882145664114465
ACH-000638,-0.09939466769812637
ACH-000646,0.01826308492602577
ACH-000647,-0.1197841306375791
ACH-000648,0.27819703737619106
ACH-000649,-0.09526991046217424
ACH-000651,-0.04533708191636567
ACH-000652,0.015077514761554727
ACH-000653,-0.2665892501081916
ACH-000657,-0.0669275959583183
ACH-000658,0.014252972817615513
ACH-000661,-0.30214316897974003
ACH-000662,0.181641202239034
ACH-000663,-0.297033884689639
ACH-000665,-0.08771613837715267
ACH-000671,-0.08580229004517399
ACH-000672,0.09711571380074624
ACH-000673,-0.05072874160123608
ACH-000676,-0.11084032180880496
ACH-000677,-0.018411292526051087
ACH-000681,-0.01093476905998656
ACH-000683,-0.11686773968979848
ACH-000684,0.2098598061391672
ACH-000688,-0.018123579340260862
ACH-000693,-0.07526652013281084
ACH-000694,-0.06924068083661766
ACH-000695,-0.07557405878982547
ACH-000696,-0.017122172225755086
ACH-000697,-0.2302857753660468
ACH-000699,-0.16024186640974908
ACH-000701,-0.18949570527119575
ACH-000706,-0.2420342434259945
ACH-000711,-0.23362885300525985
ACH-000713,-0.02835865533752898
ACH-000714,-0.057619173255689514
ACH-000718,-0.25676948637920965
ACH-000720,-0.3791381513921513
ACH-000721,0.01622364892352059
ACH-000724,0.12170597313717553
ACH-000725,0.004468148957649089
ACH-000732,-0.046705549278274486
ACH-000734,-0.16342739144987764
ACH-000735,-0.027208299522153208
ACH-000736,-0.10208829126128408
ACH-000738,-0.1457746439757592
ACH-000746,-0.17345854345805348
ACH-000747,0.00788741302391167
ACH-000748,-0.0455766695929113
ACH-000753,0.006837531493566289
ACH-000756,-0.11280091694396548
ACH-000757,0.07128431314069199
ACH-000758,-0.040970711247258325
ACH-000760,-0.10861591912786488
ACH-000762,-0.15340697969771094
ACH-000763,-0.11863424463573165
ACH-000764,0.08222619216640431
ACH-000765,-0.13882974742619206
ACH-000766,0.003152915143801861
ACH-000767,-0.10232800364838764
ACH-000768,-0.25240287749740964
ACH-000769,-0.06724161802186156
ACH-000770,-0.24767618846103284
ACH-000771,0.003367546243026518
ACH-000773,-0.08857536750484969
ACH-000776,-0.2722222485653202
ACH-000777,-0.2006719011253793
ACH-000778,-0.2675582007726522
ACH-000781,-0.0796988088125186
ACH-000782,-0.0944336672348738
ACH-000783,-0.08170762198031357
ACH-000784,-0.19373307085498626
ACH-000785,-0.07956808400017798
ACH-000787,-0.024937330199888023
ACH-000788,0.014589346362396118
ACH-000791,-0.05922437656239366
ACH-000792,0.03950822653497181
ACH-000794,-0.01007613986058468
ACH-000796,-0.19166058704189493
ACH-000798,-0.19360881123198126
ACH-000799,-0.2103156838481988
ACH-000800,-0.14974580348448838
ACH-000802,-0.07762054175095894
ACH-000804,0.035056128067794165
ACH-000805,-0.13221965498059374
ACH-000809,-0.1990283327522398
ACH-000810,-0.13570584997221882
ACH-000811,-0.05417173409006493
ACH-000817,-0.4603151629051225
ACH-000819,-0.21296698287505875
ACH-000820,0.1374124013932871
ACH-000821,-0.3219631822965347
ACH-000822,-0.4165052403053602
ACH-000823,-0.11825994081817555
ACH-000824,-0.2732400582433134
ACH-000827,-0.3575011589554601
ACH-000829,-0.1382495915033959
ACH-000831,0.030288368730281037
ACH-000832,-0.3253878900612451
ACH-000833,-0.24316217225492376
ACH-000834,-0.2720656142114982
ACH-000835,-0.11684710739579457
ACH-000836,0.00748220778216245
ACH-000837,-0.11408226567498
ACH-000838,-0.09087293348407637
ACH-000839,-0.10974045998622964
ACH-000840,-0.1517526118382591
ACH-000841,-0.14668898044902806
ACH-000843,-0.26557468855171323
ACH-000846,-0.2298966034818559
ACH-000847,-0.13634669444062114
ACH-000848,-0.15595698573844693
ACH-000849,-0.26351557221467103
ACH-000851,-0.015784437351332337
ACH-000855,-0.34164918701554475
ACH-000856,-0.1283313910655198
ACH-000858,-0.15254884178347475
ACH-000859,-0.12784082159217125
ACH-000861,-0.11437414345223977
ACH-000862,-0.16528764331762288
ACH-000865,-0.0009433141768295033
ACH-000866,-0.007806769513507423
ACH-000867,-0.07217514869077353
ACH-000869,-0.03702601455843744
ACH-000872,-0.3311129813811051
ACH-000873,-0.05199356753580885
ACH-000876,-0.1651473213995765
ACH-000878,-0.10632886200856204
ACH-000880,-0.10866769648953103
ACH-000881,-0.0756124138055141
ACH-000882,0.0034114642706406487
ACH-000884,0.09057274120513677
ACH-000885,0.10672781844369547
ACH-000887,-0.06985886279041242
ACH-000889,-0.19861420321511292
ACH-000896,-0.035965246926563006
ACH-000898,0.006773778163901921
ACH-000900,-0.11951084254618365
ACH-000901,0.019352653109416352
ACH-000905,-0.19086885192842012
ACH-000906,-0.04239156817382047
ACH-000907,-0.20942126644374734
ACH-000910,0.026849841230101732
ACH-000911,-0.08149371376579112
ACH-000912,0.12702508659741193
ACH-000913,-0.05299154318510102
ACH-000915,0.07254414918476526
ACH-000916,0.18238562025777186
ACH-000917,-0.1977945851492043
ACH-000920,3.8371077172811025e-05
ACH-000921,-0.15493393650112425
ACH-000924,-0.11347272925898708
ACH-000926,-0.20388752025532247
ACH-000928,-0.12351778878177692
ACH-000929,-0.19688337864010455
ACH-000932,-0.023919715963493945
ACH-000935,-0.0078020445365111265
ACH-000936,-0.15478298311069294
ACH-000937,-0.02439733494130741
ACH-000938,-0.3152257134909044
ACH-000939,-0.118498451862132
ACH-000941,-0.1906570240137854
ACH-000943,-0.03852948773924608
ACH-000946,-0.15561571619176648
ACH-000947,-0.1495213987732847
ACH-000948,-0.11975078131608866
ACH-000950,-0.17687178923737792
ACH-000953,-0.08508159122438673
ACH-000954,-0.09634082239913236
ACH-000957,-0.16699482851526806
ACH-000958,-0.2748393190231985
ACH-000960,-0.03876458983897349
ACH-000963,-0.2204186645423811
ACH-000968,0.031847098177488146
ACH-000969,0.041761584318193386
ACH-000972,-0.02303831790657537
ACH-000973,-0.035737585945151085
ACH-000974,-0.1101640803448297
ACH-000978,-0.17071477108515282
ACH-000984,-0.19517450866207328
ACH-000986,0.06385766252777109
ACH-000988,-0.011490284197909723
ACH-000993,-0.12655143143918268
ACH-000994,-0.04613290512843059
ACH-000996,0.03880733652821339
ACH-001001,-0.23454517605322386
ACH-001020,-0.05394659179378552
ACH-001028,-0.1283085630884066
ACH-001031,0.03199902971361966
ACH-001038,-0.15081986619996268
ACH-001048,-0.1417324129683471
ACH-001050,-0.13515815314007398
ACH-001053,-0.21821725936210187
ACH-001054,-0.13965300524143487
ACH-001061,-0.042300349096572695
ACH-001067,-0.026752156589151203
ACH-001075,0.2055433391453029
ACH-001096,-0.021811006295355054
ACH-001111,-0.1219609153544648
ACH-001119,0.2151607450871852
ACH-001128,0.2622892961591848
ACH-001134,-0.09561482069108568
ACH-001151,-0.2896733512056829
ACH-001163,-0.3889657413837823
ACH-001164,0.1310818773580648
ACH-001183,-0.3298736052704869
ACH-001192,-0.29402540497885155
ACH-001193,-0.20163106741243905
ACH-001196,0.10893152025844627
ACH-001197,-0.17876753525571645
ACH-001205,-0.17791364748500615
ACH-001211,-0.02179213607316193
ACH-001212,-0.1260411540678033
ACH-001228,0.038673994291528895
ACH-001232,-0.10863391080214266
ACH-001239,0.03611154406250649
ACH-001270,-0.20824647649692532
ACH-001274,-0.006642038265635411
ACH-001275,-0.1781803387695916
ACH-001277,-0.09575473232900264
ACH-001278,-0.0807074513834618
ACH-001280,0.01795795625283781
ACH-001283,-0.12292269864286458
ACH-001289,-0.005906750627763332
ACH-001300,-0.34031616255239033
ACH-001301,0.032425775452104816
ACH-001302,-0.055678607861729804
ACH-001306,-0.16746466200794913
ACH-001318,-0.08566258909769918
ACH-001322,-0.02122306562059062
ACH-001328,-0.13137024000780784
ACH-001332,-0.4791171804002064
ACH-001336,-0.2835619194945411
ACH-001346,-0.2356521484993693
ACH-001353,-0.12542341501628315
ACH-001354,-0.15800902995450228
ACH-001367,0.08651848964006413
ACH-001368,-0.19627227235061104
ACH-001374,-0.2443788537829052
ACH-001377,-0.05928623160023875
ACH-001380,-0.112604084913234
ACH-001391,-0.3064786163444052
ACH-001408,-0.19066058780456813
ACH-001430,0.37338805649719536
ACH-001431,-0.3749220130543584
ACH-001450,0.10202906869195308
ACH-001496,-0.13526040539709305
ACH-001500,0.05730217798126745
ACH-001523,-0.04427950249128157
ACH-001532,-0.22491046211747973
ACH-001550,-0.12164352094908736
ACH-001552,-0.16500982226034933
ACH-001554,-0.13296380411460065
ACH-001654,-0.08409229241612891
ACH-001735,-0.038568868910188014
ACH-001736,-0.18784555489268345
ACH-001737,-0.310735627213661
ACH-001740,-0.2325404841814369
ACH-001745,-0.13948234577173535
ACH-001765,-0.033039743812884895
