,ANKZF1 (55139)
ACH-000004,-0.08733957982342498
ACH-000005,-0.047957254701255815
ACH-000007,0.0904746800753594
ACH-000009,-0.09420625787146664
ACH-000011,0.00024819526112175247
ACH-000012,-0.04884182818679182
ACH-000013,0.028598782567971742
ACH-000014,-0.23153425958217194
ACH-000015,-0.013761794130857838
ACH-000017,-0.05481576438482148
ACH-000018,-0.12982059740950666
ACH-000019,-0.10494453304969324
ACH-000021,0.03726597590070445
ACH-000022,-0.08985872985635214
ACH-000025,-0.12766074170814587
ACH-000028,-0.14606207817208294
ACH-000030,-0.07258220064173464
ACH-000035,0.005530658310898258
ACH-000036,-0.007726932101491716
ACH-000037,-0.18238942749249715
ACH-000039,-0.015320551097275068
ACH-000040,-0.03434414172608013
ACH-000041,-0.15341729970166368
ACH-000042,-0.1157118820141033
ACH-000045,0.12446215430646415
ACH-000047,0.01396777356951248
ACH-000052,0.03830818798139534
ACH-000053,-0.1308258831122833
ACH-000054,-0.15104857911448247
ACH-000055,-0.09740780214806664
ACH-000060,0.0136562673650565
ACH-000067,-0.048688504445251135
ACH-000070,-0.06416096617968345
ACH-000075,0.02359691544508104
ACH-000078,-0.1937873813367902
ACH-000082,-0.09339522674996982
ACH-000085,-0.07774144157811408
ACH-000086,0.04814095214161753
ACH-000087,-0.20325120248891515
ACH-000092,-0.13435227257823598
ACH-000095,-0.06590562253467631
ACH-000097,-0.003910470559905576
ACH-000098,-0.16935615588306452
ACH-000099,-0.0867281844015409
ACH-000108,-0.12530274763671
ACH-000113,-0.16757144627584364
ACH-000116,-0.06223402675511834
ACH-000118,-0.05036921757644115
ACH-000120,-0.08035137777477941
ACH-000123,0.03630048116661695
ACH-000127,-0.07619128081367411
ACH-000128,-0.08780971247293486
ACH-000132,-0.05257472511085177
ACH-000133,-0.08360643783284237
ACH-000137,-0.17891416278399142
ACH-000138,-0.07008806845017282
ACH-000142,-0.09676936391167587
ACH-000143,0.0271009567328562
ACH-000146,0.010848981827452213
ACH-000148,-0.03290946744844909
ACH-000150,-0.22504496887890454
ACH-000152,-0.0045771002887518295
ACH-000153,-0.20950822459417767
ACH-000159,0.0038308264359882033
ACH-000160,-0.07955077636745432
ACH-000163,-0.09250454840826557
ACH-000167,-0.4159200534996583
ACH-000168,-0.02487498377899536
ACH-000169,-0.07348515508925409
ACH-000178,-0.06261921547935381
ACH-000183,-0.042067742722052576
ACH-000188,-0.009150568045686027
ACH-000189,0.14733931954576782
ACH-000190,-0.13159686598930342
ACH-000198,-0.057965606867624864
ACH-000203,-0.38720908787220587
ACH-000204,-0.1920923165804567
ACH-000206,-0.01826802968118149
ACH-000207,0.05596071443585318
ACH-000208,0.07396039011076498
ACH-000210,0.3134952836374273
ACH-000211,-0.14133450866791528
ACH-000215,-0.059597136773240474
ACH-000221,0.05222376010585484
ACH-000222,-0.21691848096994834
ACH-000223,-0.101243996543797
ACH-000226,-0.0849518142676973
ACH-000227,-0.14900337087931367
ACH-000228,0.0016917841146133884
ACH-000231,-0.043264033111173335
ACH-000232,-0.04279858977067389
ACH-000233,-0.056372862779237434
ACH-000234,-0.19658985452831265
ACH-000235,-0.09641182433946137
ACH-000237,-0.10843821873967464
ACH-000238,-0.02594283326856563
ACH-000242,-0.0010955416228288517
ACH-000243,-0.029214368295707043
ACH-000244,-0.19647354627226785
ACH-000246,0.03526038846066512
ACH-000248,-0.22834603005537105
ACH-000250,-0.10819439304848334
ACH-000251,-0.11427234437962178
ACH-000252,0.16235907875054706
ACH-000253,0.010325789415640359
ACH-000255,-0.19394518480511685
ACH-000256,0.05918167742624419
ACH-000257,0.021705146438576597
ACH-000258,-0.013677025938557508
ACH-000259,-0.06812778116550541
ACH-000260,-0.087060789041991
ACH-000261,-0.06106923270111188
ACH-000262,0.0635728498794039
ACH-000263,-0.26281302749022195
ACH-000264,-0.03453066661628935
ACH-000265,-0.12228261454427393
ACH-000266,-0.04772845832340557
ACH-000272,-0.0919976077362771
ACH-000274,-0.17478927314967355
ACH-000277,-0.12024043404737625
ACH-000278,-0.10279384425361714
ACH-000279,-0.0852313757035368
ACH-000280,0.02299389428594268
ACH-000281,-0.08689858918353162
ACH-000288,-0.0910010670759962
ACH-000291,-0.0628297479087513
ACH-000293,-0.10742513276804284
ACH-000294,0.026125605801077367
ACH-000295,0.03910836517550987
ACH-000296,-0.12882284162497465
ACH-000302,-0.06329221983450474
ACH-000304,-0.19387072015489729
ACH-000307,-0.05383018469263897
ACH-000308,-0.13264943454731382
ACH-000310,-0.22671567738522835
ACH-000311,-0.05942907924204247
ACH-000312,-0.12042139965294425
ACH-000315,0.05703689869967341
ACH-000316,-0.04881224412835454
ACH-000317,-0.0647817465044187
ACH-000318,-0.12021263615783767
ACH-000319,-0.05925617721364335
ACH-000320,0.053302644740464714
ACH-000322,-0.049897297246368655
ACH-000323,-0.0895541826127741
ACH-000324,-0.06335843257813559
ACH-000329,-0.10861146006658057
ACH-000330,-0.2059329762254511
ACH-000331,-0.026303495750330155
ACH-000332,-0.14098993590882722
ACH-000334,-0.0932614057139082
ACH-000335,0.08268440141147318
ACH-000336,-0.2200927541505053
ACH-000337,-0.02957822825525245
ACH-000338,-0.05395010118671121
ACH-000339,-0.06596146595245107
ACH-000341,-0.2447002135733557
ACH-000348,0.00544681890148851
ACH-000350,-0.14681565264402813
ACH-000352,-0.07243514034583434
ACH-000356,-0.03872861318155132
ACH-000361,-0.2303138802943836
ACH-000362,-0.012665042802573285
ACH-000363,-0.060841109843012324
ACH-000364,0.03896462430616561
ACH-000365,-0.017242602331815866
ACH-000366,-0.0712633893830129
ACH-000368,-0.04170469979523328
ACH-000374,-0.07582744384779462
ACH-000375,-0.09847590330428814
ACH-000376,-0.018800039694054548
ACH-000381,0.056090877340032125
ACH-000383,-0.06583314475294498
ACH-000387,-0.19573285009780475
ACH-000389,-0.058318551287403785
ACH-000390,-0.02963729446718808
ACH-000393,0.0075882479055730655
ACH-000395,-0.1486119541148531
ACH-000396,-0.043127457854832
ACH-000397,-0.027372724643562458
ACH-000401,-0.2064488975666478
ACH-000402,0.01723784790057369
ACH-000403,-0.07252876293779907
ACH-000404,-0.2372162921978944
ACH-000406,-0.0546314805764915
ACH-000407,-0.04548394525918131
ACH-000408,-0.010156204448582586
ACH-000410,-0.09655374668764287
ACH-000411,-0.01225667324243112
ACH-000414,-0.006065401813331375
ACH-000415,-0.08058147023775873
ACH-000416,-0.11034840678847116
ACH-000420,0.013998140550658265
ACH-000421,-0.0318139406004687
ACH-000424,-0.06362241914003906
ACH-000425,-0.11029526755891687
ACH-000426,-0.0917441578018586
ACH-000427,-0.17154639435506205
ACH-000433,-0.06717997835631886
ACH-000435,-0.2110464724415562
ACH-000436,-0.026555410400247496
ACH-000444,-0.0854359600581778
ACH-000445,-0.06371571837341791
ACH-000448,-0.14450674135079694
ACH-000450,-0.18364551924196154
ACH-000452,-0.04780912905845392
ACH-000454,-0.014367601921492544
ACH-000458,-0.011956605866577529
ACH-000459,0.2116993152422396
ACH-000460,-0.11556428891590795
ACH-000461,-0.046674186653981035
ACH-000463,-0.009823550379068643
ACH-000464,-0.1557173750926638
ACH-000466,-0.07254401158938413
ACH-000467,-0.04741932403380122
ACH-000468,-0.09687591748676744
ACH-000469,-0.13530322305520825
ACH-000470,0.026453512769291164
ACH-000471,-0.09218151442784407
ACH-000472,-0.1340016943872789
ACH-000473,-0.1025022346811762
ACH-000475,-0.12413279758513585
ACH-000476,0.01863824604344416
ACH-000477,-0.14310534068355032
ACH-000479,-0.037666391221217066
ACH-000480,6.718114600408777e-05
ACH-000481,-0.01961933818606713
ACH-000483,-0.15721864443751754
ACH-000484,-0.07918635790409312
ACH-000485,-0.0629396630544105
ACH-000486,-0.06383366991285958
ACH-000487,-0.13734524988938265
ACH-000488,-0.11260046591150688
ACH-000490,0.03696060408208834
ACH-000491,-0.033389267026007495
ACH-000495,-0.10434544081683647
ACH-000496,-0.0951861148965794
ACH-000499,0.011379313600824763
ACH-000500,-0.4026658696781932
ACH-000502,0.03393680480730267
ACH-000503,0.18044806862618865
ACH-000505,-0.01946004756289699
ACH-000507,0.00263218862648324
ACH-000510,-0.12544209575309856
ACH-000511,-0.07162168059827739
ACH-000512,-0.11933349886744796
ACH-000516,-0.12985072292818844
