,RNF19B (127544)
ACH-000004,-0.17260539510012707
ACH-000005,-0.01804217733591492
ACH-000007,0.1456616740244447
ACH-000009,0.026757087406021198
ACH-000011,0.16344698151629805
ACH-000012,-0.03813003321879827
ACH-000013,-0.07880439936107231
ACH-000014,-0.06390529887400268
ACH-000015,-0.11581469903467892
ACH-000017,-0.1289476795048317
ACH-000018,0.09755447991601501
ACH-000019,0.11030749501542296
ACH-000021,-0.07556857621477424
ACH-000022,-0.035678015759630324
ACH-000025,0.09239984194072387
ACH-000028,-0.009754749347065184
ACH-000030,-0.0063950119289848785
ACH-000035,-0.3615756762771551
ACH-000036,0.14280525656723672
ACH-000037,-0.05504581131862455
ACH-000039,-0.05883095656058673
ACH-000040,-0.10142208909981217
ACH-000041,0.04342823610966103
ACH-000042,0.051738843763947336
ACH-000045,-0.007432568524127176
ACH-000047,0.10836481884416807
ACH-000052,0.12270592362717953
ACH-000053,-0.07768166096170791
ACH-000054,0.00271484449247661
ACH-000055,-0.17128454488072933
ACH-000060,-0.0738223618742601
ACH-000067,-0.2196072901488562
ACH-000070,-0.2347022943107204
ACH-000075,0.05187481763036909
ACH-000078,-0.01651272433973712
ACH-000082,-0.020250973158486896
ACH-000085,-0.12533587500012264
ACH-000086,-0.1252528473087554
ACH-000087,-0.2061066298767187
ACH-000092,-0.09712010844800054
ACH-000095,0.02349357618338189
ACH-000097,-0.13388205574658876
ACH-000098,-0.03781807625746621
ACH-000099,0.011671936972573729
ACH-000108,-0.1524511953727466
ACH-000113,0.03651045858587759
ACH-000116,-0.007585070189565852
ACH-000118,0.0015670018711100887
ACH-000120,-0.06455290176396797
ACH-000123,0.07615379785079189
ACH-000127,-0.05486936719563572
ACH-000128,-0.06300030413144111
ACH-000132,-0.03725610968625128
ACH-000133,-0.0053135683536903
ACH-000137,0.030917863250009957
ACH-000138,-0.08668150725100572
ACH-000142,0.037331662565808055
ACH-000143,-0.05031278755117003
ACH-000146,-0.010625108544895227
ACH-000148,-0.04454530433603617
ACH-000150,-0.2084111102754136
ACH-000152,-0.054100516449016665
ACH-000153,0.11612481780785636
ACH-000159,-0.11248759666343353
ACH-000160,-0.07928532681808081
ACH-000163,-0.037497973671902565
ACH-000167,-0.018814503625054303
ACH-000168,-0.05293306120597644
ACH-000169,-0.16988481498052233
ACH-000178,-0.10093975388634444
ACH-000183,0.02866543657054337
ACH-000188,-0.1978347838589075
ACH-000189,0.004879255639300654
ACH-000190,0.03148294637013164
ACH-000198,0.1019033779881014
ACH-000203,-0.2282781154951912
ACH-000204,0.07705595472631564
ACH-000206,-0.21961575228487096
ACH-000207,-0.15087361222188764
ACH-000208,0.04397857966463388
ACH-000210,0.07946694721011931
ACH-000211,-0.057772343406049725
ACH-000215,0.011868618414760048
ACH-000221,0.005476385951472097
ACH-000222,-0.2759785228143118
ACH-000223,-0.044889786145839716
ACH-000226,-0.0018932243822525911
ACH-000227,0.026109883525275542
ACH-000228,-0.1214254747796765
ACH-000231,-0.08336183341579842
ACH-000232,-0.08081298312619481
ACH-000233,0.012268645926370359
ACH-000234,-0.10318906636978202
ACH-000235,-0.027263263324185043
ACH-000237,-0.05705831159591136
ACH-000238,-0.1108413171490264
ACH-000242,0.4561102027738683
ACH-000243,-0.15149457924383494
ACH-000244,-0.09101104171401576
ACH-000246,0.015208443937567769
ACH-000248,-0.043154669579496194
ACH-000250,0.05987219037963101
ACH-000251,-0.3281965068502618
ACH-000252,-0.07717197737625951
ACH-000253,-0.08939070789997718
ACH-000255,-0.06862515193903823
ACH-000256,-0.0735909312221075
ACH-000257,0.07721939488141302
ACH-000258,-0.012039304471419028
ACH-000259,-0.12230354613779153
ACH-000260,-0.12828457428088935
ACH-000261,0.00731038254644155
ACH-000262,0.05665918128220807
ACH-000263,0.009841204587171113
ACH-000264,-0.07503648352307997
ACH-000265,-0.06981907540319204
ACH-000266,-0.020599612472632686
ACH-000272,-0.042318006243459286
ACH-000274,-0.08632566392542425
ACH-000277,-0.056045690211847306
ACH-000278,-0.0063062491954149185
ACH-000279,-0.023366326637298256
ACH-000280,-0.026787796543301504
ACH-000281,0.08020624229812408
ACH-000288,-0.1428349339311044
ACH-000291,0.025557237493064936
ACH-000293,-0.21675762712682475
ACH-000294,-5.337665348529972e-05
ACH-000295,0.0558946032240253
ACH-000296,-0.00387938325653345
ACH-000302,-0.0927955849092324
ACH-000304,-0.18101663065441154
ACH-000307,-0.005898781784205665
ACH-000308,-0.019179915988003518
ACH-000310,-0.09731436516426006
ACH-000311,-0.041619434081690984
ACH-000312,-0.16399189056498195
ACH-000315,-0.06856226145786559
ACH-000316,-0.09421196435170087
ACH-000317,0.05950983827634265
ACH-000318,-0.1827927095911184
ACH-000319,-0.00431789692373916
ACH-000320,-0.34167526869944104
ACH-000322,-0.140417735224021
ACH-000323,-0.2809368508867139
ACH-000324,-0.010807710142353377
ACH-000329,-0.062066235378494976
ACH-000330,-0.04417703207128376
ACH-000331,-0.14595986329579433
ACH-000332,-0.08496538485119108
ACH-000334,-0.22099009970471747
ACH-000335,-0.3174917145980228
ACH-000336,0.04969300659437433
ACH-000337,0.14164801016761994
ACH-000338,-0.3542545470925032
ACH-000339,0.021897706080868263
ACH-000341,-0.002734570939840736
ACH-000348,0.010136650593155976
ACH-000350,0.044851798350132144
ACH-000352,0.005977043213061315
ACH-000356,-0.12782221934025706
ACH-000361,0.03613884077481201
ACH-000362,-0.01196015986898352
ACH-000363,-0.09847283832186256
ACH-000364,-0.14041627670273746
ACH-000365,-0.10994862977635568
ACH-000366,-0.10167950015996202
ACH-000368,-0.17412524815291486
ACH-000374,-0.210805242934496
ACH-000375,0.04672879102237215
ACH-000376,-0.12220923632386363
ACH-000381,-0.2476952981096407
ACH-000383,-0.0955064492648614
ACH-000387,0.06459287758206585
ACH-000389,-0.12322241168192127
ACH-000390,-0.1163877488519399
ACH-000393,-0.17743911190552966
ACH-000395,-0.010364719917726806
ACH-000396,0.011853245720486582
ACH-000397,0.010097433304439194
ACH-000401,-0.27768693934767963
ACH-000402,-0.2820210220871409
ACH-000403,0.0197103210378525
ACH-000404,-0.056525677581108186
ACH-000406,-0.012635061873112837
ACH-000407,-0.03206380182026892
ACH-000408,-0.05590929438393905
ACH-000410,-0.00943075846077047
ACH-000411,-0.02649128897017304
ACH-000414,-0.0291990041837578
ACH-000415,-0.03529494998696029
ACH-000416,-0.055340354585084836
ACH-000420,-0.22698780737903876
ACH-000421,-0.06912611093313613
ACH-000424,-0.03048002912993169
ACH-000425,0.013396507388249369
ACH-000426,-0.29711312027694314
ACH-000427,0.09150380747174776
ACH-000433,0.16666601689604013
ACH-000435,0.1227240896601312
ACH-000436,-0.023517822617062253
ACH-000444,-0.04501117856730707
ACH-000445,-0.02900364324477625
ACH-000448,0.01916476497936689
ACH-000450,0.25216990145484763
ACH-000452,-0.03132504879317327
ACH-000454,-0.07745922486324415
ACH-000458,-0.09277902953800847
ACH-000459,-0.13385912722949014
ACH-000460,-0.013941077702444193
ACH-000461,-0.19688794609041688
ACH-000463,-0.05972066276238324
ACH-000464,-0.046335689035148335
ACH-000466,-0.07263891956525377
