,SLMO1 (10650)
ACH-000004,0.03746884351139816
ACH-000005,0.3817292598885179
ACH-000007,0.0562047179550178
ACH-000009,0.15793312925188455
ACH-000011,0.18508975506582007
ACH-000012,0.19290803379752164
ACH-000013,0.20949107601685246
ACH-000014,0.09465350934546857
ACH-000015,0.3211929176716896
ACH-000017,0.2774218280015567
ACH-000018,0.18241239732483985
ACH-000019,0.07173793964732167
ACH-000021,0.1516712530048887
ACH-000022,0.07362680027885925
ACH-000025,0.05848945585348141
ACH-000028,0.19546740844603205
ACH-000030,0.07166255301674349
ACH-000035,0.18835283086294585
ACH-000036,0.05845762856676235
ACH-000037,-0.11037825235026244
ACH-000039,0.12153176828431728
ACH-000040,0.09393556091814008
ACH-000041,0.07073076803979686
ACH-000042,0.024721914565928347
ACH-000045,0.12539668540658255
ACH-000047,0.06163838224042021
ACH-000052,0.10949088345469156
ACH-000053,0.0943323105491562
ACH-000054,0.0924205324142842
ACH-000055,-0.05793312434737779
ACH-000060,0.13707733866933386
ACH-000067,0.04570444539753101
ACH-000070,0.20828724498553453
ACH-000075,0.07187931094623154
ACH-000078,0.3014876011243814
ACH-000082,0.16504588217358065
ACH-000085,-0.11455428197044318
ACH-000086,0.019034201564818786
ACH-000087,-0.19372824202948652
ACH-000092,0.13759497644962798
ACH-000095,0.0690601961554956
ACH-000097,0.12099856065211245
ACH-000098,0.19645955555752628
ACH-000099,0.17724859751366528
ACH-000108,0.017462820266653273
ACH-000113,0.12334820198591452
ACH-000116,0.034660318151575636
ACH-000118,0.21896843946967207
ACH-000120,0.003373794999730577
ACH-000123,0.1589550792421933
ACH-000127,0.212621678815208
ACH-000128,0.10828924596494348
ACH-000132,0.2479044578025325
ACH-000133,0.16911279117339478
ACH-000137,0.20131130393178856
ACH-000138,0.0025607684909051288
ACH-000142,0.12540753665839174
ACH-000143,0.1589137797559694
ACH-000146,0.2608694287172785
ACH-000148,0.18531437067431708
ACH-000150,0.15637660676246232
ACH-000152,0.16556612843155633
ACH-000153,0.15685064522430767
ACH-000159,0.032480675263845335
ACH-000160,0.12800761461634905
ACH-000163,0.23096476288072354
ACH-000167,0.2040303511792909
ACH-000168,0.2377592818142517
ACH-000169,0.19543272642210086
ACH-000178,-0.03890894222829636
ACH-000183,-0.0080169904498337
ACH-000188,0.09507426268606137
ACH-000189,0.017729017077066686
ACH-000190,0.0963693850247548
ACH-000198,0.1511830726427318
ACH-000203,-0.28650323452464005
ACH-000204,0.2827154357750368
ACH-000206,0.20223421361700727
ACH-000207,0.02470039075483061
ACH-000208,0.14560612699789025
ACH-000210,0.13763528472832928
ACH-000211,0.26212222649814304
ACH-000215,0.10690052871218354
ACH-000221,-0.17466436513135242
ACH-000222,0.1328409120205384
ACH-000223,0.09819223646631167
ACH-000226,0.11449936443844592
ACH-000227,0.13775295648383254
ACH-000228,0.038521251030133326
ACH-000231,0.18054025652159603
ACH-000232,0.12777921803444758
ACH-000233,0.1302939109807218
ACH-000234,0.2079681232320869
ACH-000235,0.1224186054516276
ACH-000237,0.07841150687880295
ACH-000238,0.2292913388923668
ACH-000242,0.029060726798255637
ACH-000243,0.09616949693382264
ACH-000244,-0.3984805366936016
ACH-000246,0.03694797607235962
ACH-000248,0.20563345723661927
ACH-000250,0.13618598505062154
ACH-000251,0.05206959455540254
ACH-000252,0.17547205002405436
ACH-000253,0.006424239987765646
ACH-000255,0.2181291712192967
ACH-000256,0.2449626092856305
ACH-000257,-0.02891576762821134
ACH-000258,0.1853412921244801
ACH-000259,0.1049777679558814
ACH-000260,0.15299691667597615
ACH-000261,0.27941883230143943
ACH-000262,0.19285014062250225
ACH-000263,0.3128986265997524
ACH-000264,0.20629776702097788
ACH-000265,0.2693154052224359
ACH-000266,0.15956380311373447
ACH-000272,0.27072542685466155
ACH-000274,0.10725699566333352
ACH-000277,0.10563973234402288
ACH-000278,-0.13420064463338452
ACH-000279,0.1418656500691428
ACH-000280,0.12238842424211005
ACH-000281,0.1590447305884285
ACH-000288,0.19071550676108875
ACH-000291,0.28385308170207457
ACH-000293,0.01354703627819257
ACH-000294,0.12405151167810535
ACH-000295,0.08185158997627852
ACH-000296,0.26443505402120576
ACH-000302,0.2329772410841109
ACH-000304,0.04260368352134193
ACH-000307,0.06237605899602897
ACH-000308,0.1439795871044324
ACH-000310,0.14026727845052347
ACH-000311,0.1397334824532883
ACH-000312,0.1313585852450313
ACH-000315,0.1266750110399109
ACH-000316,0.3041547820682141
ACH-000317,0.014067230411901402
ACH-000318,0.13801942122647645
ACH-000319,0.1343407290089178
ACH-000320,0.07548051894635972
ACH-000322,0.14811313191415576
ACH-000323,0.22298165292841413
ACH-000324,0.11039299257309228
ACH-000329,0.10980965439602346
ACH-000330,0.013250777165702169
ACH-000331,0.05161418907332306
ACH-000332,0.09221964277446153
ACH-000334,0.24609901745163434
ACH-000335,0.1349996592712089
ACH-000336,-0.2219778207889539
ACH-000337,0.0857992064569175
ACH-000338,0.4664496049771759
ACH-000339,0.1807789133413987
ACH-000341,0.060985665587205536
ACH-000348,0.15059146130113746
ACH-000350,0.17553269324603768
ACH-000352,0.141435686267941
ACH-000356,0.02455569009622212
ACH-000361,-0.02246610862225163
ACH-000362,0.21218563449745914
ACH-000363,0.20637393610150853
ACH-000364,0.1391172776743342
ACH-000365,0.15007244367040326
ACH-000366,0.0970382599536594
ACH-000368,0.20095063233760568
ACH-000374,0.2628479905015568
ACH-000375,0.04433959859066934
ACH-000376,0.15687403681734138
ACH-000381,0.30304023754403303
ACH-000383,0.181634850303744
ACH-000387,0.2126086131237948
ACH-000389,0.26649895301260723
ACH-000390,0.19505410294548114
ACH-000393,0.2441362095288781
ACH-000395,0.29233587983129644
ACH-000396,-0.3208383465811572
ACH-000397,0.21359099693969288
ACH-000401,0.06451907205880897
ACH-000402,-0.12331723712599214
ACH-000403,-0.016404618516585822
ACH-000404,0.04046470184928529
ACH-000406,0.17507959453547675
ACH-000407,0.1910016378129097
ACH-000408,0.17125237985617045
ACH-000410,0.2723914100013943
ACH-000411,0.09917452073109584
ACH-000414,0.057901911402691214
ACH-000415,0.05952469438059944
ACH-000416,0.12267158398970175
ACH-000420,0.0673056096788264
ACH-000421,0.11766410461175525
ACH-000424,0.25322583491060785
ACH-000425,0.1657870754845125
ACH-000426,-0.04622496627800563
ACH-000427,0.02617752796198449
ACH-000433,0.1530226834139925
ACH-000435,0.029989557590387607
