,FAM160B2 (64760)
ACH-000004,0.0822460508334577
ACH-000005,-0.09239640652019657
ACH-000007,-0.10079906597373918
ACH-000009,-0.022078511976178657
ACH-000011,0.06945274401645153
ACH-000012,-0.01347614757954915
ACH-000013,-0.05212032424157094
ACH-000014,-0.15009602086898227
ACH-000015,-0.0049106326788224495
ACH-000017,-0.0877233628390438
ACH-000018,0.05815439723140989
ACH-000019,-0.11052252980229887
ACH-000021,-0.02736197335149359
ACH-000022,0.005152036795382167
ACH-000025,-0.1848840329990359
ACH-000028,-0.06693942472424863
ACH-000030,0.0027498155357769307
ACH-000035,-0.16952145906141655
ACH-000036,-0.09544194927359788
ACH-000037,-0.299890182932871
ACH-000039,-0.024224234059195705
ACH-000040,-0.03044263217421408
ACH-000041,-0.07618238193878825
ACH-000042,-0.09274893304195796
ACH-000045,-0.26416840285713605
ACH-000047,0.05470964902739087
ACH-000052,-0.07266508867915714
ACH-000053,-0.03576475363973717
ACH-000054,0.05391748249125883
ACH-000055,0.015362892143367604
ACH-000060,-0.2309855373236945
ACH-000067,-0.04739639469885806
ACH-000070,0.07127597790787173
ACH-000075,-0.3578840614217573
ACH-000078,-0.17989477937147125
ACH-000082,-0.04157325119320817
ACH-000085,-0.057174271798796285
ACH-000086,0.15118575016484698
ACH-000087,0.1374884476931596
ACH-000092,-0.18400614253594244
ACH-000095,-0.024947587690173058
ACH-000097,-0.10229390737038473
ACH-000098,0.1374607829987817
ACH-000099,-0.010075066778737292
ACH-000108,-0.0318703107253169
ACH-000113,-0.0019539464945446685
ACH-000116,0.057090245021369224
ACH-000118,0.004051906274360292
ACH-000120,-0.2120365754810731
ACH-000123,-0.021679267675660262
ACH-000127,-0.016927799054643138
ACH-000128,-0.1599314963874542
ACH-000132,-0.02819765642238835
ACH-000133,-0.08330408041780032
ACH-000137,-0.05319751819848794
ACH-000138,-0.05206658541219295
ACH-000142,-0.09189120487522437
ACH-000143,0.19858902158119526
ACH-000146,-0.02608882444514551
ACH-000148,0.060591146038557475
ACH-000150,-0.10566670523339217
ACH-000152,-0.10666137558267473
ACH-000153,-0.2461613683916201
ACH-000159,-0.13588639000229735
ACH-000160,0.0435261211698505
ACH-000163,-0.0154471344925544
ACH-000167,-0.3190144779269255
ACH-000168,-0.19484076843660905
ACH-000169,-0.09811504527858472
ACH-000178,-0.0532242616721004
ACH-000183,-0.060541703416010915
ACH-000188,-0.12910715716702567
ACH-000189,0.006199984509264503
ACH-000190,-0.01675925109412741
ACH-000198,-0.0941672680762624
ACH-000203,-0.2338295462197489
ACH-000204,0.0941598439287076
ACH-000206,0.02428838493309725
