,SPICE1 (152185)
ACH-000406,-0.14879376847619985
ACH-000407,-0.11410067244394775
ACH-000408,-0.2711371032474658
ACH-000410,-0.3985712552880635
ACH-000411,-0.20538048407149864
ACH-000414,-0.12982351411595908
ACH-000415,-0.31531810765496954
ACH-000416,-0.16021988193565118
ACH-000420,-0.352484216663952
ACH-000421,-0.27726226440175583
ACH-000424,-0.5004896493868441
ACH-000425,-0.34225704994823314
ACH-000426,-0.10598844269304857
ACH-000427,-0.3348442237445374
ACH-000433,-0.2984231013753212
ACH-000435,0.10079559946564894
ACH-000436,-0.37414055246843736
ACH-000444,-0.2563325698269566
ACH-000445,-0.03373693585481045
ACH-000448,-0.2728722987530399
ACH-000450,-0.1491233730148877
ACH-000452,-0.371975476361073
ACH-000454,-0.2467472909633347
ACH-000458,-0.10876923656423798
ACH-000459,-0.3249361196373561
ACH-000460,-0.1883259478452036
ACH-000461,-0.5207342473759944
ACH-000463,-0.38766465998521255
ACH-000464,-0.3374571393126005
ACH-000466,-0.30034383527212444
ACH-000467,-0.2848997041478506
ACH-000468,-0.111643872312244
ACH-000469,-0.2814338838634606
ACH-000470,-0.4200207027860461
ACH-000471,-0.34241673559035257
ACH-000472,-0.33397884319229865
ACH-000473,-0.01567369493347967
ACH-000475,-0.3272147941763189
ACH-000476,-0.3390390589437614
ACH-000477,-0.4614563828675919
ACH-000479,-0.1123142645188782
ACH-000480,-0.2288301312272382
ACH-000481,-0.2672436644497011
ACH-000483,-0.4560246945064881
ACH-000484,-0.2878156499315783
ACH-000485,-0.07202653949723799
ACH-000486,-0.2659243241477188
ACH-000487,-0.2632382347888101
ACH-000488,-0.351471559381413
ACH-000490,-0.4275351251497145
ACH-000491,-0.5130158834662667
ACH-000495,-0.4326419463688349
ACH-000496,-0.2478097893603829
ACH-000499,-0.1982801304715744
ACH-000500,0.1210104697472969
ACH-000502,-0.2389919957482396
ACH-000503,-0.44296047977247177
ACH-000505,-0.28037005860884395
ACH-000507,-0.36623049986207146
ACH-000510,-0.12063194520270595
ACH-000511,-0.25876371481419685
ACH-000512,-0.32326027736756296
ACH-000516,-0.16425221073154314
ACH-000517,-0.19863446533071535
ACH-000518,-0.19242924735959474
ACH-000520,-0.4462928960991716
ACH-000521,-0.17541931127313432
ACH-000522,-0.2583529378798027
ACH-000524,-0.21236049057946413
ACH-000527,-0.26441782301268063
ACH-000528,-0.3839712387627763
ACH-000537,-0.125261704465867
ACH-000541,-0.06007527366275501
ACH-000542,-0.21555876602133905
ACH-000544,-0.33754348354275715
ACH-000545,-0.1029712020642992
ACH-000547,-0.19307367538763945
ACH-000548,-0.2897837089254302
ACH-000549,-0.2160565930177684
ACH-000550,-0.1964046710344387
ACH-000552,-0.1963543066681641
ACH-000556,-0.17305539371085082
ACH-000557,-0.04311191084955082
ACH-000569,-0.16251882784467467
ACH-000570,-0.2384111794199359
ACH-000571,-0.20731374225336546
ACH-000573,-0.3083795267804305
ACH-000576,-0.1832630406348456
ACH-000579,-0.4385161571668621
ACH-000580,-0.13782518535709948
ACH-000584,-0.42987824035311617
ACH-000585,-0.2802165433023606
ACH-000588,0.11911223322655727
ACH-000589,-0.35329547543301865
ACH-000591,-0.13919201843653506
ACH-000593,-0.506382337599289
ACH-000600,-0.16370230848477704
ACH-000601,-0.2255825741663799
ACH-000605,-0.3863199835346757
ACH-000606,-0.3147411090328829
ACH-000608,-0.24971579754552398
ACH-000614,-0.1225016690610688
ACH-000616,-0.2540597054734769
ACH-000618,-0.4830068706004563
ACH-000619,-0.20391379577882293
ACH-000620,-0.2126195104247893
ACH-000621,-0.16184337214083913
ACH-000622,-0.3942493695469675
ACH-000623,-0.2491539308951609
ACH-000624,-0.2536120112286024
ACH-000627,-0.2100411339717705
ACH-000630,-0.3725557169516576
ACH-000631,-0.2254441031370021
ACH-000632,-0.27636101282614145
ACH-000633,-0.11579000066856235
ACH-000637,-0.229421965726406
ACH-000638,-0.23727197938220365
ACH-000646,-0.2904776622777694
ACH-000647,-0.2506556409545569
ACH-000648,-0.2690186133805941
ACH-000649,-0.05884614045701168
ACH-000651,-0.08940332845313245
ACH-000652,-0.2467511700924597
ACH-000653,-0.17240578254685324
ACH-000657,-0.5021796831402495
ACH-000658,-0.2756608256961426
ACH-000661,-0.1612154586837801
ACH-000662,-0.4128624106233442
ACH-000663,-0.2254101978349739
ACH-000665,-0.2664195316158726
ACH-000671,-0.3812464408996139
ACH-000672,-0.294364168814015
ACH-000673,-0.19484228140186308
ACH-000676,-0.2726694848605451
ACH-000677,-0.31128243252355275
ACH-000681,-0.2585461604966689
ACH-000683,-0.44866264724954735
ACH-000684,-0.25172795672468057
ACH-000688,-0.2716987408919341
ACH-000693,-0.3637737673349364
ACH-000694,-0.2321915125698024
ACH-000695,0.05489895207292038
ACH-000696,-0.2690614396718905
ACH-000697,-0.2822243542682687
ACH-000699,-0.28841307641516944
ACH-000701,-0.24110193678247865
ACH-000706,-0.3119620887466805
ACH-000711,-0.19713609025456288
ACH-000713,-0.23568731880501725
ACH-000714,-0.19500533341121215
ACH-000718,-0.1695643959257512
ACH-000720,-0.21870220500261348
ACH-000721,-0.14941174046644587
ACH-000724,-0.4197640884782254
ACH-000725,-0.1667154189980362
ACH-000732,-0.6264985333017431
ACH-000734,-0.40857806660042656
ACH-000735,-0.4206764898930134
ACH-000736,-0.2457683390234534
ACH-000738,-0.2856525611007095
ACH-000746,-0.3039380438117991
ACH-000747,-0.27326797352685017
ACH-000748,-0.1740600153177291
ACH-000753,-0.13200032211819704
ACH-000756,-0.15742939464310027
ACH-000757,-0.3578218738675791
ACH-000758,-0.4804273564367284
ACH-000760,-0.1264978741114936
ACH-000762,-0.1458666934749647
ACH-000763,-0.15445170354551904
ACH-000764,-0.3446270631245586
ACH-000765,-0.16283125290160533
ACH-000766,-0.20229374607407427
ACH-000767,-0.2043119008304623
ACH-000768,-0.12233742399750708
ACH-000769,-0.27877943787867443
ACH-000770,-0.2055526028185176
ACH-000771,-0.37601951823890506
ACH-000773,-0.06528700836007137
ACH-000776,-0.5878192936919873
ACH-000777,-0.13418877446319494
ACH-000778,-0.2758373228178009
ACH-000781,-0.15363915564659256
ACH-000782,0.013515568911038887
ACH-000783,-0.13970311409325267
ACH-000784,-0.27798121195705805
ACH-000785,-0.36203635650922217
ACH-000787,-0.2988416424053205
ACH-000788,-0.20729770186003926
ACH-000791,-0.24732417184848998
ACH-000792,-0.4562719018968298
ACH-000794,-0.3715183006662594
ACH-000796,-0.4059722283332386
ACH-000798,-0.4587865975319849
ACH-000799,-0.19745713917340746
ACH-000800,-0.4800742150769507
ACH-000802,-0.3737124613747181
ACH-000804,-0.21662132037262485
ACH-000805,-0.03915405235255285
ACH-000809,-0.3867962121074192
ACH-000810,-0.2393770665888988
ACH-000811,-0.2984767758567183
ACH-000817,-0.2531331313413861
ACH-000819,0.0013824442120885965
ACH-000820,-0.4601675591168894
ACH-000821,0.026001237389242603
ACH-000822,-0.19575279988995306
ACH-000823,-0.39120086656289416
ACH-000824,-0.16355588990880596
ACH-000827,-0.3515573265613555
ACH-000829,-0.31624395054266824
ACH-000831,-0.3378825798138139
ACH-000832,-0.5748213505088813
ACH-000833,-0.32282093023464026
ACH-000834,-0.2525130279796577
ACH-000835,-0.2648780355707574
ACH-000836,-0.16817023187243518
ACH-000837,-0.2577179006250091
ACH-000838,-0.05553755979399884
ACH-000839,-0.5880985156606439
ACH-000840,-0.23036313202626826
ACH-000841,-0.3391058413628488
ACH-000843,-0.19509844486802294
ACH-000846,-0.41026985940716665
ACH-000847,-0.21462476602817024
ACH-000848,-0.30473202328596544
ACH-000849,-0.5649681465335677
ACH-000851,-0.08431855911095944
ACH-000855,-0.5591554224470086
ACH-000856,-0.3216658428420621
ACH-000858,-0.40014543006518427
ACH-000859,-0.32361783036257724
ACH-000861,-0.38181327852601976
ACH-000862,-0.28847814920552783
ACH-000865,-0.18107796084311864
ACH-000866,-0.3251191021338618
ACH-000867,-0.2742664170033247
ACH-000869,-0.48705221386165704
ACH-000872,-0.26016872713061434
ACH-000873,-0.34528449564607305
ACH-000876,-0.19086402046139084
ACH-000878,-0.2121392877798532
ACH-000880,-0.7199644997893359
ACH-000881,-0.07461701770893064
ACH-000882,-0.2640026468927129
ACH-000884,-0.16833721604749582
ACH-000885,-0.32402970765190603
ACH-000887,-0.21172322556849094
ACH-000889,-0.19102242282347104
ACH-000896,-0.26173566281855115
ACH-000898,-0.2625628052177865
ACH-000900,-0.25828061742486985
ACH-000901,-0.26372009655568784
ACH-000905,-0.5214391987779783
ACH-000906,-0.2813224562867191
ACH-000907,-0.18073562954452213
ACH-000910,-0.17682151969605592
ACH-000911,-0.3739992033025334
ACH-000912,-0.22237597976595774
ACH-000913,-0.1999441117682618
ACH-000915,-0.1536388121889533
ACH-000916,-0.6246854142102253
ACH-000917,-0.25251864674485075
ACH-000920,-0.406325047126386
ACH-000921,-0.12459458740976405
ACH-000924,-0.19732689296513625
ACH-000926,-0.39512509238995897
ACH-000928,-0.4073446465841817
ACH-000929,-0.3124294387477381
ACH-000932,-0.3692883137437299
ACH-000935,-0.3187491581392245
ACH-000936,-0.30904213089925026
ACH-000937,-0.17439234375847626
ACH-000938,-0.2961231305771851
ACH-000939,-0.047074442907474416
ACH-000941,-0.3849218759702406
ACH-000943,-0.3923987518218037
ACH-000946,-0.5203068275381688
ACH-000947,-0.3335890722563801
ACH-000948,-0.4484937165485999
ACH-000950,-0.4720025409176997
ACH-000953,-0.39896022454868224
ACH-000954,-0.6878845954046667
ACH-000957,-0.2046029671936353
ACH-000958,-0.40952616305136097
ACH-000960,-0.14636064068340104
ACH-000963,-0.38634270876682
ACH-000968,-0.016636787527861036
ACH-000969,-0.3715283971080285
ACH-000972,-0.30736709842305643
ACH-000973,-0.11500895706392444
ACH-000974,-0.5361398784211122
ACH-000978,0.02265988666788429
ACH-000984,-0.25048830727234034
ACH-000986,-0.3672180827534634
ACH-000988,-0.3090073217988542
ACH-000993,-0.15793642175879766
ACH-000994,-0.08940653343666073
ACH-000996,-0.2310231898464064
ACH-001001,-0.1726923589643446
ACH-001020,-0.09078257592583626
ACH-001028,-0.29102878801977433
ACH-001031,-0.20260911306739213
ACH-001038,-0.3012972771855501
ACH-001048,-0.2990038731270109
ACH-001050,-0.18965625284776008
ACH-001053,-0.6195254973718365
ACH-001054,-0.8086172380354826
ACH-001061,-0.3565095747099589
ACH-001067,-0.277949635220239
ACH-001075,-0.3362969215857544
ACH-001096,-0.2396072461154288
ACH-001111,-0.2409527970497847
ACH-001119,-0.22833070094061395
ACH-001128,0.1101289549057175
ACH-001134,-0.2565359578990654
ACH-001151,-0.3040685773883537
ACH-001163,-0.21225097106640547
ACH-001164,-0.10986698413601677
ACH-001183,-0.37783715793330497
ACH-001192,-0.3313630692551217
ACH-001193,-0.07903431805341979
ACH-001196,-0.14040342688102
ACH-001197,-0.17738157129475698
ACH-001205,-0.20051255089590855
ACH-001211,-0.04771747136634623
ACH-001212,-0.42967579831059466
ACH-001228,-0.29304425047603233
ACH-001232,-0.3223047887539465
ACH-001239,-0.2954285953218506
ACH-001270,-0.33324950459619607
ACH-001274,-0.31144890664086555
ACH-001275,-0.20905973220678312
ACH-001277,-0.3554581322907239
ACH-001278,-0.1546643863947179
ACH-001280,-0.039015146482016975
ACH-001283,-0.2608131166612029
ACH-001289,-0.3993560800650226
ACH-001300,-0.16331258409477242
ACH-001301,-0.6301511025377915
ACH-001302,-0.5469872586823672
ACH-001306,-0.2991584776009857
ACH-001318,-0.2499752566766013
ACH-001322,-0.4312577209216341
ACH-001328,-0.2683284390308814
ACH-001332,-0.25972174800150005
ACH-001336,-0.5891766497781612
ACH-001346,-0.2892917409978387
ACH-001353,-0.11161899936101446
ACH-001354,-0.521782029075577
ACH-001367,-0.2651557535189853
ACH-001368,-0.14707742271182794
ACH-001374,-0.3623734698355565
ACH-001377,-0.33372609906083706
ACH-001380,-0.5291593696739737
ACH-001391,-0.060021492711027226
ACH-001408,-0.3386185811526296
ACH-001430,-0.4499816826136112
ACH-001431,-0.4458222217601359
ACH-001450,-0.28286994064585275
ACH-001496,-0.3359975926768856
ACH-001500,-0.25564781549643417
ACH-001523,-0.4184279335189897
ACH-001532,-0.19903765369413495
ACH-001550,-0.2908957604124906
ACH-001552,-0.22866462469310386
ACH-001554,-0.32469751272562025
ACH-001654,-0.18864858627006867
ACH-001735,-0.1933136654636838
ACH-001736,-0.4759727986321725
ACH-001737,-0.12263519737824415
ACH-001740,-0.645112655686959
ACH-001745,-0.5985189993532675
ACH-001765,-0.28188019113141977
