,MIB1 (57534)
ACH-000004,0.006936536701869385
ACH-000005,0.08461656467914064
ACH-000007,-0.15212083713309826
ACH-000009,-0.05841157366284664
ACH-000011,-0.508586290106133
ACH-000012,-0.07888608812426884
ACH-000013,-0.3651574862037546
ACH-000014,0.13455950030146874
ACH-000015,-0.1291088847967288
ACH-000017,-0.414354239026438
ACH-000018,0.09174519142570617
ACH-000019,-0.2451972222864085
ACH-000021,-0.19671921212201485
ACH-000022,-0.08841276166638047
ACH-000025,0.3007734548068872
ACH-000028,-0.31061576089009274
ACH-000030,-0.10375522785060523
ACH-000035,-0.6972152454065828
ACH-000036,-0.40199825193415456
ACH-000037,-0.2437080221933536
ACH-000039,-0.3106687631059757
ACH-000040,-0.03154676438716896
ACH-000041,-0.06404520400556699
ACH-000042,-0.07694186152331442
ACH-000045,0.10290986772986999
ACH-000047,-0.045582888933527854
ACH-000052,-0.24341983859598126
ACH-000053,-0.04377317588881032
ACH-000054,-0.0063977193647562405
ACH-000055,-0.5536459571998268
ACH-000060,-0.0528046476348804
ACH-000067,-0.19952927657196295
ACH-000070,-0.16807270653056494
ACH-000075,0.11728411011408807
ACH-000078,0.5327067671260574
ACH-000082,0.023231170808618955
ACH-000085,-0.084166674145467
ACH-000086,0.06213589516813805
ACH-000087,-0.05683073322486395
ACH-000092,-0.00993144614309762
ACH-000095,-0.5213306881523679
ACH-000097,-0.30959155532624244
ACH-000098,-0.08474931215617193
ACH-000099,-0.4542649417698002
ACH-000108,-0.011678910360744657
ACH-000113,0.06137564216885975
ACH-000116,-0.12984066271483988
ACH-000118,0.04881186226042475
ACH-000120,0.05694630813800116
ACH-000123,-0.1259599052620869
ACH-000127,-0.13035193224651864
ACH-000128,-0.1297941134362309
ACH-000132,-0.255668248420869
ACH-000133,-0.03300303552161353
ACH-000137,-0.08710136080061365
ACH-000138,-0.05078117836625168
ACH-000142,-0.5616358279539093
ACH-000143,-0.04069903222322836
ACH-000146,-0.058337149966590215
ACH-000148,-0.3782077903251495
ACH-000150,-0.2693787955869686
ACH-000152,-0.3017975684952781
ACH-000153,0.06184527396716592
ACH-000159,-0.33340368676630083
ACH-000160,-0.2450714770794989
ACH-000163,0.16432242807196315
ACH-000167,0.11338115286080215
ACH-000168,-0.06919315919484906
ACH-000169,-0.3792371078646067
ACH-000178,0.06951084235497025
ACH-000183,-0.3068576066743594
ACH-000188,-0.1821690669318754
ACH-000189,-0.7117484545691685
ACH-000190,0.27382419241827033
ACH-000198,0.1538301127536616
ACH-000203,-0.8425904347117583
ACH-000204,-0.19854713091460105
ACH-000206,0.15645980992395894
ACH-000207,-0.3970529348992049
ACH-000208,-0.14179587766701807
ACH-000210,-0.10167523478536827
ACH-000211,-0.037337368493543605
ACH-000215,-0.21046218792695465
ACH-000221,-0.4390618178150488
ACH-000222,-0.01947195544035837
ACH-000223,-0.2490537308450715
ACH-000226,0.046668333503451835
ACH-000227,-0.5445629488882658
ACH-000228,-0.10099591383827272
ACH-000231,-0.034370416261355306
ACH-000232,-0.1622965249625438
ACH-000233,0.06144988071136815
ACH-000234,-0.2978490888567535
ACH-000235,-0.17298566101871835
ACH-000237,0.014570318336422285
ACH-000238,-0.2184277657729873
ACH-000242,-0.09394775544695468
ACH-000243,-0.16267790787534156
ACH-000244,-0.0805310220116034
ACH-000246,-0.4107280036134861
ACH-000248,-0.1959034874237212
ACH-000250,-0.10895991393442853
ACH-000251,0.6024356774535207
ACH-000252,-0.3919243484455908
ACH-000253,0.05528632686682135
ACH-000255,-0.20103583154390267
ACH-000256,-0.15970328340005124
ACH-000257,0.1837270945620441
ACH-000258,0.0681693337553184
ACH-000259,-0.005757390720474441
ACH-000260,-0.5263146894864241
ACH-000261,-0.12324692905928775
ACH-000262,-0.5380554787344661
ACH-000263,0.05156361551978728
ACH-000264,-0.4313480079608673
ACH-000265,-0.04532901711351142
ACH-000266,-0.13086940361592495
ACH-000272,-0.2780441211212708
ACH-000274,-0.02048925128278702
ACH-000277,-1.0258282451487355
