,CHADL (150356)
ACH-000004,0.0318017713352485
ACH-000005,-0.16931481270740206
ACH-000007,-0.10264696570041608
ACH-000009,-0.0978714114918984
ACH-000011,0.02838940458821193
ACH-000012,-0.01083326568458885
ACH-000013,-0.188540716581024
ACH-000014,0.02094117003387137
ACH-000015,-0.04361160763601329
ACH-000017,0.0014913076459316212
ACH-000018,-0.054115747878810495
ACH-000019,-0.2822242411796269
ACH-000021,-0.055708835032571166
ACH-000022,-0.08626767295636179
ACH-000025,-0.1085643686151862
ACH-000028,-0.1426354886091783
ACH-000030,-0.11844600490235242
ACH-000035,-0.3493999287837823
ACH-000036,-0.06933130373376345
ACH-000037,-0.19856525582568366
ACH-000039,-0.09889107811470653
ACH-000040,-0.01042166468077661
ACH-000041,-0.20060772953622968
ACH-000042,-0.13735970664488426
ACH-000045,-0.0614731724275177
ACH-000047,-0.011236340289674282
ACH-000052,-0.14504232594068978
ACH-000053,0.03583836729438522
ACH-000054,0.007118757634227069
ACH-000055,0.08052690128930537
ACH-000060,-0.25133198158407005
ACH-000067,-0.01767452013183925
ACH-000070,-0.007831527185248984
ACH-000075,-0.062193366185127635
ACH-000078,0.02993443304025624
ACH-000082,-0.018982613556749225
ACH-000085,-0.29407818445036543
ACH-000086,0.14275544537462756
ACH-000087,0.1930325306088954
ACH-000092,-0.07622522477404066
ACH-000095,0.07102826166728968
ACH-000097,-0.0923447627008854
ACH-000098,-0.03796692649142434
ACH-000099,-0.06478024646783401
ACH-000108,-0.06511640493452367
ACH-000113,0.008552116465195584
ACH-000116,-0.0568474778891037
ACH-000118,-0.06885668198980763
ACH-000120,-0.012973101410118966
ACH-000123,-0.015885131963046344
ACH-000127,0.10753362923656028
ACH-000128,0.05694705220375039
ACH-000132,0.039592873888498484
ACH-000133,-0.1323250776051947
ACH-000137,0.12383993126543455
ACH-000138,0.11082876136697344
ACH-000142,-0.06838634794596175
ACH-000143,0.03903580081037993
ACH-000146,0.026306173611249997
ACH-000148,0.040696381390707484
ACH-000150,0.1493999874414001
ACH-000152,0.04635376977042606
ACH-000153,0.2266690721373929
ACH-000159,0.12516750580009586
ACH-000160,-0.056732665160756875
ACH-000163,-0.19711997936591247
ACH-000167,-0.11665951830025614
ACH-000168,-0.1155238837173862
ACH-000169,-0.08422973100030301
ACH-000178,-0.017471317620753834
ACH-000183,-0.2641490167316602
ACH-000188,0.058930205513091874
ACH-000189,-0.1047395406029013
ACH-000190,-0.1063011316493608
ACH-000198,-0.020765082269565333
ACH-000203,0.03379144086607029
ACH-000204,0.02412859931558014
ACH-000206,-0.0013230068172832056
ACH-000207,0.11977918260899165
ACH-000208,-0.2444201525787764
ACH-000210,0.001954671803131492
ACH-000211,-0.045518064177449975
ACH-000215,0.008098209041719701
ACH-000221,-0.18661579184947025
ACH-000222,-0.18238683944746845
ACH-000223,-0.16862358272660796
ACH-000226,0.08010652508410522
ACH-000227,-0.14935455069746542
ACH-000228,-0.1158360384621712
ACH-000231,-0.13141477320724054
ACH-000232,0.020481641064622788
ACH-000233,-0.028228010595496768
ACH-000234,0.09653539517064386
ACH-000235,0.0070724598864068625
ACH-000237,-0.008720380289745004
ACH-000238,-0.029420931897270783
ACH-000242,0.24410116612300736
ACH-000243,-0.15401143855508606
ACH-000244,0.0688628839133114
ACH-000246,0.1531586615340644
ACH-000248,-0.1251978485312002
ACH-000250,-0.026086689591817227
ACH-000251,-0.0019536789519127235
ACH-000252,-0.008605367273667187
ACH-000253,-0.05842822885622125
ACH-000255,-0.03721631136732896
ACH-000256,-0.2109578601128155
