,YWHAH (7533)
ACH-000183,-0.26297921981
ACH-000188,0.0508609755514
ACH-000189,-0.197927516516
ACH-000190,-0.0586330738531
ACH-000198,0.0194132872941
ACH-000204,-0.18898498339699998
ACH-000206,-0.23614257719999998
ACH-000207,-0.17927678620700002
ACH-000211,-0.103107316248
ACH-000215,-0.160709988976
ACH-000221,-0.0797313174687
ACH-000222,-0.232273522918
ACH-000223,-0.122337065371
ACH-000226,-0.405818087237
ACH-000227,-0.15581961109200002
ACH-000228,-0.0129216689785
ACH-000231,-0.174059170579
ACH-000232,-0.217849736895
ACH-000233,-0.054953020175800005
ACH-000234,-0.0696622517827
ACH-000235,-0.06544829864190001
ACH-000237,-0.15638180646299998
ACH-000238,-0.057816904490700004
ACH-000243,-0.22950009101500002
ACH-000244,0.0056037093573999995
ACH-000246,-0.224554482034
ACH-000248,-0.101146641575
ACH-000250,-0.0603871951239
ACH-000251,0.0536855824467
ACH-000253,-0.0584404305132
ACH-000255,-0.180179412031
ACH-000256,0.128968721603
ACH-000257,0.0130962419474
ACH-000258,-0.382782885286
ACH-000259,0.016565449321700003
ACH-000260,-0.06229792124149999
ACH-000261,-0.029184976431
ACH-000262,-0.0958180550258
ACH-000263,-0.118526764358
ACH-000264,-0.156556370386
ACH-000265,-0.17070818507
ACH-000266,-0.005916369412270001
ACH-000272,-0.270681834403
ACH-000273,-0.170315544404
ACH-000274,-0.102649646382
ACH-000277,-0.225190629771
ACH-000278,-0.170003271265
ACH-000279,-0.171976423611
ACH-000280,-0.0767901358083
ACH-000281,0.00667522950543
ACH-000288,-0.18053259711300002
ACH-000291,-0.24740711908000004
ACH-000293,-0.28925939781300003
ACH-000294,-0.12539014211
ACH-000295,-0.18150740084699998
ACH-000296,-0.120041247171
ACH-000302,-0.21934933240200002
ACH-000304,-0.44818142010799994
ACH-000307,-0.036660598068
ACH-000308,-0.119055326764
ACH-000310,0.0344669475682
ACH-000311,-0.107644042427
ACH-000312,-0.044112570924699994
ACH-000315,-0.328207951767
ACH-000316,0.160592692425
ACH-000317,0.116200387006
ACH-000318,0.0295143432417
ACH-000319,-0.12254985832800001
ACH-000320,-0.154410866305
ACH-000322,-0.169755623433
ACH-000323,-0.30223780105799997
ACH-000324,-0.239857810403
ACH-000329,0.167905930792
ACH-000330,-0.0352024704233
ACH-000331,-0.0662143669613
ACH-000332,-0.14681839735899999
ACH-000334,-0.287819463756
ACH-000335,-0.122187364908
ACH-000336,-0.0300179820516
ACH-000337,-0.383575457297
ACH-000339,-0.0409115854357
ACH-000341,0.0653534430193
ACH-000348,-0.044947762827699994
ACH-000350,0.0149093942809
ACH-000352,-0.048626721550900004
ACH-000356,-0.10591379612299999
ACH-000361,-0.44944078602
ACH-000362,-0.041893046957900006
ACH-000363,-0.0163742033738
ACH-000364,-0.025298477644799998
ACH-000365,-0.182373096886
ACH-000366,-0.20474592325999996
ACH-000368,-0.16387306477
ACH-000374,-0.033160608526
ACH-000375,-0.149150955628
ACH-000376,-0.0653301989736
ACH-000381,-0.0452289914616
ACH-000383,-0.14086868654100002
ACH-000387,0.07906017071489999
ACH-000389,-0.155655982772
ACH-000390,-0.188093091455
ACH-000393,-0.325399983286
ACH-000395,-0.210812094638
ACH-000397,-0.20370930814899998
ACH-000401,-0.0613400620622
ACH-000402,-0.363390723388
ACH-000403,-0.046577341293699996
ACH-000404,-0.215891981851
ACH-000406,-0.118782315821
ACH-000407,-0.0532335799445
ACH-000408,-0.146850430613
ACH-000410,-0.0814893345268
ACH-000411,-0.019989774078
ACH-000414,-0.11857968398499999
ACH-000415,-0.0523890555461
ACH-000416,-0.148283604154
ACH-000420,-0.0440684449949
ACH-000421,-0.0596179460559
ACH-000424,-0.204835104047
ACH-000425,-0.279032328141
ACH-000426,-0.14799245099400002
ACH-000427,-0.28159892243900003
ACH-000433,-0.221654573057
ACH-000436,-0.0921981764293
ACH-000444,-0.0662407343837
ACH-000445,0.136848295169
ACH-000448,-0.12355763906400001
ACH-000450,-0.0731166143054
ACH-000452,-0.112496806743
ACH-000454,-0.11192490424000001
ACH-000458,-0.236979073535
ACH-000459,-0.113296770423
ACH-000460,0.0968974341219
ACH-000461,-0.360398182434
ACH-000463,-0.0863246217904
ACH-000464,-0.030749737252000003
ACH-000466,-0.035358293527800004
ACH-000467,-0.0654574011416
ACH-000468,-0.13776333895600001
ACH-000469,-0.247522740065
ACH-000470,-0.238510566214
ACH-000471,-0.233586611802
ACH-000472,-0.159289250947
ACH-000473,-0.136328521604
ACH-000475,-0.208608793069
ACH-000476,-0.02560441777
ACH-000477,-0.284154559554
ACH-000480,-0.041245777560900004
ACH-000481,-0.0492372544472
ACH-000483,-0.188577217351
ACH-000484,-0.45064589587399995
ACH-000485,-0.0765561381258
ACH-000486,-0.34678741675999997
ACH-000487,-0.0032519607529899997
ACH-000488,-0.011305997525899999
ACH-000490,-0.211851112293
ACH-000491,-0.21150338065299998
ACH-000495,0.224969697633
ACH-000496,-0.052135736050699995
ACH-000499,-0.0725805749312
ACH-000500,0.279945378365
ACH-000502,-0.0928711230867
ACH-000503,-0.238213028344
ACH-000505,-0.170224314898
ACH-000507,-0.157208849017
ACH-000510,-0.27389998072599997
ACH-000511,-0.305082682993
ACH-000512,-0.239831323109
ACH-000516,-0.328152409188
ACH-000517,-0.24361357183600002
ACH-000518,-0.151507311523
ACH-000520,-0.0077165221825899995
ACH-000521,0.25118585614
ACH-000522,-0.0282107681793
ACH-000524,-0.214024260618
ACH-000527,-0.205916711633
ACH-000528,-0.132094275971
ACH-000537,-0.0523671653725
ACH-000541,-0.361674973309
ACH-000542,-0.129696319094
ACH-000544,-0.15313663093399998
ACH-000545,-0.0126376546792
ACH-000547,-0.018934421535400002
ACH-000548,-0.200120448684
ACH-000549,0.0367523585408
ACH-000550,-0.0753897177252
ACH-000552,-0.12204290859400001
ACH-000556,-0.107171246577
ACH-000557,-0.142138682922
ACH-000570,-0.209416083315
ACH-000571,-0.206311749617
ACH-000573,-0.0451779441496
ACH-000576,-0.143419505569
ACH-000580,-0.199794230778
ACH-000584,-0.138252060579
ACH-000585,0.221070922617
ACH-000588,-0.305654965989
ACH-000589,-0.182310599676
ACH-000591,-0.06828032451299999
ACH-000593,-0.174293579902
ACH-000600,0.155808513947
ACH-000601,-0.0976406644946
ACH-000604,-0.502503447346
ACH-000605,-0.27027475175
ACH-000606,-0.122965949501
ACH-000608,-0.0619649315613
ACH-000614,-0.543729889884
ACH-000616,-0.0875117530961
ACH-000618,-0.275799702666
ACH-000619,-0.252874282087
ACH-000620,0.0832562050781
ACH-000621,-0.25347684963000006
ACH-000622,-0.15602769146
ACH-000623,-0.052834600982999996
ACH-000624,-0.15872960807800002
ACH-000627,-0.155754508042
ACH-000630,-0.212704218499
ACH-000632,-0.254588190082
ACH-000633,-0.153114420777
ACH-000637,-0.373881146009
ACH-000638,-0.05181766171569999
ACH-000646,-0.214270537043
ACH-000647,-0.170933172619
ACH-000648,0.033641404872
ACH-000649,-0.10407483884
ACH-000651,-0.134310473505
ACH-000652,-0.15206800562
ACH-000653,-0.211806986854
ACH-000657,-0.133293642588
ACH-000658,0.0335531475645
ACH-000661,0.24946151437199998
ACH-000662,0.144640117471
ACH-000663,-0.13081968138900002
ACH-000665,-0.24694695950800002
ACH-000671,-0.369819905324
ACH-000673,-0.247209511595
ACH-000676,-0.169170778453
ACH-000677,0.0429213806465
ACH-000681,-0.039563499567999996
ACH-000682,-0.0626612766496
ACH-000683,-0.056318717125
ACH-000684,-0.321192661682
ACH-000688,-0.152348791302
ACH-000693,-0.217873348845
ACH-000694,-0.106093414585
ACH-000695,-0.28957534850600003
ACH-000696,-0.128443971648
ACH-000697,-0.128903774515
ACH-000699,-0.028175314998599998
ACH-000701,-0.137709727126
ACH-000706,-0.248471645387
ACH-000711,-0.131916892548
ACH-000713,0.10392149874199999
ACH-000714,-0.32672517282200003
ACH-000718,-0.16764404578
ACH-000720,-0.17780828505899998
ACH-000721,-0.11519364900000001
ACH-000724,-0.0035483329130400003
ACH-000725,-0.150256119
ACH-000732,-0.161340502867
ACH-000734,-0.328274274588
ACH-000735,-0.24972790393000002
ACH-000736,0.034476542148699996
ACH-000738,-0.175452187093
ACH-000746,0.13462050098300002
ACH-000747,-0.136371378202
ACH-000748,-0.170626652808
ACH-000753,-0.106151037449
ACH-000756,-0.061155335730599995
ACH-000757,-0.09064666004380001
ACH-000758,0.0423106207641
ACH-000760,0.070048480691
ACH-000763,-0.273398008353
ACH-000764,0.32531198258099997
ACH-000765,-0.09351930334139999
ACH-000766,-0.0223385503375
ACH-000767,-0.231152022817
ACH-000768,-0.0855902919407
ACH-000769,-0.16184987456
ACH-000770,-0.0900160986972
ACH-000771,-0.04808817695690001
ACH-000773,-0.283775061085
ACH-000776,-0.12302240679300001
ACH-000777,-0.0817999846195
ACH-000778,0.0046625555695100004
ACH-000781,-0.0630899477175
ACH-000782,-0.014686588663600002
ACH-000783,-0.0642242346586
ACH-000784,-0.248568910942
ACH-000785,0.073696867371
ACH-000787,-0.0256027482668
ACH-000788,-0.194444537204
ACH-000791,-0.226212495642
ACH-000792,-0.134720111555
ACH-000794,-0.194535397426
ACH-000796,0.037919751895699995
ACH-000799,-0.16143628991200001
ACH-000800,-0.012219309671499999
ACH-000802,-0.06801189892909999
ACH-000804,0.136726979282
ACH-000805,0.09774098545939999
ACH-000809,-0.238450892194
ACH-000810,-0.357744378182
ACH-000811,-0.116720585557
ACH-000817,-0.274623482393
ACH-000819,-0.228197742853
ACH-000820,-0.20517512597600002
ACH-000821,-0.265401366851
ACH-000822,-0.24859305369800003
ACH-000823,-0.15062041483400002
ACH-000824,-0.201098775121
ACH-000827,-0.023348114916599997
ACH-000829,-0.0719503868297
ACH-000831,-0.158886898609
ACH-000832,-0.271238743695
ACH-000833,-0.013621159723700002
ACH-000834,-0.346955547825
ACH-000835,-0.23399443209399998
ACH-000836,-0.147086549431
ACH-000837,-0.252903341359
ACH-000838,-0.11860714669500001
ACH-000839,-0.245733729571
ACH-000840,-0.09553828002039999
ACH-000841,-0.338712887307
ACH-000843,-0.31342682872
ACH-000846,-0.030889804627400003
ACH-000847,0.060876447522800005
ACH-000848,-0.126641211012
ACH-000849,-0.180032605574
ACH-000851,-0.277523479607
ACH-000855,-0.219404872037
ACH-000856,-0.13346967306
ACH-000858,-0.0013300153991700002
ACH-000859,-0.07078425902760001
ACH-000861,-0.100875832521
ACH-000862,-0.118013680656
ACH-000865,-0.08410434902000001
ACH-000866,-0.07129323955149999
ACH-000867,-0.240974202637
ACH-000869,-0.034851889349
ACH-000872,-0.350677416924
ACH-000873,-0.0687240950122
ACH-000876,-0.28488508098000004
ACH-000878,-0.250625853375
ACH-000880,0.127764097867
ACH-000881,-0.048869336469800004
ACH-000882,-0.0399493848036
ACH-000884,-0.20914259712000002
ACH-000885,-0.184553191505
ACH-000887,-0.172367156495
ACH-000888,0.11837770502699999
ACH-000889,-0.146914901008
ACH-000890,-0.506317061977
ACH-000896,-0.0795104599632
ACH-000898,-0.165524260149
ACH-000900,-0.20582949714899998
ACH-000901,-0.102682600132
ACH-000905,-0.0301520739923
ACH-000906,-0.183000803697
ACH-000907,0.0103486821398
ACH-000910,-0.107803026121
ACH-000911,-0.15199414259000002
ACH-000912,0.057272792383500006
ACH-000913,-0.232847098306
ACH-000915,-0.17990571999899999
ACH-000916,-0.0664010555823
ACH-000917,-0.11519298035
ACH-000921,-0.0883178656573
ACH-000924,-0.228928496731
ACH-000926,-0.25867183814100003
ACH-000928,-0.07105122694339999
ACH-000929,0.261428077421
ACH-000932,-0.1760039348
ACH-000935,-0.0860451669224
ACH-000936,-0.20069171423
ACH-000937,-0.0409770546842
ACH-000938,-0.05697755399419999
ACH-000939,-0.05497117156569999
ACH-000941,0.07718022708330001
ACH-000943,-0.048321018097099995
ACH-000946,-0.18992327993500002
ACH-000947,-0.10963805491699999
ACH-000948,-0.058372750312199996
ACH-000950,-0.18575938558200003
ACH-000953,-0.0541849247129
ACH-000957,-0.019301791194400002
ACH-000958,-0.0483099836217
ACH-000960,-0.24382413288000002
ACH-000963,-0.375548322439
ACH-000968,-0.12185760979499999
ACH-000969,-0.16855924397
ACH-000973,-0.10191628707900001
ACH-000974,-0.0797670360857
ACH-000975,-0.227007839978
ACH-000976,-0.198397404168
ACH-000978,-0.437205769591
ACH-000980,-0.12201746548699999
ACH-000984,-0.221519827748
ACH-000986,-0.142950594454
ACH-000988,-0.109474254463
ACH-000993,-0.043490809489400005
ACH-000994,0.249714867554
ACH-000996,0.163239425093
ACH-001001,-0.0407430656648
ACH-001020,-0.051958907662399995
ACH-001028,-0.0524234944615
ACH-001031,-0.289346576714
ACH-001038,-0.164915523757
ACH-001048,-0.266741524245
ACH-001050,-0.19797740538199998
ACH-001053,-0.0533186961715
ACH-001054,0.0242754805101
ACH-001061,-0.09604142310180001
ACH-001067,-0.107365408869
ACH-001075,0.0227728225519
ACH-001096,0.00716984849925
ACH-001128,-0.135206089755
ACH-001134,-0.39444106042599997
ACH-001151,-0.036076886289
ACH-001163,-0.34694474404799996
ACH-001164,-0.33057182690299997
ACH-001173,-0.020935860169200002
ACH-001183,-0.168495956992
ACH-001184,-0.0105174575202
ACH-001190,-0.294426532466
ACH-001192,-0.157934474233
ACH-001193,-0.159593335248
ACH-001196,-0.09052847908469999
ACH-001197,-0.097133239059
ACH-001205,-0.28089299257399997
ACH-001211,-0.164429860944
ACH-001212,-0.059024214372800005
ACH-001228,-0.157135568848
ACH-001232,-0.00018628431208099995
ACH-001239,-0.129271792232
ACH-001274,0.08303755078819999
ACH-001275,0.150910330144
ACH-001277,-0.35868354389
ACH-001278,-0.0916285494489
ACH-001280,-0.17405575639
ACH-001283,-0.047026445239300003
ACH-001289,-0.0262846287624
ACH-001295,-0.157975978619
ACH-001300,-0.124896561319
ACH-001301,-0.15108033079000002
ACH-001302,-0.246807123555
ACH-001303,-0.0322810997616
ACH-001306,-0.149601137213
ACH-001318,-0.154339946439
ACH-001322,-0.17754181052
ACH-001328,-0.0969539258109
ACH-001332,-0.0739639636241
ACH-001333,-0.281852115475
ACH-001336,-0.20615776169
ACH-001340,-0.158324419287
ACH-001346,-0.21167484733800002
ACH-001353,-0.130878889242
ACH-001354,-0.12076814897600001
ACH-001367,0.163904216795
ACH-001368,-0.155340991308
ACH-001374,-0.145065965879
ACH-001375,-0.0846474789009
ACH-001377,-0.04336740557709999
ACH-001380,-0.0410442458683
ACH-001391,-0.442526288196
ACH-001407,-0.341336604032
ACH-001408,-0.292217199626
ACH-001413,-0.062457006485500004
ACH-001430,-0.299195157579
ACH-001431,-0.39816688722300003
ACH-001450,-0.19530303266399998
ACH-001496,-0.139313397457
ACH-001500,-0.14623850490499998
ACH-001521,-0.33952669118
ACH-001523,0.047643376997499993
ACH-001532,-0.142519765246
ACH-001536,-0.0307376975265
ACH-001550,-0.0742638041068
ACH-001552,0.0495827136277
ACH-001554,-0.107895360775
ACH-001645,0.0577356765272
ACH-001654,-0.18773940017700003
ACH-001715,-0.0911416950079
ACH-001735,-0.16041936345000002
ACH-001736,-0.169573169418
ACH-001737,0.15993919177000002
ACH-001740,-0.220737976748
ACH-001745,-0.19321832574099998
ACH-001750,-0.288895375906
ACH-001765,-0.223662647612
ACH-001956,-0.18302195494800003
ACH-001957,-0.155767574479
