,FSHB (2488)
ACH-000004,0.53662691602
ACH-000007,0.274357471823
ACH-000009,0.202981983427
ACH-000011,0.213777922945
ACH-000012,0.191972540275
ACH-000013,0.198821758348
ACH-000014,0.170748890244
ACH-000015,0.29492180092099995
ACH-000017,0.278334073058
ACH-000018,0.2609204887
ACH-000019,0.208748615036
ACH-000021,0.16379162205999998
ACH-000022,0.34408368382700005
ACH-000025,0.186059176808
ACH-000028,0.07671496186099999
ACH-000030,0.127383574374
ACH-000035,0.16713909715999997
ACH-000036,0.33608272704000003
ACH-000037,0.14581055752699998
ACH-000039,0.211808480686
ACH-000040,0.268869287674
ACH-000041,0.34235104679399997
ACH-000042,0.18762493309
ACH-000045,0.275905943694
ACH-000047,0.301178682774
ACH-000052,0.0851960691528
ACH-000053,0.210840724027
ACH-000054,0.254283511477
ACH-000055,0.279201089542
ACH-000060,0.367278324344
ACH-000067,0.42372032910199997
ACH-000070,0.554909930595
ACH-000075,0.208060030028
ACH-000078,0.416254980984
ACH-000082,0.298982224563
ACH-000085,0.0140222236821
ACH-000086,0.309002827882
ACH-000087,0.08503774412589998
ACH-000092,0.325858746398
ACH-000095,0.28924901938700004
ACH-000097,0.291427020491
ACH-000098,0.234211630863
ACH-000099,0.225379397417
ACH-000108,0.37526397497599995
ACH-000113,0.227704471856
ACH-000115,0.199935321334
ACH-000116,0.229564662793
ACH-000118,0.217294254793
ACH-000120,0.242519071782
ACH-000123,0.332337943157
ACH-000127,0.15698644073100002
ACH-000128,0.184047221864
ACH-000132,0.215017474599
ACH-000133,0.18344285162700003
ACH-000137,0.216788589802
ACH-000138,0.206512359522
ACH-000142,0.234607330167
ACH-000143,0.161661182744
ACH-000146,0.27423052789200003
ACH-000148,0.135082550599
ACH-000150,0.38971738176799997
ACH-000152,0.20051542781599999
ACH-000153,0.05163566316769999
ACH-000159,0.26951626937199996
ACH-000160,0.18626027001200002
ACH-000163,0.287118390241
ACH-000167,0.296777454466
ACH-000168,0.0517577381191
ACH-000169,0.20173773616500001
ACH-000178,0.422962127491
ACH-000182,0.209330286961
ACH-000183,0.23111081206700002
ACH-000188,0.275823904622
ACH-000189,0.736866577246
ACH-000190,-0.14121536229599999
ACH-000198,0.259759442653
ACH-000204,0.395975579806
ACH-000206,0.202182792423
