,ATP6V1C1 (528)
ACH-001645,-0.69571983678
ACH-001654,-0.584738211332
ACH-001715,-0.7924643181409999
ACH-001735,-0.7440510608750001
ACH-001736,-0.614088317473
ACH-001737,-1.38227326135
ACH-001740,-0.7991308602889999
ACH-001745,-0.7932638335529999
ACH-001750,-0.7052240895440001
ACH-001765,-0.7895734279950001
ACH-001956,-0.718599370917
ACH-001957,-0.647800230406
