,ATP6V1C1 (528)
ACH-000004,-0.6491967400240001
ACH-000007,-0.308740215991
ACH-000009,-0.7389723076639999
ACH-000011,-0.808650553673
ACH-000012,-0.867246616592
ACH-000013,-0.539271002941
ACH-000014,-0.756796575591
ACH-000015,-0.73491765308
ACH-000017,-0.253926031389
ACH-000018,-0.6885887289929999
ACH-000019,-0.7795929015449999
ACH-000021,-0.9091345848960001
ACH-000022,-0.555361039829
ACH-000025,-0.718340101199
ACH-000028,-0.64653234238
ACH-000030,-0.7276091432330001
ACH-000035,-0.553002337902
ACH-000036,-1.0543712175
ACH-000037,-0.42593295639300005
ACH-000039,-1.0041057761799999
ACH-000040,-0.754746563793
ACH-000041,-0.483060006167
ACH-000042,-0.693826456708
ACH-000045,-0.618716205159
ACH-000047,-0.755356785944
ACH-000052,-0.903300588267
ACH-000053,-0.9041026718200001
ACH-000054,-1.01420533611
ACH-000055,-0.908696557916
ACH-000060,-0.683068345044
ACH-000067,-0.856358818645
ACH-000070,-0.579179749314
ACH-000075,-0.9375173841459999
ACH-000078,-0.88469279909
ACH-000082,-0.643299148924
ACH-000085,-0.72200574787
ACH-000086,-0.808323264533
ACH-000087,-0.9236385664210001
ACH-000092,-1.24918505639
ACH-000095,-0.962792058768
ACH-000097,-0.639698941508
ACH-000098,-0.876767528656
ACH-000099,-0.878079309232
ACH-000108,-0.827165948204
ACH-000113,-0.6825366382670001
ACH-000115,-0.312977923636
ACH-000116,-0.9456956309960001
ACH-000118,-0.812016216259
ACH-000120,-0.6868702870990001
ACH-000123,-0.858209784378
ACH-000127,-0.8762927444320001
ACH-000128,-0.9129079582009999
ACH-000132,-0.755474601582
ACH-000133,-1.1793634576899998
ACH-000137,-0.55579860764
ACH-000138,-0.81307051021
ACH-000142,-0.8353816368510001
ACH-000143,-0.918297534843
ACH-000146,-0.38318276267800006
ACH-000148,-0.624424065413
ACH-000150,-1.0570913110200002
ACH-000152,-0.826864534051
ACH-000153,-0.58830277014
ACH-000159,-1.1469838719299998
ACH-000160,-0.652987322264
ACH-000163,-0.536109388552
ACH-000167,-0.69965830087
ACH-000168,-0.693192411607
ACH-000169,-0.970110171153
ACH-000178,-0.8459394146870001
ACH-000182,-0.6777237731219999
ACH-000183,-0.570146490129
ACH-000188,-0.827517060171
ACH-000189,-0.864148691069
ACH-000190,-0.800988637486
ACH-000198,-0.711911718127
ACH-000204,-0.6051090402679999
ACH-000206,-0.845519397727
ACH-000207,-0.728324934465
ACH-000211,-0.866636851925
ACH-000215,-0.902064143433
ACH-000221,-0.497746309037
ACH-000222,-0.732971266921
ACH-000223,-0.7171359728210001
ACH-000226,-0.7975238988240001
ACH-000227,-1.02672661584
ACH-000228,-0.6983134207699999
ACH-000231,-0.933947415686
ACH-000232,-0.698513091299
ACH-000233,-0.814474542387
ACH-000234,-0.74355356964
ACH-000235,-0.918064033547
ACH-000237,-0.829791664652
ACH-000238,-0.6851948406489999
ACH-000243,-0.8273798397769999
ACH-000244,-0.678653757087
ACH-000246,-0.9294284744879999
ACH-000248,-0.290423837323
ACH-000250,-1.02273204268
ACH-000251,-1.06822725831
ACH-000253,-0.62331826923
ACH-000255,-0.673197381623
ACH-000256,-1.0291454581100001
ACH-000257,-0.91958630066
ACH-000258,-0.8755367968960001
ACH-000259,-0.7909034854960001
ACH-000260,-0.92674858705
ACH-000261,-0.8722594919
ACH-000262,-0.882140147236
ACH-000263,-1.16768433949
ACH-000264,-1.03461974151
ACH-000265,-0.713541025643
ACH-000266,-1.1822552125599999
ACH-000272,-1.0396194863400001
ACH-000273,-0.80067812308
ACH-000274,-0.777588740949
ACH-000277,-0.636513673179
ACH-000278,-0.9708118763169999
ACH-000279,-0.551231895127
ACH-000280,-0.575830342505
ACH-000281,-1.0734420613200002
ACH-000288,-0.584628235363
ACH-000291,-0.774756176568
ACH-000293,-0.8872677057100001
ACH-000294,-0.626799402505
ACH-000295,-0.511490209891
ACH-000296,-0.6486705346239999
ACH-000302,-0.694024726665
ACH-000304,-0.6996776119760001
ACH-000307,-0.693969450927
ACH-000308,-0.908539478749
ACH-000310,-1.1583437475799998
ACH-000311,-1.01673208645
ACH-000312,-0.862566660845
ACH-000315,-0.677948447793
ACH-000316,-0.684115095156
ACH-000317,-0.528910712051
ACH-000318,-0.719678801764
ACH-000319,-0.811630902968
ACH-000320,-0.800718879451
ACH-000322,-0.754429347635
ACH-000323,-0.033823337763400005
ACH-000324,-0.703026711462
ACH-000329,-0.792788365424
ACH-000330,-0.725881535396
ACH-000331,-1.05326940855
ACH-000332,-0.767484841836
ACH-000334,-0.6620918479469999
ACH-000335,-0.701164800104
ACH-000336,-0.826168704829
ACH-000337,-0.8054666649429999
ACH-000339,-1.08419724636
ACH-000341,-0.840676622967
ACH-000348,-0.7936398836040001
ACH-000350,-0.307274007544
ACH-000352,-0.33820146740900003
ACH-000356,-0.743805613676
ACH-000361,-0.540347239851
ACH-000362,-0.400582830546
ACH-000363,-1.0265805352
ACH-000364,-0.46422679105400005
ACH-000365,-0.773037690827
ACH-000366,-0.837967974954
ACH-000368,-0.8673896482250001
ACH-000374,-0.553744040926
ACH-000375,-0.9606486147259999
ACH-000376,-0.965244631494
ACH-000381,-0.6242563311020001
ACH-000383,-0.9856357368340001
ACH-000387,-0.92837974302
ACH-000389,-0.673931956945
ACH-000390,-1.00356251498
ACH-000393,-0.998790634797
ACH-000395,-1.0470132303200002
ACH-000397,-0.7551895984929999
ACH-000401,-0.635266069754
ACH-000402,-0.698439143679
ACH-000403,-1.23463291759
ACH-000404,-0.895526554394
ACH-000406,-0.594305786484
ACH-000407,-0.881512499764
ACH-000408,-0.7286333070640001
ACH-000410,-0.8993520511130001
ACH-000411,-0.684511032611
ACH-000414,-0.635566806599
ACH-000415,-0.6122541564739999
ACH-000416,-0.876187665439
ACH-000420,-0.7127708424670001
ACH-000421,-0.8697339132809999
ACH-000424,-0.7737605528810001
ACH-000425,-0.856463683257
ACH-000426,-0.76262369212
ACH-000427,-0.722657573407
ACH-000433,-0.921660778532
ACH-000436,-0.915627996631
ACH-000444,-0.482348379433
ACH-000445,-0.673657069351
ACH-000448,-0.947850380054
ACH-000450,-0.691910942739
ACH-000452,-0.712493993636
ACH-000454,-0.775718966188
ACH-000458,-0.608806557174
ACH-000459,-0.253239015562
ACH-000460,-0.7832842395819999
ACH-000461,-0.27390442576499996
ACH-000463,-0.669885903523
ACH-000464,-0.724951606235
ACH-000466,-0.53862389581
ACH-000467,-0.641179333524
ACH-000468,-0.981404842064
ACH-000469,-0.923417971437
ACH-000470,-0.778990087483
ACH-000471,-0.714265666975
ACH-000472,-1.1672196476999999
ACH-000473,-0.6676776464949999
ACH-000475,-0.912586917508
ACH-000476,-1.10168393861
ACH-000477,-0.626037292525
ACH-000480,-0.726543498335
ACH-000481,-0.84484106282
ACH-000483,-0.730633465221
ACH-000484,-1.1889062015799998
ACH-000485,-0.9445393906180001
ACH-000486,-0.8623534967409999
ACH-000487,-0.8333435029180001
ACH-000488,-0.635596919875
ACH-000490,-1.2490794316
ACH-000491,-0.787569341048
ACH-000495,-1.03901813115
ACH-000496,-0.881791736637
ACH-000499,-0.575972506922
ACH-000500,-1.00628886422
ACH-000502,-0.7672061962800001
ACH-000503,-0.596637692804
ACH-000505,-0.8438301910670001
ACH-000507,-0.851374058327
ACH-000510,-0.834137702209
ACH-000511,-1.00481721901
ACH-000512,-0.538573467725
ACH-000516,-1.06781811692
ACH-000517,-0.750281011796
ACH-000518,-0.598371192004
ACH-000520,-0.992057220236
ACH-000521,-0.819637093559
ACH-000522,-0.947721831901
ACH-000524,-1.0028009985600002
ACH-000527,-0.0375146563783
ACH-000528,-0.755579168283
ACH-000537,-0.8838855120110001
ACH-000541,-0.552919985787
ACH-000542,-0.713308477396
ACH-000544,-0.8669455508239999
ACH-000545,-0.80762978987
ACH-000547,-0.6895822312279999
ACH-000548,-0.9312841715799999
ACH-000549,-0.866302989516
ACH-000550,-0.7454141620290001
ACH-000552,-0.848491597798
ACH-000556,-1.09325660625
ACH-000557,-0.919640659012
ACH-000570,-0.5956579371
ACH-000571,-0.8753005558689999
ACH-000573,-1.03311820142
ACH-000576,-0.732221488538
ACH-000580,-0.7051744397959999
ACH-000584,-0.619408210306
ACH-000585,-0.6820692285169999
ACH-000588,-0.321162233916
ACH-000589,-0.66139456117
ACH-000591,-0.748831015536
ACH-000593,-0.7147359302390001
ACH-000600,-1.12488627623
ACH-000601,-1.05373818516
ACH-000604,-0.9194090271940001
ACH-000605,-0.629681268252
ACH-000606,-0.82602221402
ACH-000608,-0.532827670272
ACH-000614,-0.525409583125
ACH-000616,-0.772681787345
ACH-000618,-0.612602958155
ACH-000619,-0.900325497478
ACH-000620,-0.648243395154
ACH-000621,-0.963107211488
ACH-000622,-0.995950654824
ACH-000623,-0.563866588532
ACH-000624,-0.876636350437
ACH-000627,-0.791205510082
ACH-000630,-0.869907448067
ACH-000632,-0.558980661748
ACH-000633,-0.747257849537
ACH-000637,-0.203556598059
ACH-000638,-0.950678632226
ACH-000646,-0.875033694426
ACH-000647,-0.972401061092
ACH-000648,-0.7737881432449999
ACH-000649,-0.6943744861229999
ACH-000651,-0.860491301581
ACH-000652,-0.620341330683
ACH-000653,-0.650872617034
ACH-000657,-0.8219125781640001
ACH-000658,-0.549357495221
ACH-000661,-0.7669693757800001
ACH-000662,-0.8626937229289999
ACH-000663,-0.71166118221
ACH-000665,-0.813074350632
ACH-000671,-0.417732543824
ACH-000673,-0.864657360635
ACH-000676,-0.851908894639
ACH-000677,0.0300418378896
ACH-000681,-0.485140079714
ACH-000682,-0.7536804064399999
ACH-000683,-0.9586674965620001
ACH-000684,-0.8355652374089999
ACH-000688,-1.2841237550700002
ACH-000693,-0.629502970709
ACH-000694,-0.6961638324860001
ACH-000695,-0.542878211002
ACH-000696,-0.908193037907
ACH-000697,-0.9724973789010001
ACH-000699,-0.7014463811049999
ACH-000701,-0.495130700544
ACH-000706,-0.6955434487729999
ACH-000711,-0.780013795351
ACH-000713,-0.916641623681
ACH-000714,-0.580983036907
ACH-000718,-0.792862243027
ACH-000720,-0.777770972315
ACH-000721,-0.738337411876
ACH-000724,-0.426934713971
ACH-000725,-0.733315124597
ACH-000732,-0.731335725102
ACH-000734,-0.781661168453
ACH-000735,-0.796774843916
ACH-000736,-0.975077152811
ACH-000738,-0.426297338776
ACH-000746,-0.7787084610420001
ACH-000747,-0.822934779162
ACH-000748,-0.477702824525
ACH-000753,-0.79793603135
ACH-000756,-0.7881908384209999
ACH-000757,-0.994185389768
ACH-000758,-0.5094269676950001
ACH-000760,-1.033732928
ACH-000763,-0.567809614684
ACH-000764,-0.8972375789299999
ACH-000765,-0.598650549967
ACH-000766,-0.79394578775
ACH-000767,-0.26582425557100003
ACH-000768,-0.934123862925
ACH-000769,-0.791163654798
ACH-000770,-0.8648957804790001
ACH-000771,-0.620529976404
ACH-000773,-0.911483716286
ACH-000776,-0.718349124515
ACH-000777,-0.427571697708
ACH-000778,-0.698608788471
ACH-000781,-0.5586311299769999
ACH-000782,-0.75181411183
ACH-000783,-0.9537231440330001
ACH-000784,-0.7872551888760001
ACH-000785,-0.656737129914
ACH-000787,-0.529903977885
ACH-000788,-0.7758314723309999
ACH-000791,-0.793506631793
ACH-000792,-0.581957736443
ACH-000794,-0.7077038420469999
ACH-000796,-1.22311989751
ACH-000799,-1.06733368894
ACH-000800,-0.861003910166
ACH-000802,-0.659667072875
ACH-000804,-0.933388765045
ACH-000805,-0.469590857289
ACH-000809,-0.709500931434
ACH-000810,-1.04097580286
ACH-000811,-0.604878534424
ACH-000817,-0.135446504221
ACH-000819,-0.488133457512
ACH-000820,-0.790998492428
ACH-000821,-0.669649260231
ACH-000822,-1.28126499902
ACH-000823,-0.48471344114799997
ACH-000824,-1.18783426914
ACH-000827,-0.855402998445
ACH-000829,-0.813690180395
ACH-000831,-0.632339028365
ACH-000832,-0.980836700457
ACH-000833,-0.5961612713750001
ACH-000834,-0.760551391372
ACH-000835,-0.530983940358
ACH-000836,-1.0880999873000001
ACH-000837,-0.6745734295720001
ACH-000838,-0.07414925241939999
ACH-000839,-0.90700094396
ACH-000840,-0.863797202006
ACH-000841,-0.850435549522
ACH-000843,-0.7096903819329999
ACH-000846,-0.836351190035
ACH-000847,-0.887195387767
ACH-000848,-0.8091647107709999
ACH-000849,-0.929230644637
ACH-000851,-1.03000957499
ACH-000855,-0.569991080548
ACH-000856,-0.70091481449
ACH-000858,-0.665087397702
ACH-000859,-0.486406460171
ACH-000861,-0.584493992527
ACH-000862,-0.529897825424
ACH-000865,-0.21554305591400003
ACH-000866,-0.34010317202699997
ACH-000867,-0.6882710383230001
ACH-000869,-0.47342426749600003
ACH-000872,-0.913103663666
ACH-000873,-0.543826605047
ACH-000876,-0.710172897621
ACH-000878,-0.423672429273
ACH-000880,-0.7121390937250001
ACH-000881,-0.7600877608930001
ACH-000882,-0.7663298154000001
ACH-000884,-0.70175123582
ACH-000885,-0.893816250351
ACH-000887,-0.887500087474
ACH-000888,-0.706467828759
ACH-000889,-0.584629933027
ACH-000890,-0.878296410757
ACH-000896,-0.878390393153
ACH-000898,-0.936678148603
ACH-000900,-1.00136203421
ACH-000901,-0.743783294472
ACH-000905,-0.8963393318880001
ACH-000906,-0.7405911275229999
ACH-000907,-1.06540451605
ACH-000910,-0.47832177311499996
ACH-000911,-0.8578793860449999
ACH-000912,-0.673187704675
ACH-000913,-0.745595151853
ACH-000915,-0.9247933207100001
ACH-000916,-0.9430172820200001
ACH-000917,-0.545567698715
ACH-000921,-0.8545052721490001
ACH-000924,-0.82771210549
ACH-000926,-0.535228187484
ACH-000928,-0.946224301743
ACH-000929,-0.950159603537
ACH-000932,-0.9223225603120001
ACH-000935,-0.819546416884
ACH-000936,-0.690791017721
ACH-000937,-0.860483480193
ACH-000938,-0.481447245591
ACH-000939,-0.682336967163
ACH-000941,-0.915768545059
ACH-000943,-0.562592937454
ACH-000946,-0.770316641012
ACH-000947,-0.76974205329
ACH-000948,-0.547385286712
ACH-000950,-0.8420838747220001
ACH-000953,-0.8707932504870001
ACH-000957,-1.0469354874299999
ACH-000958,-0.724679850099
ACH-000960,-0.723112115352
ACH-000963,-1.0208981455
ACH-000968,-0.762472107291
ACH-000969,-0.564551372364
ACH-000973,-0.8396247488240001
ACH-000974,-0.828517439368
ACH-000975,-0.733658769926
ACH-000976,-1.01735651925
ACH-000978,-0.835032063655
ACH-000980,-0.508888268972
ACH-000984,-1.06740821274
ACH-000986,-0.847103885422
ACH-000988,-0.551574407157
ACH-000993,-0.850659780009
ACH-000994,-0.372661325113
ACH-000996,-0.753248002816
ACH-001001,-0.859290114872
ACH-001020,-0.9295511051
ACH-001028,-1.03730948797
ACH-001031,-0.647563820217
ACH-001038,-0.891636115763
ACH-001048,-0.9253926810609999
ACH-001050,-0.856674969821
ACH-001053,-0.894020445726
ACH-001054,-0.938201291662
ACH-001061,-0.237252188206
ACH-001067,-0.7893362134119999
ACH-001075,-0.6683396626020001
ACH-001096,-0.878260400579
ACH-001128,-1.1573026380299998
ACH-001134,-0.8922432357469999
ACH-001151,-0.878748087374
ACH-001163,-0.9012274295139999
ACH-001164,-0.6807073203210001
ACH-001173,-0.051476936245
ACH-001183,-0.652041575368
ACH-001184,-0.8304111825939999
ACH-001190,-0.878972009732
ACH-001192,-0.685022218769
ACH-001193,-0.726181718457
ACH-001196,-0.717178447849
ACH-001197,-0.7991139704860001
ACH-001205,-0.737637781258
ACH-001211,-1.0427904838200002
ACH-001212,-0.776275923465
ACH-001228,-0.445240695427
ACH-001232,-0.930724137711
ACH-001239,-0.766257850818
ACH-001274,-0.683632394288
ACH-001275,-0.533285769982
ACH-001277,-0.7382021647079999
ACH-001278,-0.651736190427
ACH-001280,-0.961056985916
ACH-001283,-0.623267685831
ACH-001289,-0.7832220136489999
ACH-001295,-0.9675864656029999
ACH-001300,-0.624346255789
ACH-001301,-0.860421033904
ACH-001302,-0.873213303423
ACH-001303,-0.7376608549320001
ACH-001306,-1.0435339900700003
ACH-001318,-0.611289473018
ACH-001322,-0.9159355269670001
ACH-001328,-0.8883991799079999
ACH-001332,-0.9220629608509999
ACH-001333,-0.624232631936
ACH-001336,-0.817046382275
ACH-001340,-0.6893103145749999
ACH-001346,-0.658099942473
ACH-001353,-0.827301353817
ACH-001354,-1.0665910357200001
ACH-001367,-0.7414095317030001
ACH-001368,-0.843569524038
ACH-001374,-0.694856749496
ACH-001375,-0.9903673744670001
ACH-001377,-0.695930214465
ACH-001380,-0.742507783018
ACH-001391,-0.9465932778389999
ACH-001407,-0.508363723472
ACH-001408,-0.713590151927
ACH-001413,-1.13552463704
ACH-001430,-0.748074483657
ACH-001431,-0.764045990446
ACH-001450,-0.806632499014
ACH-001496,-0.400636658342
ACH-001500,-0.7327785960850001
ACH-001521,-1.1234842882
ACH-001523,-0.645522351934
ACH-001532,-0.8199949478049999
ACH-001536,-0.681704533966
ACH-001550,-0.6548220450600001
ACH-001552,-0.6713277405779999
ACH-001554,-0.652548475088
