,KHSRP (8570)
ACH-000004,-0.4351251918
ACH-000007,-0.0567851705059
ACH-000009,-0.690271829813
ACH-000011,-0.19112879261
ACH-000012,-0.304279934539
ACH-000013,-0.161800436306
ACH-000014,-0.728227762774
ACH-000015,-0.48682485244900003
ACH-000017,0.0292446042257
ACH-000018,-0.613411691432
ACH-000019,-0.7329443016760001
ACH-000021,-0.155402431167
ACH-000022,-0.47261613113300005
ACH-000025,-0.232760016655
ACH-000028,-0.6445925646940001
ACH-000030,-0.465731803231
ACH-000035,-0.0641136997933
ACH-000036,-0.294209524533
ACH-000037,-0.43549777777500004
ACH-000039,-0.259073458741
ACH-000040,-0.0572217476772
ACH-000041,-0.145298255702
ACH-000042,-0.43030377011999993
ACH-000045,-0.0514975039884
ACH-000047,-0.184067885614
ACH-000052,-0.309011825829
ACH-000053,-0.138802581939
ACH-000054,0.107628778465
ACH-000055,-0.23430161778900002
ACH-000060,-0.613348414109
ACH-000067,-0.313324625684
ACH-000070,-0.44445001003300005
ACH-000075,-0.9084812795270001
ACH-000078,0.180388163446
ACH-000082,-0.0173660980429
ACH-000085,-0.16475162889699999
ACH-000086,-0.20302303827100002
ACH-000087,-0.490553026032
ACH-000092,-0.206148385753
ACH-000095,-0.246768341439
ACH-000097,-0.511066370383
ACH-000098,-0.271622137181
ACH-000099,0.07641519118710001
ACH-000108,-0.29307245662500003
ACH-000113,-0.489177155311
ACH-000115,-0.333229223467
ACH-000116,-0.259773794695
ACH-000118,-0.502077168743
ACH-000120,-0.41023774828500004
ACH-000123,-0.25068206074099997
ACH-000127,-0.291830866339
ACH-000128,-0.33606909436899995
ACH-000132,0.0848605017367
ACH-000133,-0.301669010836
ACH-000137,-0.0832928469203
ACH-000138,-0.325515100348
ACH-000142,-0.00823695542215
ACH-000143,-0.11302958043099999
ACH-000146,-0.397561026637
ACH-000148,-0.178308697776
ACH-000150,-0.20373353715999998
ACH-000152,-0.39704814040200004
ACH-000153,-0.45864115842000003
ACH-000159,-0.09615150019789999
ACH-000160,-0.22763587591499998
ACH-000163,-0.227034610887
ACH-000167,0.166835134778
ACH-000168,-0.234404524087
ACH-000169,-0.348063942578
ACH-000178,-0.082601511922
ACH-000182,-0.241055075303
ACH-000183,-0.332847624223
ACH-000188,-0.523139100669
ACH-000189,-0.369001137249
ACH-000190,-0.362893462157
ACH-000198,-0.353399441551
ACH-000204,-0.819874675722
ACH-000206,-0.274914624231
ACH-000207,-0.12035931173699999
ACH-000211,-0.245990677195
ACH-000215,-0.0457584130289
ACH-000221,-0.136205938893
ACH-000222,-0.308693867478
ACH-000223,-0.216847907584
ACH-000226,-0.780097230658
ACH-000227,-0.0578706180509
ACH-000228,-0.5416532134790001
ACH-000231,-0.137972448438
ACH-000232,-0.206706284001
ACH-000233,-0.513027738356
ACH-000234,-0.286890990615
ACH-000235,-0.254431255142
ACH-000237,-0.13083275837799999
ACH-000238,-0.739528387569
ACH-000243,-0.164591154902
ACH-000244,-0.48485111693599997
ACH-000246,-0.07852088741110001
ACH-000248,-0.5308864524279999
ACH-000250,-0.442364801167
ACH-000251,-0.305058015272
ACH-000253,-0.0367937638035
