,POTEC (388468)
ACH-000004,-0.31758712799600003
ACH-000007,-0.39363853716200004
ACH-000009,-0.282570011824
ACH-000011,-0.46610492903800005
ACH-000012,-0.298609245428
ACH-000013,-0.216382743711
ACH-000014,-0.489775713404
ACH-000015,-0.221786168266
ACH-000017,-0.198330255343
ACH-000018,-0.278073612392
ACH-000019,-0.312482246659
ACH-000021,-0.10430706456800001
ACH-000022,-0.45200228731700004
ACH-000025,-0.279177690451
ACH-000028,-0.264820275453
ACH-000030,-0.247289439467
ACH-000035,-0.214996207883
ACH-000036,-0.367608842966
ACH-000037,-0.18175229607299997
ACH-000039,-0.11718851220799999
ACH-000040,-0.46270853491999997
ACH-000041,-0.305799580001
ACH-000042,-0.09281479701369999
ACH-000045,-0.403627585986
ACH-000047,-0.124191065058
ACH-000052,-0.274810522866
ACH-000053,-0.18467061960700001
ACH-000054,-0.174389847456
ACH-000055,0.00929304818207
ACH-000060,-0.364531138075
ACH-000067,-0.38202136938000003
ACH-000070,-0.387586197816
ACH-000075,-0.442848278416
ACH-000078,-0.22868381542
ACH-000082,-0.25865886825999995
ACH-000085,-0.15854388406199998
ACH-000086,-0.304502396891
ACH-000087,0.021501911461800003
ACH-000092,-0.324521560751
ACH-000095,-0.402447629276
ACH-000097,-0.327877387376
ACH-000098,-0.26422146431
ACH-000099,-0.143932812047
ACH-000108,-0.026791823768700002
ACH-000113,-0.133892976577
ACH-000115,-0.428354870213
ACH-000116,-0.2359216733
ACH-000118,-0.0733744432182
ACH-000120,-0.185659094423
ACH-000123,-0.252395462378
ACH-000127,-0.275248674601
ACH-000128,-0.35138367997500003
ACH-000132,-0.32727542830899997
ACH-000133,-0.10022459673499999
ACH-000137,-0.160235915716
ACH-000138,0.014256056324799999
ACH-000142,-0.572401907358
ACH-000143,-0.16779369294399998
ACH-000146,-0.459911961731
ACH-000148,-0.259688195092
ACH-000150,-0.08407964055330001
ACH-000152,-0.22362722976500002
ACH-000153,-0.306570261625
ACH-000159,-0.361696108672
ACH-000160,-0.198114451078
ACH-000163,-0.179327444413
ACH-000167,-0.280969693428
ACH-000168,-0.122658925953
ACH-000169,-0.46454456671899996
ACH-000178,-0.409351513526
ACH-000182,-0.383106297174
