,REEP2 (51308)
ACH-000004,-0.229851116559
ACH-000007,-0.168750029016
ACH-000009,-0.303661226666
ACH-000011,0.0490285914016
ACH-000012,-0.327249263516
ACH-000013,-0.266351865455
ACH-000014,-0.316083393504
ACH-000015,-0.237522982462
ACH-000017,-0.291240959258
ACH-000018,-0.497744213067
ACH-000019,-0.195970757526
ACH-000021,-0.36146873934100004
ACH-000022,-0.267721968365
ACH-000025,-0.300192343737
ACH-000028,-0.243288394191
ACH-000030,-0.207481160751
ACH-000035,-0.365977874965
ACH-000036,-0.390172605951
ACH-000037,-0.431134985211
ACH-000039,-0.41843134243
ACH-000040,-0.127905373021
ACH-000041,-0.230250085856
ACH-000042,-0.332242107427
ACH-000045,-0.294685458658
ACH-000047,-0.265770757107
ACH-000052,-0.347289514476
ACH-000053,-0.39320216861699997
ACH-000054,-0.280725721378
ACH-000055,-0.318841935872
ACH-000060,-0.140199145536
ACH-000067,-0.21256288946
ACH-000070,-0.114639379907
ACH-000075,-0.18226071411800002
ACH-000078,-0.23060554108399997
ACH-000082,-0.0962084523264
ACH-000085,-0.30367697911499997
ACH-000086,-0.22226729419799998
ACH-000087,-0.207202138203
ACH-000092,-0.15202759621099998
ACH-000095,-0.157762094986
ACH-000097,-0.26076743981
ACH-000098,-0.18392342047000002
ACH-000099,-0.30276541719300004
ACH-000108,-0.227807979238
ACH-000113,-0.20328047993700002
ACH-000115,-0.471617826051
ACH-000116,-0.135274137842
ACH-000118,-0.327609467571
ACH-000120,-0.30210897972600004
ACH-000123,-0.21573700034899998
ACH-000127,-0.142160994002
ACH-000128,-0.324684926062
ACH-000132,-0.11242541671499999
ACH-000133,-0.148427070438
ACH-000137,-0.0558689678479
ACH-000138,-0.33638703695100003
ACH-000142,-0.297884220435
ACH-000143,-0.32002375757
ACH-000146,-0.300132904978
ACH-000148,-0.23858627435199997
ACH-000150,-0.378930228993
ACH-000152,-0.351188889067
ACH-000153,-0.49558898798
ACH-000159,-0.15344820030099998
ACH-000160,-0.23487454546300002
ACH-000163,-0.126182084201
ACH-000167,-0.164751981188
ACH-000168,-0.4589731160600001
ACH-000169,-0.304110831658
ACH-000178,-0.204726692
ACH-000182,-0.256438991756
ACH-000183,-0.316690111485
ACH-000188,-0.316081171135
ACH-000189,-0.29862934994199997
ACH-000190,-0.112956175077
ACH-000198,-0.214158567568
ACH-000204,-0.12283870738
ACH-000206,-0.228442554417
ACH-000207,-0.147636894919
ACH-000211,-0.202638361937
ACH-000215,-0.253738543037
ACH-000221,-0.278347549549
ACH-000222,-0.437906665231
ACH-000223,-0.147169932687
ACH-000226,-0.470092679218
ACH-000227,-0.150058478268
ACH-000228,-0.0689375845676
ACH-000231,-0.367947541311
ACH-000232,-0.336948635005
ACH-000233,-0.415096497381
ACH-000234,-0.163732148799
ACH-000235,-0.21723998897799998
ACH-000237,-0.24597815985899998
ACH-000238,-0.202711348695
ACH-000243,-0.36386422024899995
ACH-000244,-0.329139054515
ACH-000246,-0.418155028328
ACH-000248,-0.300518872352
ACH-000250,-0.324545926118
ACH-000251,-0.451869681764
ACH-000253,-0.199745321409
ACH-000255,-0.13837397162999998
ACH-000256,-0.234514781303
ACH-000257,-0.08635407651450001
ACH-000258,-0.292429931422
ACH-000259,-0.271582959204
ACH-000260,-0.24222949010000003
ACH-000261,-0.315254517846
ACH-000262,-0.401209174563
ACH-000263,0.09323746598799999
ACH-000264,-0.334903710613
ACH-000265,-0.29484469778
ACH-000266,-0.25691916457499997
ACH-000272,-0.330404122102
ACH-000273,-0.399639462955
ACH-000274,-0.23119255442899997
ACH-000277,-0.245737660039
ACH-000278,-0.146158733321
ACH-000279,-0.321900177875
ACH-000280,-0.450539156465
ACH-000281,-0.463979585944
ACH-000288,-0.298680426035
ACH-000291,-0.233951548954
ACH-000293,-0.347346633992
ACH-000294,-0.253710747813
ACH-000295,-0.328792697706
ACH-000296,-0.350427651158
ACH-000302,-0.19741400241
ACH-000304,-0.235478900373
ACH-000307,-0.299310338711
ACH-000308,-0.364741438991
ACH-000310,-0.390027657464
ACH-000311,-0.322406325158
ACH-000312,-0.36519377935099995
ACH-000315,-0.345360473081
ACH-000316,-0.268731014009
ACH-000317,-0.333456841517
ACH-000318,-0.33434403334699997
ACH-000319,-0.246321149609
ACH-000320,-0.37230710144
ACH-000322,-0.418929161276
ACH-000323,-0.196503919225
ACH-000324,-0.209786977886
ACH-000329,-0.260269208328
ACH-000330,-0.154210644803
ACH-000331,-0.179308188227
ACH-000332,-0.28748520039299996
ACH-000334,-0.419386677056
ACH-000335,-0.616051950758
ACH-000336,-0.217795351826
ACH-000337,-0.543689604734
ACH-000339,-0.269904651609
ACH-000341,-0.11095484478499999
ACH-000348,-0.25872013545
ACH-000350,-0.360574307336
ACH-000352,-0.24923214710799999
ACH-000356,-0.474393133675
ACH-000361,-0.179605389954
ACH-000362,-0.32425375919
ACH-000363,-0.265428981761
ACH-000364,-0.18045772127999998
ACH-000365,-0.273966389308
ACH-000366,-0.24481610850000002
ACH-000368,-0.224425990535
ACH-000374,-0.233069105668
ACH-000375,-0.292951754628
ACH-000376,-0.148034986425
ACH-000381,-0.255779065967
ACH-000383,-0.225803985316
ACH-000387,-0.171085508647
ACH-000389,-0.42092065302500004
ACH-000390,-0.317520395977
ACH-000393,-0.34093104976099997
ACH-000395,-0.282814418218
ACH-000397,-0.31222641236
ACH-000401,-0.317187974017
ACH-000402,-0.0116306541622
ACH-000403,-0.34425628161
ACH-000404,-0.23283591331
ACH-000406,-0.264393319313
ACH-000407,-0.319340078073
ACH-000408,-0.34802868943099996
ACH-000410,-0.19065762759
ACH-000411,-0.12166088668299999
ACH-000414,-0.204359947314
ACH-000415,-0.207127729089
ACH-000416,-0.272757652954
ACH-000420,-0.244184238781
ACH-000421,-0.217104049
ACH-000424,-0.162570659646
ACH-000425,-0.285808855922
ACH-000426,-0.0077378156027999995
ACH-000427,-0.42308519428900004
ACH-000433,-0.40772114200900006
ACH-000436,-0.110674078871
ACH-000444,-0.23081464344500002
ACH-000445,-0.419019099522
ACH-000448,-0.207936717819
ACH-000450,0.0635437963392
ACH-000452,-0.196246026554
ACH-000454,-0.331340173771
ACH-000458,-0.234051932321
ACH-000459,-0.11942755163899998
ACH-000460,-0.337743257195
ACH-000461,-0.157190672572
ACH-000463,-0.306474149775
ACH-000464,-0.36453898591600004
ACH-000466,-0.348041578051
ACH-000467,-0.47347683674999996
ACH-000468,-0.404217468169
ACH-000469,-0.19038374661600002
ACH-000470,-0.473858324181
ACH-000471,-0.23017935824400002
ACH-000472,-0.267643784795
ACH-000473,-0.20548320337099998
ACH-000475,-0.258265651714
ACH-000476,-0.167261997681
ACH-000477,-0.0747049218635
ACH-000480,-0.332259639359
ACH-000481,-0.322339148759
ACH-000483,-0.149787860617
ACH-000484,-0.303945570841
ACH-000485,-0.23919743771699997
ACH-000486,-0.09671617691819999
ACH-000487,-0.185380334802
ACH-000488,-0.323276817083
ACH-000490,-0.42723163393299995
ACH-000491,-0.32169575799
ACH-000495,-0.180009679498
ACH-000496,-0.22264933757599997
ACH-000499,-0.143392040823
ACH-000500,-0.151319868431
ACH-000502,-0.213985614643
ACH-000503,-0.250758300315
ACH-000505,-0.30660711622299996
ACH-000507,-0.135738787654
ACH-000510,-0.244211794941
ACH-000511,-0.278539495092
ACH-000512,-0.455057391531
ACH-000516,-0.0956815363604
ACH-000517,-0.21992100768599998
ACH-000518,-0.413949860043
ACH-000520,-0.275575883978
ACH-000521,-0.270384642518
