,NPAS4 (266743)
ACH-000004,-0.239022419126
ACH-000007,-0.011490097970200001
ACH-000009,-0.343921702845
ACH-000011,-0.41316995727399997
ACH-000012,-0.282103524769
ACH-000013,-0.376472282047
ACH-000014,-0.0334458832138
ACH-000015,-0.17806863977899998
ACH-000017,-0.20460086513599998
ACH-000018,-0.112350711064
ACH-000019,-0.315152316581
ACH-000021,-0.217465454001
ACH-000022,-0.298507670933
ACH-000025,-0.205891868274
ACH-000028,-0.222834924936
ACH-000030,-0.432861431168
ACH-000035,-0.089212511684
ACH-000036,0.0056133031747799995
ACH-000037,-0.18800520205200003
ACH-000039,-0.441899295934
ACH-000040,-0.174711099375
ACH-000041,-0.28249514665
ACH-000042,-0.42338685435199996
ACH-000045,-0.348121321722
ACH-000047,-0.246094667179
ACH-000052,-0.0472557590136
ACH-000053,-0.299556392147
ACH-000054,-0.22274603370299997
ACH-000055,-0.274850614107
ACH-000060,-0.282475567454
ACH-000067,0.24527488725299998
ACH-000070,-0.24799404071999998
ACH-000075,-0.13418107244400002
ACH-000078,-0.165649571537
ACH-000082,-0.428117901888
ACH-000085,-0.504767814169
ACH-000086,-0.40181291709600003
ACH-000087,-0.441664094028
ACH-000092,-0.119562525909
ACH-000095,-0.188046170106
ACH-000097,-0.515561199059
ACH-000098,-0.11873196865
ACH-000099,-0.247818855063
ACH-000108,-0.327783363058
ACH-000113,-0.259393904485
ACH-000115,-0.34142170205399996
ACH-000116,-0.482440088999
ACH-000118,-0.506689803482
ACH-000120,-0.334465506483
ACH-000123,-0.132287321283
ACH-000127,-0.29810900649300004
ACH-000128,-0.12292442330700001
ACH-000132,-0.35418875431900004
ACH-000133,-0.23571421292199998
ACH-000137,-0.336992893102
ACH-000138,-0.323021741794
ACH-000142,-0.45897422793700005
ACH-000143,-0.154259263867
ACH-000146,-0.22497191246599998
ACH-000148,-0.15114198477600002
ACH-000150,-0.500847976314
ACH-000152,-0.09966476687889998
ACH-000153,-0.49845890273000004
ACH-000159,-0.07477861527049999
ACH-000160,-0.426926950136
ACH-000163,-0.295661217608
ACH-000167,-0.0923122865859
ACH-000168,-0.34284541776199995
ACH-000169,-0.236457767332
ACH-000178,-0.436086614017
ACH-000182,-0.168884356298
ACH-000183,-0.140351522565
ACH-000188,-0.71534887609
ACH-000189,-0.218901661617
ACH-000190,-0.476261291429
ACH-000198,-0.34380112389899997
ACH-000204,-0.252683103105
ACH-000206,-0.12551545794500002
ACH-000207,-0.821313817411
ACH-000211,-0.295599491411
ACH-000215,-0.185249515188
ACH-000221,-0.303329679219
ACH-000222,-0.106087587204
ACH-000223,-0.11985596253799999
ACH-000226,-0.213019413002
ACH-000227,-0.20305983236699998
ACH-000228,-0.359159678491
ACH-000231,-0.296064264028
ACH-000232,-0.153196894886
ACH-000233,-0.353609098802
ACH-000234,-0.091033392545
ACH-000235,-0.31984037054000003
ACH-000237,-0.187667407747
ACH-000238,-0.191830014008
ACH-000243,-0.230311321267
ACH-000244,-0.49960302649599997
ACH-000246,-0.29288867718
ACH-000248,-0.252246132834
ACH-000250,-0.317085079199
ACH-000251,0.029676214704400003
ACH-000253,-0.166654144274
ACH-000255,-0.488740597677
ACH-000256,-0.34835654097400004
ACH-000257,0.0526715520004
ACH-000258,-0.376481701367
ACH-000259,-0.358470032746
ACH-000260,-0.29572855288100003
ACH-000261,-0.386989203618
ACH-000262,-0.41844481789099996
ACH-000263,0.346872075628
ACH-000264,-0.165017494222
ACH-000265,-0.155527827039
ACH-000266,-0.40793774091300006
ACH-000272,-0.0763558077747
ACH-000273,-0.12233925377
ACH-000274,-0.007485394865840001
ACH-000277,-0.35668839714199996
ACH-000278,-0.0360047110694
ACH-000279,-0.265095850469
ACH-000280,-0.24666644903499998
ACH-000281,-0.37970049777599996
ACH-000288,-0.269872774075
ACH-000291,-0.13103451095899998
ACH-000293,-0.494718203633
ACH-000294,-0.279175268582
ACH-000295,-0.171541485679
ACH-000296,-0.10186115089
ACH-000302,-0.188615008176
ACH-000304,-0.08475410168780001
ACH-000307,-0.276816340363
ACH-000308,-0.45100968993999996
ACH-000310,-0.418751729236
ACH-000311,-0.353783201541
ACH-000312,-0.362744826672
ACH-000315,-0.40158836096
ACH-000316,-0.492660392913
ACH-000317,-0.24127061051100002
ACH-000318,-0.47007386166000004
ACH-000319,-0.246928084877
ACH-000320,-0.204641937071
ACH-000322,-0.256043229176
ACH-000323,-0.19197391850200002
ACH-000324,-0.225922387288
ACH-000329,-0.0624312107204
ACH-000330,-0.7394586464949999
ACH-000331,-0.09236412328389998
ACH-000332,-0.340919621128
ACH-000334,-0.315039567777
ACH-000335,-0.43359761927199997
ACH-000336,-0.561917443372
ACH-000337,-0.65830086295
ACH-000339,-0.179505389346
ACH-000341,-0.24728088519000002
ACH-000348,-0.021628465460700002
ACH-000350,-0.52587709385
ACH-000352,-0.312025701259
ACH-000356,-0.672027977201
ACH-000361,-0.20292981073
ACH-000362,-0.24270231242100002
ACH-000363,0.0390497436201
ACH-000364,-0.18344725564300002
ACH-000365,-0.262450994098
ACH-000366,-0.400798168266
ACH-000368,-0.17426514281599997
ACH-000374,-0.596226193599
ACH-000375,-0.030124717231400002
ACH-000376,-0.18203419988699998
ACH-000381,-0.174645131503
ACH-000383,-0.19969429981400003
ACH-000387,-0.10217098053
ACH-000389,-0.129809834959
ACH-000390,-0.343577191769
ACH-000393,-0.351289253172
ACH-000395,-0.351689783695
ACH-000397,-0.0992043474158
ACH-000401,-0.109944892339
ACH-000402,-0.371197014596
ACH-000403,-0.0566046329606
ACH-000404,-0.189061493913
ACH-000406,-0.276119883775
ACH-000407,-0.402051918455
ACH-000408,-0.538844441415
ACH-000410,-0.14173984335999998
ACH-000411,-0.041939279594099994
ACH-000414,-0.31628050134
ACH-000415,-0.43297416506
ACH-000416,-0.263172957089
ACH-000420,-0.472972611853
ACH-000421,-0.231090724179
ACH-000424,-0.230543263933
ACH-000425,-0.0750213391333
ACH-000426,0.0242122954531
ACH-000427,-0.147064098557
ACH-000433,-0.40114629642
ACH-000436,-0.104734087844
ACH-000444,-0.281481363017
ACH-000445,-0.29321513054000004
ACH-000448,-0.244111190956
ACH-000450,-0.434011486217
ACH-000452,-0.20211378482500003
ACH-000454,-0.43335895283799997
ACH-000458,-0.490901118591
ACH-000459,0.22034847694499998
ACH-000460,-0.236845225961
ACH-000461,-0.722882128568
ACH-000463,-0.10023756034
ACH-000464,-0.143050336655
ACH-000466,-0.26906221783100004
ACH-000467,-0.238070427884
ACH-000468,-0.53621309088
ACH-000469,-0.365923574493
ACH-000470,-0.254345369208
ACH-000471,-0.312446370337
