,NAGK (55577)
ACH-000004,-0.0410341607119
ACH-000007,0.265564204974
ACH-000009,0.18124888895999997
ACH-000011,0.0323919126617
ACH-000012,-0.024654379717900004
ACH-000013,-0.062229424002900005
ACH-000014,-0.08161441219769999
ACH-000015,-0.0247666361571
ACH-000017,-0.0656717191454
ACH-000018,0.0670105029237
ACH-000019,-0.137855644482
ACH-000021,0.118262133399
ACH-000022,-0.10885900736099999
ACH-000025,0.115442281491
ACH-000028,-0.0511148388289
ACH-000030,-0.0218980107093
ACH-000035,-0.104549874827
ACH-000036,0.038764652422500004
ACH-000037,0.09336153571010002
ACH-000039,0.08464256317389998
ACH-000040,-0.00887442742843
ACH-000041,0.118186521935
ACH-000042,0.0987200636147
ACH-000045,-0.10124816864700001
ACH-000047,-0.201850628122
ACH-000052,0.0822913885642
ACH-000053,0.021203752009799997
ACH-000054,-0.0579411702537
ACH-000055,-0.267839870217
ACH-000060,0.0113510842069
ACH-000067,-0.15804364804999999
ACH-000070,0.012179348013200001
ACH-000075,0.0229299304368
ACH-000078,0.170703901574
ACH-000082,-0.0321669357055
ACH-000085,-0.118195415095
ACH-000086,-0.092103191037
ACH-000087,-0.14577467751599998
ACH-000092,-0.0442562754863
ACH-000095,-0.086293152438
ACH-000097,-0.005463841872060001
ACH-000098,0.104127451887
ACH-000099,0.143053818491
ACH-000108,0.150403514916
ACH-000113,0.0744395498492
ACH-000115,0.0534268021703
ACH-000116,0.0375293386459
ACH-000118,0.053874044146499996
ACH-000120,-0.0471725017591
ACH-000123,0.000446789659236
ACH-000127,0.03679695093930001
ACH-000128,0.141073276137
ACH-000132,-0.206739303375
ACH-000133,-0.0426618862699
ACH-000137,-0.00327756106883
ACH-000138,0.14982685414799998
ACH-000142,0.250307460827
ACH-000143,0.0836288322221
ACH-000146,-0.0392268353525
ACH-000148,0.05174071549769999
ACH-000150,0.261217698267
ACH-000152,-0.172715781037
ACH-000153,0.356577429523
ACH-000159,0.0829834539052
ACH-000160,0.00285587650898
ACH-000163,-0.0413456926405
ACH-000167,-0.221465431061
ACH-000168,-0.247798894384
ACH-000169,-0.0911344683431
ACH-000178,-0.0114761981103
ACH-000182,-0.05524162860430001
ACH-000183,0.0946355334713
ACH-000188,-0.06225195800430001
ACH-000189,0.43915151743999997
ACH-000190,-0.184208912578
ACH-000198,-0.122507299958
ACH-000204,0.301170891753
ACH-000206,-0.0491965696294
ACH-000207,-0.228433780708
ACH-000211,0.03373723539
ACH-000215,0.07443413589039999
ACH-000221,-0.047768544241300004
ACH-000222,-0.010801129692500001
ACH-000223,-0.0851136116718
ACH-000226,-0.08940980347269999
ACH-000227,-0.162271054013
ACH-000228,-0.0629212535443
ACH-000231,0.022509720369700004
ACH-000232,-0.020327167509000002
ACH-000233,0.049688833832800004
ACH-000234,-0.306264544034
ACH-000235,0.013999111407700002
ACH-000237,-0.108082654447
ACH-000238,-0.178084943034
ACH-000243,-0.0131889396512
ACH-000244,-0.207525267648
ACH-000246,-0.21712966960299998
ACH-000248,-0.17013001825399998
ACH-000250,0.0374973222026
ACH-000251,-0.357009747786
ACH-000253,-0.0278163028309
ACH-000255,0.0144289722294
ACH-000256,0.041111418954300004
ACH-000257,-0.202709231807
ACH-000258,0.011640920923500001
ACH-000259,0.13321057822000001
ACH-000260,0.10567035061699999
ACH-000261,-0.0496297316309
ACH-000262,0.0613232125155
ACH-000263,-0.11958535021299999
ACH-000264,0.061027500566999994
ACH-000265,-0.00863658193657
ACH-000266,0.0630187975033
ACH-000272,0.00968780898485
ACH-000273,-0.0777579086591
ACH-000274,0.09610656078410001
ACH-000277,0.08855460969960001
ACH-000278,-0.28451017852899996
ACH-000279,-0.051330086153600005
ACH-000280,0.222177084307
ACH-000281,0.0731231082533
ACH-000288,-0.13303773419099998
ACH-000291,-0.19264634745
ACH-000293,-0.0248475637599
ACH-000294,0.12237204279899999
ACH-000295,-0.0596536225422
ACH-000296,0.020396028184700002
ACH-000302,0.123798474873
ACH-000304,0.0691923777489
ACH-000307,-0.152631314865
ACH-000308,-0.0194920350416
ACH-000310,0.28239472796799997
ACH-000311,0.112888728565
ACH-000312,0.0841905471307
ACH-000315,-0.164816335774
ACH-000316,0.051184222728199995
ACH-000317,0.0991243096624
ACH-000318,-0.0920518150213
ACH-000319,-0.104286372259
ACH-000320,-0.145055329213
ACH-000322,-0.0801727282124
ACH-000323,-0.223912731175
ACH-000324,0.027534206583099997
ACH-000329,0.0706732216052
ACH-000330,0.0124112905133
ACH-000331,-0.0378134402511
ACH-000332,0.0746010712354
ACH-000334,0.0188133697641
ACH-000335,-0.18564774073600002
ACH-000336,0.243650519699
ACH-000337,0.219682962102
ACH-000339,0.022409378231700004
ACH-000341,0.0508043968824
ACH-000348,0.152397997668
ACH-000350,0.166422126561
ACH-000352,0.00366310569775
ACH-000356,0.0568098477432
ACH-000361,0.21347115671300002
ACH-000362,0.0838194823563
ACH-000363,-0.06817151401980001
ACH-000364,0.00190482056943
ACH-000365,0.145363713315
ACH-000366,-0.105325595906
ACH-000368,-0.12082854440400001
ACH-000374,0.062445825965099996
ACH-000375,0.24549820222
ACH-000376,-0.0490536421028
ACH-000381,0.044899790827400005
ACH-000383,-0.0547470852817
ACH-000387,0.0303226105105
ACH-000389,-0.147949408507
ACH-000390,-0.14931057832800002
ACH-000393,0.027004547165099996
ACH-000395,-0.381166210254
ACH-000397,0.0179800575424
ACH-000401,-0.0808976977696
ACH-000402,-0.107579062065
ACH-000403,-0.038318711408800006
ACH-000404,-0.0249451557093
ACH-000406,0.049648538354599994
ACH-000407,0.0190640071335
ACH-000408,-0.15969500185000002
ACH-000410,-0.17313835278499998
ACH-000411,-0.009835702367860001
ACH-000414,0.085046586214
ACH-000415,0.07885279502039999
ACH-000416,-0.0346051616134
ACH-000420,-0.194432764596
ACH-000421,-0.0189065114527
ACH-000424,-0.253577473507
ACH-000425,-0.0821242064697
ACH-000426,-0.496985073924
ACH-000427,0.15440482108
ACH-000433,0.06657812436959999
ACH-000436,0.0545422446632
ACH-000444,-0.00404492508461
ACH-000445,-0.10243800955700001
ACH-000448,0.00498974448988
ACH-000450,0.0762627015062
ACH-000452,-0.022149833484
ACH-000454,-0.127125252988
ACH-000458,-0.104526428442
ACH-000459,0.06780312582430001
ACH-000460,-0.0360432652559
ACH-000461,-0.13860036489299998
ACH-000463,-0.0434806807377
ACH-000464,-0.0682112322665
ACH-000466,-0.0332165358422
ACH-000467,0.184726572375
ACH-000468,0.159547715845
ACH-000469,0.0826563961477
ACH-000470,0.038805581917500005
ACH-000471,0.0748680628723
ACH-000472,-0.040369512326
ACH-000473,0.155577272911
ACH-000475,0.0038862949120300003
ACH-000476,-0.11797918955600001
ACH-000477,0.00073976393906
ACH-000480,-0.146303262892
ACH-000481,-0.054431186464400004
ACH-000483,0.015051926691900001
ACH-000484,-0.353769417636
ACH-000485,-0.035496324225499996
ACH-000486,-0.06590530700330001
ACH-000487,0.140537252362
ACH-000488,0.0206368141824
ACH-000490,-0.031198394334200002
ACH-000491,0.110089391578
ACH-000495,0.119241905318
ACH-000496,-0.026860142587099997
ACH-000499,-0.0765608108298
ACH-000500,0.32693076855500003
ACH-000502,0.12144599302000002
ACH-000503,-0.09963776227119998
ACH-000505,0.0212053022532
ACH-000507,0.132165590405
ACH-000510,0.00399452489499
ACH-000511,0.15125820049799998
ACH-000512,0.0437533209099
ACH-000516,0.10230946312999999
ACH-000517,0.00274809653461
ACH-000518,0.120151105834
ACH-000520,-0.139413255721
ACH-000521,0.16422293690099998
ACH-000522,-0.200682298784
ACH-000524,-0.00156281533666
ACH-000527,-0.041033769929699995
ACH-000528,-0.040435020257099996
ACH-000537,-0.0862319819332
ACH-000541,-0.217579902315
ACH-000542,0.09530267541160001
ACH-000544,-0.124209836652
ACH-000545,0.0011537650937
ACH-000547,0.0670054124685
ACH-000548,-0.146552801889
ACH-000549,0.0452352317841
ACH-000550,0.074309631043
ACH-000552,-0.06774694068109999
ACH-000556,0.065874148228
ACH-000557,-0.11398321228
ACH-000570,-0.0487692287138
ACH-000571,-0.0786991977552
ACH-000573,-0.119985276192
ACH-000576,-0.156156353761
ACH-000580,0.40337997959700006
ACH-000584,-0.0141150397293
ACH-000585,0.063415738045
ACH-000588,0.266030199081
ACH-000589,0.045023387251599996
ACH-000591,0.0160360529908
ACH-000593,-0.0907711574891
ACH-000600,-0.049056932996500005
ACH-000601,0.047030311624999994
ACH-000604,0.137427441013
ACH-000605,-0.08813320783989999
ACH-000606,-0.0163621907614
ACH-000608,-0.153287515205
ACH-000614,-0.169661673963
ACH-000616,-0.0146707232297
ACH-000618,-0.0805057118718
ACH-000619,-0.122475026195
ACH-000620,0.0582081656443
ACH-000621,0.10270666468699999
ACH-000622,-0.19199386737
ACH-000623,0.013185702442399999
ACH-000624,-0.155509656458
ACH-000627,-0.135135923862
ACH-000630,-0.0028505077040599995
ACH-000632,-0.14022967168199998
ACH-000633,-0.0172624060115
ACH-000637,0.0969633814236
ACH-000638,0.00806027953231
ACH-000646,0.0326481326737
ACH-000647,-0.0757920386346
ACH-000648,0.0872079386451
ACH-000649,-0.050969346934199994
ACH-000651,0.0320732903289
ACH-000652,0.198361597339
ACH-000653,0.083937485222
ACH-000657,-0.016844685340499998
ACH-000658,-0.04659466522609999
ACH-000661,0.112231078982
ACH-000662,0.125968412075
ACH-000663,-0.044776434403800004
ACH-000665,-0.105990933426
ACH-000671,-0.0453495368427
ACH-000673,0.0239895978059
ACH-000676,0.0222882220137
ACH-000677,0.232768646323
ACH-000681,-0.019390785971400003
ACH-000682,0.125088693989
ACH-000683,0.000610407604625
ACH-000684,-0.24729698406300002
ACH-000688,-0.061947108559099996
ACH-000693,0.0103771915871
ACH-000694,0.0434551411757
ACH-000695,-0.191907415302
ACH-000696,0.037156781473099997
ACH-000697,0.0892260613995
ACH-000699,0.0376624853104
ACH-000701,-0.08063266031260001
ACH-000706,-0.145060904393
ACH-000711,-0.0288321537029
ACH-000713,0.046038188461999995
ACH-000714,0.026297500357900003
ACH-000718,0.12711128369000002
ACH-000720,0.0451288228805
ACH-000721,-0.125204900675
ACH-000724,-0.0724169752919
ACH-000725,-0.0881852810124
ACH-000732,-0.0698995272256
ACH-000734,0.040613311559699994
ACH-000735,0.00337364308686
ACH-000736,-0.211780693101
ACH-000738,-0.0577316713352
ACH-000746,-0.0314807121129
ACH-000747,-0.057288193780199996
ACH-000748,-0.0155137162479
ACH-000753,0.0494083664509
ACH-000756,-0.000340914763533
ACH-000757,0.0595477058082
ACH-000758,-0.0768503558401
ACH-000760,-0.0672992482896
ACH-000763,-0.0669864491164
ACH-000764,0.193708916231
ACH-000765,0.106134464023
ACH-000766,0.036479615654800006
ACH-000767,0.171009142769
ACH-000768,-0.025525343804700003
ACH-000769,-0.0455010859944
ACH-000770,-0.051807570106499994
ACH-000771,-0.0453098809116
ACH-000773,0.0171127166922
ACH-000776,0.139467156102
ACH-000777,-0.0199363447187
ACH-000778,-0.0474448653278
ACH-000781,0.0244354002933
ACH-000782,-0.09106322950410001
ACH-000783,0.041754477557
ACH-000784,-0.0364702544544
ACH-000785,0.155014951236
ACH-000787,0.0135874278011
ACH-000788,-0.0134750696197
ACH-000791,0.0792272114047
ACH-000792,0.104517238618
ACH-000794,0.04586696393080001
ACH-000796,-0.127691190766
ACH-000799,-0.408706352025
ACH-000800,0.114493775353
ACH-000802,-0.0942151316255
ACH-000804,0.14306876173
ACH-000805,0.155148272839
ACH-000809,-0.0443236082173
ACH-000810,0.158297314
ACH-000811,-0.117230678072
ACH-000817,0.339084286345
ACH-000819,-0.105154866847
ACH-000820,0.308489850801
ACH-000821,0.35388229817
ACH-000822,-0.0672130326789
ACH-000823,0.014209385832200001
ACH-000824,-0.023336141233999998
ACH-000827,-0.0628395179127
ACH-000829,0.0549241091796
ACH-000831,-0.129065804571
ACH-000832,-0.08420799084410001
ACH-000833,-0.186429549943
ACH-000834,-0.199389601364
ACH-000835,-0.0187045141147
ACH-000836,-0.0525182168757
ACH-000837,0.0611916935061
ACH-000838,0.0406165052407
ACH-000839,0.141498518305
ACH-000840,-0.172187239867
ACH-000841,0.04835285772919999
ACH-000843,0.00231452106488
ACH-000846,-0.315627845538
ACH-000847,-0.0478158437693
ACH-000848,-0.14603013925
ACH-000849,-0.026280745866000002
ACH-000851,0.0675263854193
ACH-000855,0.039382863694800006
ACH-000856,0.0567527912515
ACH-000858,-0.0854010020366
ACH-000859,-0.0161907626818
ACH-000861,0.133490359687
ACH-000862,0.151215307628
ACH-000865,-0.0904740781582
ACH-000866,-0.0344416945596
ACH-000867,0.019744011907299998
ACH-000869,-0.19886944391
ACH-000872,-0.0728686160202
ACH-000873,0.0360597743492
ACH-000876,-0.06711877795440001
ACH-000878,0.07777931356460001
ACH-000880,0.029600644648599996
ACH-000881,0.0655767773467
