,PDPR (55066)
ACH-000004,0.0387556307276
ACH-000007,-0.193165388288
ACH-000009,0.0481727284109
ACH-000011,-0.18642016671
ACH-000012,-0.300148706634
ACH-000013,-0.240223080696
ACH-000014,-0.21078864105700001
ACH-000015,-0.170910133391
ACH-000017,-0.09137124006549999
ACH-000018,-0.306141174498
ACH-000019,-0.114868690047
ACH-000021,-0.0359207999282
ACH-000022,-0.118572464013
ACH-000025,-0.311993639366
ACH-000028,-0.194722600866
ACH-000030,0.0891412882941
ACH-000035,0.015313831273299999
ACH-000036,-0.29847977762899996
ACH-000037,-0.12395699311200001
ACH-000039,-0.34382693962300004
ACH-000040,-0.054273279017699995
ACH-000041,-0.00795065959656
ACH-000042,-0.320905033813
ACH-000045,-0.0814454090737
ACH-000047,-0.0774300762391
ACH-000052,-0.22069951507899999
ACH-000053,-0.249189934506
ACH-000054,-0.419993848613
ACH-000055,-0.255720199181
ACH-000060,-0.0720403901302
ACH-000067,-0.198474789396
ACH-000070,0.183798021873
ACH-000075,-0.258242512048
ACH-000078,-0.19137790481800002
ACH-000082,-0.18711161325300002
ACH-000085,0.0368403048858
ACH-000086,-0.219579487249
ACH-000087,-0.017689249083700002
ACH-000092,-0.174666107774
ACH-000095,-0.284423203166
ACH-000097,-0.269095087636
ACH-000098,-0.17602747129299998
ACH-000099,-0.155416411449
ACH-000108,-0.390453141955
ACH-000113,0.00976778446985
ACH-000115,0.0173330461522
ACH-000116,0.164622482734
ACH-000118,-0.08774149940880001
ACH-000120,-0.48709530496500003
ACH-000123,-0.179749039573
ACH-000127,-0.13836875704399998
ACH-000128,-0.19054151867
ACH-000132,-0.627430372765
ACH-000133,-0.26821170495700003
ACH-000137,-0.262596088702
ACH-000138,-0.203569367051
ACH-000142,0.119392614191
ACH-000143,0.089755890766
ACH-000146,-0.221569130761
ACH-000148,-0.0477412438863
ACH-000150,-0.126871187089
ACH-000152,-0.275171679755
ACH-000153,-0.331689765839
ACH-000159,-0.0661629838655
ACH-000160,0.028770892297900003
ACH-000163,-0.009227458915969999
ACH-000167,-0.442390742413
ACH-000168,-0.0567353659457
ACH-000169,0.15297954026399999
ACH-000178,-0.18899954995299997
ACH-000182,-0.36953326930200003
ACH-000183,-0.0202706746389
ACH-000188,-0.156597084839
ACH-000189,-0.16284735345100002
ACH-000190,-0.189158290997
ACH-000198,-0.045829360090699996
ACH-000204,-0.159012194407
ACH-000206,-0.0441226667224
ACH-000207,-0.0271048157712
ACH-000211,-0.24483350108100002
ACH-000215,-0.228786229509
ACH-000221,0.027824529572400003
ACH-000222,-0.282652209506
ACH-000223,-0.0376644553606
ACH-000226,-0.067154595351
ACH-000227,-0.20199297994399998
ACH-000228,-0.341833249183
ACH-000231,0.114456931254
ACH-000232,-0.17610770488699998
ACH-000233,-0.172158239108
ACH-000234,-0.11428990673900001
ACH-000235,-0.17742422554499998
ACH-000237,-0.303269382042
ACH-000238,-0.00925936415732
ACH-000243,-0.0437852619472
ACH-000244,-0.173325848684
ACH-000246,-0.06312710794769999
ACH-000248,-0.130396891584
ACH-000250,0.0347084819394
ACH-000251,0.226435056315
ACH-000253,-0.128700311896
ACH-000255,-0.0799920750255
ACH-000256,0.137166819207
ACH-000257,0.27884218479
ACH-000258,-0.127387295609
ACH-000259,-0.0455588431195
ACH-000260,-0.18152501937600002
ACH-000261,-0.135840058598
ACH-000262,-0.27638185681999994
ACH-000263,-0.102440247802
ACH-000264,-0.135296459715
ACH-000265,-0.0753580309562
ACH-000266,-0.283079597374
ACH-000272,-0.11242922279
ACH-000273,-0.0651476569281
ACH-000274,-0.0247695354474
ACH-000277,-0.25625901085700004
ACH-000278,-0.04397658254819999
ACH-000279,-0.228629200764
ACH-000280,-0.178867298132
ACH-000281,-0.462610816357
ACH-000288,-0.11125207814600001
ACH-000291,-0.225505957635
ACH-000293,-0.0913312924335
ACH-000294,0.059231279648699994
ACH-000295,-0.130293987947
ACH-000296,-0.006527884684189999
ACH-000302,0.0418244095421
ACH-000304,-0.22097079674400003
ACH-000307,-0.16607845529
ACH-000308,0.210941016083
ACH-000310,-0.128168034701
ACH-000311,-0.306386270682
ACH-000312,-0.335904241891
ACH-000315,0.0063858697141300005
ACH-000316,-0.132849341022
ACH-000317,-0.00151805713198
ACH-000318,-0.212815174621
ACH-000319,-0.240446564043
ACH-000320,-0.573363714181
ACH-000322,-0.28174619951499996
ACH-000323,-0.078786001562
ACH-000324,-0.0513013612691
ACH-000329,-0.179928961639
ACH-000330,-0.0804630570874
ACH-000331,-0.121953503533
ACH-000332,0.034915957632699994
ACH-000334,0.15781968013800002
ACH-000335,-0.6266347687839999
ACH-000336,-0.223287193866
ACH-000337,-0.41888520802100004
ACH-000339,-0.261656939782
ACH-000341,0.0523588175858
ACH-000348,-0.0909160830222
ACH-000350,-0.0497070853974
ACH-000352,-0.143484129525
ACH-000356,0.0328644134478
ACH-000361,0.059002436164699995
ACH-000362,-0.034831591741
ACH-000363,-0.0823517152432
ACH-000364,0.0919928388627
ACH-000365,-0.132936160176
ACH-000366,-0.0563132376824
ACH-000368,-0.0764167277198
ACH-000374,-0.157119377839
ACH-000375,-0.149274076352
ACH-000376,-0.131118857264
ACH-000381,-0.105851827778
ACH-000383,-0.0135031763743
ACH-000387,-0.15899640468100001
ACH-000389,-0.132429996893
ACH-000390,-0.0675677772997
ACH-000393,0.027623877047099996
ACH-000395,-0.252655313424
ACH-000397,-0.29318684011199997
ACH-000401,-0.0054835457934
ACH-000402,-0.124417943553
ACH-000403,-0.210200471058
ACH-000404,0.591488602866
ACH-000406,-0.133585152718
ACH-000407,-0.0462220232962
ACH-000408,-0.166891462184
ACH-000410,-0.0558900409765
ACH-000411,-0.021902582502200004
ACH-000414,-0.216681707185
ACH-000415,0.028344588077099997
ACH-000416,-0.364713040615
ACH-000420,-0.23454043324700002
ACH-000421,0.025004297571
ACH-000424,-0.08629897648669999
ACH-000425,0.110399056468
ACH-000426,0.0716275295651
ACH-000427,-0.161537058727
ACH-000433,-0.178554656739
ACH-000436,-0.0541370615862
ACH-000444,-0.0138454687876
ACH-000445,-0.15726541003299999
ACH-000448,0.0524565426295
ACH-000450,-0.218871528882
ACH-000452,-0.18270929646200001
ACH-000454,-0.164050147062
ACH-000458,-0.300981055403
ACH-000459,-0.0910772533818
ACH-000460,-0.20222962774599998
ACH-000461,0.0280418976109
ACH-000463,-0.09447395006010001
ACH-000464,0.0124153914312
ACH-000466,-0.0897825306983
ACH-000467,-0.115802608311
ACH-000468,-0.178582129423
ACH-000469,-0.111422716688
ACH-000470,-0.0724911853317
ACH-000471,-0.315527388772
ACH-000472,-0.109260094867
ACH-000473,-0.229448712311
ACH-000475,-0.318341607985
ACH-000476,-0.252394190787
ACH-000477,-0.311862064932
ACH-000480,-0.22678713505399997
ACH-000481,0.0359674313884
ACH-000483,-0.137387966237
ACH-000484,-0.0573361961038
ACH-000485,-0.097243102493
ACH-000486,0.0217938965792
ACH-000487,0.0369826299947
ACH-000488,-0.27022377573199996
ACH-000490,-0.15533223001399998
ACH-000491,0.26361144365
ACH-000495,-0.246663922916
ACH-000496,-0.303818185106
ACH-000499,-0.016280611706299998
ACH-000500,0.546950698117
ACH-000502,-0.304475145027
ACH-000503,-0.204262214653
ACH-000505,-0.43884292825000004
ACH-000507,0.0786381886625
ACH-000510,0.09356624795560001
ACH-000511,-0.128107190122
ACH-000512,-0.16802724629700003
ACH-000516,-0.340177260902
ACH-000517,-0.27239345616099997
ACH-000518,0.0425582295159
ACH-000520,-0.14072186337
ACH-000521,-0.33696558549500005
ACH-000522,-0.426836065006
ACH-000524,-0.20233889095600002
ACH-000527,-0.130797519546
ACH-000528,-0.050858729347599996
ACH-000537,-0.287688832974
ACH-000541,-0.528420314815
ACH-000542,-0.0634124829082
ACH-000544,-0.208715326724
ACH-000545,-0.0913981877472
ACH-000547,-0.12884601170499999
ACH-000548,-0.305080820599
ACH-000549,-0.280932441776
ACH-000550,-0.527871447305
ACH-000552,-0.05000845486719999
ACH-000556,-0.44420066219899995
ACH-000557,0.01670412618
ACH-000570,0.129315916848
ACH-000571,-0.19003094587400002
ACH-000573,-0.363227544279
ACH-000576,-0.140501183332
ACH-000580,-0.333834455535
ACH-000584,-0.175833774432
ACH-000585,-0.129780844022
ACH-000588,-0.058250778883300006
ACH-000589,0.050355515669099994
ACH-000591,-0.49777053419600004
ACH-000593,-0.0184911721559
ACH-000600,-0.147794325031
ACH-000601,-0.09548333859639999
ACH-000604,-0.0907366613758
ACH-000605,0.0066003180855399995
ACH-000606,0.0852577696659
ACH-000608,-0.141009145667
ACH-000614,-0.0350604810016
ACH-000616,-0.233132625011
ACH-000618,-0.16285611912599998
ACH-000619,-0.12035573602600001
ACH-000620,-0.0721917269203
ACH-000621,-0.27767447151700003
ACH-000622,-0.015242373119
ACH-000623,-0.278920745704
ACH-000624,-0.08741047557219998
ACH-000627,-0.01735232352
ACH-000630,-0.326196060484
ACH-000632,-0.168010950949
ACH-000633,0.0156637524393
ACH-000637,-0.335821881986
ACH-000638,-0.00724509884088
ACH-000646,-0.27873613272500003
ACH-000647,-0.191293717634
ACH-000648,0.017463038035
ACH-000649,-0.0779459708187
ACH-000651,-0.390402763293
ACH-000652,-0.250424919406
ACH-000653,-0.179710153105
ACH-000657,0.012665689924700001
ACH-000658,-0.110201140327
ACH-000661,-0.110358813729
ACH-000662,0.135672090592
ACH-000663,-0.132012336784
ACH-000665,0.0076178327734200005
ACH-000671,-0.055559755413499994
ACH-000673,-0.069564250328
ACH-000676,-0.109027755255
ACH-000677,-0.0358287530036
ACH-000681,-0.145455941579
ACH-000682,-0.128168319786
ACH-000683,-0.173753125977
ACH-000684,-0.147320857688
ACH-000688,-0.33716954877599997
ACH-000693,-0.024219326965200003
ACH-000694,0.09739587517010001
ACH-000695,-0.145122066395
ACH-000696,-0.177759099225
ACH-000697,-0.5054387034350001
ACH-000699,-0.131446879481
ACH-000701,-0.198562865198
ACH-000706,0.0658278154925
ACH-000711,-0.126839619514
ACH-000713,-0.165566677044
ACH-000714,-0.28239889638
ACH-000718,-0.153468233559
ACH-000720,-0.039197957996199996
ACH-000721,-0.09719960437349999
ACH-000724,0.08784588030639999
ACH-000725,-0.15866514537999998
ACH-000732,-0.06181838728630001
ACH-000734,-0.06552436772049999
ACH-000735,-0.13266138637
ACH-000736,-0.09090659420450001
ACH-000738,-0.07350188024839999
ACH-000746,-0.236814339639
ACH-000747,-0.226827236083
ACH-000748,-0.195637314162
ACH-000753,-0.0507419674269
ACH-000756,-0.26571055522799997
ACH-000757,-0.135742554248
ACH-000758,-0.308356016645
ACH-000760,-0.100793209808
ACH-000763,0.07012139736510001
ACH-000764,-0.640605309875
ACH-000765,-0.0694588575984
ACH-000766,-0.12306074502900001
ACH-000767,-0.0518373817278
ACH-000768,-0.21746961296599998
ACH-000769,-0.11992432132400001
ACH-000770,-0.0938515571102
ACH-000771,-0.0639274619803
ACH-000773,-0.362246567082
ACH-000776,0.0817315264672
ACH-000777,0.0122041923243
ACH-000778,-0.27980965450899997
ACH-000781,0.09607870472169999
ACH-000782,0.147964254559
ACH-000783,-0.266952532347
ACH-000784,0.0625056135826
ACH-000785,-0.084392085213
ACH-000787,-0.0412537534248
ACH-000788,-0.060181560471099994
ACH-000791,-0.192324642331
ACH-000792,-0.131782704714
ACH-000794,-0.261921213303
ACH-000796,-0.13492004795600002
ACH-000799,-0.244945132496
ACH-000800,-0.135721947424
ACH-000802,0.0728608692889
ACH-000804,-0.34421842651
ACH-000805,-0.321732745279
ACH-000809,0.0240378649364
ACH-000810,0.0990190402293
ACH-000811,0.00334234528538
ACH-000817,-0.136855858204
ACH-000819,-0.0272418433789
ACH-000820,-0.433496891954
ACH-000821,-0.125276918587
ACH-000822,-0.247503568502
ACH-000823,-0.07304891521380001
ACH-000824,-0.0277506296298
ACH-000827,-0.250131659503
ACH-000829,-0.037282441307300004
ACH-000831,-0.157776607873
ACH-000832,0.101500479715
ACH-000833,-0.322596724174
ACH-000834,-0.143274627932
ACH-000835,-0.21224603212499998
ACH-000836,-0.19917609864100003
ACH-000837,-0.0831456075975
ACH-000838,0.10544643986199999
ACH-000839,-0.145378771405
ACH-000840,-0.100573911836
ACH-000841,-0.299479578613
ACH-000843,-0.0153726533994
ACH-000846,-0.18514761092999998
ACH-000847,-0.125659822526
ACH-000848,-0.0890540082928
ACH-000849,-0.0112452972899
ACH-000851,-0.383588603006
ACH-000855,-0.0102782555166
ACH-000856,-0.122989911405
ACH-000858,0.10936086726399999
ACH-000859,0.053335072888799996
ACH-000861,-0.379007961102
ACH-000862,-0.25267017708
ACH-000865,-0.0166709878818
ACH-000866,-0.051909266958599994
ACH-000867,0.022399137825599998
ACH-000869,-0.0141387744371
ACH-000872,-0.06787352497600001
ACH-000873,0.0912199359344
ACH-000876,-0.033515919358
ACH-000878,0.153605568689
ACH-000880,-0.25000043515299997
ACH-000881,0.024879955864200002
ACH-000882,0.0261742343736
ACH-000884,-0.181795968669
ACH-000885,-0.274183955496
ACH-000887,-0.0800852942673
ACH-000888,-0.168512302337
ACH-000889,-0.246212107795
ACH-000890,-0.259415160891
ACH-000896,0.0021160529006699997
ACH-000898,-0.09655765164960001
ACH-000900,0.0298756471094
ACH-000901,-0.155237106853
ACH-000905,-0.025540177343700003
ACH-000906,-0.0115632653316
ACH-000907,-0.0492483839212
ACH-000910,-0.0293201583053
ACH-000911,0.015237892257
ACH-000912,0.0434044669881
ACH-000913,-0.165938840917
ACH-000915,-0.190203188559
ACH-000916,0.18303249824999998
ACH-000917,0.0561338965025
ACH-000921,-0.152615171997
ACH-000924,0.0337748792643
ACH-000926,-0.044331244994299995
ACH-000928,-0.0731718046198
ACH-000929,0.19015736454799997
ACH-000932,-0.126315461553
ACH-000935,0.0402539299995
ACH-000936,0.193702929876
ACH-000937,0.07078316154400001
ACH-000938,0.23835066446199998
ACH-000939,-0.23018705547200002
ACH-000941,-0.216557455286
ACH-000943,-0.029551288468
ACH-000946,-0.34748901291100004
ACH-000947,-0.0541588148228
ACH-000948,-0.105867914603
ACH-000950,-0.32762781721900003
ACH-000953,-0.024364575331299997
ACH-000957,-0.510606749205
ACH-000958,-0.0695353664413
ACH-000960,-0.0313801867706
ACH-000963,-0.0148010783232
