,XXYLT1 (152002)
ACH-000550,-0.247317327799
ACH-000552,-0.209597353919
ACH-000556,-0.182476322733
ACH-000557,-0.123864026107
ACH-000570,-0.432002340813
ACH-000571,-0.152026861763
ACH-000573,-0.395340454706
ACH-000576,-0.216214505369
ACH-000580,-0.027535012262400002
ACH-000584,-0.18552345050000002
ACH-000585,-0.11810030013
ACH-000588,0.0147308724362
ACH-000589,-0.219942774159
ACH-000591,-0.364633627245
ACH-000593,-0.505350575203
ACH-000600,-0.19193038698800002
ACH-000601,-0.388291424994
ACH-000604,-0.755143464386
ACH-000605,-0.584121269857
ACH-000606,-0.39008953104000005
ACH-000608,-0.19559073443799999
ACH-000614,-0.175960939626
ACH-000616,-0.37577212271300003
ACH-000618,-0.167332615479
ACH-000619,-0.46770486834299996
ACH-000620,-0.32813454516699997
ACH-000621,-0.273738914792
ACH-000622,-0.304207057219
ACH-000623,-0.262176777297
ACH-000624,-0.269913831523
ACH-000627,-0.23239565112399999
ACH-000630,-0.306180358594
ACH-000632,-0.282097636115
ACH-000633,-0.47538882333800003
ACH-000637,-0.14692145454299999
ACH-000638,-0.422298080044
ACH-000646,-0.132355639122
ACH-000647,-0.21433275541700003
ACH-000648,-0.212725443191
ACH-000649,-0.241933071037
ACH-000651,-0.187430162388
ACH-000652,-0.395351124071
ACH-000653,-0.0367442372097
ACH-000657,-0.293121332808
ACH-000658,-0.187294178215
ACH-000661,-0.46666548317
ACH-000662,-0.535817765775
ACH-000663,-0.123519751187
ACH-000665,-0.157052009419
ACH-000671,-0.15986559578600001
ACH-000673,-0.438801290414
ACH-000676,-0.169426882565
ACH-000677,-0.21709130295600002
ACH-000681,-0.132564943183
ACH-000682,-0.26803693133
ACH-000683,-0.366641085726
ACH-000684,-0.207972821837
ACH-000688,-0.252579106447
ACH-000693,-0.482922263939
ACH-000694,-0.493960261637
ACH-000695,-0.545303909024
ACH-000696,-0.22467577331799998
ACH-000697,-0.34835130127400005
ACH-000699,-0.229060533535
ACH-000701,-0.368556788349
ACH-000706,-0.100910303134
ACH-000711,-0.239213701789
ACH-000713,-0.290813015469
ACH-000714,-0.35552252016
ACH-000718,-0.404534979045
ACH-000720,-0.36548149160899995
ACH-000721,-0.172295859117
ACH-000724,-0.266455729545
ACH-000725,-0.277889701168
ACH-000732,-0.318134820583
ACH-000734,-0.198305724459
ACH-000735,-0.37309885796400005
ACH-000736,-0.292739500926
ACH-000738,-0.19543534633499998
ACH-000746,-0.378699611179
ACH-000747,-0.125346020522
ACH-000748,-0.40290053456600006
ACH-000753,-0.183658807563
ACH-000756,-0.123047942564
ACH-000757,-0.202134542804
ACH-000758,-0.320864728186
ACH-000760,-0.420552862877
ACH-000763,-0.39766311975
ACH-000764,-0.448475458713
ACH-000765,-0.273637939514
ACH-000766,-0.075441721248
ACH-000767,-0.18628313703
ACH-000768,-0.286236004798
ACH-000769,-0.207895525217
ACH-000770,-0.421784164154
ACH-000771,-0.351179226582
ACH-000773,-0.440030711841
ACH-000776,-0.140039662714
ACH-000777,-0.205083792324
ACH-000778,-0.127906182152
ACH-000781,-0.17171682356400003
ACH-000782,-0.24492541392099998
ACH-000783,-0.477154039712
ACH-000784,-0.33205614478900003
ACH-000785,-0.203372593213
ACH-000787,-0.17892135950100002
ACH-000788,-0.281163748568
ACH-000791,-0.30216931208500003
ACH-000792,-0.24549618955299998
ACH-000794,-0.622241664124
ACH-000796,-0.5258527685800001
ACH-000799,-0.335542576433
ACH-000800,-0.297087584639
ACH-000802,-0.295916035842
ACH-000804,-0.19365877460900002
ACH-000805,0.057750382357599994
ACH-000809,-0.439875435603
ACH-000810,-0.344505676062
ACH-000811,-0.29334802014600003
ACH-000817,-0.20437303487
ACH-000819,0.056988392962600005
ACH-000820,0.0007777700716449999
ACH-000821,-0.37220922212800006
ACH-000822,-0.232850028903
ACH-000823,-0.33483249507
ACH-000824,-0.33562569111699997
ACH-000827,-0.234105075722
ACH-000829,-0.310680181231
ACH-000831,-0.14175961865800002
ACH-000832,-0.173059287428
ACH-000833,-0.20437832447999998
ACH-000834,-0.273783117384
ACH-000835,-0.158525509705
ACH-000836,-0.505126765024
ACH-000837,-0.177835022906
ACH-000838,0.0514676801275
ACH-000839,-0.09107938023810001
ACH-000840,-0.262614668601
ACH-000841,-0.11332755227600001
ACH-000843,-0.292033895768
ACH-000846,-0.113393089452
ACH-000847,-0.6023847513530001
ACH-000848,-0.150208014047
ACH-000849,-0.432469338641
ACH-000851,-0.167265505717
ACH-000855,-0.171250867399
ACH-000856,-0.077647634492
ACH-000858,-0.200209510901
ACH-000859,-0.272573889515
ACH-000861,-0.300648312718
ACH-000862,-0.276269493524
ACH-000865,-0.242496218235
ACH-000866,-0.285831758488
ACH-000867,-0.167199491611
ACH-000869,-0.19926198693100003
ACH-000872,-0.172164578284
ACH-000873,-0.26467150489700003
ACH-000876,-0.23652609890299997
ACH-000878,-0.00854275097366
ACH-000880,-0.165949060673
ACH-000881,-0.253148190227
ACH-000882,-0.10754581474199999
ACH-000884,-0.405564679866
ACH-000885,-0.0566001086383
ACH-000887,-0.352798344503
ACH-000888,-0.250002524517
ACH-000889,0.008208223617340001
ACH-000890,-0.230022480603
ACH-000896,-0.249729650278
ACH-000898,-0.336152666904
ACH-000900,-0.13018393657299998
ACH-000901,-0.258826865773
ACH-000905,-0.09318222335239999
ACH-000906,-0.260787602675
ACH-000907,-0.565631108121
ACH-000910,-0.33240479824
ACH-000911,-0.22417146646299999
ACH-000912,-0.286460408547
ACH-000913,-0.162400927388
ACH-000915,-0.0245601117044
ACH-000916,0.008251160525229999
ACH-000917,-0.111895424641
ACH-000921,-0.232662668737
ACH-000924,-0.24622185386300002
ACH-000926,-0.2963209584
ACH-000928,-0.38769387389700005
ACH-000929,-0.42198799668700004
ACH-000932,-0.300767308565
ACH-000935,-0.241788325941
ACH-000936,-0.055420704383899996
ACH-000937,-0.242648910526
ACH-000938,-0.18573784382
ACH-000939,-0.20656509173300003
ACH-000941,-0.133737665881
ACH-000943,-0.08522431051570001
ACH-000946,-0.280627619996
ACH-000947,-0.0960804252785
ACH-000948,-0.23744058891699998
ACH-000950,-0.348881970343
ACH-000953,-0.33728789563
ACH-000957,-0.206875666401
ACH-000958,-0.15414155871500002
ACH-000960,-0.449967304861
ACH-000963,0.0127969409602
ACH-000968,-0.149785183917
ACH-000969,-0.181038258131
ACH-000973,-0.229649026672
ACH-000974,-0.17622557116700002
ACH-000975,-0.18829014012000003
ACH-000976,-0.273284258228
ACH-000978,0.313471705447
ACH-000980,-0.342329867299
ACH-000984,-0.254160870727
ACH-000986,-0.20244990363200002
ACH-000988,-0.226443697477
ACH-000993,-0.43985603430200004
ACH-000994,-0.09619251390619998
ACH-000996,-0.477805584693
ACH-001001,-0.452358901025
ACH-001020,-0.058848447781
ACH-001028,-0.245187309435
ACH-001031,-0.30327161018000004
ACH-001038,-0.376534367834
ACH-001048,-0.27605568121999996
ACH-001050,-0.24357038974
ACH-001053,-0.203886691887
ACH-001054,-0.0692218280293
ACH-001061,-0.143473412005
ACH-001067,-0.33502023766399996
ACH-001075,-0.468005426298
ACH-001096,-0.0784101820654
ACH-001128,-1.04792662341
ACH-001134,-0.397958824467
ACH-001151,-0.186685357028
ACH-001163,-0.21151515908500002
ACH-001164,0.10702430394300001
ACH-001173,-0.289800138364
ACH-001183,-0.296051735577
ACH-001184,-0.00850192619983
ACH-001190,-0.241483738636
ACH-001192,-0.169144463139
ACH-001193,-0.20773201354899998
ACH-001196,-0.27106309064399997
ACH-001197,-0.42789629054399997
ACH-001205,-0.291300663104
ACH-001211,-0.302607467842
ACH-001212,-0.285891515748
ACH-001228,-0.465531836228
ACH-001232,-0.32234350503000003
ACH-001239,-0.237674850642
ACH-001274,-0.09930773374089999
ACH-001275,-0.39760019733
ACH-001277,-0.46334281004100003
ACH-001278,-0.0698316425329
ACH-001280,-0.242950919408
ACH-001283,-0.09885364159870001
ACH-001289,-0.216068905787
ACH-001295,-0.346160532075
ACH-001300,-0.11567536989
ACH-001301,-0.34482643896
ACH-001302,-0.256005390024
ACH-001303,-0.06708710399090001
ACH-001306,-0.308870241138
ACH-001318,-0.319042109914
ACH-001322,0.0497542891577
ACH-001328,-0.517702381772
ACH-001332,-0.506109287253
ACH-001333,-0.23617017653099998
ACH-001336,-0.120080724059
ACH-001340,-0.35099923383500004
ACH-001346,-0.354842539046
ACH-001353,-0.473727312412
ACH-001354,-0.0316217887976
ACH-001367,-0.17975462087400002
ACH-001368,-0.188149216146
ACH-001374,-0.5149565424570001
ACH-001375,-0.293602965085
ACH-001377,-0.272094675209
ACH-001380,-0.17313840006099998
ACH-001391,-0.211761645257
ACH-001407,-0.303492290103
ACH-001408,-0.442537295284
ACH-001413,-0.214025223059
ACH-001430,-0.395832741602
ACH-001431,-0.233668894983
ACH-001450,-0.38496146319700003
ACH-001496,-0.15442776127900001
ACH-001500,-0.37521390811899996
ACH-001521,-0.502914138651
ACH-001523,-0.39781264922799997
ACH-001532,-0.341623924806
ACH-001536,-0.14123380160000001
ACH-001550,-0.48337144209
ACH-001552,-0.32616132636
ACH-001554,-0.352614382615
ACH-001645,-0.40455572134400003
ACH-001654,-0.128929697951
ACH-001715,-0.37523503787199997
ACH-001735,-0.19549676213199998
ACH-001736,-0.41577566357199996
ACH-001737,0.133265135309
ACH-001740,-0.17361069229000003
ACH-001745,0.0487123244618
ACH-001750,-0.41414352853
ACH-001765,-0.027297721348799996
ACH-001956,-0.195107084866
ACH-001957,-0.267273408508
