,TNFRSF1B (7133)
ACH-000004,0.010642894829799998
ACH-000007,-0.0692181534381
ACH-000009,-0.243363636951
ACH-000011,-0.051293265981700004
ACH-000012,-0.08379567170510001
ACH-000013,-0.142575547529
ACH-000014,-0.0300028499205
ACH-000015,-0.19112637376400002
ACH-000017,-0.061986066101699995
ACH-000018,-0.127624096465
ACH-000019,-0.0162611261688
ACH-000021,-0.102055737455
ACH-000022,0.000206700074225
ACH-000025,-0.120821489752
ACH-000028,-0.021567841557400002
ACH-000030,-0.133964132204
ACH-000035,-0.258083831065
ACH-000036,-0.0715194804931
ACH-000037,-0.0380026324667
ACH-000039,-0.46009958920599997
ACH-000040,-0.04864429216419999
ACH-000041,-0.39402039544399997
ACH-000042,-0.159395774286
ACH-000045,-0.0567416849545
ACH-000047,-0.200505737515
ACH-000052,0.0639222316429
ACH-000053,-0.12313198752
ACH-000054,-0.189271112379
ACH-000055,-0.44479347288000004
ACH-000060,-0.219994669751
ACH-000067,-0.08886396353769999
ACH-000070,-0.354952143375
ACH-000075,-0.051233613587100005
ACH-000078,-0.059851525651699995
ACH-000082,-0.114588300374
ACH-000085,-0.212936918402
ACH-000086,-0.27539656471900004
ACH-000087,-0.0576120617839
ACH-000092,-0.197954971012
ACH-000095,-0.131921528421
ACH-000097,-0.0324516954456
ACH-000098,-0.16801923342
ACH-000099,-0.0567312491734
ACH-000108,-0.27863311976
ACH-000113,-0.135220777238
ACH-000115,-0.24561011945500003
ACH-000116,-0.112541663502
ACH-000118,-0.0301210542171
ACH-000120,-0.156067819257
ACH-000123,-0.0718525212367
ACH-000127,-0.04543956811290001
ACH-000128,-0.263774544783
ACH-000132,-0.020242180630599998
ACH-000133,-0.114332726644
ACH-000137,-0.342811903932
ACH-000138,-0.300325938839
ACH-000142,-0.24690676194800001
ACH-000143,-0.07541395182060001
ACH-000146,-0.16936649337600002
ACH-000148,-0.184598683144
ACH-000150,-0.262107512335
ACH-000152,-0.305509021903
ACH-000153,-0.0978818868961
ACH-000159,-0.245380158392
ACH-000160,-0.043999353024300004
ACH-000163,-0.16170526771
ACH-000167,-0.0005720760994490001
ACH-000168,-0.064022159298
ACH-000169,-0.181888902465
ACH-000178,-0.140313463605
ACH-000182,-0.225115176472
ACH-000183,-0.288567610999
ACH-000188,-0.0701532863454
ACH-000189,-0.211993153444
ACH-000190,-0.0151826658158
ACH-000198,-0.141796867785
ACH-000204,-0.412291218335
ACH-000206,-0.140275874224
ACH-000207,-0.125397293256
ACH-000211,-0.09034535475080001
ACH-000215,-0.12875720479900002
ACH-000221,-0.271766739649
ACH-000222,-0.102848549046
ACH-000223,0.00464970817196
ACH-000226,-0.008558172206579999
ACH-000227,-0.0693713427719
ACH-000228,-0.08867160610880001
ACH-000231,-0.129415744267
ACH-000232,-0.124782262606
ACH-000233,-0.0776206181085
ACH-000234,-0.125831962074
ACH-000235,-0.141629009905
ACH-000237,-0.17242213680799998
ACH-000238,-0.055606734444
ACH-000243,-0.129508434536
ACH-000244,0.185515746269
ACH-000246,-0.14231415572699999
ACH-000248,-0.07387604551860001
ACH-000250,-0.13234938117999998
ACH-000251,-0.18819978234999998
ACH-000253,-0.182298578354
ACH-000255,-0.328968000298
ACH-000256,-0.234898048951
ACH-000257,-0.479759210827
ACH-000258,0.26747875886100003
ACH-000259,-0.15104050269000002
ACH-000260,-0.293783970684
ACH-000261,-0.032564081602
ACH-000262,-0.17804709467
ACH-000263,-0.417928151096
ACH-000264,-0.082366312971
ACH-000265,-0.07360517810669999
ACH-000266,-0.117458254899
ACH-000272,-0.166330868429
ACH-000273,-0.148511879923
ACH-000274,-0.301231447734
ACH-000277,-0.200901764841
ACH-000278,-0.0133905297502
ACH-000279,-0.0758572237494
ACH-000280,-0.264525815653
ACH-000281,-0.36596395413500005
ACH-000288,-0.41844403997
ACH-000291,-0.225099428008
ACH-000293,-0.167100882165
ACH-000294,0.07840845532589999
ACH-000295,-0.12919727743599999
ACH-000296,-0.0325897932506
ACH-000302,-0.269289186735
ACH-000304,0.0266179914418
ACH-000307,-0.08501317782230002
ACH-000308,-0.06047050688999999
ACH-000310,-0.00223132393409
ACH-000311,-0.25034558629299997
ACH-000312,-0.296281509294
ACH-000315,-0.319323784316
ACH-000316,-0.259480962675
ACH-000317,-0.303197303285
ACH-000318,-0.10753847501800001
ACH-000319,0.011623013096000001
ACH-000320,-0.19523236787300002
ACH-000322,-0.0895054753206
ACH-000323,-0.17297844515500002
ACH-000324,-0.187796550443
ACH-000329,-0.24499682240200002
ACH-000330,-0.112034635981
ACH-000331,-0.0973143692177
ACH-000332,-0.0580757517505
ACH-000334,-0.181823487146
ACH-000335,-0.172901726436
ACH-000336,-0.409447595423
ACH-000337,0.037426379803
ACH-000339,0.031860660816900005
ACH-000341,-0.08119403850239999
ACH-000348,-0.306087828789
ACH-000350,-0.150523815768
ACH-000352,-0.158793029903
ACH-000356,-0.06805905228419999
ACH-000361,-0.348171104027
ACH-000362,-0.18078041869300002
ACH-000363,-0.215325080799
ACH-000364,-0.284816114676
ACH-000365,-0.0647770810287
ACH-000366,-0.197342269092
ACH-000368,-0.165757458618
ACH-000374,-0.028798208433799998
ACH-000375,0.00572635391514
ACH-000376,-0.269654261301
ACH-000381,-0.11677315086500001
ACH-000383,-0.142542048087
ACH-000387,-0.256950630848
ACH-000389,-0.24965597515299998
ACH-000390,-0.19213131456399998
ACH-000393,-0.31135405626400003
ACH-000395,-0.21905277027800002
ACH-000397,-0.105881206532
ACH-000401,-0.0676251647607
ACH-000402,-0.42653865477799996
ACH-000403,-0.09124936728219998
ACH-000404,-0.287870173901
ACH-000406,-0.153178133341
ACH-000407,-0.265936564118
ACH-000408,-0.204889448649
ACH-000410,-0.16762778494799999
ACH-000411,-0.127185311503
ACH-000414,0.06919662876299999
ACH-000415,-0.0928213054764
ACH-000416,-0.013754116269
ACH-000420,-0.220192366307
ACH-000421,-0.104277756478
ACH-000424,-0.04952911180319999
ACH-000425,-0.179930778308
ACH-000426,-0.160092766457
ACH-000427,0.040963108455199994
ACH-000433,-0.039497739972800004
ACH-000436,-0.170791050255
ACH-000444,-0.160547096745
ACH-000445,-0.39492040908200005
ACH-000448,-0.12504246041099998
ACH-000450,-0.284001682293
ACH-000452,-0.056685068217
ACH-000454,-0.09513213432779999
ACH-000458,-0.199756893653
ACH-000459,-0.186117863929
ACH-000460,-0.124975610475
ACH-000461,-0.0838054573018
ACH-000463,-0.0815335977664
ACH-000464,-0.18392598061700002
ACH-000466,-0.179074581036
ACH-000467,-0.162924419341
ACH-000468,-0.151437295848
ACH-000469,-0.07420173769880001
ACH-000470,-0.164474634727
ACH-000471,-0.223699510921
ACH-000472,-0.11263500165
ACH-000473,-0.17573890852899998
ACH-000475,-0.24110431790999998
ACH-000476,-0.23914227826099999
ACH-000477,0.085782897255
ACH-000480,-0.253777086576
ACH-000481,-0.085316278772
ACH-000483,-0.05975323099359999
ACH-000484,-0.252399398344
ACH-000485,-0.0149542968674
ACH-000486,-0.0759229403338
ACH-000487,-0.230704657117
ACH-000488,-0.10583048865
ACH-000490,-0.0493106963782
ACH-000491,-0.12309083009400001
ACH-000495,-0.320955458478
ACH-000496,-0.29827204356
