,RILP (83547)
ACH-000004,0.025315603834700003
ACH-000007,-0.0423127646298
ACH-000009,-0.15385340220000002
ACH-000011,-0.0457430500419
ACH-000012,-0.0381165000115
ACH-000013,-0.09741405232610001
ACH-000014,-0.24089407259
ACH-000015,0.066110100763
ACH-000017,0.126244196015
ACH-000018,-0.391973246346
ACH-000019,-0.39435300467
ACH-000021,-0.0216140641884
ACH-000022,-0.0873722099378
ACH-000025,-0.115474224694
ACH-000028,-0.0784766849161
ACH-000030,-0.0511708703899
ACH-000035,-0.10336348252800001
ACH-000036,-0.409290003785
ACH-000037,0.0472324960617
ACH-000039,-0.172200084287
ACH-000040,0.0388168006475
ACH-000041,-0.216807943421
ACH-000042,-0.123498451266
ACH-000045,-0.10924649045
ACH-000047,-0.141561842877
ACH-000052,-0.0744840111476
ACH-000053,-0.126635623645
ACH-000054,0.09274876717910001
ACH-000055,-0.0407465832877
ACH-000060,-0.323353408296
ACH-000067,-0.127379705875
ACH-000070,-0.006844438429470001
ACH-000075,-0.059689990041699996
ACH-000078,-0.209618430404
ACH-000082,-0.339449557091
ACH-000085,-0.0725248316369
ACH-000086,0.139651937082
ACH-000087,-0.00330570267389
ACH-000092,0.08803162680289998
ACH-000095,-0.100844614837
ACH-000097,0.0024131210050700003
ACH-000098,-0.15964921136
ACH-000099,-0.059840426568599996
ACH-000108,-0.132811999893
ACH-000113,-0.0217843843656
ACH-000115,-0.19732296321400003
ACH-000116,-0.0204927181465
ACH-000118,-0.24700897002099997
ACH-000120,-0.192866919947
ACH-000123,-0.0251764493587
ACH-000127,0.0746760329064
ACH-000128,0.0304199457229
ACH-000132,-0.389423321213
ACH-000133,-0.00181121513985
ACH-000137,-0.210422566626
ACH-000138,-0.029716322650599997
ACH-000142,-0.112536315798
ACH-000143,-0.232058626805
ACH-000146,-0.0261144990767
ACH-000148,-0.07459522659580001
ACH-000150,0.0264256571313
ACH-000152,-0.0210371629367
ACH-000153,-0.0595224457812
ACH-000159,-0.0632597588971
ACH-000160,-0.0380069883329
ACH-000163,-0.0119311507935
ACH-000167,-0.19859983761100003
ACH-000168,-0.310638057105
ACH-000169,-0.0530781988114
ACH-000178,-0.0967168667325
ACH-000182,-0.0319346980948
ACH-000183,-0.123026973288
ACH-000188,0.007069616189529999
ACH-000189,-0.587246223736
ACH-000190,-0.276587866914
ACH-000198,-0.0372643162562
ACH-000204,0.0369655652621
ACH-000206,-0.11293628902000001
ACH-000207,0.147470884933
ACH-000211,0.000692124632303
ACH-000215,0.047064314335199996
ACH-000221,0.0313156442117
ACH-000222,-0.127190315098
ACH-000223,-0.0711577724636
ACH-000226,-0.231629396939
ACH-000227,0.0819032034196
ACH-000228,-0.305992344218
ACH-000231,-0.030789831531700004
ACH-000232,-0.201502548026
ACH-000233,0.105371580025
ACH-000234,-0.16942379442000002
ACH-000235,-0.0763612703107
ACH-000237,-0.0223318766517
ACH-000238,-0.120312913352
ACH-000243,-0.0309486045725
ACH-000244,-0.0702715425611
ACH-000246,-0.031248839158099995
ACH-000248,-0.257439204636
ACH-000250,-0.140992235667
ACH-000251,-0.052391083771099994
ACH-000253,0.0425513613794
ACH-000255,3.05287549225e-05
ACH-000256,-0.160779833052
ACH-000257,-0.12919953623
ACH-000258,0.199865838081
ACH-000259,-0.062619207741
ACH-000260,-0.010867645795200002
ACH-000261,-0.0943529807956
ACH-000262,0.0853227395334
ACH-000263,0.267338976394
ACH-000264,-0.13137189753200001
ACH-000265,-0.102999339826
ACH-000266,-0.19013510679200002
ACH-000272,-0.102597683154
ACH-000273,-0.0804273818228
ACH-000274,-0.11379950575400001
ACH-000277,0.0764762613226
ACH-000278,-0.140132480588
ACH-000279,-0.26213674877099996
ACH-000280,-0.10071393808599999
ACH-000281,-0.017622034065700003
ACH-000288,-0.29902899003899996
ACH-000291,-0.10314951357
ACH-000293,-0.314625192572
ACH-000294,0.128385686405
ACH-000295,-0.225511693741
ACH-000296,-0.0203202484077
ACH-000302,-0.0225075482058
ACH-000304,-0.14268224792
ACH-000307,-0.231874346442
ACH-000308,-0.016656109175899998
ACH-000310,0.0778945502787
ACH-000311,-0.00451983805218
ACH-000312,-0.158689336896
ACH-000315,-0.225489590218
ACH-000316,-0.16569680512499999
ACH-000317,0.017251372472999998
ACH-000318,0.0591147728077
ACH-000319,0.0269890348892
ACH-000320,-0.12209830778400001
ACH-000322,-0.154911402403
ACH-000323,-0.146693122856
ACH-000324,-0.190132004901
ACH-000329,-0.15220527695
ACH-000330,0.0654240902131
ACH-000331,-0.148144688103
ACH-000332,-0.035155202766999995
ACH-000334,0.281260330071
ACH-000335,-0.11940803842299999
ACH-000336,-0.253736244717
ACH-000337,0.0644068620957
ACH-000339,-0.179865900931
ACH-000341,-0.23704082751400002
ACH-000348,0.10744716203
ACH-000350,0.137055191454
ACH-000352,-0.0326030984888
ACH-000356,-0.30607619149099996
ACH-000361,-0.211263579045
ACH-000362,-0.203269440523
ACH-000363,-0.022517538434900005
ACH-000364,-0.26565637694600003
ACH-000365,-0.0341036941566
ACH-000366,-0.19988249138
ACH-000368,0.00950353574484
ACH-000374,0.131484181664
ACH-000375,-0.0222047242782
ACH-000376,0.0660692199435
ACH-000381,-0.08667713989589998
ACH-000383,-0.08715195021870001
ACH-000387,-0.00354070423136
ACH-000389,-0.106437805393
ACH-000390,-0.136010910703
ACH-000393,0.05694104710990001
ACH-000395,-0.30309195833299996
ACH-000397,-0.15570843813100002
ACH-000401,-0.164688905599
ACH-000402,-0.293960575739
ACH-000403,-0.07174587720480001
ACH-000404,0.432579728934
ACH-000406,-0.0117877277738
ACH-000407,-0.218924418805
ACH-000408,-0.208597438809
ACH-000410,-0.07578275795560001
ACH-000411,-0.0804072086839
ACH-000414,-0.0434082186325
ACH-000415,-0.180750562843
ACH-000416,-0.07846832153630001
ACH-000420,-0.086262584224
ACH-000421,-0.08021050854060001
