,MBIP (51562)
ACH-000004,-0.24550513387400003
ACH-000007,-0.103547178672
ACH-000009,0.113196430028
ACH-000011,-0.0414543973542
ACH-000012,0.164861667119
ACH-000013,0.083428147451
ACH-000014,0.14715469351
ACH-000015,0.129270011004
ACH-000017,-0.10169207132500001
ACH-000018,-0.21997528199900002
ACH-000019,-0.266052700795
ACH-000021,0.0832325674872
ACH-000022,-0.025017659249200002
ACH-000025,0.021726944311900004
ACH-000028,-0.14044604521
ACH-000030,-0.0846574987831
ACH-000035,0.0915304453899
ACH-000036,-0.139718213625
ACH-000037,0.0837652560733
ACH-000039,0.18453961949099998
ACH-000040,0.18454849546100002
ACH-000041,-0.316418442339
ACH-000042,0.11937626016899999
ACH-000045,-0.214205657526
ACH-000047,-0.282172893129
ACH-000052,-0.347628121065
ACH-000053,0.17882051063700002
ACH-000054,0.12456091819800001
ACH-000055,0.05786839396380001
ACH-000060,-0.09017822481660001
ACH-000067,-0.0403857924748
ACH-000070,-0.15319790403300002
ACH-000075,0.0456854303137
ACH-000078,0.0834571631236
ACH-000082,0.00454512651515
ACH-000085,-0.148741152687
ACH-000086,0.0437076647729
ACH-000087,-0.328033544347
ACH-000092,-0.013787700584
ACH-000095,-0.0661067064057
ACH-000097,-0.335006865966
ACH-000098,-0.0951963742585
ACH-000099,0.0557182905203
ACH-000108,0.00434427670224
ACH-000113,-0.212143870731
ACH-000115,0.16262922184599998
ACH-000116,-0.169913876586
ACH-000118,0.186636387049
ACH-000120,0.044517032501999995
ACH-000123,-0.085331013763
ACH-000127,-0.107159535771
ACH-000128,-0.00183815782056
ACH-000132,0.0371351095709
ACH-000133,-0.062366684613399996
ACH-000137,-0.17356248171799998
ACH-000138,0.162508783293
ACH-000142,0.061357007962
ACH-000143,0.151996335152
ACH-000146,0.0729604679136
ACH-000148,-0.07917526189480001
ACH-000150,0.261675316343
ACH-000152,-0.138383185729
ACH-000153,0.0544300896165
ACH-000159,-0.126081962371
ACH-000160,0.227813319958
ACH-000163,-0.042539154699099996
ACH-000167,0.5154996184089999
ACH-000168,0.23241681683
ACH-000169,-0.041985139653099995
ACH-000178,-0.06021045407219999
ACH-000182,0.0399919650112
ACH-000183,-0.113839246693
ACH-000188,0.09364457143210002
ACH-000189,-0.10143147033700001
ACH-000190,0.346394615199
ACH-000198,-0.13340490355
ACH-000204,-0.128188376775
ACH-000206,-0.00306176655263
ACH-000207,-0.106699189202
ACH-000211,-0.11206357630699999
ACH-000215,0.026630410375599996
ACH-000221,0.00806669701863
ACH-000222,0.0701112123478
ACH-000223,0.0303034351854
ACH-000226,0.025630462112799998
ACH-000227,0.0816641902001
ACH-000228,-0.09379881454870001
ACH-000231,-0.11234628132
ACH-000232,-0.012604993725700002
ACH-000233,-0.0764665768297
ACH-000234,0.0894748777025
ACH-000235,-0.0898006781711
ACH-000237,0.013650762263499998
ACH-000238,0.0153754013197
ACH-000243,-0.0923548974986
ACH-000244,0.30225574202100003
ACH-000246,-0.38686900591799994
ACH-000248,-0.24694927437699998
ACH-000250,-0.023248206949299997
ACH-000251,0.130840747311
ACH-000253,-0.028957849451000002
ACH-000255,-0.138548398466
ACH-000256,0.157926931144
ACH-000257,-0.235849480191
ACH-000258,-0.193683614507
ACH-000259,-0.0552927391788
ACH-000260,-0.23220091201200002
ACH-000261,-0.0963857486722
ACH-000262,-0.07151849448739998
ACH-000263,0.037332184052
ACH-000264,-0.0343054966318
ACH-000265,0.010793240125299999
ACH-000266,0.0357739925736
ACH-000272,-0.219819015295
ACH-000273,0.15538086159700001
ACH-000274,0.0411296142366
ACH-000277,-0.28327667926600003
ACH-000278,-0.095040469483
ACH-000279,-0.075596990932
ACH-000280,0.197907145501
ACH-000281,0.186624566879
ACH-000288,0.0714691103814
ACH-000291,-0.2401849813
ACH-000293,0.0457187889701
ACH-000294,0.226937295187
ACH-000295,-0.263753396179
ACH-000296,-0.140022079251
ACH-000302,0.12644432509099998
ACH-000304,0.28002959185
ACH-000307,-0.07427562102469999
ACH-000308,0.028886433508700002
ACH-000310,0.281501198931
ACH-000311,-0.0759696459231
ACH-000312,0.156865067819
ACH-000315,0.238534117481
ACH-000316,0.013884634734100001
ACH-000317,-0.0620057799051
ACH-000318,-0.000818555578542
ACH-000319,-0.163691818002
ACH-000320,-0.10327988230900001
ACH-000322,-0.141381256746
ACH-000323,0.181553395693
ACH-000324,0.015064877389799999
ACH-000329,0.0194867879301
ACH-000330,-0.0656798979803
