,PPY (5539)
ACH-000847,-0.692791639691
ACH-000848,-0.503390157895
ACH-000849,-0.753861696023
ACH-000851,-0.537654373766
ACH-000855,-0.622562241829
ACH-000856,-0.5088061056750001
ACH-000858,-0.7276558585770001
ACH-000859,-0.5590331088939999
ACH-000861,-0.340627849729
ACH-000862,-0.73617190316
ACH-000865,-0.571723173952
ACH-000866,-0.749247675846
ACH-000867,-0.853170057527
ACH-000869,-0.7125708296100001
ACH-000872,-0.771447341334
ACH-000873,-0.598342153388
ACH-000876,-0.705246133181
ACH-000878,-0.356015934283
ACH-000880,-0.601968872207
ACH-000881,-0.5004398842459999
ACH-000882,-0.415270158299
ACH-000884,-0.7467206713860001
ACH-000885,-0.652831329289
ACH-000887,-0.803223540704
ACH-000888,-0.7042150031960001
ACH-000889,-0.570901954517
ACH-000890,-0.641622317975
ACH-000896,-0.53272111669
ACH-000898,-0.646481734527
ACH-000900,-0.793983527747
ACH-000901,-0.7311399395839999
ACH-000905,-0.594947491221
ACH-000906,-0.614585975374
ACH-000907,-0.649188790633
ACH-000910,-0.6861145106730001
ACH-000911,-0.704190842527
ACH-000912,-0.7036571123919999
ACH-000913,-0.580065044594
ACH-000915,-0.7311292041799999
ACH-000916,-0.575581863013
ACH-000917,-0.609015016273
ACH-000921,-0.592738441756
ACH-000924,-0.601447738517
ACH-000926,-0.642995914975
ACH-000928,-0.76696954402
ACH-000929,-0.7513590485580001
ACH-000932,-0.675782800836
ACH-000935,-0.752520674369
ACH-000936,-0.541756010954
ACH-000937,-1.0141269740799999
ACH-000938,-0.825340068637
ACH-000939,-0.5940117710980001
ACH-000941,-0.590346916608
ACH-000943,-0.543611365287
ACH-000946,-0.527599234241
ACH-000947,-0.602348233035
ACH-000948,-0.5192026311919999
ACH-000950,-0.522616166334
ACH-000953,-0.989545370492
ACH-000957,-0.656969574195
ACH-000958,-0.95765221063
ACH-000960,-0.975014129247
ACH-000963,-0.6053925042180001
ACH-000968,-0.599181570186
ACH-000969,-0.590867216805
ACH-000973,-0.75236396514
ACH-000974,-0.7228356599779999
ACH-000975,-0.8035215607610001
ACH-000976,-0.5844296652350001
ACH-000978,-0.735664868058
ACH-000980,-0.590544286259
ACH-000984,-0.7744260556370001
ACH-000986,-0.755809543739
ACH-000988,-0.569813898072
ACH-000993,-0.495263171374
ACH-000994,-0.7969502781669999
ACH-000996,-0.8270820119769999
ACH-001001,-0.734262997269
ACH-001020,-0.9643964089589999
ACH-001028,-0.8682119979039999
ACH-001031,-0.587857564332
ACH-001038,-0.7172485870399999
ACH-001048,-0.645502547336
ACH-001050,-0.7020821396539999
ACH-001053,-0.730599887903
ACH-001054,-0.582953057326
ACH-001061,-0.519127840125
ACH-001067,-0.83117421075
ACH-001075,-0.877503496718
ACH-001096,-0.607852369962
ACH-001128,-0.766414048049
ACH-001134,-0.48237755395599996
ACH-001151,-0.679323182131
ACH-001163,-0.77483886859
ACH-001164,-0.7253184113
ACH-001173,-0.692442979985
ACH-001183,-0.784755223558
ACH-001184,-0.539757172694
ACH-001190,-0.67021105801
ACH-001192,-0.6709423043739999
ACH-001193,-1.0924313216700001
ACH-001196,-0.38773558210299996
ACH-001197,-0.646625785585
ACH-001205,-0.640315776873
ACH-001211,-0.603612308185
ACH-001212,-0.5818560179510001
ACH-001228,-0.8272942828990001
ACH-001232,-0.8592250508339999
ACH-001239,-0.790474196302
ACH-001274,-0.5546182225890001
ACH-001275,-0.6152662566629999
ACH-001277,-0.622794313428
ACH-001278,-0.7086399782330001
ACH-001280,-0.8336843136130001
ACH-001283,-0.623684387089
ACH-001289,-0.541801492409
ACH-001295,-0.8221777076260001
ACH-001300,-0.6736780069130001
ACH-001301,-0.632240044555
ACH-001302,-0.8402910734739999
ACH-001303,-0.5560887284380001
ACH-001306,-0.640533807197
ACH-001318,-0.665948436448
ACH-001322,-0.611916828636
ACH-001328,-0.778545062199
ACH-001332,-0.702565699315
ACH-001333,-0.397346486351
ACH-001336,-0.644008525699
ACH-001340,-0.808957347371
ACH-001346,-0.669816010762
ACH-001353,-0.836954430588
ACH-001354,-0.7953346513230001
ACH-001367,-0.777626378382
ACH-001368,-0.79510840736
ACH-001374,-0.847254130471
ACH-001375,-0.51655842135
ACH-001377,-0.6772367293089999
ACH-001380,-0.583246876803
ACH-001391,-0.836409326102
ACH-001407,-0.649678869847
ACH-001408,-0.6368836111
ACH-001413,-0.41952029114699996
ACH-001430,-0.876718947491
ACH-001431,-0.663709204491
ACH-001450,-0.8246170426899999
ACH-001496,-0.706088302256
ACH-001500,-0.540194565673
ACH-001521,-0.820913083848
ACH-001523,-0.70358199309
ACH-001532,-0.497279291189
ACH-001536,-0.7514417817319999
ACH-001550,-0.645782806235
ACH-001552,-0.820927905582
ACH-001554,-0.633331537423
ACH-001645,-0.635757391696
ACH-001654,-0.743042309619
ACH-001715,-0.979161570298
ACH-001735,-0.680816217832
ACH-001736,-0.958193688284
ACH-001737,-1.08029930245
ACH-001740,-0.544373470812
ACH-001745,-0.515676678298
ACH-001750,-0.589439511797
ACH-001765,-0.780885120653
ACH-001956,-0.581658886462
ACH-001957,-0.8345292326639999
