,PPY (5539)
ACH-000004,-0.507346918036
ACH-000007,-0.689040627099
ACH-000009,-0.809098374192
ACH-000011,-0.729601213123
ACH-000012,-0.674401569835
ACH-000013,-0.543563181616
ACH-000014,-0.598034100583
ACH-000015,-0.552490902735
ACH-000017,-0.7322589408969999
ACH-000018,-0.669290027228
ACH-000019,-0.793224582725
ACH-000021,-0.56864988282
ACH-000022,-0.794630908257
ACH-000025,-0.665951980277
ACH-000028,-0.622135258776
ACH-000030,-0.573767442154
ACH-000035,-0.745228790201
ACH-000036,-0.534560142271
ACH-000037,-0.735256726548
ACH-000039,-0.6036754113530001
ACH-000040,-0.633490304636
ACH-000041,-0.84792504825
ACH-000042,-0.549690221575
ACH-000045,-0.627087289355
ACH-000047,-0.44108931302
ACH-000052,-0.738356874012
ACH-000053,-0.586190131235
ACH-000054,-0.708282254942
ACH-000055,-0.523416693699
ACH-000060,-0.6897407863789999
ACH-000067,-0.617412714116
ACH-000070,-0.6074518393330001
ACH-000075,-0.666645373783
ACH-000078,-0.774386463353
ACH-000082,-0.878701294359
ACH-000085,-0.682201012785
ACH-000086,-0.619911144533
ACH-000087,-0.40399322958300005
ACH-000092,-0.545563120364
ACH-000095,-1.01528492073
ACH-000097,-0.6392822406149999
ACH-000098,-0.52712400595
ACH-000099,-0.6830618867560001
ACH-000108,-0.642311666411
ACH-000113,-0.6842930267020001
ACH-000115,-1.0135243536399998
ACH-000116,-0.613819642205
ACH-000118,-0.40631419783100003
ACH-000120,-0.514915635496
ACH-000123,-0.6509419184049999
ACH-000127,-0.529973929921
ACH-000128,-0.7564498495649999
ACH-000132,-0.633352598828
ACH-000133,-0.639717124764
ACH-000137,-0.724740596348
ACH-000138,-0.7356374739370001
ACH-000142,-0.87035629703
ACH-000143,-0.58662140822
ACH-000146,-0.555619681711
ACH-000148,-0.777262301646
ACH-000150,-0.556083034718
ACH-000152,-0.8649247721259999
ACH-000153,-0.363682036428
ACH-000159,-0.76690854183
ACH-000160,-0.645872983692
ACH-000163,-0.570901380753
ACH-000167,-0.5619559984579999
ACH-000168,-0.684852424384
ACH-000169,-0.485119695792
ACH-000178,-0.6679861189249999
ACH-000182,-0.617289988015
ACH-000183,-0.613799966992
ACH-000188,-0.8478736697529999
ACH-000189,-0.648550182748
ACH-000190,-0.374773142438
ACH-000198,-0.5803743681819999
ACH-000204,-0.45112111047700004
ACH-000206,-0.668375592601
ACH-000207,-0.755845968003
ACH-000211,-0.775532825341
ACH-000215,-0.751263768849
ACH-000221,-0.453088978374
ACH-000222,-0.667465820863
ACH-000223,-0.74872522522
ACH-000226,-0.695690632595
ACH-000227,-0.8411869590950001
ACH-000228,-0.599514252285
ACH-000231,-0.7160441187450001
ACH-000232,-0.620580835644
ACH-000233,-0.44437854217399997
ACH-000234,-0.809710842701
ACH-000235,-0.784417080533
ACH-000237,-0.5388033000810001
ACH-000238,-0.607377426269
ACH-000243,-0.6060885421450001
ACH-000244,-0.8323034053239999
ACH-000246,-0.521477059593
ACH-000248,-0.73879452381
ACH-000250,-0.7595397095540001
ACH-000251,-0.68143364332
ACH-000253,-0.8059136752600001
ACH-000255,-0.653003480337
ACH-000256,-0.928009712908
ACH-000257,-0.676113529314
ACH-000258,-0.446286416134
ACH-000259,-0.701687878979
ACH-000260,-0.718546198803
ACH-000261,-0.614605533592
ACH-000262,-0.6500676017279999
ACH-000263,-0.9099323371789999
ACH-000264,-0.660464024285
ACH-000265,-0.606007809287
ACH-000266,-0.675954357554
ACH-000272,-0.622053070973
ACH-000273,-0.393450793037
ACH-000274,-1.03974235496
ACH-000277,-0.816061807976
ACH-000278,-0.346271438986
ACH-000279,-0.775046682439
ACH-000280,-0.742557280358
ACH-000281,-0.444821271412
ACH-000288,-0.824081715301
ACH-000291,-0.653689146934
ACH-000293,-0.6753578561370001
ACH-000294,-0.35290017607199997
ACH-000295,-0.64278264622
ACH-000296,-0.526725067036
ACH-000302,-0.612316262289
ACH-000304,-0.72590398247
ACH-000307,-0.501367484096
ACH-000308,-0.810358246787
ACH-000310,-0.803976744647
ACH-000311,-0.5972455147460001
ACH-000312,-0.614753633557
ACH-000315,-0.274130036234
ACH-000316,-0.669754680387
ACH-000317,-0.602874209244
ACH-000318,-0.677975489409
ACH-000319,-0.617871559689
ACH-000320,-0.554988328439
ACH-000322,-0.935367053196
ACH-000323,-0.731973523651
ACH-000324,-0.49542574381099996
ACH-000329,-0.946403193547
ACH-000330,-0.751307033151
ACH-000331,-0.640295830157
ACH-000332,-0.653804313026
ACH-000334,-0.966405541244
ACH-000335,-0.825370329071
ACH-000336,-0.904000485008
ACH-000337,-0.829431186924
ACH-000339,-0.700545186981
ACH-000341,-0.490173011999
ACH-000348,-0.6108232660549999
ACH-000350,-0.7006533221150001
ACH-000352,-0.692491016947
ACH-000356,-0.5289828221149999
ACH-000361,-0.661446162645
ACH-000362,-0.722338316071
ACH-000363,-0.818143457584
ACH-000364,-0.548361379274
ACH-000365,-0.72182497441
ACH-000366,-0.718576974755
ACH-000368,-0.8075611315989999
ACH-000374,-0.621445950392
ACH-000375,-0.613231642425
ACH-000376,-0.573226126287
ACH-000381,-0.7106805913359999
ACH-000383,-0.893316246025
ACH-000387,-0.614996011358
ACH-000389,-0.590887154093
ACH-000390,-0.9068820100480001
ACH-000393,-0.7392931995700001
ACH-000395,-1.00660567691
ACH-000397,-0.895057606321
ACH-000401,-0.523822884211
ACH-000402,-0.863043166938
ACH-000403,-0.9239575594299999
ACH-000404,-0.271230318185
ACH-000406,-0.564624717685
ACH-000407,-0.602895300024
ACH-000408,-0.5185749292090001
ACH-000410,-0.552718725229
ACH-000411,-0.559376716917
ACH-000414,-0.7079079699009999
ACH-000415,-0.974098397139
ACH-000416,-0.814510710855
ACH-000420,-0.644954913293
ACH-000421,-0.631791937031
ACH-000424,-0.597804520419
ACH-000425,-0.712305891567
ACH-000426,-0.7338334338920001
ACH-000427,-0.88684910338
ACH-000433,-0.64462405478
ACH-000436,-0.612480280857
ACH-000444,-0.46148184827600003
ACH-000445,-0.533711106172
ACH-000448,-0.48209469146899997
ACH-000450,-0.506198286056
ACH-000452,-0.556154427057
ACH-000454,-0.273158497373
ACH-000458,-0.7872632053949999
ACH-000459,-0.100204101314
ACH-000460,-0.648422050698
ACH-000461,-0.7524975300650001
ACH-000463,-0.647556039269
ACH-000464,-0.644380660189
ACH-000466,-0.5386220876460001
ACH-000467,-0.8030735483149999
ACH-000468,-0.68448334433
ACH-000469,-0.6825087962749999
ACH-000470,-0.905960355066
ACH-000471,-0.6202437074539999
ACH-000472,-0.751150466807
ACH-000473,-0.46378022667499996
ACH-000475,-0.674523349813
ACH-000476,-0.925465343965
ACH-000477,-0.659644382803
ACH-000480,-0.7599434026199999
ACH-000481,-0.70872220934
ACH-000483,-0.6153005661640001
ACH-000484,-0.8631164341930001
ACH-000485,-0.722669070269
ACH-000486,-0.668152666011
ACH-000487,-0.559368314714
ACH-000488,-0.518378270692
ACH-000490,-0.62384391457
ACH-000491,-0.683023950187
ACH-000495,-0.794861637457
ACH-000496,-0.78371274521
ACH-000499,-0.37987076235399997
ACH-000500,-0.799403222894
ACH-000502,-0.604779287313
ACH-000503,-0.361375689247
ACH-000505,-0.679179069546
ACH-000507,-0.747596355606
ACH-000510,-0.515392323851
ACH-000511,-0.540471239284
ACH-000512,-0.600020185849
ACH-000516,-0.5957397401919999
ACH-000517,-0.7477337624510001
ACH-000518,-0.707205588769
ACH-000520,-0.80939908904
ACH-000521,-0.882754966858
ACH-000522,-0.840869538003
ACH-000524,-0.762748207734
ACH-000527,-0.6664091696019999
ACH-000528,-0.528869517203
ACH-000537,-0.479019867454
ACH-000541,-0.29350860923
ACH-000542,-0.7118504230580001
ACH-000544,-0.577022661945
ACH-000545,-0.7345663259649999
ACH-000547,-0.602180224799
ACH-000548,-0.626182701231
ACH-000549,-0.715244301177
ACH-000550,-0.64428756414
ACH-000552,-0.7704565976309999
ACH-000556,-0.941750439548
ACH-000557,-1.03614601425
ACH-000570,-0.518987768106
ACH-000571,-0.643663476515
ACH-000573,-0.456306298534
ACH-000576,-0.614039413966
ACH-000580,-0.689380049506
ACH-000584,-0.697879272811
ACH-000585,-0.615627719991
ACH-000588,-0.9617019162899999
ACH-000589,-0.696772869261
ACH-000591,-0.7366657968449999
ACH-000593,-0.754523997707
ACH-000600,-0.901754968544
ACH-000601,-0.573663557736
ACH-000604,-0.67309780308
ACH-000605,-0.663690370044
ACH-000606,-0.691513933947
ACH-000608,-0.948365769401
ACH-000614,-0.553717123661
ACH-000616,-0.679325134059
ACH-000618,-0.535066380206
ACH-000619,-0.7627097101279999
ACH-000620,-0.620920037199
ACH-000621,-0.771654222054
ACH-000622,-0.584368708605
ACH-000623,-0.721045348891
ACH-000624,-0.5988168672399999
ACH-000627,-0.6478458078399999
ACH-000630,-0.700816475336
ACH-000632,-0.840784472705
ACH-000633,-0.644797420213
ACH-000637,-0.802409371947
ACH-000638,-0.671866494515
ACH-000646,-0.622867666774
ACH-000647,-0.828759308326
ACH-000648,-0.701276776604
ACH-000649,-0.648909578799
ACH-000651,-0.5893857533429999
ACH-000652,-0.507725616643
ACH-000653,-0.668903306207
ACH-000657,-0.720710586216
ACH-000658,-0.586417306767
ACH-000661,-0.663237987408
ACH-000662,-0.6950158341509999
ACH-000663,-0.563751555395
ACH-000665,-0.5547035147199999
ACH-000671,-0.671033013732
ACH-000673,-0.921925415738
ACH-000676,-0.7084481756190001
ACH-000677,-0.6211130144529999
ACH-000681,-0.57111145193
ACH-000682,-0.7535787434829999
ACH-000683,-0.830586980974
ACH-000684,-0.345962635413
ACH-000688,-0.727681376935
ACH-000693,-0.696574012341
ACH-000694,-0.558007112989
ACH-000695,-0.608457609529
ACH-000696,-0.635953392969
ACH-000697,-0.710512362591
ACH-000699,-0.600401884256
ACH-000701,-0.745870848819
ACH-000706,-0.579475097011
ACH-000711,-0.632646330885
ACH-000713,-0.600017282443
ACH-000714,-0.557495746636
ACH-000718,-0.741193722281
ACH-000720,-0.7559265770370001
ACH-000721,-0.771097706885
ACH-000724,-0.477777727161
ACH-000725,-0.87322199396
ACH-000732,-0.7327319911519999
ACH-000734,-0.519883638329
ACH-000735,-0.631591622179
ACH-000736,-0.903996895499
ACH-000738,-0.753312221178
ACH-000746,-0.596500262399
ACH-000747,-0.594155182724
ACH-000748,-0.612972093686
ACH-000753,-0.574839903352
ACH-000756,-0.483696963401
ACH-000757,-0.37934780546700003
ACH-000758,-0.8221496835430001
ACH-000760,-0.722273676442
ACH-000763,-0.6411348222469999
ACH-000764,-0.8922516910680001
ACH-000765,-0.584066536582
ACH-000766,-0.905724360263
ACH-000767,-1.05912215979
ACH-000768,-0.5394291651399999
ACH-000769,-0.509745555713
ACH-000770,-0.52261192518
ACH-000771,-0.676443858968
ACH-000773,-0.6441778475859999
ACH-000776,-0.462842444829
ACH-000777,-0.608377229101
ACH-000778,-0.8579750165960001
ACH-000781,-0.621611441806
ACH-000782,-0.46726373838999996
ACH-000783,-0.974110535617
ACH-000784,-0.709987980394
ACH-000785,-0.888245629032
ACH-000787,-0.5976618188180001
ACH-000788,-0.6336736545430001
ACH-000791,-0.93699859308
ACH-000792,-0.640276770326
ACH-000794,-0.8481828319679999
ACH-000796,-0.7844727928190001
ACH-000799,-0.631821913429
ACH-000800,-0.808246737214
ACH-000802,-0.52722939416
ACH-000804,-1.0037256642299999
ACH-000805,-0.621341062411
ACH-000809,-0.731966821513
ACH-000810,-0.7759723055230001
ACH-000811,-0.8700056779209999
ACH-000817,-0.7252161444670001
ACH-000819,-0.436306166239
ACH-000820,-0.687259690316
ACH-000821,-0.621258090837
ACH-000822,-0.8430650006110001
ACH-000823,-0.464928984096
ACH-000824,-0.794001830835
ACH-000827,-0.562708618128
ACH-000829,-0.7217417355149999
ACH-000831,-0.534011620049
ACH-000832,-0.616288815025
ACH-000833,-0.744236451963
ACH-000834,-0.737525691943
ACH-000835,-0.6121831391870001
ACH-000836,-0.750198478524
ACH-000837,-0.549521251357
ACH-000838,-0.652369295385
ACH-000839,-0.8644791364100001
ACH-000840,-0.587693646514
ACH-000841,-0.727272707112
ACH-000843,-0.587633414054
ACH-000846,-0.722501887148
