,RHOC (389)
ACH-000517,-0.348361077385
ACH-000518,-0.199443697101
ACH-000520,-0.276894782364
ACH-000521,-0.506400916494
ACH-000522,-0.6835227453239999
ACH-000524,-0.18254842309500002
ACH-000527,-0.23588910114999997
ACH-000528,-0.173153227307
ACH-000537,-0.323050137156
ACH-000541,-0.267754170594
ACH-000542,-0.283057700132
ACH-000544,-0.182217224365
ACH-000545,-0.286457952897
ACH-000547,0.0353792472514
ACH-000548,-0.280970061438
ACH-000549,-0.423063594328
ACH-000550,-0.282357602049
ACH-000552,-0.11897639818
ACH-000556,-0.36544043433300005
ACH-000557,-0.0229427331388
ACH-000570,-0.138176313264
ACH-000571,-0.26871223534099997
ACH-000573,-0.176025229811
ACH-000576,-0.203233815126
ACH-000580,-0.07981802790860001
ACH-000584,0.044081705541699996
ACH-000585,-0.10381819028200001
ACH-000588,-0.19618657077999999
ACH-000589,-0.29801300943500003
ACH-000591,-0.11140880800799999
ACH-000593,-0.316586587154
ACH-000600,-0.11813611908199999
ACH-000601,-0.09679312017269999
ACH-000604,-0.311896100007
ACH-000605,-0.533811614173
ACH-000606,-0.270218687167
ACH-000608,-0.08482840009630001
ACH-000614,-0.502897835533
ACH-000616,-0.22243321506299998
ACH-000618,-0.211839056502
ACH-000619,-0.35824928479999996
ACH-000620,-0.321231109824
ACH-000621,-0.392983720278
ACH-000622,-0.360300053901
ACH-000623,-0.0411965379943
ACH-000624,-0.330783959005
ACH-000627,-0.41150506053400004
ACH-000630,-0.151114904415
ACH-000632,-0.425352916807
ACH-000633,-0.0182919537525
ACH-000637,-0.184304069565
ACH-000638,-0.225532172231
ACH-000646,0.262368520438
ACH-000647,-0.23928194890700002
ACH-000648,-0.214082533072
ACH-000649,-0.157871492795
ACH-000651,-0.255707781716
ACH-000652,-0.19589586137
ACH-000653,-0.143644032114
ACH-000657,-0.255896920086
ACH-000658,0.0493228973341
ACH-000661,-0.217470935832
ACH-000662,-0.538881788412
ACH-000663,-0.0882397972662
ACH-000665,-0.174355567522
ACH-000671,-0.35915473761
ACH-000673,-0.321798455944
ACH-000676,-0.251821927095
ACH-000677,-0.04633043490659999
ACH-000681,-0.299871461629
ACH-000682,-0.146439697236
ACH-000683,-0.19349978112799998
ACH-000684,-0.361909338412
ACH-000688,-0.371779870899
ACH-000693,-0.261015655686
ACH-000694,-0.181443204879
ACH-000695,-0.562181805156
ACH-000696,-0.265881418516
ACH-000697,-0.264345575674
ACH-000699,-0.10839388267200001
ACH-000701,-0.360071184069
ACH-000706,-0.313428585648
ACH-000711,-0.111980153813
ACH-000713,-0.37462653305
ACH-000714,-0.125328307739
ACH-000718,-0.00352859219041
ACH-000720,-0.33120241745900003
ACH-000721,-0.494397630212
ACH-000724,-0.406228939332
ACH-000725,0.011848257587500001
ACH-000732,-0.244524369662
ACH-000734,-0.140130699128
ACH-000735,-0.5943566042930001
ACH-000736,-0.35917586939999996
ACH-000738,-0.159899322963
ACH-000746,-0.016781010515700003
ACH-000747,-0.279063904375
ACH-000748,-0.282661082665
ACH-000753,-0.10688297082499999
ACH-000756,-0.29903918671199997
ACH-000757,-0.444712811027
ACH-000758,-0.305254626174
ACH-000760,-0.227470579121
ACH-000763,-0.117716259531
ACH-000764,0.11649650663899999
ACH-000765,-0.380939058284
ACH-000766,-0.172570533727
ACH-000767,-0.26027957674400004
ACH-000768,-0.36750725788500005
ACH-000769,-0.350893019663
ACH-000770,-0.363562252868
ACH-000771,-0.28731267008
ACH-000773,-0.00018171283713999998
ACH-000776,-0.296481151345
ACH-000777,-0.080840321223
ACH-000778,-0.483166654728
ACH-000781,-0.18505336971900002
ACH-000782,-0.19497933283399999
ACH-000783,-0.38344524639899996
ACH-000784,-0.203323890358
ACH-000785,-0.19613277120099998
ACH-000787,-0.0654366812929
ACH-000788,-0.148481871505
ACH-000791,-0.33202461549600004
ACH-000792,-0.309905857583
ACH-000794,-0.48520054183
ACH-000796,-0.157807183444
ACH-000799,-0.329909042147
ACH-000800,-0.11862481771299999
ACH-000802,-0.277827645237
ACH-000804,-0.311178883428
ACH-000805,-0.11409516133099999
ACH-000809,-0.0905375041349
ACH-000810,-0.0310728227
ACH-000811,-0.359721614436
ACH-000817,-0.372073481544
ACH-000819,-0.220566090954
ACH-000820,-0.283003486335
ACH-000821,-0.5574895662330001
ACH-000822,-0.301083989217
ACH-000823,-0.091805829472
ACH-000824,-0.133686096301
ACH-000827,-0.186013061653
ACH-000829,-0.358473141426
ACH-000831,-0.583150934441
ACH-000832,-0.527672707403
ACH-000833,-0.311677988092
ACH-000834,-0.159959101613
ACH-000835,-0.309300352487
ACH-000836,-0.358004924921
ACH-000837,-0.124570394559
ACH-000838,-0.146774675392
ACH-000839,-0.269632795051
ACH-000840,-0.32633117171
ACH-000841,-0.265323449038
ACH-000843,-0.47860612245899997
ACH-000846,-0.393496069856
ACH-000847,-0.14873586098799998
ACH-000848,-0.11957830528100001
ACH-000849,-0.30094164574099996
ACH-000851,-0.362775820495
ACH-000855,-0.223260101934
ACH-000856,-0.279685086955
ACH-000858,-0.14857012486500001
ACH-000859,-0.171878071169
ACH-000861,-0.304315642352
ACH-000862,-0.05835945445730001
ACH-000865,-0.194820809864
ACH-000866,-0.17853361204799997
ACH-000867,-0.21929924025199998
ACH-000869,-0.240709670073
ACH-000872,-0.339390528233
ACH-000873,-0.294307124943
ACH-000876,-0.20866762809999997
ACH-000878,0.017698451720900003
ACH-000880,-0.061075784262800005
ACH-000881,-0.22685945003600003
ACH-000882,-0.193243045438
ACH-000884,-0.202003846213
ACH-000885,-0.313915945608
ACH-000887,-0.317763620161
ACH-000888,-0.150638067869
ACH-000889,-0.141066229122
ACH-000890,-0.50330641664
ACH-000896,-0.160306956246
ACH-000898,-0.055646381942
ACH-000900,-0.0342973822569
ACH-000901,-0.16748977594
ACH-000905,-0.197280992134
ACH-000906,-0.304144701809
ACH-000907,-0.26502403897599996
ACH-000910,0.055512232681300004
ACH-000911,-0.236186462346
ACH-000912,-0.321286826422
ACH-000913,-0.313513662985
ACH-000915,-0.692213094129
ACH-000916,0.037223991678900004
ACH-000917,-0.0289595532229
ACH-000921,-0.40218035932999996
ACH-000924,-0.0940963888827
ACH-000926,0.0553655433136
ACH-000928,-0.121867840242
ACH-000929,-0.0669445091287
ACH-000932,-0.297452513992
ACH-000935,-0.405170368421
ACH-000936,-0.459591062109
ACH-000937,-0.347006700003
ACH-000938,-0.34873026968299997
ACH-000939,-0.315448894847
ACH-000941,-0.182880380861
ACH-000943,-0.232091704775
ACH-000946,-0.104577349185
ACH-000947,-0.232684747351
ACH-000948,0.024109919621599998
ACH-000950,-0.09681920128249999
ACH-000953,-0.52603690603
ACH-000957,-0.175928452815
ACH-000958,-0.3947811545
ACH-000960,-0.305483061135
ACH-000963,-0.171946940809
ACH-000968,-0.296934714481
ACH-000969,-0.141886478928
ACH-000973,-0.2963616505
ACH-000974,-0.099955215712
ACH-000975,-0.32433871364
ACH-000976,-0.19981438148400002
ACH-000978,-0.243650387777
ACH-000980,-0.152157214744
ACH-000984,-0.126973449097
ACH-000986,-0.340832201734
ACH-000988,-0.251421047138
ACH-000993,-0.17122164335700002
ACH-000994,-0.33714332359899996
ACH-000996,-0.242947250442
ACH-001001,-0.39551518733
ACH-001020,-0.270580352226
ACH-001028,-0.21103940343
ACH-001031,-0.153847518845
ACH-001038,-0.125778952968
ACH-001048,-0.39125198383299997
ACH-001050,-0.31539757261
ACH-001053,-0.178700649172
ACH-001054,-0.391363537553
ACH-001061,-0.179273210958
ACH-001067,-0.163669805666
ACH-001075,-0.10419880798
ACH-001096,-0.0819009457725
ACH-001128,-0.588429181075
ACH-001134,-0.199420984635
ACH-001151,-0.17750014632
ACH-001163,-0.252056185893
ACH-001164,-0.142511308797
ACH-001173,-0.173790229621
ACH-001183,-0.191548260322
ACH-001184,-0.035875205667599996
ACH-001190,-0.373677533268
ACH-001192,-0.227699176943
ACH-001193,-0.505428765668
ACH-001196,-0.131454973185
ACH-001197,-0.36413004451700004
ACH-001205,-0.144237584822
ACH-001211,-0.46068126685599997
ACH-001212,-0.087650166547
ACH-001228,-0.0101862469455
ACH-001232,-0.34578692718099996
ACH-001239,-0.366514784147
ACH-001274,-0.114015231286
ACH-001275,-0.14737735261
ACH-001277,-0.173132660841
ACH-001278,-0.08814332449819999
ACH-001280,-0.478593986654
ACH-001283,-0.295014062947
ACH-001289,-0.257881219545
ACH-001295,-0.226164677804
ACH-001300,-0.283228314287
ACH-001301,-0.276098701328
ACH-001302,-0.185150944342
ACH-001303,-0.207742870543
ACH-001306,-0.514323220672
ACH-001318,-0.211952467597
ACH-001322,-0.178233657946
ACH-001328,-0.420445606749
ACH-001332,-0.230798181332
ACH-001333,-0.142401375806
ACH-001336,-0.320158808412
ACH-001340,-0.116542630712
ACH-001346,-0.304821835191
ACH-001353,-0.28538104672200004
ACH-001354,-0.39223003790700006
ACH-001367,-0.19832116544300002
ACH-001368,-0.197666685049
ACH-001374,-0.49988197898100006
ACH-001375,-0.11027587242499999
ACH-001377,-0.089158215224
ACH-001380,-0.273220409926
ACH-001391,-0.228337831115
ACH-001407,-0.284577621563
ACH-001408,-0.102521841936
ACH-001413,-0.599159646589
ACH-001430,-0.230474961285
ACH-001431,-0.10188537543
ACH-001450,-0.416393419518
ACH-001496,-0.17828498524
ACH-001500,-0.38660335955700004
ACH-001521,-0.00729654981629
ACH-001523,-0.346305169877
ACH-001532,-0.17475056637699998
ACH-001536,-0.037882972671
ACH-001550,-0.0911098290102
ACH-001552,-0.125099688068
ACH-001554,-0.12530286591499998
ACH-001645,-0.12114664125499999
ACH-001654,-0.0988639199656
ACH-001715,-0.0350335201904
ACH-001735,-0.206608788328
ACH-001736,-0.118728267876
ACH-001737,-0.11627532004499999
ACH-001740,-0.452120723521
ACH-001745,-0.19930375439800002
ACH-001750,-0.219424371633
ACH-001765,-0.135631441324
ACH-001956,-0.08718758208889998
ACH-001957,-0.26272518993
