,CAPNS1 (826)
ACH-000004,-0.0745798693709
ACH-000007,-0.19996611427299998
ACH-000009,-0.270084775343
ACH-000011,-0.161801187202
ACH-000012,-0.530108207445
ACH-000013,-0.503395770121
ACH-000014,-0.179028397853
ACH-000015,-0.330592359014
ACH-000017,-0.488938646927
ACH-000018,-0.153154883029
ACH-000019,-0.2480411612
ACH-000021,-0.229835944514
ACH-000022,-0.180179815453
ACH-000025,-0.106380952564
ACH-000028,-0.316167173104
ACH-000030,-0.214076404527
ACH-000035,-0.19255362098099998
ACH-000036,-0.125902383609
ACH-000037,-0.0648058831513
ACH-000039,-0.11740320339600001
ACH-000040,-0.00695892401316
ACH-000041,-0.323797142215
ACH-000042,0.0132041262165
ACH-000045,-0.404883615238
ACH-000047,-0.258820906822
ACH-000052,-0.302187748895
ACH-000053,-0.285871392604
ACH-000054,-0.256738011823
ACH-000055,-0.212064423262
ACH-000060,-0.179191729395
ACH-000067,-0.175168999598
ACH-000070,-0.200822257891
ACH-000075,-0.28436412686900003
ACH-000078,-0.190836690302
ACH-000082,-0.253210792814
ACH-000085,-0.28155894830600003
ACH-000086,-0.26197094329
ACH-000087,-0.21343927548500002
ACH-000092,-0.32828987090100004
ACH-000095,-0.20569773120700002
ACH-000097,-0.297488815809
ACH-000098,-0.19645494583599998
ACH-000099,-0.150110385916
ACH-000108,-0.033795135238200005
ACH-000113,-0.200079910457
ACH-000115,-0.448973311354
ACH-000116,-0.0772715630557
ACH-000118,-0.18776691944
ACH-000120,-0.10747311977
ACH-000123,-0.18393903866099998
ACH-000127,-0.275960946848
ACH-000128,-0.14744252073
ACH-000132,-0.0188031702405
ACH-000133,-0.323504133965
ACH-000137,-0.611528425628
ACH-000138,-0.34556538981
ACH-000142,-0.322938553305
ACH-000143,-0.0154656136565
ACH-000146,-0.358322727092
ACH-000148,-0.20564180024
ACH-000150,-0.15492046758199998
ACH-000152,-0.251497715958
ACH-000153,-0.31249513860399997
ACH-000159,-0.184722528915
ACH-000160,-0.218811127154
ACH-000163,-0.24929206593000003
ACH-000167,-0.159393956865
ACH-000168,0.0251307207779
ACH-000169,-0.168044054374
ACH-000178,-0.108813310054
ACH-000182,-0.00366484909075
ACH-000183,-0.248657745193
ACH-000188,-0.16679762453299998
ACH-000189,0.11929171319199999
ACH-000190,-0.508776240914
ACH-000198,-0.119028478271
ACH-000204,-0.29063878313499997
ACH-000206,-0.14991870019300002
ACH-000207,-0.383863073299
ACH-000211,-0.0843544629483
ACH-000215,-0.269535604981
ACH-000221,-0.463377497861
ACH-000222,0.041823761379699995
ACH-000223,0.07135338995780001
ACH-000226,-0.185200798239
ACH-000227,-0.605944748608
ACH-000228,-0.174008446096
ACH-000231,-0.08787073349840001
ACH-000232,-0.315466915683
ACH-000233,-0.078232450594
ACH-000234,-0.342924164697
ACH-000235,-0.145707578202
ACH-000237,-0.267976908103
ACH-000238,-0.0960459075309
ACH-000243,-0.10874909379799999
ACH-000244,-0.189017440195
ACH-000246,-0.19078071483
ACH-000248,-0.44582356517300004
ACH-000250,-0.328673284111
ACH-000251,-0.317838665247
ACH-000253,-0.11798471088500001
ACH-000255,-0.245177985659
ACH-000256,-0.34229306641
ACH-000257,-0.0490074395869
ACH-000258,-0.214497236062
ACH-000259,-0.0840391274694
ACH-000260,-0.19912457665999997
ACH-000261,-0.17146126073600002
ACH-000262,-0.116441347691
ACH-000263,0.221812091672
ACH-000264,-0.136465263815
ACH-000265,-0.284428768121
ACH-000266,-0.19221331394000002
ACH-000272,-0.16679369818499998
ACH-000273,-0.18082765618500002
ACH-000274,-0.168054180262
ACH-000277,-0.0664117466691
ACH-000278,-0.294379019113
ACH-000279,-0.152842375646
ACH-000280,-0.305958362074
ACH-000281,0.0716321832748
ACH-000288,-0.106059464076
ACH-000291,-0.278025410594
ACH-000293,-0.938328144908
ACH-000294,-0.438502950015
ACH-000295,-0.26741097443100004
ACH-000296,-0.161586566214
ACH-000302,-0.522250345086
ACH-000304,-0.296555925438
ACH-000307,0.0471223874543
ACH-000308,-0.249691527402
ACH-000310,-0.46521759559299997
