,HLF (3131)
ACH-000004,-0.12683620659800002
ACH-000007,-0.198269753201
ACH-000009,-0.21124191642
ACH-000011,-0.040099863675
ACH-000012,-0.196853012863
ACH-000013,-0.0256763186412
ACH-000014,-0.00574938634396
ACH-000015,-0.07446265222569999
ACH-000017,-0.28026308393000005
ACH-000018,0.00606326811533
ACH-000019,-0.180326586683
ACH-000021,-0.11884555533600001
ACH-000022,0.0809532148807
ACH-000025,0.137872226337
ACH-000028,-0.14487395183000001
ACH-000030,-0.147344857931
ACH-000035,-0.155800980068
ACH-000036,0.0337471850821
ACH-000037,-0.0619823436505
ACH-000039,0.14924705158600002
ACH-000040,-0.12786436535700002
ACH-000041,-0.150262872369
ACH-000042,-0.16185265656199999
ACH-000045,-0.00707929019961
ACH-000047,-0.06136999536209999
ACH-000052,-0.297543894006
ACH-000053,-0.0970816339268
ACH-000054,-0.246403001111
ACH-000055,-0.432144004889
ACH-000060,-0.114647413479
ACH-000067,0.0741494725928
ACH-000070,-0.13401380362
ACH-000075,0.0319769731388
ACH-000078,-0.141317784317
ACH-000082,-0.07189784942369999
ACH-000085,-0.0447241617649
ACH-000086,-0.107009799594
ACH-000087,-0.0415249938898
ACH-000092,-0.13305189386299998
ACH-000095,-0.313347059109
ACH-000097,-0.21278723471900002
ACH-000098,-0.10864714947000001
ACH-000099,-0.153008310388
ACH-000108,-0.0809879311538
ACH-000113,-0.027140351503
ACH-000115,-0.0379867639388
ACH-000116,-0.09061060456419999
ACH-000118,-0.164093377664
ACH-000120,-0.539813430258
ACH-000123,-0.134385911741
ACH-000127,-0.106529405317
ACH-000128,-0.213818072315
ACH-000132,-0.0479712085455
ACH-000133,-0.121278568899
ACH-000137,-0.211190248309
ACH-000138,-0.26527926775
ACH-000142,-0.17726263540800002
ACH-000143,-0.428564678222
ACH-000146,-0.09512034453839999
ACH-000148,-0.10611035817600001
ACH-000150,0.0198125325022
ACH-000152,-0.0676395932011
ACH-000153,-0.11968104798399999
ACH-000159,-0.0537448499809
ACH-000160,-0.00755914306288
ACH-000163,-0.21043286312800003
ACH-000167,0.0499721640395
ACH-000168,-0.189535007867
ACH-000169,-0.0786868328165
ACH-000178,-0.135071468004
ACH-000182,-0.173860998984
ACH-000183,0.0889028480976
ACH-000188,0.0196598688727
ACH-000189,-0.208852165884
ACH-000190,-0.302205634626
ACH-000198,-0.10578074526799999
ACH-000204,0.0446808710276
ACH-000206,-0.0140093845758
ACH-000207,0.405072039138
ACH-000211,-0.0728193247662
ACH-000215,-0.206733167015
ACH-000221,0.0866649891027
ACH-000222,-0.134889562238
ACH-000223,0.0065114840577199995
ACH-000226,-0.0937433315827
ACH-000227,-0.363705916207
ACH-000228,-0.0173529777699
ACH-000231,-0.048907965553400004
ACH-000232,-0.196668599505
ACH-000233,-0.181053957918
ACH-000234,-0.134268769502
ACH-000235,-0.08635841433569999
ACH-000237,-0.0008953532862969999
ACH-000238,-0.336376233704
ACH-000243,-0.322665563385
ACH-000244,0.323074073965
ACH-000246,0.0221363258371
ACH-000248,-0.28985621869399997
ACH-000250,-0.0891877748529
ACH-000251,-0.114015048637
ACH-000253,-0.045070526909600006
ACH-000255,-0.043008175597500004
ACH-000256,0.061440395863899995
ACH-000257,-0.331612674654
ACH-000258,0.014006914883299998
ACH-000259,-0.166708940295
ACH-000260,-0.127245496967
ACH-000261,-0.16990116372400002
ACH-000262,-0.0697504906003
ACH-000263,0.0373283651626
ACH-000264,-0.251104104847
ACH-000265,-0.226725363155
ACH-000266,-0.145788047722
ACH-000272,0.0269324103847
ACH-000273,-0.0538112001657
ACH-000274,-0.194738585737
ACH-000277,-0.198613109002
ACH-000278,0.0655706374991
ACH-000279,-0.222464636101
ACH-000280,-0.105414934338
ACH-000281,0.0174712068992
ACH-000288,-0.09432892091610001
ACH-000291,-0.195173117312
ACH-000293,0.0110445807736
ACH-000294,-0.193146299546
ACH-000295,-0.35087945688600003
ACH-000296,-0.189590184744
ACH-000302,-0.0126153801887
ACH-000304,0.18135322539999998
ACH-000307,-0.18265155043099998
ACH-000308,-0.139192784146
ACH-000310,-0.447575029533
ACH-000311,-0.16162778076
ACH-000312,-0.104034716002
ACH-000315,0.121156170419
ACH-000316,-0.544975426385
ACH-000317,-0.174636256475
ACH-000318,-0.0591040579184
ACH-000319,0.0326223112726
ACH-000320,-0.26515610314300003
ACH-000322,0.0401041054605
ACH-000323,-0.114679103619
ACH-000324,-0.274266388024
ACH-000329,-0.224308906695
ACH-000330,-0.03564180600919999
ACH-000331,-0.00896432918465
ACH-000332,-0.150058239318
ACH-000334,-0.059405763940199995
ACH-000335,0.10444909999600001
ACH-000336,0.133231083488
ACH-000337,-0.164237176703
ACH-000339,-0.0865818623481
ACH-000341,-0.149611807692
ACH-000348,-0.0801822180362
ACH-000350,-0.40166223302799997
ACH-000352,-0.101975377936
ACH-000356,0.0381980615333
ACH-000361,-0.165391778182
ACH-000362,-0.027364559947500002
ACH-000363,-0.04097508974
ACH-000364,0.0859144486395
ACH-000365,-0.07636397821930001
ACH-000366,-0.0411562221335
ACH-000368,-0.00910066957989
ACH-000374,-0.06842198825319999
ACH-000375,-0.367611836828
ACH-000376,-0.206385936624
ACH-000381,-0.112000586535
ACH-000383,-0.12371250091199999
ACH-000387,-0.09966359460310001
ACH-000389,-0.0584090440802
ACH-000390,-0.0711360664597
ACH-000393,-0.10013331465500001
ACH-000395,-0.05112760598880001
ACH-000397,-0.17966798957199998
ACH-000401,-0.0223813398647
ACH-000402,-0.181078434708
ACH-000403,-0.0801749099512
ACH-000404,0.260438145849
ACH-000406,-0.0920450255692
ACH-000407,-0.286474064491
ACH-000408,-0.157295989784
ACH-000410,-0.18298672977400002
ACH-000411,-0.157085072987
ACH-000414,-0.169363345799
ACH-000415,-0.21457622381299998
ACH-000416,-0.05948775763809999
ACH-000420,-0.06905425393789999
ACH-000421,-0.178524850653
ACH-000424,-0.0358261237201
ACH-000425,-0.300235428468
ACH-000426,-0.158055768155
ACH-000427,0.0224876904392
ACH-000433,0.21392326467300002
ACH-000436,-0.000387602613444
ACH-000444,-0.158225552124
ACH-000445,-0.453498092488
ACH-000448,-0.17345970114999998
ACH-000450,0.08318885679
ACH-000452,-0.036326161831699996
ACH-000454,-0.100573503314
ACH-000458,-0.102048095517
ACH-000459,-0.17036000417999997
ACH-000460,-0.09107703926280002
ACH-000461,0.0371262447726
ACH-000463,-0.138186532804
ACH-000464,0.165750102791
ACH-000466,-0.06753576848790001
ACH-000467,-0.058352100230300005
ACH-000468,-0.158226825679
ACH-000469,-0.05791001141919999
ACH-000470,-0.071104481921
ACH-000471,-0.12695400131100001
ACH-000472,-0.25798190708700003
ACH-000473,-0.198148843248
ACH-000475,-0.07285353539589999
ACH-000476,-0.07445609513
ACH-000477,-0.43293294323700005
ACH-000480,-0.223987042004
ACH-000481,-0.110758198133
ACH-000483,-0.266026900081
ACH-000484,-0.045431663347199995
ACH-000485,-0.09181146202289998
ACH-000486,0.045609491313500006
ACH-000487,-0.129046872603
ACH-000488,-0.0503507029143
ACH-000490,0.023146938543599997
ACH-000491,-0.139994723261
ACH-000495,-0.127953476753
ACH-000496,-0.189225000757
ACH-000499,-0.219872854736
ACH-000500,0.138281421006
ACH-000502,-0.101571952517
ACH-000503,-0.536785150814
ACH-000505,-0.11397095638699999
ACH-000507,-0.296125366533
ACH-000510,-0.101417526412
ACH-000511,-0.222052444032
ACH-000512,0.05153149079
ACH-000516,-0.018539371183200003
ACH-000517,-0.0695160511262
ACH-000518,-0.219699713013
ACH-000520,-0.110926553008
ACH-000521,-0.30149368891
ACH-000522,-0.0279491992348
ACH-000524,-0.19013994299800002
ACH-000527,0.0224969956676
ACH-000528,-0.165900215011
ACH-000537,-0.105755139186
ACH-000541,-0.204971448163
ACH-000542,-0.19328606420299999
ACH-000544,-0.0239579844074
ACH-000545,-0.051050963445
ACH-000547,0.00839473867125
ACH-000548,-0.132885811992
ACH-000549,-0.21716544221700002
ACH-000550,0.0295669887062
ACH-000552,-0.0833086172663
ACH-000556,-0.179063424577
ACH-000557,-0.12931290249000002
ACH-000570,-0.233219061837
ACH-000571,-0.190888475799
ACH-000573,-0.119430903465
ACH-000576,-0.14643053949100002
ACH-000580,-0.020471112137400004
ACH-000584,-0.141885094809
ACH-000585,-0.110156846551
ACH-000588,-0.046479632993599994
ACH-000589,-0.08107801401930001
ACH-000591,0.0202208951245
ACH-000593,-0.101742137828
ACH-000600,0.0362675953676
ACH-000601,-0.107014771805
ACH-000604,-0.147152182997
ACH-000605,-0.430465456101
ACH-000606,-0.12320694810499999
ACH-000608,-0.13806657825500002
ACH-000614,-0.119440207389
ACH-000616,-0.0191547030082
ACH-000618,-0.13096303340600002
ACH-000619,-0.14933600948200002
ACH-000620,-0.0561288303944
ACH-000621,-0.239096583763
ACH-000622,-0.09344916792860002
ACH-000623,-0.319711990226
ACH-000624,-0.0772178561232
ACH-000627,-0.127835036512
ACH-000630,-0.113188415649
ACH-000632,-0.0112491210017
ACH-000633,-0.09934947098619999
ACH-000637,-0.115097448068
ACH-000638,-0.0714838367666
ACH-000646,-0.056685133692800004
ACH-000647,-0.132856096733
ACH-000648,0.0431293287024
ACH-000649,-0.0896999888418
ACH-000651,-0.12034768175100001
ACH-000652,-0.0157642508302
ACH-000653,-0.141845912986
ACH-000657,-0.08950761241760001
ACH-000658,-0.11590556801799999
ACH-000661,-0.213550929026
ACH-000662,-0.00181327715414
ACH-000663,-0.0855706324058
ACH-000665,-0.0727154012981
ACH-000671,-0.0322781440833
ACH-000673,-0.111040015518
ACH-000676,-0.244307092375
ACH-000677,-0.0538244706104
ACH-000681,-0.18228223630600002
ACH-000682,0.0022887615596999997
ACH-000683,-0.0171371405986
ACH-000684,-0.15659502331800002
ACH-000688,-0.000734573185506
ACH-000693,-0.0685570517177
ACH-000694,-0.0605554573809
ACH-000695,0.0756565805055
ACH-000696,-0.0842022372848
ACH-000697,-0.17443933051399999
ACH-000699,0.021926231276099998
ACH-000701,-0.118210219639
ACH-000706,-0.167741888239
ACH-000711,-0.12431062260800001
ACH-000713,-0.09823255592630001
ACH-000714,-0.158928863891
ACH-000718,-3.22163227681e-05
ACH-000720,-0.271924618007
ACH-000721,-0.154106213204
ACH-000724,-0.131716374022
ACH-000725,0.11227057707
ACH-000732,-0.0805848453748
ACH-000734,0.09928876107760001
ACH-000735,-0.155797923378
ACH-000736,-0.213435998367
ACH-000738,-0.052383750016800006
ACH-000746,-0.0855175256283
ACH-000747,-0.17325584661200003
ACH-000748,-0.106575941179
ACH-000753,-0.17272335159699997
ACH-000756,-0.22148837753400002
ACH-000757,-0.18417817912300002
ACH-000758,-0.21169076494800002
ACH-000760,-0.20432112037900002
ACH-000763,-0.12102003117599999
ACH-000764,-0.16076709247999998
ACH-000765,-0.36206151490099997
ACH-000766,-0.319587670057
ACH-000767,-0.248807569683
ACH-000768,-0.161341433301
ACH-000769,-0.07567546814180001
ACH-000770,-0.162176992987
ACH-000771,-0.118836311102
ACH-000773,-0.194796078228
ACH-000776,-0.150234816328
