,HLF (3131)
ACH-000777,-0.09871115244760001
ACH-000778,-0.22423124175700002
ACH-000781,-0.161565534584
ACH-000782,-0.153623728432
ACH-000783,-0.0645023324667
ACH-000784,-0.12432618627
ACH-000785,-0.241803975521
ACH-000787,-0.0919483588358
ACH-000788,-0.259968591209
ACH-000791,-0.296437821568
ACH-000792,-0.17585820131700003
ACH-000794,-0.15940281617000002
ACH-000796,-0.0230488579825
ACH-000799,0.0221413904477
ACH-000800,0.0349613672444
ACH-000802,-0.0370302653483
ACH-000804,-0.23348634980500002
ACH-000805,-0.024216739706599995
ACH-000809,-0.0290810114996
ACH-000810,-0.21442501848200002
ACH-000811,-0.333192853002
ACH-000817,-0.07173000209319999
ACH-000819,-0.12905994452199998
ACH-000820,0.12336062289100001
ACH-000821,0.0800889747279
ACH-000822,-0.17966829132399997
ACH-000823,-0.112733158542
ACH-000824,0.0198414806052
ACH-000827,0.000363194664028
ACH-000829,-0.00346346364482
ACH-000831,-0.10829583482499999
ACH-000832,-0.10591142780099999
ACH-000833,-0.153184302366
ACH-000834,0.046160897056900005
ACH-000835,0.068227600776
ACH-000836,-0.13675679578299998
ACH-000837,-0.196912751204
ACH-000838,-0.015992612069600003
ACH-000839,-0.0038180097784099995
ACH-000840,-0.0614605672921
ACH-000841,-0.134058148727
ACH-000843,-0.231098444555
ACH-000846,-0.1373840658
ACH-000847,-0.09003871614430001
ACH-000848,-0.00368112868288
ACH-000849,-0.159264010075
ACH-000851,-0.144211678046
ACH-000855,-0.049348851885599995
ACH-000856,-0.101579281461
ACH-000858,0.029254720902400003
ACH-000859,-0.145106751068
ACH-000861,-0.215651147202
ACH-000862,-0.0625223041993
ACH-000865,-0.227574254476
ACH-000866,-0.020960773761
ACH-000867,-0.0640886780185
ACH-000869,-0.15530146316
ACH-000872,-0.37008415141500006
ACH-000873,-0.07579334646110002
ACH-000876,0.07290403584699999
ACH-000878,-0.0693309095543
ACH-000880,-0.0108016068936
ACH-000881,-0.20830665122900002
ACH-000882,-0.10084918825200001
ACH-000884,-0.204041873101
ACH-000885,-0.158034025846
ACH-000887,-0.157569384495
ACH-000888,-0.051770565294199995
ACH-000889,0.00646718258671
ACH-000890,-0.0318285220655
ACH-000896,-0.01153286909
ACH-000898,0.014639565229200001
ACH-000900,-0.0357435541444
ACH-000901,-0.05738314801199999
ACH-000905,-0.122032896923
ACH-000906,-0.134570880421
ACH-000907,-0.0444616854846
ACH-000910,-0.012877957756299999
ACH-000911,-0.111609387828
ACH-000912,-0.150231551197
ACH-000913,-0.20479714864300003
ACH-000915,-0.250311790825
ACH-000916,-0.147371430683
ACH-000917,-0.0651351534884
ACH-000921,-0.126948268081
ACH-000924,-0.0401685295156
ACH-000926,0.0992988494245
ACH-000928,-0.17668423764400001
ACH-000929,-0.121408365684
ACH-000932,-0.0275950171861
ACH-000935,-0.30098200499600003
ACH-000936,-0.0861947289357
ACH-000937,-0.0823805475788
ACH-000938,0.041072950480300005
ACH-000939,-0.19983144021899998
ACH-000941,-0.137196029628
ACH-000943,-0.0887401646965
ACH-000946,-0.135551341947
ACH-000947,-0.20549793507199998
ACH-000948,-0.09583304982680001
ACH-000950,-0.000696304378418
ACH-000953,-0.160692635325
ACH-000957,0.0323290373089
ACH-000958,-0.159928424249
ACH-000960,-0.06548489416190001
ACH-000963,-0.33388932704
ACH-000968,-0.22894468772799997
ACH-000969,-0.018203313764900003
ACH-000973,-0.22269546555
ACH-000974,-0.195197024047
ACH-000975,-0.0460080446806
ACH-000976,-0.230755438791
ACH-000978,-0.12957813257200002
ACH-000980,-0.15652737475
ACH-000984,-0.256249515029
ACH-000986,-0.161402068121
ACH-000988,-0.375932759089
ACH-000993,-0.0584403962936
ACH-000994,-0.154426260811
ACH-000996,-0.122911892918
ACH-001001,-0.12090643925799999
ACH-001020,0.08204991416469999
ACH-001028,-0.122654244912
ACH-001031,-0.0143185771563
ACH-001038,-0.0456064258225
ACH-001048,-0.17197952745099998
ACH-001050,-0.295404967697
ACH-001053,-0.249940632003
ACH-001054,-0.375442438718
ACH-001061,-0.22088323908500002
ACH-001067,0.0733011547062
ACH-001075,-0.00151290490552
ACH-001096,0.039153834264300004
ACH-001128,-0.274652383825
ACH-001134,-0.262431160833
ACH-001151,-0.107041180735
ACH-001163,-0.32857533377799997
ACH-001164,0.064272361652
ACH-001173,-0.06349093482490001
ACH-001183,0.00493401776247
ACH-001184,-0.23735716670899998
ACH-001190,0.03466140159680001
ACH-001192,-0.144176397791
ACH-001193,-0.111007141335
ACH-001196,-0.162853976703
ACH-001197,-0.347674403151
ACH-001205,-0.15141462926
ACH-001211,-0.152326815825
ACH-001212,0.0263473610391
ACH-001228,0.048954721179599994
ACH-001232,-0.167574514759
ACH-001239,-0.132694880173
ACH-001274,0.0134481679545
ACH-001275,-0.010420910491
ACH-001277,-0.24918991886
ACH-001278,-0.0912344052451
ACH-001280,-0.0300459171198
ACH-001283,-0.08852272020980001
ACH-001289,-0.26989991686500003
ACH-001295,-0.35325462628
ACH-001300,-0.122267302808
ACH-001301,-0.130098352575
ACH-001302,-0.43135654100599996
ACH-001303,-0.139481026283
ACH-001306,0.121644699891
ACH-001318,-0.184046659158
ACH-001322,-0.19516439193100002
ACH-001328,-0.124135098572
ACH-001332,-0.110969875472
ACH-001333,-0.120159976926
ACH-001336,-0.0309070208573
ACH-001340,-0.0927156688521
ACH-001346,-0.203665624279
ACH-001353,-0.0839556438019
ACH-001354,-0.28183761853100003
ACH-001367,-0.116428296702
ACH-001368,-0.0748123016825
ACH-001374,-0.128990292747
ACH-001375,-0.2438569433
ACH-001377,-0.136673163241
ACH-001380,-0.15182756978700002
ACH-001391,-0.22202409620000002
ACH-001407,-0.127955693723
ACH-001408,-0.17773127939199998
ACH-001413,-0.0269575325765
ACH-001430,-0.0690089676897
ACH-001431,-0.31528888853500003
ACH-001450,-0.24157148161800002
ACH-001496,-0.142375470537
ACH-001500,-0.0400500790983
ACH-001521,-0.247008403959
ACH-001523,-0.0738317177459
ACH-001532,-0.138261179544
ACH-001536,-0.0260799123333
ACH-001550,-0.07628081221210001
ACH-001552,-0.0176978706754
ACH-001554,0.0288454695175
ACH-001645,-0.182902393429
ACH-001654,-0.06738517551680001
ACH-001715,-0.278862021919
ACH-001735,-0.10152256735
ACH-001736,0.0351343839059
ACH-001737,-0.647025168687
ACH-001740,-0.24181590387899998
ACH-001745,-0.110260799436
ACH-001750,0.055228822032599996
ACH-001765,-0.0990602774768
ACH-001956,-0.030966951945199998
ACH-001957,-0.159151484441
