,ODAM (54959)
ACH-000004,0.31103057475
ACH-000007,0.219836193923
ACH-000009,0.24928493478900002
ACH-000011,0.219422619776
ACH-000012,0.26979232335299996
ACH-000013,0.389656365031
ACH-000014,0.34793435743699996
ACH-000015,0.23062510341999998
ACH-000017,0.290126136371
ACH-000018,0.280512912821
ACH-000019,0.0732785452518
ACH-000021,0.18777607916900002
ACH-000022,0.4358687107
ACH-000025,0.22452392896499998
ACH-000028,0.188464076224
ACH-000030,0.22823641840300002
ACH-000035,0.29167205269
ACH-000036,0.21592477737399998
ACH-000037,0.433168614921
ACH-000039,0.398102758526
ACH-000040,0.41721488421499997
ACH-000041,0.118809255464
ACH-000042,0.290681771142
ACH-000045,0.33025454791
ACH-000047,0.302202925545
ACH-000052,0.31303094610300003
ACH-000053,0.304312565149
ACH-000054,0.21472502519
ACH-000055,0.37610287593099995
ACH-000060,0.291755528954
ACH-000067,0.269017101787
ACH-000070,0.0885884004893
ACH-000075,0.228638965267
ACH-000078,0.331181785399
ACH-000082,0.286374562993
ACH-000085,0.45481924291599996
ACH-000086,0.33651538938600006
ACH-000087,0.292645229861
ACH-000092,0.387722606373
ACH-000095,0.340378157225
ACH-000097,0.269637966299
ACH-000098,0.19173007082000001
ACH-000099,0.247614468743
ACH-000108,0.308526807313
ACH-000113,0.269578811703
ACH-000115,0.16249185649700001
ACH-000116,0.213956404049
ACH-000118,0.288408672641
ACH-000120,0.29431507042599997
ACH-000123,0.235580442959
ACH-000127,0.306081013883
ACH-000128,0.09294467482049999
ACH-000132,0.393165283546
ACH-000133,0.35129634042900004
ACH-000137,0.31064771686000003
ACH-000138,0.37380299380599996
ACH-000142,0.169368287836
ACH-000143,0.394910285752
ACH-000146,0.252656515575
ACH-000148,0.285921984442
ACH-000150,0.132607069058
ACH-000152,0.44073088482199996
ACH-000153,0.268925098686
ACH-000159,0.18951599661899998
ACH-000160,0.123603216948
ACH-000163,0.39006128181199995
ACH-000167,0.18482672165800001
ACH-000168,0.158876475243
ACH-000169,0.23284150055
ACH-000178,0.21208468464400002
ACH-000182,0.173570106368
ACH-000183,0.18693857438900002
ACH-000188,0.189900731662
ACH-000189,0.288224812592
ACH-000190,0.05887803403919999
ACH-000198,0.21988417915
ACH-000204,0.250402309735
ACH-000206,0.436069586377
ACH-000207,0.29765701303500003
ACH-000211,0.224005480498
ACH-000215,0.261809599407
ACH-000221,0.34612988116300003
ACH-000222,0.32477520795299997
ACH-000223,0.275332954082
ACH-000226,0.290340025254
ACH-000227,0.13054560892
ACH-000228,0.33625972896
ACH-000231,0.268222453832
ACH-000232,0.304227464709
ACH-000233,0.36196298230499996
ACH-000234,0.272743878103
ACH-000235,0.32699278470800003
ACH-000237,0.33393208516199996
ACH-000238,0.212958566734
ACH-000243,0.18459804961800003
ACH-000244,0.192787700046
ACH-000246,0.261028664472
ACH-000248,0.19490784581700002
ACH-000250,0.23900687952
ACH-000251,0.36755241025799995
ACH-000253,0.27944968029399997
ACH-000255,0.264674014808
ACH-000256,0.3747352747
ACH-000257,0.327454830175
ACH-000258,0.355247227998
ACH-000259,0.217496014589
ACH-000260,0.269489792274
ACH-000261,0.252279413289
ACH-000262,0.20441458981600003
ACH-000263,0.274313300803
ACH-000264,0.263343146689
ACH-000265,0.229257037045
ACH-000266,0.307822415643
ACH-000272,0.27084992448
