,DOK7 (285489)
ACH-000004,-0.024831065953799997
ACH-000007,0.020382335118099996
ACH-000009,-0.0209904736227
ACH-000011,0.0845532429896
ACH-000012,0.00720239474891
ACH-000013,0.201113083595
ACH-000014,0.22216530960499997
ACH-000015,0.040355963491699995
ACH-000017,0.0801370576817
ACH-000018,0.191587001325
ACH-000019,0.0708567689245
ACH-000021,0.0394060940475
ACH-000022,-0.04744876800969999
ACH-000025,0.152414015939
ACH-000028,0.027147884572200003
ACH-000030,-0.0638263932506
ACH-000035,0.141740037343
ACH-000036,-0.0809704934455
ACH-000037,0.0585171320546
ACH-000039,-0.18080795419799997
ACH-000040,-0.0343981456171
ACH-000041,-0.15256658311
ACH-000042,0.174145147255
ACH-000045,-0.11490199897600001
ACH-000047,0.0462374627872
ACH-000052,0.125535824582
ACH-000053,0.0892166739422
ACH-000054,0.168318704358
ACH-000055,0.0118532224639
ACH-000060,-0.040113582977
ACH-000067,0.0276480114623
ACH-000070,0.18972460156100002
ACH-000075,-0.16935193686
ACH-000078,-0.194319912726
ACH-000082,0.047486535645300004
ACH-000085,-0.0256355451988
ACH-000086,0.16827600839899998
ACH-000087,0.00402561307064
ACH-000092,0.160475912217
ACH-000095,0.0362689313951
ACH-000097,-0.0144999671759
ACH-000098,0.12159941395099999
ACH-000099,-0.044955652432599996
ACH-000108,-0.0635221352922
ACH-000113,0.0770623613997
ACH-000115,-0.10367149471
ACH-000116,-0.064266463119
ACH-000118,0.0137376858971
ACH-000120,-0.111438428149
ACH-000123,-0.122714131139
ACH-000127,0.0775109638777
ACH-000128,0.150724026743
ACH-000132,-0.0804648943498
ACH-000133,-0.02874810765
ACH-000137,-0.154498086347
ACH-000138,0.209192691494
ACH-000142,0.00433674146399
ACH-000143,-0.012547142603
ACH-000146,-0.0016251562069700002
ACH-000148,0.110295838521
ACH-000150,-0.283563754205
ACH-000152,0.12493576076
ACH-000153,0.134851345808
ACH-000159,0.0714624510408
ACH-000160,0.0614313523264
ACH-000163,0.0274052652225
ACH-000167,-0.0164359049125
ACH-000168,0.17499333561900002
ACH-000169,0.0531150157883
ACH-000178,-0.16537978749399998
ACH-000182,0.048407086185999995
ACH-000183,0.07580500253280001
ACH-000188,-0.0122065175915
ACH-000189,-0.12525590022
ACH-000190,-0.36565207556999996
ACH-000198,-0.020082397526400002
ACH-000204,0.132534162588
ACH-000206,-0.179890372233
ACH-000207,-0.189555396292
ACH-000211,0.0476095387975
