,RXRG (6258)
ACH-000004,-0.219207438977
ACH-000007,-0.195666769238
ACH-000009,-0.280519106873
ACH-000011,-0.150951794079
ACH-000012,-0.121271562993
ACH-000013,-0.233713285126
ACH-000014,-0.244861497592
ACH-000015,-0.24906606836599998
ACH-000017,-0.210215719244
ACH-000018,-0.110497721297
ACH-000019,-0.213320524337
ACH-000021,-0.192023066236
ACH-000022,-0.290788605109
ACH-000025,-0.164830124691
ACH-000028,-0.115750389854
ACH-000030,-0.222384704966
ACH-000035,-0.22512953913699998
ACH-000036,-0.078026954716
ACH-000037,-0.273221966491
ACH-000039,-0.34066702841700003
ACH-000040,-0.102821034724
ACH-000041,-0.258741043324
ACH-000042,-0.012874938470100001
ACH-000045,-0.155662934182
ACH-000047,-0.168229975793
ACH-000052,-0.42258909701700004
ACH-000053,-0.161468966016
ACH-000054,-0.170187744765
ACH-000055,-0.18002473259500001
ACH-000060,-0.336260279312
ACH-000067,-0.0922944256011
ACH-000070,-0.383287099904
ACH-000075,-0.159196451116
ACH-000078,0.09666595740299999
ACH-000082,-0.195696950806
ACH-000085,-0.230020480366
ACH-000086,-0.311177933215
ACH-000087,-0.12731484998700002
ACH-000092,-0.29650641394
ACH-000095,-0.15397590049499998
ACH-000097,-0.0953979788537
ACH-000098,-0.252502396403
ACH-000099,-0.179116373121
ACH-000108,-0.10815817276499999
ACH-000113,-0.30695396886799997
ACH-000115,-0.0951691068461
ACH-000116,-0.280077058123
ACH-000118,-0.23792926415399998
ACH-000120,-0.0943049219355
ACH-000123,-0.108214650584
ACH-000127,-0.261199725223
ACH-000128,-0.270391886662
ACH-000132,-0.19709270590999997
ACH-000133,-0.320433342506
ACH-000137,-0.24874976174199998
ACH-000138,-0.166700263682
ACH-000142,-0.240210558158
ACH-000143,-0.131030767189
ACH-000146,-0.129027036318
ACH-000148,-0.18913938109200001
ACH-000150,-0.0264295420884
ACH-000152,-0.23085100026099997
ACH-000153,-0.38211995902900003
ACH-000159,-0.09393884222760002
ACH-000160,-0.0859052696672
ACH-000163,-0.15610133447799998
ACH-000167,-0.27046458596
ACH-000168,0.07245539676860001
ACH-000169,-0.18995914604000003
ACH-000178,-0.09165893827989999
ACH-000182,-0.258701509288
ACH-000183,-0.24156969526500002
ACH-000188,-0.140053893257
ACH-000189,-0.19505327481899998
ACH-000190,-0.190549791923
ACH-000198,-0.273564711949
ACH-000204,-0.408872360805
ACH-000206,-0.31453539936299996
ACH-000207,-0.011736647299600002
ACH-000211,-0.152669667622
ACH-000215,-0.154070799357
ACH-000221,-0.238844693537
ACH-000222,0.00979336048577
ACH-000223,-0.28375423438
ACH-000226,-0.154773055081
ACH-000227,-0.11034901648399999
ACH-000228,-0.288264938749
ACH-000231,-0.08389317858789999
ACH-000232,-0.297389404711
ACH-000233,-0.047285368634299996
ACH-000234,-0.237479323551
ACH-000235,-0.18228661793099998
ACH-000237,-0.19302919512800001
ACH-000238,0.023759308558299996
ACH-000243,-0.21922464735199998
ACH-000244,-0.20716849069
ACH-000246,-0.19800939535700002
ACH-000248,-0.19182466561500003
ACH-000250,-0.176517260957
ACH-000251,-0.0830457598693
ACH-000253,-0.113676596256
ACH-000255,-0.24894153101799998
ACH-000256,-0.187846179527
ACH-000257,-0.416530855063
ACH-000258,-0.257174951951
ACH-000259,-0.192223170421
ACH-000260,-0.16458325086
ACH-000261,-0.15036137421700002
ACH-000262,-0.16196133232999999
ACH-000263,-0.0158804247677
ACH-000264,-0.282356783565
ACH-000265,-0.17102183086199998
ACH-000266,-0.138909993839
ACH-000272,-0.27922071358100004
ACH-000273,-0.056865791473699995
ACH-000274,-0.013973816524799999
ACH-000277,0.124640702139
ACH-000278,-0.10563797608200001
ACH-000279,-0.18918501753699998
ACH-000280,-0.198670897595
ACH-000281,-0.312221757692
ACH-000288,-0.21723910793499998
ACH-000291,-0.188384974807
ACH-000293,-0.164836820321
ACH-000294,-0.15266555438100002
ACH-000295,-0.22474527346200002
ACH-000296,-0.20968549230900002
ACH-000302,-0.24343745229000002
ACH-000304,-0.258744921498
ACH-000307,-0.287352618578
ACH-000308,-0.165087233738
ACH-000310,-0.0650523451994
ACH-000311,-0.235682401373
ACH-000312,-0.07503347934669999
ACH-000315,-0.129408092179
ACH-000316,-0.24497342854899998
ACH-000317,-0.437206029852
ACH-000318,-0.267924734146
ACH-000319,-0.250386000297
ACH-000320,-0.213490817911
ACH-000322,-0.155239142828
ACH-000323,-0.168740258724
ACH-000324,-0.129964328615
ACH-000329,-0.214213683562
ACH-000330,-0.0494941299805
ACH-000331,-0.263763037041
ACH-000332,-0.197535159064
ACH-000334,-0.123558726773
ACH-000335,-0.20940917112
ACH-000336,-0.18370912217
ACH-000337,-0.0168229875862
ACH-000339,-0.032339170943
ACH-000341,-0.544928079797
ACH-000348,-0.220943864219
ACH-000350,-0.466484701747
ACH-000352,-0.151913427203
ACH-000356,-0.17567204360199998
ACH-000361,-0.16797395936099999
ACH-000362,-0.112541091974
ACH-000363,-0.17291069329999997
ACH-000364,-0.24938182269200002
ACH-000365,-0.09036624373919999
ACH-000366,-0.230194904003
ACH-000368,0.0621195510663
ACH-000374,-0.139133359728
ACH-000375,-0.316169075685
ACH-000376,-0.22287790363499999
ACH-000381,-0.159449115435
ACH-000383,-0.252393168415
ACH-000387,-0.161355681169
ACH-000389,-0.127528335473
ACH-000390,-0.151415490325
ACH-000393,-0.136649034129
ACH-000395,-0.0972219971848
ACH-000397,-0.16753251043700002
ACH-000401,-0.178964609645
ACH-000402,-0.350279248521
ACH-000403,-0.173210242158
ACH-000404,-0.43034550206699995
ACH-000406,-0.255983857164
ACH-000407,-0.196132858221
ACH-000408,-0.0419826872561
ACH-000410,-0.381073767398
ACH-000411,-0.209588057844
ACH-000414,-0.105568146075
ACH-000415,-0.18399651346700002
ACH-000416,-0.291916541586
ACH-000420,-0.25174875627099996
ACH-000421,-0.151956101504
ACH-000424,-0.259693816163
ACH-000425,-0.206852161043
ACH-000426,-0.335198219582
ACH-000427,-0.224115008709
ACH-000433,-0.14932034912699998
ACH-000436,-0.35517448587399997
ACH-000444,-0.230136282612
ACH-000445,-0.0667604958861
ACH-000448,-0.177766494105
ACH-000450,-0.367480394209
ACH-000452,-0.13437454266499999
ACH-000454,-0.101589885716
ACH-000458,-0.14502149024900002
ACH-000459,0.0061856869708900005
ACH-000460,-0.145565547558
ACH-000461,-0.0825974067867
ACH-000463,-0.348304534762
ACH-000464,-0.18046163569600002
ACH-000466,-0.07232305647699999
ACH-000467,-0.013005440625100001
ACH-000468,-0.172571406147
ACH-000469,-0.13045373629
ACH-000470,-0.0425255224984
ACH-000471,-0.263848451216
ACH-000472,-0.1279359293
ACH-000473,-0.15632922810900002
ACH-000475,-0.133528877683
ACH-000476,-0.244309221186
ACH-000477,-0.16456990805
ACH-000480,-0.15482775285999997
ACH-000481,-0.236216843515
ACH-000483,-0.169570899841
ACH-000484,-0.388029858002
ACH-000485,-0.165904373159
ACH-000486,-0.122395958407
ACH-000487,-0.319930942438
ACH-000488,-0.124449029465
ACH-000490,-0.274782500838
ACH-000491,-0.282088679965
ACH-000495,-0.153208783249
ACH-000496,-0.053114256725399996
ACH-000499,-0.0929763216493
ACH-000500,-0.506910098875
ACH-000502,-0.10939337309599999
ACH-000503,-0.302209945941
ACH-000505,-0.206454777745
ACH-000507,-0.13083802671599998
ACH-000510,-0.306697412118
ACH-000511,-0.10325682878900001
ACH-000512,-0.22650848125300002
ACH-000516,-0.08816658502350001
ACH-000517,-0.189779075628
ACH-000518,-0.15154735912599998
ACH-000520,-0.0133153863983
ACH-000521,-0.120728137925
ACH-000522,-0.185746097185
ACH-000524,-0.243364412436
ACH-000527,-0.15114019677999999
ACH-000528,-0.173386061398
ACH-000537,-0.12139294725
ACH-000541,0.00568491267828
ACH-000542,-0.140357662727
ACH-000544,-0.0833179169706
ACH-000545,-0.12477025327199999
ACH-000547,-0.117183598291
ACH-000548,-0.229096775084
ACH-000549,-0.178875382246
ACH-000550,-0.220614614067
ACH-000552,-0.053916303393800005
ACH-000556,-0.168099398127
ACH-000557,-0.278304391919
ACH-000570,-0.169871811757
ACH-000571,-0.09403160903560001
ACH-000573,-0.183006403446
ACH-000576,-0.286873464649
ACH-000580,-0.270686702126
ACH-000584,-0.191089749376
ACH-000585,-0.21575420733800002
ACH-000588,-0.234537131537
ACH-000589,-0.154146676887
ACH-000591,0.239852902455
ACH-000593,-0.228312827713
ACH-000600,-0.115717835726
ACH-000601,-0.1879150466
ACH-000604,-0.484808470297
ACH-000605,-0.252841719869
ACH-000606,-0.12497762134700001
ACH-000608,-0.140762782857
ACH-000614,-0.303348954131
ACH-000616,-0.16778516466899998
ACH-000618,-0.23289764550500003
ACH-000619,-0.09718794944739999
ACH-000620,-0.13403117293
ACH-000621,-0.051498143904300006
ACH-000622,-0.233509783517
ACH-000623,-0.10853218057
ACH-000624,-0.18006350887400002
ACH-000627,0.0351708525761
ACH-000630,-0.12894964448899998
ACH-000632,-0.200788524522
ACH-000633,-0.0186590457651
ACH-000637,-0.24363239981100002
ACH-000638,-0.242166910583
ACH-000646,-0.334924239675
ACH-000647,-0.298315550094
ACH-000648,-0.09024528830589998
ACH-000649,-0.154859535067
ACH-000651,-0.22038222653900003
ACH-000652,-0.223415449942
ACH-000653,-0.103671582719
ACH-000657,-0.29134486984499997
ACH-000658,-0.22789891010000002
ACH-000661,-0.275871918052
ACH-000662,-0.206486658194
ACH-000663,-0.29170214079100004
ACH-000665,-0.115556189581
ACH-000671,-0.17240762972600002
ACH-000673,-0.17535039001
ACH-000676,-0.40329572159000004
ACH-000677,-0.204632310781
ACH-000681,-0.09921277295389999
ACH-000682,-0.167573965186
ACH-000683,-0.53361431094
ACH-000684,-0.131018997021
ACH-000688,-0.292905278814
ACH-000693,-0.20432002775400002
ACH-000694,-0.10346765790899999
