,MS4A6A (64231)
ACH-000004,-0.483255181976
ACH-000007,-0.354386867548
ACH-000009,-0.281778284822
ACH-000011,-0.148505173751
ACH-000012,-0.19063179602699998
ACH-000013,-0.252802379886
ACH-000014,-0.20580769138500002
ACH-000015,-0.193937599835
ACH-000017,-0.238435561213
ACH-000018,-0.258377219906
ACH-000019,-0.247021476241
ACH-000021,-0.349229830622
ACH-000022,-0.239352801961
ACH-000025,-0.343071728543
ACH-000028,-0.34106593355
ACH-000030,-0.262094483225
ACH-000035,-0.256601000425
ACH-000036,-0.275415532688
ACH-000037,-0.0976306828712
ACH-000039,-0.524350183847
ACH-000040,-0.309213192884
ACH-000041,-0.342946731887
ACH-000042,-0.19625311289099998
ACH-000045,-0.47484478267999997
ACH-000047,-0.25640305186
ACH-000052,-0.28415745551
ACH-000053,-0.221733833663
ACH-000054,-0.150599537324
ACH-000055,-0.32968169199499997
ACH-000060,-0.28853078404599997
ACH-000067,-0.113420219484
ACH-000070,-0.327023752745
ACH-000075,-0.204798686131
ACH-000078,-0.27044367476799996
ACH-000082,-0.361935466149
ACH-000085,-0.300723330687
ACH-000086,-0.286727752176
ACH-000087,-0.134665626669
ACH-000092,-0.22014975151500002
ACH-000095,-0.26611603742600004
ACH-000097,-0.245245984599
ACH-000098,-0.206930719956
ACH-000099,-0.154072509183
ACH-000108,-0.302407529982
ACH-000113,-0.27684664698399997
ACH-000115,-0.29081499454
ACH-000116,-0.413906311924
ACH-000118,-0.283817000316
ACH-000120,-0.250607975759
ACH-000123,-0.38333856232600005
ACH-000127,-0.137417038616
ACH-000128,-0.276705877395
ACH-000132,-0.19683312102400002
ACH-000133,-0.303334988545
ACH-000137,-0.249405704502
ACH-000138,-0.44574892766
ACH-000142,-0.565354828485
ACH-000143,-0.275152072618
ACH-000146,-0.326026882544
ACH-000148,-0.216744930283
ACH-000150,-0.13625460219799998
ACH-000152,-0.174259840775
ACH-000153,-0.499971543765
ACH-000159,-0.258037914784
ACH-000160,-0.325175866158
ACH-000163,-0.287049999903
ACH-000167,-0.123535465354
ACH-000168,-0.0573905528654
ACH-000169,-0.138500023782
ACH-000178,-0.239548581293
ACH-000182,-0.127825210488
ACH-000183,-0.207423317443
ACH-000188,-0.319559481159
ACH-000189,-0.0824700607126
ACH-000190,-0.476525496068
ACH-000198,-0.293339055439
ACH-000204,-0.423569406101
ACH-000206,-0.101775336852
ACH-000207,-0.473763493895
ACH-000211,-0.42486594184199994
ACH-000215,-0.213777404015
ACH-000221,-0.34417009799500003
ACH-000222,-0.430096224944
ACH-000223,-0.254593309963
ACH-000226,-0.293784051504
ACH-000227,-0.43140931865000004
ACH-000228,-0.33591976638000004
ACH-000231,-0.33011428673
ACH-000232,-0.237860095031
ACH-000233,-0.235378308843
ACH-000234,-0.193414913477
ACH-000235,-0.262879715238
ACH-000237,-0.29477785933899997
ACH-000238,-0.12286799087200001
ACH-000243,-0.192177441708
ACH-000244,-0.206446907405
ACH-000246,-0.237906565031
ACH-000248,-0.22093463517700002
ACH-000250,-0.290583267828
ACH-000251,-0.155630392853
ACH-000253,-0.27210851893000004
ACH-000255,-0.196589830814
ACH-000256,-0.375582020542
ACH-000257,-0.316356740102
ACH-000258,-0.142474199384
ACH-000259,-0.21951266920200002
ACH-000260,-0.289604851363
ACH-000261,-0.41409613054600003
ACH-000262,-0.149214357016
ACH-000263,-0.7124545596240001
ACH-000264,-0.30771703605
ACH-000265,-0.331588979447
ACH-000266,-0.251490153067
ACH-000272,-0.20779288845199997
ACH-000273,-0.2902929219
ACH-000274,-0.182478844349
ACH-000277,-0.12689350872400001
ACH-000278,-0.256758183534
ACH-000279,-0.143493012979
ACH-000280,-0.31540912508499996
ACH-000281,-0.265175157808
ACH-000288,-0.294147611438
ACH-000291,-0.0906774441365
ACH-000293,-0.447088033146
ACH-000294,-0.36572388928800004
ACH-000295,-0.363942486628
ACH-000296,-0.402386372982
ACH-000302,-0.268181754891
ACH-000304,-0.173839278332
ACH-000307,-0.18472205266199998
ACH-000308,-0.39800555060500004
ACH-000310,-0.36470815803400003
ACH-000311,-0.26984896848900003
ACH-000312,-0.225860763105
ACH-000315,-0.179258560823
ACH-000316,-0.389795430927
ACH-000317,-0.47499013554499997
ACH-000318,-0.444562631787
ACH-000319,-0.37323737422200004
ACH-000320,-0.350984362474
ACH-000322,-0.129743519877
ACH-000323,-0.24620477542199998
ACH-000324,-0.278243372504
ACH-000329,-0.265424686258
ACH-000330,-0.240656179458
ACH-000331,-0.25681584088599996
ACH-000332,-0.239374521826
ACH-000334,-0.268894808319
ACH-000335,-0.405724705579
ACH-000336,-0.46154013966799995
ACH-000337,-0.57158367948
ACH-000339,-0.150047471269
ACH-000341,-0.15523207685
ACH-000348,-0.346648295656
ACH-000350,-0.10507861507
ACH-000352,-0.260879480317
ACH-000356,-0.371262115493
ACH-000361,-0.27951429267
ACH-000362,-0.393131104163
ACH-000363,-0.17606884519299998
ACH-000364,-0.24167098384100003
ACH-000365,-0.36291207612899995
ACH-000366,-0.406478584453
ACH-000368,-0.190242067546
ACH-000374,-0.39731622385300003
ACH-000375,-0.10739737754499999
ACH-000376,-0.305898061047
ACH-000381,-0.574381069339
ACH-000383,-0.274288649936
ACH-000387,-0.214156561989
ACH-000389,-0.258494913602
ACH-000390,-0.324103001025
ACH-000393,-0.359796356787
ACH-000395,-0.23485682651999998
ACH-000397,-0.292661263514
ACH-000401,-0.264107265783
ACH-000402,-0.210317206697
ACH-000403,-0.227673882797
ACH-000404,-0.07589381215049999
ACH-000406,-0.286945639648
ACH-000407,-0.410889969145
ACH-000408,-0.34855317459799995
ACH-000410,-0.267867735847
ACH-000411,-0.276429253842
ACH-000414,-0.268694101387
ACH-000415,-0.310251454517
ACH-000416,-0.176541607168
ACH-000420,-0.252889142687
ACH-000421,-0.271776463692
ACH-000424,-0.17597938413
ACH-000425,-0.17945851803100002
ACH-000426,-0.104123989861
ACH-000427,0.0143862935222
ACH-000433,-0.35213693206999996
ACH-000436,-0.195217222817
ACH-000444,-0.22344530194899997
ACH-000445,-0.08459665598310001
ACH-000448,-0.24837192114
ACH-000450,-0.00167614151014
ACH-000452,-0.285775210333
ACH-000454,-0.226271268312
ACH-000458,-0.359679622339
ACH-000459,-0.0533550730172
ACH-000460,-0.247757857616
ACH-000461,-0.527060053828
ACH-000463,-0.22011763854400002
ACH-000464,-0.20292276418400002
ACH-000466,-0.118542768545
ACH-000467,-0.277905511114
ACH-000468,-0.41248953306900005
ACH-000469,-0.35692729272
ACH-000470,-0.181066913882
ACH-000471,-0.205007472469
ACH-000472,-0.133234129385
ACH-000473,-0.268342737874
ACH-000475,-0.16112914226299999
ACH-000476,-0.199929157445
ACH-000477,-0.41543562854500005
ACH-000480,-0.268409987816
ACH-000481,-0.267665999847
ACH-000483,-0.533921813049
ACH-000484,-0.323540515154
ACH-000485,-0.0342557732729
ACH-000486,-0.27812457286200004
ACH-000487,-0.16818253022399998
ACH-000488,-0.226550219718
ACH-000490,-0.19324835749299998
ACH-000491,-0.17500921844300002
ACH-000495,-0.10875549670999998
ACH-000496,-0.344715815904
ACH-000499,-0.38815479336900005
ACH-000500,-0.126424667187
ACH-000502,-0.375345740439
ACH-000503,-0.710142807868
ACH-000505,-0.319619178671
ACH-000507,-0.0618214101116
ACH-000510,-0.227342852407
ACH-000511,-0.152809302846
ACH-000512,-0.353189586981
ACH-000516,-0.238959062574
ACH-000517,-0.24431008384199998
ACH-000518,-0.364916940052
ACH-000520,-0.273707487615
ACH-000521,-0.153567643797
ACH-000522,-0.270721398017
ACH-000524,-0.208062380374
ACH-000527,-0.171599269642
ACH-000528,-0.27893168734900003
ACH-000537,-0.269731183748
ACH-000541,-0.6879567614740001
ACH-000542,-0.15551679450099998
ACH-000544,-0.0780911640345
ACH-000545,-0.38081287478500003
ACH-000547,-0.37554639565399994
ACH-000548,-0.348530673671
ACH-000549,-0.303100950548
ACH-000550,-0.128306045441
ACH-000552,-0.115764541851
ACH-000556,-0.19409844938
ACH-000557,-0.186391609834
ACH-000570,-0.304251957833
ACH-000571,-0.33681749518
ACH-000573,-0.347881767906
ACH-000576,-0.248232278173
ACH-000580,-0.290575255036
ACH-000584,-0.307173279969
ACH-000585,-0.316565325158
ACH-000588,-0.27881070503600003
ACH-000589,-0.175014774496
ACH-000591,-0.144798904624
ACH-000593,-0.289372356027
ACH-000600,-0.326659509891
ACH-000601,-0.303131368539
ACH-000604,-0.406653078851
ACH-000605,-0.102210026053
ACH-000606,-0.444402973382
ACH-000608,-0.24637104669100002
ACH-000614,-0.293681032712
ACH-000616,-0.187835094539
ACH-000618,-0.296941688615
ACH-000619,-0.300830712434
ACH-000620,-0.224380395269
ACH-000621,-0.351681254294
ACH-000622,-0.133651664069
ACH-000623,-0.242353881037
ACH-000624,-0.26894894576699996
ACH-000627,-0.217900154535
ACH-000630,-0.214793591096
ACH-000632,-0.36223062789300003
ACH-000633,-0.240906396153
ACH-000637,-0.448451283107
ACH-000638,-0.29932155071600003
ACH-000646,-0.0189396523519
ACH-000647,-0.294493744708
ACH-000648,-0.276411838809
ACH-000649,-0.301385935296
ACH-000651,-0.0259589814055
ACH-000652,-0.288433382639
ACH-000653,-0.333332653071
ACH-000657,-0.281861314097
ACH-000658,-0.408553429728
ACH-000661,-0.527391754485
ACH-000662,-0.5017528488090001
ACH-000663,-0.312302989665
ACH-000665,-0.35201114403899997
ACH-000671,-0.295815332841
ACH-000673,-0.247192481134
ACH-000676,-0.126139572197
ACH-000677,-0.292286990471
ACH-000681,-0.4832710037
ACH-000682,-0.281083025085
ACH-000683,-0.269573776523
ACH-000684,-0.112308013007
ACH-000688,-0.10322878588199999
ACH-000693,-0.21484921338100002
ACH-000694,-0.238603244073
ACH-000695,-0.167000043952
ACH-000696,-0.23679837658000003
ACH-000697,0.0828425765308
ACH-000699,-0.238098383245
ACH-000701,-0.273804476276
ACH-000706,-0.28825931808
ACH-000711,-0.234776556395
ACH-000713,-0.261695533825
ACH-000714,-0.28407944950999997
ACH-000718,-0.32879959845600004
ACH-000720,-0.369763088116
ACH-000721,-0.222565425801
ACH-000724,-0.3568919613
ACH-000725,-0.253550076488
ACH-000732,-0.408112373828
ACH-000734,-0.5443274528600001
ACH-000735,-0.30059779250999996
ACH-000736,-0.337579879439
