,ZMIZ1 (57178)
ACH-000004,-0.46811393202299995
ACH-000007,-0.288908868101
ACH-000009,-0.181734473315
ACH-000011,-0.07205996559210001
ACH-000012,-0.246464246725
ACH-000013,-0.32097306110199997
ACH-000014,-0.443998799967
ACH-000015,-0.270717329012
ACH-000017,-0.668264101874
ACH-000018,-0.053416282693800006
ACH-000019,-0.486421559149
ACH-000021,-0.202135299995
ACH-000022,-0.382182322347
ACH-000025,-0.346427182822
ACH-000028,-0.33595372553
ACH-000030,-0.375532405884
ACH-000035,-0.0358964989127
ACH-000036,-0.46034735528899995
ACH-000037,-0.425614006805
ACH-000039,-0.6144965242679999
ACH-000040,-0.149965924512
ACH-000041,-0.302682929677
ACH-000042,-0.303018443776
ACH-000045,-0.466331422517
ACH-000047,-0.27346834583
ACH-000052,-0.221347106458
ACH-000053,-0.24543342195700002
ACH-000054,-0.19995203473900003
ACH-000055,-0.34949647916
ACH-000060,-0.14830764199899998
ACH-000067,-0.258113307563
ACH-000070,-0.47511116599
ACH-000075,-0.0356586204556
ACH-000078,-0.319026920574
ACH-000082,-0.272363788246
ACH-000085,-0.242791447854
ACH-000086,-0.24554580923
ACH-000087,-0.32864102525
ACH-000092,-0.09106180380130001
ACH-000095,-0.41459494065499997
ACH-000097,-0.688670645801
ACH-000098,0.0161332302166
ACH-000099,-0.707664324805
ACH-000108,-0.28089915165999996
ACH-000113,-0.263488158051
ACH-000115,-0.40849074422
ACH-000116,-0.404246894133
ACH-000118,-0.39121045407899996
ACH-000120,-0.44667277294
ACH-000123,-0.229786325113
ACH-000127,-0.217859059633
ACH-000128,-0.271446615991
ACH-000132,-0.30996605009399997
ACH-000133,-0.20056913009100003
ACH-000137,-0.237375147635
ACH-000138,-0.25221403304400003
ACH-000142,-0.15762038924799998
ACH-000143,-0.10554373870200001
ACH-000146,-0.23591142963700001
ACH-000148,-0.314983602553
ACH-000150,-0.257902758019
ACH-000152,-0.350277179969
ACH-000153,-0.43673599511699995
ACH-000159,-0.215354992155
ACH-000160,-0.278322589084
ACH-000163,-0.37381962241899996
ACH-000167,-0.314710767077
ACH-000168,-0.105375139132
ACH-000169,-0.49882892415700003
ACH-000178,-0.313121760596
ACH-000182,-0.27876446885
ACH-000183,-0.307055101204
ACH-000188,-0.399904593147
ACH-000189,-0.531150688309
ACH-000190,-0.380362858294
ACH-000198,-0.5521073403419999
ACH-000204,0.024376056237400003
ACH-000206,-0.18671391582199998
ACH-000207,-0.556157209959
ACH-000211,-0.370767267305
ACH-000215,-0.321873414214
ACH-000221,-0.249278941677
ACH-000222,-0.244611705065
ACH-000223,-0.307972134458
ACH-000226,-0.162469680369
ACH-000227,-0.533094738209
ACH-000228,-0.47600989201000005
ACH-000231,-0.33729135124799997
ACH-000232,-0.222818617203
ACH-000233,-0.345745492683
