,RTKN (6242)
ACH-000250,-0.34407161540799996
ACH-000251,-0.186751802082
ACH-000253,-0.179221814029
ACH-000255,-0.382524500088
ACH-000256,-0.28406605090500003
ACH-000257,0.000562297356094
ACH-000258,0.0653483874009
ACH-000259,-0.246945274144
ACH-000260,-0.472562369771
ACH-000261,-0.294038260773
ACH-000262,-0.474861545792
ACH-000263,-0.636677988922
ACH-000264,-0.25217439734999997
ACH-000265,-0.34002245789499996
ACH-000266,-0.362978933881
ACH-000272,-0.278205078684
ACH-000273,-0.139330544416
ACH-000274,-0.397524414115
ACH-000277,-0.142007169481
ACH-000278,-0.233513204817
ACH-000279,-0.216144073941
ACH-000280,-0.168632955297
ACH-000281,-0.515210563823
ACH-000288,-0.0980782539608
ACH-000291,-0.176167211994
ACH-000293,-0.357376336526
ACH-000294,-0.198019414226
ACH-000295,-0.08827926705489998
ACH-000296,-0.500503919687
ACH-000302,-0.288429473361
ACH-000304,-0.539493558405
ACH-000307,-0.369140115291
ACH-000308,-0.264629589357
ACH-000310,-0.22593826871599998
ACH-000311,-0.417350103499
ACH-000312,-0.502377435397
ACH-000315,-0.207843418317
ACH-000316,-0.00437809983049
ACH-000317,-0.191276738422
ACH-000318,-0.168973222496
ACH-000319,-0.17494402315299998
ACH-000320,-0.46616265073999996
ACH-000322,-0.510938497209
ACH-000323,-0.292809537437
ACH-000324,-0.304326224368
ACH-000329,-0.155443064374
ACH-000330,0.112713059877
ACH-000331,-0.179758969397
ACH-000332,-0.418475493682
ACH-000334,-0.147635196434
ACH-000335,-0.275364368496
ACH-000336,-0.364590252685
ACH-000337,-0.586521996144
ACH-000339,-0.31047712862300003
ACH-000341,-0.392681527844
ACH-000348,-0.255351625591
ACH-000350,-0.214440951961
ACH-000352,-0.23347128054400001
ACH-000356,-0.290582684192
ACH-000361,-0.468435876963
ACH-000362,-0.052498419131699996
ACH-000363,-0.039045127152
ACH-000364,-0.199121060588
ACH-000365,-0.290333462553
ACH-000366,-0.32601997466
ACH-000368,-0.403014982478
ACH-000374,-0.408988320087
ACH-000375,-0.539951537246
ACH-000376,-0.295519985319
ACH-000381,-0.346191182913
ACH-000383,-0.296115065429
ACH-000387,-0.250144391669
ACH-000389,-0.033775222697099996
ACH-000390,-0.457063514795
ACH-000393,-0.248571020633
ACH-000395,-0.226143844154
ACH-000397,-0.180724904836
ACH-000401,-0.617861781541
ACH-000402,0.142986826491
ACH-000403,-0.339298068287
ACH-000404,-0.363939658275
ACH-000406,-0.133467925548
ACH-000407,-0.0012389627166600001
ACH-000408,-0.287560485468
ACH-000410,-0.35232360413
ACH-000411,-0.27464130172400003
ACH-000414,-0.344395048544
ACH-000415,-0.360981111811
ACH-000416,-0.242673781619
ACH-000420,-0.209034682276
ACH-000421,-0.252298602895
ACH-000424,-0.511282228809
ACH-000425,-0.264151866308
ACH-000426,-0.41110395566200003
ACH-000427,0.0773695150941
ACH-000433,-0.406384541817
ACH-000436,-0.30761581181
ACH-000444,0.010736664812799999
ACH-000445,-0.238660483125
ACH-000448,-0.373412189918
ACH-000450,-0.515669780847
ACH-000452,-0.249468267341
ACH-000454,-0.505235896231
ACH-000458,-0.19304071353799998
ACH-000459,-0.314803548234
ACH-000460,-0.174406955967
ACH-000461,-0.228591634434
ACH-000463,-0.274737613648
ACH-000464,-0.5068391490959999
ACH-000466,-0.11880590145
ACH-000467,-0.232936611816
ACH-000468,-0.453139394433
ACH-000469,-0.112512389651
ACH-000470,-0.246982700898
ACH-000471,-0.162357991584
ACH-000472,-0.280319896488
ACH-000473,-0.45539170388899997
ACH-000475,-0.276372453616
ACH-000476,-0.24398188252300002
ACH-000477,-0.171872012711
ACH-000480,-0.09160921689089999
ACH-000481,-0.335577143208
ACH-000483,-0.263422386516
ACH-000484,-0.103030107191
ACH-000485,-0.46412021288599997
ACH-000486,-0.28443239238
ACH-000487,-0.14105020570000001
ACH-000488,-0.268950867188
ACH-000490,-0.41389163367200005
ACH-000491,-0.584121867081
ACH-000495,-0.15444314209899998
ACH-000496,-0.34803880076899996
ACH-000499,-0.217740261743
ACH-000500,-0.18058951917399998
ACH-000502,-0.191186240477
ACH-000503,-1.50472518106e-05
ACH-000505,-0.304903794282
ACH-000507,-0.252000430154
ACH-000510,-0.34340416748400004
ACH-000511,-0.308395062713
ACH-000512,-0.314836037205
ACH-000516,-0.133612039218
ACH-000517,-0.270322931803
ACH-000518,-0.240868143477
ACH-000520,-0.336356388608
ACH-000521,-0.46681482806900004
ACH-000522,-0.330806815825
ACH-000524,-0.432605376792
ACH-000527,-0.421656679379
ACH-000528,-0.219646528845
ACH-000537,-0.197202995676
ACH-000541,-0.18409769866099998
ACH-000542,-0.284479888643
ACH-000544,-0.267319211107
ACH-000545,-0.30328739674000005
ACH-000547,-0.0357618586873
ACH-000548,-0.25839728136
ACH-000549,-0.35747392840899994
ACH-000550,-0.145624404314
ACH-000552,-0.249556489198
ACH-000556,-0.442772814414
ACH-000557,-0.17435963097399998
ACH-000570,-0.310530843881
ACH-000571,-0.223332179731
ACH-000573,-0.17872292065499998
ACH-000576,-0.148766993808
ACH-000580,-0.126885575995
ACH-000584,-0.20361386346000002
ACH-000585,-0.0731570661151
ACH-000588,-0.338726556022
ACH-000589,-0.318049689266
ACH-000591,-0.662889792164
ACH-000593,-0.0649934188466
ACH-000600,-0.35738026587
ACH-000601,-0.291508024091
ACH-000604,-0.541607164908
ACH-000605,-0.307905200352
ACH-000606,-0.229911403259
ACH-000608,-0.361578646316
ACH-000614,-0.483760963353
ACH-000616,-0.0007390682208989999
ACH-000618,-0.31746091760899997
ACH-000619,-0.046642441004300005
ACH-000620,-0.254745244484
ACH-000621,-0.259160515444
ACH-000622,-0.13008565909000003
ACH-000623,-0.21405528874899998
ACH-000624,-0.334859992278
ACH-000627,-0.358026390639
ACH-000630,-0.455556365852
ACH-000632,-0.29744207392099997
ACH-000633,-0.137147600021
ACH-000637,-0.37757853315800005
ACH-000638,-0.378127179297
ACH-000646,-0.09147021628930001
ACH-000647,-0.288983330438
ACH-000648,-0.0396644019974
ACH-000649,-0.36866444508
ACH-000651,-0.19944826655
ACH-000652,-0.0942573808933
ACH-000653,-0.20677576871599998
ACH-000657,-0.16600978061
ACH-000658,-0.153590690321
ACH-000661,-0.310603992608
ACH-000662,-0.40268591918799995
ACH-000663,-0.316525705999
ACH-000665,-0.529834653249
ACH-000671,-0.184535607406
ACH-000673,-0.411064031927
ACH-000676,-0.278363404311
ACH-000677,-0.14693683747300001
ACH-000681,-0.319346455867
ACH-000682,-0.38951115630800004
ACH-000683,-0.39857359215000004
ACH-000684,-0.239998611568
ACH-000688,-0.235103461809
ACH-000693,-0.340411467203
ACH-000694,-0.519411107321
ACH-000695,-0.509420127975
ACH-000696,-0.4331820417600001
ACH-000697,-0.388096284251
ACH-000699,-0.334292832757
ACH-000701,-0.343456956355
ACH-000706,-0.318886134649
ACH-000711,-0.42434987307300004
ACH-000713,-0.204610296118
ACH-000714,-0.413229136038
ACH-000718,-0.11946809632000001
ACH-000720,-0.188924871633
ACH-000721,-0.256328247262
ACH-000724,-0.309686519713
ACH-000725,-0.372622519521
ACH-000732,-0.44865398315300004
ACH-000734,-0.156690848521
ACH-000735,-0.39031153440099997
ACH-000736,-0.11245021172
ACH-000738,-0.35690008732100004
ACH-000746,-0.303157207165
ACH-000747,-0.448239630797
ACH-000748,-0.210073675803
ACH-000753,-0.28904166799000003
ACH-000756,-0.435593923574
ACH-000757,-0.467944071107
ACH-000758,-0.21541250966699999
ACH-000760,-0.43336567506499996
ACH-000763,-0.22941184182500002
ACH-000764,-0.0608384403896
ACH-000765,-0.336774878147
ACH-000766,-0.35282944158600005
ACH-000767,-0.491579960066
ACH-000768,-0.23298681447900002
ACH-000769,-0.406123853609
ACH-000770,-0.18571818911899998
ACH-000771,-0.294029414292
ACH-000773,-0.237217660377
ACH-000776,-0.020626544460900002
ACH-000777,-0.320794017051
ACH-000778,-0.574268131746
ACH-000781,-0.391762278236
ACH-000782,-0.24716736938499997
ACH-000783,-0.186517926663
ACH-000784,-0.267253021509
ACH-000785,-0.5493108097420001
ACH-000787,-0.438589372052
ACH-000788,-0.143629726557
ACH-000791,-0.5790008326839999
ACH-000792,-0.113759316132
ACH-000794,-0.42475818471999993
ACH-000796,-0.395758615583
ACH-000799,-0.498819854311
ACH-000800,-0.115674297535
ACH-000802,-0.24000263500500002
ACH-000804,-0.685870478716
ACH-000805,-0.32677507511799997
ACH-000809,-0.24201081058899998
ACH-000810,-0.33620182562299994
ACH-000811,-0.222343051027
ACH-000817,-0.228667259946
ACH-000819,-0.179234987093
ACH-000820,-0.224899941941
ACH-000821,-0.474409404339
ACH-000822,-0.38286245778000005
ACH-000823,-0.25424512542800004
ACH-000824,-0.279685913911
ACH-000827,-0.256573562429
ACH-000829,-0.30614923848299996
ACH-000831,-0.302220908895
ACH-000832,-0.684272656188
ACH-000833,-0.110982917591
ACH-000834,-0.370211303489
ACH-000835,-0.251122720678
ACH-000836,-0.235183658323
ACH-000837,-0.253343702018
ACH-000838,-0.230225866355
ACH-000839,-0.45100059930299996
ACH-000840,-0.343185963117
ACH-000841,-0.44723518013
ACH-000843,-0.544794399028
ACH-000846,-0.424727715105
ACH-000847,-0.168610821341
ACH-000848,-0.243864807815
ACH-000849,-0.302595122351
ACH-000851,-0.419275630245
ACH-000855,-0.29621171362300003
ACH-000856,-0.144405251003
ACH-000858,-0.251361347245
ACH-000859,-0.49622786643399996
ACH-000861,-0.372534919542
ACH-000862,-0.0550049657971
ACH-000865,-0.34722548719
ACH-000866,-0.24318978790600002
ACH-000867,-0.25314070334399996
ACH-000869,-0.41518744302
ACH-000872,-0.265247771293
ACH-000873,-0.545422397066
ACH-000876,-0.35789182596
ACH-000878,-0.161352087587
ACH-000880,2.27672232048e-05
ACH-000881,-0.322231533771
ACH-000882,-0.316315779532
ACH-000884,-0.06033308949519999
ACH-000885,-0.123936453315
ACH-000887,-0.296682583921
ACH-000888,-0.123607340618
ACH-000889,-0.325818670557
ACH-000890,-0.121128433911
ACH-000896,-0.348345415189
ACH-000898,-0.184032310805
ACH-000900,-0.589724140163
ACH-000901,-0.32106898035
ACH-000905,-0.33214012091999995
ACH-000906,-0.138033946699
ACH-000907,-0.11313730204299999
ACH-000910,-0.231002615889
ACH-000911,-0.383309361788
ACH-000912,-0.39699605188000003
ACH-000913,-0.232916745912
ACH-000915,-0.18912339026299999
ACH-000916,-0.6073326931390001
ACH-000917,-0.158147564527
ACH-000921,-0.518617296314
ACH-000924,-0.019233086516900002
ACH-000926,-0.435828493381
ACH-000928,-0.37541728329499996
ACH-000929,-0.413891481724
ACH-000932,-0.0552525923232
ACH-000935,-0.527001383864
ACH-000936,-0.289714754254
ACH-000937,-0.301626296212
ACH-000938,-0.184717770956
ACH-000939,-0.195463251616
ACH-000941,-0.34015848228699996
ACH-000943,-0.18463404024
ACH-000946,-0.240061530631
ACH-000947,-0.138184283342
ACH-000948,-0.12534964614
ACH-000950,-0.152110344936
ACH-000953,-0.180527384966
ACH-000957,-0.251311698151
ACH-000958,-0.5298125236069999
ACH-000960,-0.35700224551700005
ACH-000963,-0.6570403635459999
ACH-000968,-0.06910557046839999
ACH-000969,-0.39907089684600006
ACH-000973,-0.215090644217
ACH-000974,-0.222497558396
ACH-000975,-0.37794882064900004
ACH-000976,-0.442000681977
ACH-000978,0.201442682948
ACH-000980,-0.150958148919
ACH-000984,-0.301382490873
ACH-000986,-0.189903390658
ACH-000988,-0.116298703634
ACH-000993,-0.337503028157
ACH-000994,-0.20745947169300002
ACH-000996,-0.340681900306
ACH-001001,-0.29689358144
ACH-001020,-0.49911359518799997
ACH-001028,-0.25304006591
ACH-001031,-0.360967504953
ACH-001038,-0.29341075073600004
ACH-001048,-0.186994783588
ACH-001050,-0.069952292497
ACH-001053,-0.36015747091399997
ACH-001054,-0.221587626774
ACH-001061,-0.294231667245
ACH-001067,-0.41271436925899996
ACH-001075,-0.306689208303
ACH-001096,-0.303519156385
ACH-001128,-0.331635688913
ACH-001134,-0.213711063458
ACH-001151,-0.316195908603
ACH-001163,-0.338454239521
ACH-001164,-0.504481270551
ACH-001173,-0.227257599892
ACH-001183,-0.596062402725
ACH-001184,-0.180656457075
ACH-001190,-0.381980804009
ACH-001192,-0.459970545778
ACH-001193,0.0326498259814
ACH-001196,-0.307126727782
ACH-001197,-0.516598638689
ACH-001205,-0.30591089753600004
ACH-001211,-0.16458928125299999
ACH-001212,-0.686099857664
ACH-001228,-0.177952132469
ACH-001232,-0.300687524839
ACH-001239,-0.331096698466
ACH-001274,0.051452125170300005
ACH-001275,-0.23905299911699998
ACH-001277,-0.401485436427
ACH-001278,-0.401940796551
ACH-001280,-0.103060952617
ACH-001283,-0.371635991671
ACH-001289,-0.367160018484
ACH-001295,-0.301859830479
ACH-001300,-0.24211659605099997
ACH-001301,-0.234417627533
ACH-001302,-0.324012324745
ACH-001303,-0.272459474972
ACH-001306,-0.157930368953
ACH-001318,-0.17197502626400002
ACH-001322,-0.34483951250699996
ACH-001328,-0.38837934590400003
ACH-001332,-0.43628917483199997
ACH-001333,-0.47108727181500004
ACH-001336,-0.280441431395
ACH-001340,-0.282260386387
ACH-001346,-0.406416904575
ACH-001353,-0.240647441586
ACH-001354,-0.319437687066
ACH-001367,-0.168091728626
ACH-001368,-0.38077189989200005
ACH-001374,-0.668756772913
ACH-001375,-0.506567539379
ACH-001377,-0.325117633978
ACH-001380,-0.5179016308869999
ACH-001391,-0.28340299796999996
ACH-001407,-0.163093069491
ACH-001408,-0.307262428224
ACH-001413,-0.320274092608
ACH-001430,-0.0254939126787
ACH-001431,-0.237363834555
ACH-001450,-0.0904857498052
ACH-001496,-0.292517895481
ACH-001500,-0.15881203622600001
ACH-001521,-0.283446526016
ACH-001523,-0.313719775996
ACH-001532,-0.213210192254
ACH-001536,-0.0598627127703
ACH-001550,-0.274582226707
ACH-001552,-0.21447534540999996
ACH-001554,-0.33464954142299996
ACH-001645,-0.510145040468
ACH-001654,-0.238108509733
ACH-001715,-0.16940291230500001
ACH-001735,-0.22035302226
ACH-001736,-0.226271557526
ACH-001737,-0.433617040863
ACH-001740,-0.214471291394
ACH-001745,-0.274507211834
ACH-001750,-0.482194095264
ACH-001765,-0.281156453061
ACH-001956,-0.250078659582
ACH-001957,-0.256919508006
