,CTTNBP2NL (55917)
ACH-000004,0.149330527332
ACH-000007,-0.348592802385
ACH-000009,0.0541824526636
ACH-000011,-0.0554083371669
ACH-000012,-0.141005584408
ACH-000013,0.008783900402370001
ACH-000014,-0.087554380491
ACH-000015,0.029305713032400003
ACH-000017,0.039026356843500004
ACH-000018,0.0677046481507
ACH-000019,0.0853142372355
ACH-000021,0.0190458552662
ACH-000022,-0.007453253870550001
ACH-000025,-0.14603956480799998
ACH-000028,-0.149504616143
ACH-000030,-0.0943252294722
ACH-000035,-0.21950208237799998
ACH-000036,-0.0228134803998
ACH-000037,-0.060873213499999995
ACH-000039,-0.128830546193
ACH-000040,0.0363779068634
ACH-000041,-0.07959442150939999
ACH-000042,0.027070166543999997
ACH-000045,0.150307804357
ACH-000047,-0.119556336264
ACH-000052,0.113094280339
ACH-000053,0.015035638066499999
ACH-000054,-0.214130465386
ACH-000055,0.143898476693
ACH-000060,-0.251354702225
ACH-000067,-0.0265581238142
ACH-000070,-0.0350575659437
ACH-000075,-0.0918120283386
ACH-000078,0.07690777425310001
ACH-000082,0.025422078745400003
ACH-000085,-0.12343107006699999
ACH-000086,-0.0348034832124
ACH-000087,0.07585657392089999
ACH-000092,-0.0705394360403
ACH-000095,-0.0277900664769
ACH-000097,-0.045225355361599995
ACH-000098,-0.0168883243075
ACH-000099,0.057650967485300006
ACH-000108,-0.151453905422
ACH-000113,-0.0760672418871
ACH-000115,0.16936542814
ACH-000116,0.134030843524
ACH-000118,-0.0477416330596
ACH-000120,0.3077374213
ACH-000123,-0.0321851638711
ACH-000127,-0.10372968617999999
ACH-000128,-0.0397530846623
ACH-000132,-0.16174705408
ACH-000133,0.028359720567799996
ACH-000137,-0.22187343081799998
ACH-000138,-0.08762688814410001
ACH-000142,-0.038697569339199996
ACH-000143,-0.0278362277541
ACH-000146,0.0323575409902
ACH-000148,0.064423906897
ACH-000150,0.0952920779712
ACH-000152,-0.20613645053500002
ACH-000153,-0.06172814791180001
ACH-000159,-0.06968455998060001
ACH-000160,0.056472669199699996
ACH-000163,-0.124925629536
ACH-000167,0.039144366632699996
ACH-000168,0.0610352163985
ACH-000169,-0.194361541702
ACH-000178,0.182542698064
ACH-000182,0.050640234603399996
ACH-000183,0.10931309178200001
ACH-000188,-0.00375881222035
ACH-000189,0.018124035715700003
ACH-000190,-0.07486158509810001
ACH-000198,-0.10405453589500001
ACH-000204,-0.017326641137299998
ACH-000206,-0.0997213266564
ACH-000207,-0.0648382643084
ACH-000211,-0.024548987884200003
ACH-000215,-0.183351248908
ACH-000221,0.149274253837
ACH-000222,0.0493252153746
ACH-000223,-0.07590380418289999
ACH-000226,0.011689043630200001
ACH-000227,-0.302074228683
ACH-000228,0.168036425123
ACH-000231,0.000401135148508
ACH-000232,0.056155648667800005
ACH-000233,0.168295976355
ACH-000234,-0.257197797583
ACH-000235,-0.0577903204017
ACH-000237,0.0519320923626
ACH-000238,-0.281881372968
ACH-000243,-0.043849981691399996
ACH-000244,0.0577774445241
ACH-000246,-0.0805406109897
ACH-000248,0.11570109824699999
ACH-000250,0.0217093349606
ACH-000251,-0.287272112969
ACH-000253,-0.15197198995300001
ACH-000255,-0.12268799725
ACH-000256,-0.0764055583469
ACH-000257,-0.22344306911800002
ACH-000258,0.110728726325
ACH-000259,0.0867858539964
ACH-000260,0.0684175514477
ACH-000261,-0.0623994756628
ACH-000262,-0.252845105874
ACH-000263,-0.0689386414042
ACH-000264,-0.051323110128800004
ACH-000265,0.0611606708451
ACH-000266,0.021413665013900005
ACH-000272,-0.0473210007322
ACH-000273,0.00490141392983
ACH-000274,0.006165695030239999
ACH-000277,-0.173559475325
ACH-000278,-0.022839565432
ACH-000279,-0.0181077288605
ACH-000280,0.0159081721552
ACH-000281,0.18188736043499998
ACH-000288,-0.06897509812819999
ACH-000291,0.006343910279970001
ACH-000293,-0.197763277859
ACH-000294,-0.168998698546
ACH-000295,0.0583569193639
ACH-000296,0.0237141612298
ACH-000302,-0.0321865166953
ACH-000304,-0.07162808279739999
ACH-000307,0.0711345983929
ACH-000308,-0.026253417831900005
ACH-000310,0.190182071179
ACH-000311,0.0629439540919
ACH-000312,-0.0468209916718
ACH-000315,0.0212953725643
ACH-000316,0.0768675038911
ACH-000317,0.142232516176
ACH-000318,-0.124055986052
ACH-000319,0.0555258480662
ACH-000320,0.146856024962
ACH-000322,-0.130330833968
ACH-000323,-0.136554939558
ACH-000324,-0.0417368088721
ACH-000329,-0.0272974859159
ACH-000330,0.22920168357700002
ACH-000331,-0.008715067655270001
ACH-000332,-0.09386784034800001
ACH-000334,0.028421132470999998
ACH-000335,-0.143179228425
ACH-000336,-0.174400594741
ACH-000337,-0.0232648633209
ACH-000339,0.121011679526
ACH-000341,0.120464879474
ACH-000348,-0.0923030746446
ACH-000350,0.182229013021
ACH-000352,-0.0808433454968
ACH-000356,0.0233375847989
ACH-000361,-0.335490036234
ACH-000362,-0.00340451855044
ACH-000363,0.0319941841088
ACH-000364,0.07708367116619999
ACH-000365,-0.00045006065277699995
ACH-000366,-0.0107098376103
ACH-000368,-0.35276291744000005
ACH-000374,-0.0960508445061
ACH-000375,-0.0771206653669
ACH-000376,0.041210197113199995
ACH-000381,-0.10221744580099999
ACH-000383,-0.108307609119
ACH-000387,0.044915783773499994
ACH-000389,-0.301368646192
ACH-000390,-0.0339542607679
